Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LFK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LFK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LFK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LFK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LFK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LFK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LFK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LFK_M_R
7846,Water,Water,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
7847,Water,Water,NULL,Water,Non_Wetland,Bareland,Grassland,Bareland
7848,Water,Water,NULL,Water,Non_Wetland,Bareland,Grassland,Forest
7849,Water,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Water
7850,Water,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Forest
7851,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Grassland
7852,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
7853,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Forest
7854,Water,Water,NULL,Water,Non_Wetland,Bareland,Forest,Water
7855,Water,Water,NULL,Water,Non_Wetland,Built-up,Grassland,Water
7856,Water,Water,NULL,Water,Non_Wetland,Built-up,Bareland,Water
7857,Water,Water,NULL,Water,Non_Wetland,Built-up,Water,Water
7858,Water,Water,NULL,Water,Non_Wetland,Built-up,Water,Forest
7859,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Water
7860,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Grassland
7861,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Bareland
7862,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Water
7863,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Forest
7864,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Grassland
7865,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
7866,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
7867,Water,Water,NULL,Water,Non_Wetland,Water,Bareland,Forest
7868,Water,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
7869,Water,Water,NULL,Water,Non_Wetland,Water,Water,Bareland
7870,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
7871,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
7872,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Grassland
7873,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
7874,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7875,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
7876,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
7877,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
7878,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7879,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
7880,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7881,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
7882,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
7883,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
7884,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7885,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7886,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
7887,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
7888,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
7889,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7890,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
7891,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
7892,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
7893,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
7894,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Water,Water
7895,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
7896,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
7897,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
7898,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
7899,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
7900,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
7901,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
7902,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
7903,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
7904,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
7905,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
7906,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
7907,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
7908,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
7909,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
7910,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
7911,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
7912,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
7913,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7914,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
7915,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
7916,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Water
7917,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
7918,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Built-up
7919,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
7920,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
7921,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
7922,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
7923,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
7924,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
7925,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
7926,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
7927,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
7928,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
7929,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
7930,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Bareland,Forest
7931,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
7932,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
7933,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
7934,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Water
7935,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
7936,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
7937,Water,Water,Shrubland,Water,Non_Wetland,Built-up,Water,Water
7938,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
7939,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Bareland
7940,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Built-up
7941,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Water
7942,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
7943,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
7944,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
7945,Water,Water,Shrubland,Water,Non_Wetland,Water,Bareland,Water
7946,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
7947,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
7948,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
7949,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
7950,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Water
7951,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Forest
7952,Water,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
7953,Water,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
7954,Water,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Water
7955,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7956,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
7957,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
7958,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
7959,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
7960,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7961,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Water
7962,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
7963,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7964,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
7965,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
7966,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
7967,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Bareland
7968,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Water
7969,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
7970,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
7971,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Bareland
7972,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
7973,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7974,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Wetland
7975,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7976,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Water
7977,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
7978,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
7979,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Water
7980,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
7981,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7982,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
7983,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
7984,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
7985,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Water
7986,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
7987,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
7988,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Water
7989,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
7990,Water,Water,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
7991,Water,Water,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
7992,Water,Water,Grassland,NULL,Non_Wetland,Built-up,Bareland,Water
7993,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
7994,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
7995,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
7996,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Water
7997,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
7998,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
7999,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
8000,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
8001,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
8002,Water,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
8003,Water,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Wetland
8004,Water,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Bareland
8005,Water,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Built-up
8006,Water,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Water
8007,Water,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
8008,Water,Water,Grassland,NULL,Non_Wetland,Water,Built-up,Forest
8009,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
8010,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Bareland
8011,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Built-up
8012,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
8013,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
8014,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
8015,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Bareland
8016,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
8017,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
8018,Water,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
8019,Water,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Water
8020,Water,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
8021,Water,Water,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
8022,Water,Water,Grassland,NULL,Non_Wetland,Forest,Water,Grassland
8023,Water,Water,Grassland,NULL,Non_Wetland,Forest,Water,Forest
8024,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Forest,Grassland
8025,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8026,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
8027,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Water
8028,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
8029,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
8030,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
8031,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
8032,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Water
8033,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
8034,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
8035,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
8036,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
8037,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
8038,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Water,Water
8039,Water,Water,Grassland,Non_Water,Non_Wetland,Built-up,Water,Grassland
8040,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
8041,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Grassland,Wetland
8042,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Grassland,Bareland
8043,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Grassland,Water
8044,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Grassland,Forest
8045,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
8046,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Bareland,Grassland
8047,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Bareland,Bareland
8048,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
8049,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Bareland
8050,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
8051,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
8052,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Grassland
8053,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Bareland
8054,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Water
8055,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
8056,Water,Water,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
8057,Water,Water,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
8058,Water,Water,Grassland,Water,Non_Wetland,Grassland,Grassland,Water
8059,Water,Water,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
8060,Water,Water,Grassland,Water,Non_Wetland,Grassland,Wetland,Water
8061,Water,Water,Grassland,Water,Non_Wetland,Grassland,Bareland,Grassland
8062,Water,Water,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
8063,Water,Water,Grassland,Water,Non_Wetland,Grassland,Water,Water
8064,Water,Water,Grassland,Water,Non_Wetland,Grassland,Water,Forest
8065,Water,Water,Grassland,Water,Non_Wetland,Grassland,Forest,Grassland
8066,Water,Water,Grassland,Water,Non_Wetland,Grassland,Forest,Water
8067,Water,Water,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
8068,Water,Water,Grassland,Water,Non_Wetland,Bareland,Grassland,Water
8069,Water,Water,Grassland,Water,Non_Wetland,Bareland,Grassland,Forest
8070,Water,Water,Grassland,Water,Non_Wetland,Bareland,Wetland,Water
8071,Water,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
8072,Water,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Water
8073,Water,Water,Grassland,Water,Non_Wetland,Bareland,Built-up,Forest
8074,Water,Water,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
8075,Water,Water,Grassland,Water,Non_Wetland,Bareland,Water,Bareland
8076,Water,Water,Grassland,Water,Non_Wetland,Bareland,Water,Water
8077,Water,Water,Grassland,Water,Non_Wetland,Bareland,Water,Forest
8078,Water,Water,Grassland,Water,Non_Wetland,Built-up,Built-up,Water
8079,Water,Water,Grassland,Water,Non_Wetland,Built-up,Water,Water
8080,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
8081,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Bareland
8082,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Water
8083,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Forest
8084,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
8085,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
8086,Water,Water,Grassland,Water,Non_Wetland,Water,Bareland,Grassland
8087,Water,Water,Grassland,Water,Non_Wetland,Water,Bareland,Bareland
8088,Water,Water,Grassland,Water,Non_Wetland,Water,Bareland,Water
8089,Water,Water,Grassland,Water,Non_Wetland,Water,Bareland,Forest
8090,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
8091,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Wetland
8092,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Bareland
8093,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
8094,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
8095,Water,Water,Grassland,Water,Non_Wetland,Water,Forest,Grassland
8096,Water,Water,Grassland,Water,Non_Wetland,Water,Forest,Bareland
8097,Water,Water,Grassland,Water,Non_Wetland,Water,Forest,Water
8098,Water,Water,Grassland,Water,Non_Wetland,Water,Forest,Forest
8099,Water,Water,Grassland,Water,Non_Wetland,Forest,Grassland,Forest
8100,Water,Water,Grassland,Water,Non_Wetland,Forest,Wetland,Water
8101,Water,Water,Grassland,Water,Non_Wetland,Forest,Bareland,Forest
8102,Water,Water,Grassland,Water,Non_Wetland,Forest,Water,Forest
8103,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
8104,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
8105,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8106,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8107,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
8108,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
8109,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
8110,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8111,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Water
8112,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
8113,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8114,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
8115,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
8116,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
8117,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Water
8118,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
8119,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
8120,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Water
8121,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
8122,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
8123,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8124,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
8125,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
8126,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
8127,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Water
8128,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
8129,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8130,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
8131,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
8132,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
8133,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
8134,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
8135,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Water
8136,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
8137,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
8138,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
8139,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Water
8140,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
8141,Water,Water,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
8142,Water,Water,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
8143,Water,Water,Cropland,NULL,Non_Wetland,Built-up,Water,Water
8144,Water,Water,Cropland,NULL,Non_Wetland,Built-up,Water,Forest
8145,Water,Water,Cropland,NULL,Non_Wetland,Built-up,Forest,Water
8146,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
8147,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
8148,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
8149,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Water
8150,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
8151,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
8152,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Water
8153,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
8154,Water,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
8155,Water,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Forest
8156,Water,Water,Cropland,NULL,Non_Wetland,Water,Built-up,Water
8157,Water,Water,Cropland,NULL,Non_Wetland,Water,Built-up,Forest
8158,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
8159,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Bareland
8160,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
8161,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
8162,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
8163,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Water
8164,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Forest
8165,Water,Water,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
8166,Water,Water,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
8167,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
8168,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8169,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Water
8170,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
8171,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
8172,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
8173,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Water
8174,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
8175,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
8176,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
8177,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
8178,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Water
8179,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
8180,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
8181,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Water
8182,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
8183,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
8184,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Bareland
8185,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Water
8186,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Forest
8187,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Forest
8188,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Bareland,Grassland
8189,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
8190,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
8191,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Water
8192,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
8193,Water,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
8194,Water,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Bareland
8195,Water,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
8196,Water,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
