Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MGS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MGS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MGS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MGS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MGS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MGS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MGS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MGS_M_R
3310,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
3311,Water,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
3312,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
3313,Water,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
3314,Water,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3315,Water,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
3316,Water,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
3317,Water,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
3318,Water,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
3319,Water,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3320,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3321,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
3322,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
3323,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3324,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
3325,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
3326,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
3327,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
3328,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
3329,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
3330,Water,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
3331,Water,Forest,Wetland,NULL,Wetland,Water,Water,Water
3332,Water,Forest,Wetland,NULL,Wetland,Water,Water,Forest
3333,Water,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
3334,Water,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
3335,Water,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
3336,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3337,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
3338,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3339,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
3340,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
3341,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
3342,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3343,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
3344,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
3345,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3346,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
3347,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
3348,Water,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
3349,Water,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3350,Water,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
3351,Water,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
3352,Water,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
3353,Water,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
3354,Water,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
3355,Water,Forest,Wetland,Water,Wetland,Wetland,Water,Water
3356,Water,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
3357,Water,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
3358,Water,Forest,Wetland,Water,Wetland,Water,Wetland,Water
3359,Water,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
3360,Water,Forest,Wetland,Water,Wetland,Water,Bareland,Forest
3361,Water,Forest,Wetland,Water,Wetland,Water,Water,Grassland
3362,Water,Forest,Wetland,Water,Wetland,Water,Water,Wetland
3363,Water,Forest,Wetland,Water,Wetland,Water,Water,Water
3364,Water,Forest,Wetland,Water,Wetland,Water,Water,Forest
3365,Water,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
3366,Water,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3367,Water,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
3368,Water,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
3369,Water,Forest,Bareland,NULL,Non_Wetland,Water,Water,Forest
3370,Water,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3371,Water,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3372,Water,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
3373,Water,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
3374,Water,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
3375,Water,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
3376,Water,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Forest
3377,Water,Forest,Bareland,Water,Non_Wetland,Water,Water,Grassland
3378,Water,Forest,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
3379,Water,Forest,Water,NULL,Water,Wetland,Water,Grassland
3380,Water,Forest,Water,NULL,Water,Wetland,Water,Forest
3381,Water,Forest,Water,NULL,Water,Water,Wetland,Grassland
3382,Water,Forest,Water,NULL,Water,Water,Wetland,Forest
3383,Water,Forest,Water,NULL,Water,Water,Water,Forest
3384,Water,Forest,Water,Non_Water,Water,Wetland,Wetland,Grassland
3385,Water,Forest,Water,Non_Water,Water,Wetland,Water,Grassland
3386,Water,Forest,Water,Non_Water,Water,Wetland,Water,Forest
3387,Water,Forest,Water,Non_Water,Water,Water,Wetland,Grassland
3388,Water,Forest,Water,Non_Water,Water,Water,Water,Forest
3389,Water,Forest,Water,Water,Water,Wetland,Wetland,Wetland
3390,Water,Forest,Water,Water,Water,Wetland,Wetland,Water
3391,Water,Forest,Water,Water,Water,Wetland,Water,Wetland
3392,Water,Forest,Water,Water,Water,Wetland,Water,Water
3393,Water,Forest,Water,Water,Water,Wetland,Water,Forest
3394,Water,Forest,Water,Water,Water,Water,Wetland,Grassland
3395,Water,Forest,Water,Water,Water,Water,Water,Grassland
3396,Water,Forest,Water,Water,Water,Water,Water,Wetland
3397,Water,Forest,Water,Water,Water,Water,Water,Water
3398,Water,Forest,Water,Water,Water,Water,Water,Forest
3399,Water,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3400,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3401,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3402,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3403,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Water
3404,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
3405,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
3406,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3407,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
3408,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
3409,Water,Forest,Forest,Water,Non_Wetland,Wetland,Water,Grassland
3410,Water,Forest,Forest,Water,Non_Wetland,Water,Wetland,Forest
3411,Water,Forest,Forest,Water,Non_Wetland,Water,Water,Grassland
3412,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3413,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
3414,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3415,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3416,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3417,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3418,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3419,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3420,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3421,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3422,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3423,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3424,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
3425,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3426,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3427,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
3428,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
3429,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
3430,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
3431,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3432,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
3433,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
3434,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
3435,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
3436,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
3437,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
3438,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3439,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3440,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3441,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
3442,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
3443,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3444,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
3445,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3446,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
3447,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
3448,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
3449,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
3450,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
3451,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
3452,Forest,NULL,NULL,Water,Non_Wetland,NULL,Wetland,Grassland
3453,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
3454,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Water
3455,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
3456,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
3457,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Forest
3458,Forest,NULL,NULL,Water,Non_Wetland,Water,Wetland,Grassland
3459,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
3460,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3461,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3462,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3463,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3464,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3465,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3466,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3467,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
3468,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3469,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3470,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
3471,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3472,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3473,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3474,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
3475,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
3476,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
3477,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
3478,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
3479,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3480,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3481,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
3482,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3483,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
3484,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
3485,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
3486,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
3487,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
3488,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
3489,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
3490,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3491,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3492,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3493,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3494,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3495,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3496,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3497,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
3498,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Forest
3499,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
3500,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
3501,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
3502,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Forest
3503,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
3504,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
3505,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
3506,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Water
3507,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
3508,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
3509,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
3510,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
3511,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
3512,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3513,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3514,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3515,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3516,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3517,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
3518,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3519,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
3520,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3521,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3522,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
3523,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
3524,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
3525,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3526,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
3527,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
3528,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3529,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3530,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
3531,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
3532,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
3533,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
3534,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
3535,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
3536,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
3537,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3538,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3539,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3540,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3541,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
3542,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
3543,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
3544,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
3545,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
3546,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
3547,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
3548,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
3549,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
3550,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
3551,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
3552,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Water,Forest
3553,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
3554,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
3555,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
3556,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3557,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3558,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3559,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3560,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3561,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3562,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
3563,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
3564,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
3565,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
3566,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
3567,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
3568,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
3569,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
3570,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
3571,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
3572,Forest,NULL,Grassland,Water,Non_Wetland,Built-up,Wetland,Grassland
3573,Forest,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
3574,Forest,NULL,Grassland,Water,Non_Wetland,Water,Water,Wetland
3575,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3576,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3577,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
3578,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
3579,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3580,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
3581,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3582,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
3583,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
3584,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
3585,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
3586,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3587,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
3588,Forest,NULL,Cropland,Water,Non_Wetland,Water,Wetland,Grassland
3589,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
3590,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Water
3591,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
3592,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Water
3593,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
3594,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3595,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3596,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3597,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Water
3598,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3599,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
3600,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
3601,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
3602,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
3603,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
3604,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3605,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
3606,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3607,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
3608,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
3609,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3610,Forest,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
3611,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
3612,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
3613,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
3614,Forest,NULL,Wetland,NULL,Wetland,Built-up,Wetland,Grassland
3615,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
3616,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
3617,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
3618,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
3619,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
3620,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Water
3621,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
3622,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Water
3623,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
3624,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
3625,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
3626,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
3627,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
3628,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
3629,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
3630,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
3631,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
3632,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3633,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
3634,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
3635,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3636,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
3637,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
3638,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
3639,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3640,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
3641,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Forest
3642,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
3643,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
3644,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
3645,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3646,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
3647,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
3648,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
3649,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
3650,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Forest
3651,Forest,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
3652,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
3653,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
