Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_17MQS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MQS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MQS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MQS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MQS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_17MQS_M_R
436,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
437,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest
438,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland
439,Grassland,NULL,Grassland,Water,Non_Wetland,Bareland
440,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL
441,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland
442,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland
443,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland
444,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up
445,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest
446,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
447,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest
448,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland
449,Grassland,NULL,Cropland,Water,Non_Wetland,Water
450,Grassland,NULL,Cropland,Water,Non_Wetland,Forest
451,Grassland,NULL,Wetland,NULL,Wetland,Grassland
452,Grassland,NULL,Wetland,NULL,Wetland,Bareland
453,Grassland,NULL,Wetland,NULL,Wetland,Water
454,Grassland,NULL,Wetland,NULL,Wetland,Forest
455,Grassland,NULL,Wetland,Non_Water,Wetland,Forest
456,Grassland,NULL,Wetland,Water,Wetland,Grassland
457,Grassland,NULL,Wetland,Water,Wetland,Bareland
458,Grassland,NULL,Wetland,Water,Wetland,Water
459,Grassland,NULL,Wetland,Water,Wetland,Forest
460,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL
461,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland
462,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland
463,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland
464,Grassland,NULL,Bareland,NULL,Non_Wetland,Built-up
465,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
466,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Forest
467,Grassland,NULL,Bareland,Water,Non_Wetland,Water
468,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL
469,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland
470,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland
471,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland
472,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up
473,Grassland,NULL,Built-up,NULL,Non_Wetland,Forest
474,Grassland,NULL,Water,NULL,Water,Grassland
475,Grassland,NULL,Water,NULL,Water,Cropland
476,Grassland,NULL,Water,NULL,Water,Bareland
477,Grassland,NULL,Water,NULL,Water,Water
478,Grassland,NULL,Water,NULL,Water,Forest
479,Grassland,NULL,Water,Non_Water,Water,Grassland
480,Grassland,NULL,Water,Non_Water,Water,Water
481,Grassland,NULL,Water,Water,Water,Grassland
482,Grassland,NULL,Water,Water,Water,Wetland
483,Grassland,NULL,Water,Water,Water,Bareland
484,Grassland,NULL,Water,Water,Water,Water
485,Grassland,NULL,Water,Water,Water,Forest
486,Grassland,NULL,Forest,NULL,Non_Wetland,NULL
487,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
488,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland
489,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland
490,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland
491,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up
492,Grassland,NULL,Forest,NULL,Non_Wetland,Water
493,Grassland,NULL,Forest,NULL,Non_Wetland,Forest
494,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland
495,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest
496,Grassland,NULL,Forest,Water,Non_Wetland,Grassland
497,Grassland,NULL,Forest,Water,Non_Wetland,Forest
498,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL
499,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
500,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
501,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
502,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
503,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water
504,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest
505,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
506,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
507,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland
508,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL
509,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland
510,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland
511,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up
512,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest
513,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL
514,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
515,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland
516,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up
517,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest
518,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
519,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
520,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland
521,Grassland,Cropland,Cropland,Water,Non_Wetland,Water
522,Grassland,Cropland,Wetland,Water,Wetland,Grassland
523,Grassland,Cropland,Wetland,Water,Wetland,Water
524,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland
525,Grassland,Cropland,Bareland,NULL,Non_Wetland,Cropland
526,Grassland,Cropland,Bareland,NULL,Non_Wetland,Bareland
527,Grassland,Cropland,Bareland,NULL,Non_Wetland,Built-up
528,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Forest
529,Grassland,Cropland,Bareland,Water,Non_Wetland,Bareland
530,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland
531,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland
532,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up
533,Grassland,Cropland,Built-up,NULL,Non_Wetland,Forest
534,Grassland,Cropland,Water,NULL,Water,Grassland
535,Grassland,Cropland,Water,NULL,Water,Forest
536,Grassland,Cropland,Water,Non_Water,Water,Grassland
537,Grassland,Cropland,Water,Water,Water,Grassland
538,Grassland,Cropland,Water,Water,Water,Forest
539,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL
540,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
541,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland
542,Grassland,Cropland,Forest,NULL,Non_Wetland,Built-up
543,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
544,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
545,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Forest
546,Grassland,Cropland,Forest,Water,Non_Wetland,Grassland
547,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
548,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Forest
549,Grassland,Wetland,Water,Water,Water,Water
550,Grassland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
551,Grassland,Bareland,Cropland,NULL,Non_Wetland,Grassland
552,Grassland,Bareland,Forest,NULL,Non_Wetland,Grassland
553,Grassland,Bareland,Forest,NULL,Non_Wetland,Forest
554,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL
555,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
556,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
557,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
558,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
559,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Forest
560,Grassland,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
561,Grassland,Built-up,Shrubland,Non_Water,Non_Wetland,Cropland
562,Grassland,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
563,Grassland,Built-up,Shrubland,Water,Non_Wetland,Grassland
564,Grassland,Built-up,Shrubland,Water,Non_Wetland,Forest
565,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL
566,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland
567,Grassland,Built-up,Grassland,NULL,Non_Wetland,Cropland
568,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up
569,Grassland,Built-up,Grassland,NULL,Non_Wetland,Forest
570,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL
571,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland
572,Grassland,Built-up,Cropland,NULL,Non_Wetland,Cropland
573,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland
574,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up
575,Grassland,Built-up,Cropland,NULL,Non_Wetland,Forest
576,Grassland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
577,Grassland,Built-up,Cropland,Non_Water,Non_Wetland,Forest
578,Grassland,Built-up,Cropland,Water,Non_Wetland,Bareland
579,Grassland,Built-up,Bareland,NULL,Non_Wetland,NULL
580,Grassland,Built-up,Bareland,NULL,Non_Wetland,Grassland
581,Grassland,Built-up,Bareland,NULL,Non_Wetland,Cropland
582,Grassland,Built-up,Bareland,NULL,Non_Wetland,Bareland
583,Grassland,Built-up,Bareland,NULL,Non_Wetland,Built-up
584,Grassland,Built-up,Bareland,NULL,Non_Wetland,Forest
585,Grassland,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
586,Grassland,Built-up,Bareland,Non_Water,Non_Wetland,Forest
587,Grassland,Built-up,Bareland,Water,Non_Wetland,Bareland
588,Grassland,Built-up,Bareland,Water,Non_Wetland,Forest
589,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL
590,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland
591,Grassland,Built-up,Built-up,NULL,Non_Wetland,Cropland
592,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up
593,Grassland,Built-up,Built-up,NULL,Non_Wetland,Forest
594,Grassland,Built-up,Water,NULL,Water,Grassland
595,Grassland,Built-up,Water,NULL,Water,Forest
596,Grassland,Built-up,Water,Water,Water,Forest
597,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL
598,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland
599,Grassland,Built-up,Forest,NULL,Non_Wetland,Cropland
600,Grassland,Built-up,Forest,NULL,Non_Wetland,Bareland
601,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up
602,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest
603,Grassland,Built-up,Forest,Non_Water,Non_Wetland,Grassland
604,Grassland,Built-up,Forest,Water,Non_Wetland,Forest
605,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland
606,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland
607,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland
608,Grassland,Water,Shrubland,NULL,Non_Wetland,Water
609,Grassland,Water,Shrubland,NULL,Non_Wetland,Forest
610,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
611,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Forest
612,Grassland,Water,Shrubland,Water,Non_Wetland,Grassland
613,Grassland,Water,Shrubland,Water,Non_Wetland,Cropland
614,Grassland,Water,Shrubland,Water,Non_Wetland,Wetland
615,Grassland,Water,Shrubland,Water,Non_Wetland,Water
616,Grassland,Water,Shrubland,Water,Non_Wetland,Forest
617,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland
618,Grassland,Water,Grassland,NULL,Non_Wetland,Cropland
619,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland
620,Grassland,Water,Cropland,NULL,Non_Wetland,Forest
621,Grassland,Water,Cropland,Water,Non_Wetland,Forest
622,Grassland,Water,Wetland,NULL,Wetland,Water
623,Grassland,Water,Wetland,NULL,Wetland,Forest
624,Grassland,Water,Wetland,Water,Wetland,Grassland
625,Grassland,Water,Wetland,Water,Wetland,Bareland
626,Grassland,Water,Wetland,Water,Wetland,Water
627,Grassland,Water,Wetland,Water,Wetland,Forest
628,Grassland,Water,Built-up,NULL,Non_Wetland,Grassland
629,Grassland,Water,Built-up,NULL,Non_Wetland,Built-up
630,Grassland,Water,Water,NULL,Water,Grassland
631,Grassland,Water,Water,NULL,Water,Water
632,Grassland,Water,Water,NULL,Water,Forest
633,Grassland,Water,Water,Water,Water,Grassland
634,Grassland,Water,Water,Water,Water,Water
635,Grassland,Water,Forest,NULL,Non_Wetland,Grassland
636,Grassland,Water,Forest,NULL,Non_Wetland,Cropland
637,Grassland,Water,Forest,NULL,Non_Wetland,Wetland
638,Grassland,Water,Forest,NULL,Non_Wetland,Water
639,Grassland,Water,Forest,NULL,Non_Wetland,Forest
640,Grassland,Water,Forest,Non_Water,Non_Wetland,Grassland
641,Grassland,Water,Forest,Water,Non_Wetland,Grassland
642,Grassland,Water,Forest,Water,Non_Wetland,Bareland
643,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
644,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
645,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland
646,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland
647,Grassland,Forest,Shrubland,NULL,Non_Wetland,Built-up
648,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
649,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
650,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
651,Grassland,Forest,Shrubland,Water,Non_Wetland,Grassland
652,Grassland,Forest,Shrubland,Water,Non_Wetland,Forest
653,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL
654,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
655,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland
656,Grassland,Forest,Grassland,NULL,Non_Wetland,Built-up
657,Grassland,Forest,Grassland,NULL,Non_Wetland,Water
658,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest
659,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL
660,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
661,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland
662,Grassland,Forest,Cropland,NULL,Non_Wetland,Built-up
663,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
664,Grassland,Forest,Wetland,Non_Water,Wetland,Forest
665,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL
666,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland
667,Grassland,Forest,Bareland,NULL,Non_Wetland,Bareland
668,Grassland,Forest,Bareland,Water,Non_Wetland,Grassland
669,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland
670,Grassland,Forest,Built-up,NULL,Non_Wetland,Cropland
671,Grassland,Forest,Built-up,NULL,Non_Wetland,Built-up
672,Grassland,Forest,Built-up,NULL,Non_Wetland,Forest
673,Grassland,Forest,Water,NULL,Water,Grassland
674,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
675,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
676,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
677,Grassland,Forest,Forest,NULL,Non_Wetland,Built-up
678,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
679,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest
680,Grassland,Forest,Forest,Water,Non_Wetland,Forest
681,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
682,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
683,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
684,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
685,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
686,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
687,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water
688,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
689,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
690,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
691,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
692,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland
693,Cropland,NULL,Shrubland,Water,Non_Wetland,Water
694,Cropland,NULL,Shrubland,Water,Non_Wetland,Forest
695,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
696,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
697,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
698,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
699,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
700,Cropland,NULL,Grassland,NULL,Non_Wetland,Water
701,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
702,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
703,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland
704,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
705,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
706,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
707,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
708,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
709,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
710,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
711,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest
712,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland
713,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland
714,Cropland,NULL,Cropland,Water,Non_Wetland,Water
715,Cropland,NULL,Cropland,Water,Non_Wetland,Forest
716,Cropland,NULL,Wetland,NULL,Wetland,Grassland
717,Cropland,NULL,Wetland,Water,Wetland,Grassland
718,Cropland,NULL,Wetland,Water,Wetland,Water
719,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
720,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
721,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
722,Cropland,NULL,Bareland,NULL,Non_Wetland,Built-up
723,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
724,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland
725,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
726,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
727,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
728,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
729,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
730,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
731,Cropland,NULL,Water,NULL,Water,Grassland
732,Cropland,NULL,Water,NULL,Water,Water
733,Cropland,NULL,Water,Non_Water,Water,Grassland
734,Cropland,NULL,Water,Water,Water,Bareland
735,Cropland,NULL,Water,Water,Water,Water
736,Cropland,NULL,Water,Water,Water,Forest
737,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
738,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
739,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
740,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
741,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
742,Cropland,NULL,Forest,NULL,Non_Wetland,Water
743,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
744,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
745,Cropland,NULL,Forest,Water,Non_Wetland,Grassland
746,Cropland,NULL,Forest,Water,Non_Wetland,Water
747,Cropland,NULL,Forest,Water,Non_Wetland,Forest
748,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
749,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
750,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
751,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
752,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
753,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
754,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
755,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
756,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
757,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
758,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
759,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
760,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
761,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
762,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
763,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
764,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water
765,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
766,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
767,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
768,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland
769,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
770,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
771,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
772,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
773,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
774,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
775,Cropland,Cropland,Water,NULL,Water,Grassland
776,Cropland,Cropland,Water,Water,Water,Grassland
777,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
778,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
779,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
780,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
781,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
782,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
783,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
784,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
785,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Forest
786,Cropland,Wetland,Grassland,NULL,Non_Wetland,Bareland
787,Cropland,Wetland,Cropland,NULL,Non_Wetland,Grassland
788,Cropland,Wetland,Cropland,NULL,Non_Wetland,Bareland
789,Cropland,Wetland,Cropland,NULL,Non_Wetland,Forest
790,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland
791,Cropland,Wetland,Forest,NULL,Non_Wetland,Bareland
792,Cropland,Wetland,Forest,Water,Non_Wetland,Bareland
793,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
794,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
795,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
796,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Water
797,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Forest
798,Cropland,Bareland,Shrubland,Water,Non_Wetland,Grassland
799,Cropland,Bareland,Shrubland,Water,Non_Wetland,Bareland
800,Cropland,Bareland,Shrubland,Water,Non_Wetland,Water
801,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland
802,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland
803,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland
804,Cropland,Bareland,Cropland,Water,Non_Wetland,Forest
805,Cropland,Bareland,Bareland,NULL,Non_Wetland,Grassland
806,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
807,Cropland,Bareland,Bareland,Water,Non_Wetland,Bareland
808,Cropland,Bareland,Water,Water,Water,Water
809,Cropland,Bareland,Forest,NULL,Non_Wetland,Grassland
810,Cropland,Bareland,Forest,NULL,Non_Wetland,Bareland
811,Cropland,Bareland,Forest,NULL,Non_Wetland,Water
812,Cropland,Bareland,Forest,NULL,Non_Wetland,Forest
813,Cropland,Bareland,Forest,Water,Non_Wetland,Bareland
814,Cropland,Bareland,Forest,Water,Non_Wetland,Water
815,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
816,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
817,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
818,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
819,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
820,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
821,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
822,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
823,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
824,Cropland,Built-up,Shrubland,Water,Non_Wetland,Grassland
825,Cropland,Built-up,Shrubland,Water,Non_Wetland,Bareland
826,Cropland,Built-up,Shrubland,Water,Non_Wetland,Forest
827,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
828,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
829,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
830,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
831,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
832,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
833,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
834,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
835,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
836,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
837,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
838,Cropland,Built-up,Cropland,NULL,Non_Wetland,Water
839,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
840,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Forest
841,Cropland,Built-up,Cropland,Water,Non_Wetland,Forest
842,Cropland,Built-up,Wetland,Water,Wetland,Bareland
843,Cropland,Built-up,Wetland,Water,Wetland,Water
844,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL
845,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
846,Cropland,Built-up,Bareland,NULL,Non_Wetland,Cropland
847,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
848,Cropland,Built-up,Bareland,NULL,Non_Wetland,Built-up
849,Cropland,Built-up,Bareland,NULL,Non_Wetland,Forest
850,Cropland,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
851,Cropland,Built-up,Bareland,Non_Water,Non_Wetland,Forest
852,Cropland,Built-up,Bareland,Water,Non_Wetland,Water
853,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL
854,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
855,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
856,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
857,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
858,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
859,Cropland,Built-up,Water,NULL,Water,Grassland
860,Cropland,Built-up,Water,NULL,Water,Cropland
861,Cropland,Built-up,Water,NULL,Water,Bareland
862,Cropland,Built-up,Water,NULL,Water,Forest
