Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KUV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KUV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KUV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KUV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KUV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KUV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KUV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KUV_M_R
340,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
341,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
342,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
343,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
344,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
345,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
346,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
347,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
348,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
349,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
350,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
351,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
352,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
353,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
354,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
355,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
356,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
357,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
358,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
359,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
360,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
361,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
362,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
363,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
364,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
365,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
366,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
367,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
368,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
369,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
370,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
371,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
372,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
373,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
374,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
375,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
376,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
377,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
378,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
379,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
380,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
381,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
382,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
383,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
384,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
385,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Wetland
386,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Water
387,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Forest
388,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
389,Grassland,Cropland,Water,Water,Water,NULL,NULL,Grassland
390,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
391,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
392,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
393,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
394,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
395,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
396,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
397,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
398,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
399,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
400,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
401,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
402,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
403,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
404,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
405,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
406,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
407,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
408,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
409,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
410,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
411,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
412,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
413,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
414,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
415,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
416,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
417,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
418,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
419,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
420,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
421,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
422,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
423,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
424,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
425,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
426,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
427,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
428,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
429,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
430,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
431,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
432,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
433,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
434,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
435,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
436,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
437,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
438,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
439,Grassland,Forest,Water,NULL,Water,NULL,NULL,NULL
440,Grassland,Forest,Water,NULL,Water,NULL,NULL,Grassland
441,Grassland,Forest,Water,NULL,Water,NULL,NULL,Wetland
442,Grassland,Forest,Water,NULL,Water,NULL,NULL,Forest
443,Grassland,Forest,Water,Water,Water,NULL,NULL,Forest
444,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
445,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
446,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
447,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
448,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
449,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
450,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
451,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
452,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
453,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
454,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
455,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
456,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
457,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
458,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
459,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
460,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
461,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
462,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
463,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
464,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
465,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
466,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
467,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
468,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
469,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
470,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
471,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
472,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
473,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
474,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
475,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
476,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
477,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
478,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
479,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
480,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
481,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
482,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
483,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
484,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
485,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
486,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
487,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
488,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
489,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
490,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
491,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
492,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
493,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
494,Cropland,NULL,Water,NULL,Water,NULL,NULL,NULL
495,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
496,Cropland,NULL,Water,NULL,Water,NULL,NULL,Cropland
497,Cropland,NULL,Water,NULL,Water,NULL,NULL,Wetland
498,Cropland,NULL,Water,NULL,Water,NULL,NULL,Built-up
499,Cropland,NULL,Water,NULL,Water,NULL,NULL,Water
500,Cropland,NULL,Water,NULL,Water,NULL,NULL,Forest
501,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
502,Cropland,NULL,Water,Water,Water,NULL,NULL,Wetland
503,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
504,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
505,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
506,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
507,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
508,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
509,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
510,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
511,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
512,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
513,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
514,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
515,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
516,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
517,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
518,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
519,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
520,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
521,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
522,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
523,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
524,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
525,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
526,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
527,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
528,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
529,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
530,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
531,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
532,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
533,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
534,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
535,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
536,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
537,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
538,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
539,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
540,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
541,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
542,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
543,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
544,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
545,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
546,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
547,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
548,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
549,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
550,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
551,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
552,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
553,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
554,Cropland,Cropland,Water,NULL,Water,NULL,NULL,NULL
555,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
556,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
557,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Wetland
558,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Water
559,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Forest
560,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
561,Cropland,Cropland,Water,Water,Water,NULL,NULL,Bareland
562,Cropland,Cropland,Water,Water,Water,NULL,NULL,Water
563,Cropland,Cropland,Water,Water,Water,NULL,NULL,Forest
564,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
565,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
566,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
567,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
568,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
569,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
570,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
571,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
572,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
573,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
574,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
575,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
576,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
577,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
578,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
579,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
580,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
581,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
582,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
583,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
584,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
585,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
586,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
587,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
588,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Forest
589,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
590,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
591,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
592,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
593,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
594,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
595,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
596,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
597,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
598,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
599,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
600,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
601,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
602,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
603,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
604,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
605,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
606,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
607,Cropland,Forest,Water,NULL,Water,NULL,NULL,Wetland
608,Cropland,Forest,Water,NULL,Water,NULL,NULL,Forest
609,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
610,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
611,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
612,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
613,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
614,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
615,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
616,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
617,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
618,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
619,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
620,Wetland,NULL,Water,NULL,Water,NULL,NULL,Water
621,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
622,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
623,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
624,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
625,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
626,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
627,Wetland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
628,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
629,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
630,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
631,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
632,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
633,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
634,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
635,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
636,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
637,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
638,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
639,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
640,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
641,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
642,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
643,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
644,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
645,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
646,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
647,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
648,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
649,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
650,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
651,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
652,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
653,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
654,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
655,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
656,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
657,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
658,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
659,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
660,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
661,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
662,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
663,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
664,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
665,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
666,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
667,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
668,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
669,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
670,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
671,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
672,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
673,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
674,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
675,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
676,Bareland,NULL,Water,NULL,Water,NULL,NULL,Built-up
677,Bareland,NULL,Water,NULL,Water,NULL,NULL,Water
678,Bareland,NULL,Water,NULL,Water,NULL,NULL,Forest
679,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
