Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LFE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LFE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LFE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LFE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LFE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LFE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LFE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LFE_M_R
1630,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1631,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1632,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1633,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1634,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1635,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1636,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1637,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1638,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1639,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1640,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1641,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1642,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1643,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1644,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1645,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1646,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
1647,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1648,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
1649,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
1650,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
1651,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
1652,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1653,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1654,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1655,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1656,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1657,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1658,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1659,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1660,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1661,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1662,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1663,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1664,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1665,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1666,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1667,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1668,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1669,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1670,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1671,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
1672,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
1673,Bareland,NULL,Water,NULL,Water,NULL,NULL,Water
1674,Bareland,NULL,Water,NULL,Water,NULL,NULL,Forest
1675,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1676,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Water
1677,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1678,Bareland,NULL,Water,Water,Water,NULL,NULL,Wetland
1679,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
1680,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
1681,Bareland,NULL,Water,Water,Water,NULL,NULL,Forest
1682,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1683,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1684,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1685,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1686,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1687,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1688,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1689,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1690,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1691,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1692,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1693,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1694,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1695,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1696,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1697,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1698,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1699,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1700,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1701,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1702,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1703,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1704,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1705,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1706,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1707,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1708,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1709,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1710,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1711,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1712,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1713,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1714,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1715,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1716,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1717,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1718,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1719,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1720,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1721,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1722,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1723,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1724,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1725,Bareland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1726,Bareland,Cropland,Water,Water,Water,NULL,NULL,Water
1727,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1728,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1729,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1730,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1731,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1732,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1733,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1734,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1735,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1736,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1737,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1738,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1739,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1740,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1741,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1742,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
1743,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1744,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1745,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1746,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1747,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1748,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1749,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1750,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1751,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1752,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1753,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1754,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1755,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1756,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1757,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1758,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1759,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1760,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1761,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1762,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1763,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1764,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1765,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1766,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1767,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1768,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1769,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1770,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1771,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1772,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1773,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1774,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1775,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1776,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1777,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1778,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1779,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1780,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1781,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
1782,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1783,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1784,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
1785,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1786,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
1787,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1788,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1789,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1790,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1791,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1792,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1793,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1794,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1795,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1796,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1797,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1798,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1799,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1800,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1801,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1802,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1803,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1804,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1805,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1806,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1807,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1808,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1809,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
1810,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Forest
1811,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
1812,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Wetland
1813,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1814,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1815,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
1816,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
1817,Bareland,Bareland,Water,Water,Water,NULL,NULL,Cropland
1818,Bareland,Bareland,Water,Water,Water,NULL,NULL,Wetland
1819,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
1820,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
1821,Bareland,Bareland,Water,Water,Water,NULL,NULL,Forest
1822,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1823,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1824,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1825,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1826,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1827,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1828,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1829,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1830,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1831,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1832,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1833,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1834,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1835,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1836,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1837,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1838,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1839,Bareland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1840,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1841,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1842,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1843,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1844,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1845,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1846,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1847,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1848,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1849,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1850,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1851,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1852,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1853,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1854,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1855,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1856,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1857,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1858,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1859,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1860,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1861,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1862,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1863,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1864,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1865,Bareland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1866,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1867,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1868,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1869,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1870,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1871,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1872,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1873,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1874,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1875,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1876,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1877,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1878,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1879,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1880,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1881,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1882,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1883,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1884,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1885,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1886,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1887,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1888,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1889,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1890,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1891,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1892,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1893,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1894,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1895,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1896,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1897,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1898,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1899,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1900,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1901,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1902,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1903,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1904,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1905,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1906,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1907,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1908,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1909,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1910,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1911,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1912,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1913,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1914,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1915,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1916,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1917,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1918,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1919,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1920,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1921,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1922,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1923,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1924,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1925,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1926,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1927,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1928,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1929,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1930,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
1931,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
1932,Bareland,Water,Water,NULL,Water,NULL,NULL,Forest
1933,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1934,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1935,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
1936,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Forest
1937,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
1938,Bareland,Water,Water,Water,Water,NULL,NULL,Wetland
1939,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
1940,Bareland,Water,Water,Water,Water,NULL,NULL,Water
1941,Bareland,Water,Water,Water,Water,NULL,NULL,Forest
1942,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1943,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1944,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1945,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1946,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1947,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1948,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1949,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1950,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1951,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1952,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1953,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1954,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1955,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1956,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1957,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1958,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1959,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1960,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1961,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
1962,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
1963,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1964,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
