Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24KUG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KUG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KUG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KUG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KUG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KUG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KUG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24KUG_M_R
1103,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
1104,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1105,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1106,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1107,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1108,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
1109,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1110,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
1111,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1112,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1113,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1114,NULL,Forest,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
1115,NULL,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
1116,NULL,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
1117,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
1118,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
1119,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
1120,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1121,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
1122,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1123,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1124,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1125,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1126,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1127,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1128,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1129,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
1130,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
1131,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1132,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
1133,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
1134,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1135,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1136,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
1137,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1138,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1139,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1140,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1141,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
1142,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1143,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1144,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1145,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1146,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1147,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1148,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1149,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1150,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1151,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
1152,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1153,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1154,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1155,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1156,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1157,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1158,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
1159,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
1160,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
1161,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
1162,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
1163,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
1164,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
1165,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1166,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1167,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1168,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1169,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1170,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1171,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1172,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
1173,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
1174,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1175,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1176,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1177,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
1178,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1179,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1180,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1181,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
1182,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1183,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1184,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1185,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1186,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1187,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1188,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1189,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1190,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1191,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
1192,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1193,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1194,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1195,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1196,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up,NULL,Built-up
1197,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
1198,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
1199,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
1200,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1201,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1202,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1203,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1204,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1205,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1206,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
1207,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
1208,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
1209,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
1210,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
1211,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
1212,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1213,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
1214,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1215,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1216,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1217,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1218,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1219,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1220,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1221,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
1222,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1223,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1224,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1225,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1226,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1227,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1228,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
1229,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1230,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1231,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1232,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
1233,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1234,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1235,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1236,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1237,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1238,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
1239,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
1240,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
1241,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
1242,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
1243,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
1244,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
1245,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1246,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
1247,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1248,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1249,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
1250,NULL,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
1251,NULL,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
1252,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
1253,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1254,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
1255,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1256,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
1257,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1258,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1259,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1260,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
1261,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
1262,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1263,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1264,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1265,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1266,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1267,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
1268,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
1269,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1270,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1271,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1272,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1273,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
1274,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1275,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1276,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1277,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1278,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1279,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1280,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1281,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1282,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1283,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1284,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1285,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1286,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1287,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
1288,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1289,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1290,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1291,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1292,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1293,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
1294,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1295,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
1296,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1297,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1298,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1299,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1300,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1301,NULL,Forest,Forest,Water,Non_Wetland,NULL,Shrubland,Grassland
1302,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1303,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1304,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1305,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1306,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1307,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1308,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1309,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1310,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
1311,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
1312,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
1313,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
1314,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
1315,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
1316,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Water
1317,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1318,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
1319,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
1320,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1321,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
1322,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
1323,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Forest
1324,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
1325,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Water
1326,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1327,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
1328,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
1329,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1330,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1331,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1332,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1333,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
1334,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1335,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
1336,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
1337,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1338,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
1339,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
1340,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
1341,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1342,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1343,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1344,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
1345,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1346,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1347,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1348,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
1349,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1350,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1351,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1352,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1353,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1354,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
1355,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
1356,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
1357,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Water
1358,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
1359,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1360,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
1361,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
1362,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1363,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
1364,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
1365,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1366,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1367,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1368,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1369,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1370,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1371,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1372,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
1373,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1374,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
1375,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1376,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
1377,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1378,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1379,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1380,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1381,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1382,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
1383,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
1384,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
1385,Grassland,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
1386,Grassland,NULL,NULL,NULL,Non_Wetland,Water,NULL,Forest
1387,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1388,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
1389,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Water
1390,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1391,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1392,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Water
1393,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1394,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
1395,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
1396,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Forest,Grassland
1397,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
1398,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
1399,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
1400,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
1401,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
1402,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
1403,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
1404,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1405,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
1406,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Wetland
1407,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1408,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
1409,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
1410,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1411,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1412,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1413,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1414,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
1415,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
1416,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1417,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
1418,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
1419,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1420,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1421,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
1422,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
1423,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1424,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1425,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
1426,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
1427,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1428,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
