Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MPT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MPT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MPT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MPT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MPT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MPT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MPT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MPT_M_R
895,Bareland,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
896,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Grassland
897,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Bareland
898,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Forest
899,Bareland,Water,Wetland,NULL,Wetland,Water,Forest,Forest
900,Bareland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
901,Bareland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Bareland
902,Bareland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
903,Bareland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
904,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
905,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
906,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
907,Bareland,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
908,Bareland,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
909,Bareland,Water,Wetland,Water,Wetland,Grassland,Water,Forest
910,Bareland,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
911,Bareland,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
912,Bareland,Water,Wetland,Water,Wetland,Water,Wetland,Bareland
913,Bareland,Water,Wetland,Water,Wetland,Water,Wetland,Water
914,Bareland,Water,Wetland,Water,Wetland,Water,Water,Grassland
915,Bareland,Water,Wetland,Water,Wetland,Water,Water,Wetland
916,Bareland,Water,Wetland,Water,Wetland,Water,Water,Bareland
917,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
918,Bareland,Water,Wetland,Water,Wetland,Water,Water,Forest
919,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
920,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
921,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
922,Bareland,Water,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
923,Bareland,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
924,Bareland,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
925,Bareland,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
926,Bareland,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
927,Bareland,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
928,Bareland,Water,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
929,Bareland,Water,Bareland,Water,Non_Wetland,Grassland,Water,Forest
930,Bareland,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
931,Bareland,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
932,Bareland,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
933,Bareland,Water,Bareland,Water,Non_Wetland,Water,Water,Bareland
934,Bareland,Water,Bareland,Water,Non_Wetland,Water,Water,Water
935,Bareland,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
936,Bareland,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
937,Bareland,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Bareland
938,Bareland,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
939,Bareland,Water,Built-up,NULL,Non_Wetland,Water,Water,Grassland
940,Bareland,Water,Built-up,Water,Non_Wetland,Water,Wetland,Bareland
941,Bareland,Water,Built-up,Water,Non_Wetland,Water,Wetland,Water
942,Bareland,Water,Built-up,Water,Non_Wetland,Water,Water,Grassland
943,Bareland,Water,Built-up,Water,Non_Wetland,Water,Water,Water
944,Bareland,Water,Water,NULL,Water,Water,Wetland,Water
945,Bareland,Water,Water,NULL,Water,Water,Water,Grassland
946,Bareland,Water,Water,NULL,Water,Water,Water,Bareland
947,Bareland,Water,Water,Non_Water,Water,Water,Wetland,Water
948,Bareland,Water,Water,Non_Water,Water,Water,Water,Grassland
949,Bareland,Water,Water,Water,Water,Wetland,Water,Grassland
950,Bareland,Water,Water,Water,Water,Water,Water,Grassland
951,Bareland,Water,Water,Water,Water,Water,Water,Water
952,Bareland,Water,Water,Water,Water,Water,Water,Forest
953,Bareland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
954,Bareland,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
955,Bareland,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
956,Bareland,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
957,Bareland,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
958,Bareland,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
959,Bareland,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
960,Bareland,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
961,Bareland,Water,Forest,Water,Non_Wetland,Water,Water,Bareland
962,Bareland,Water,Forest,Water,Non_Wetland,Water,Water,Water
963,Bareland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
964,Bareland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
965,Bareland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
966,Bareland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
967,Bareland,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
968,Bareland,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
969,Bareland,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
970,Bareland,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
971,Bareland,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Bareland
972,Bareland,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
973,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
974,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
975,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
976,Water,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Water
977,Water,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
978,Water,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
979,Water,NULL,NULL,Water,Non_Wetland,Water,Wetland,Grassland
980,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Water
981,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
982,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
983,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
984,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
985,Water,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Water
986,Water,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
987,Water,NULL,Grassland,NULL,Non_Wetland,Water,Water,Forest
988,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Water
989,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
990,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
991,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
992,Water,NULL,Grassland,Water,Non_Wetland,Water,Water,Forest
993,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
994,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
995,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
996,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
997,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
998,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
999,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1000,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
1001,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
1002,Water,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
1003,Water,NULL,Wetland,NULL,Wetland,Water,Water,Forest
1004,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1005,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1006,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1007,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1008,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
1009,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1010,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
1011,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
1012,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1013,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Water
1014,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
1015,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1016,Water,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1017,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
1018,Water,NULL,Wetland,Water,Wetland,Water,Water,Forest
1019,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1020,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
1021,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Forest
1022,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
1023,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
1024,Water,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Water
1025,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
1026,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
1027,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Forest
1028,Water,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
1029,Water,NULL,Water,NULL,Water,Water,Wetland,Grassland
1030,Water,NULL,Water,NULL,Water,Water,Water,Grassland
1031,Water,NULL,Water,NULL,Water,Water,Water,Water
1032,Water,NULL,Water,NULL,Water,Water,Water,Forest
1033,Water,NULL,Water,Non_Water,Water,Water,Water,Grassland
1034,Water,NULL,Water,Water,Water,Wetland,Wetland,Grassland
1035,Water,NULL,Water,Water,Water,Wetland,Water,Grassland
1036,Water,NULL,Water,Water,Water,Wetland,Water,Forest
1037,Water,NULL,Water,Water,Water,Water,Wetland,Grassland
1038,Water,NULL,Water,Water,Water,Water,Wetland,Forest
1039,Water,NULL,Water,Water,Water,Water,Water,Grassland
1040,Water,NULL,Water,Water,Water,Water,Water,Water
1041,Water,NULL,Water,Water,Water,Water,Water,Forest
1042,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1043,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1044,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1045,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1046,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Water
1047,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1048,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
1049,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
1050,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1051,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
1052,Water,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
1053,Water,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1054,Water,NULL,Forest,Water,Non_Wetland,Water,Wetland,Water
1055,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
1056,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1057,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
1058,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1059,Water,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1060,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Grassland
1061,Water,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Grassland
1062,Water,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Water
1063,Water,Wetland,NULL,Water,Non_Wetland,Water,Water,Grassland
1064,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1065,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1066,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
1067,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1068,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
1069,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1070,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1071,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
1072,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Water
1073,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1074,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1075,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
1076,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Water
1077,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
1078,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
1079,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1080,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Forest
1081,Water,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Water
1082,Water,Wetland,Grassland,Water,Non_Wetland,Water,Water,Grassland
1083,Water,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1084,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1085,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
1086,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1087,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
1088,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
1089,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
1090,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
1091,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
1092,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
1093,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
1094,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Water
1095,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
1096,Water,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
1097,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1098,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1099,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
1100,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1101,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1102,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
1103,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1104,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
1105,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
1106,Water,Wetland,Wetland,Water,Wetland,NULL,Water,Forest
1107,Water,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
1108,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1109,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
1110,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
1111,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
1112,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
1113,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
1114,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
1115,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
1116,Water,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
1117,Water,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
1118,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
1119,Water,Wetland,Wetland,Water,Wetland,Water,Water,Forest
1120,Water,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1121,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1122,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1123,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1124,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Grassland
1125,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Water
1126,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Forest
1127,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1128,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1129,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
1130,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Grassland
1131,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Wetland
1132,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Forest
1133,Water,Wetland,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
1134,Water,Wetland,Built-up,NULL,Non_Wetland,Water,Water,Grassland
1135,Water,Wetland,Built-up,NULL,Non_Wetland,Water,Water,Water
1136,Water,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
1137,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
1138,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Water
1139,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
1140,Water,Wetland,Water,NULL,Water,Wetland,Water,Grassland
1141,Water,Wetland,Water,NULL,Water,Wetland,Water,Water
1142,Water,Wetland,Water,NULL,Water,Wetland,Water,Forest
1143,Water,Wetland,Water,NULL,Water,Water,Wetland,Grassland
1144,Water,Wetland,Water,NULL,Water,Water,Wetland,Water
1145,Water,Wetland,Water,NULL,Water,Water,Wetland,Forest
1146,Water,Wetland,Water,NULL,Water,Water,Water,Grassland
1147,Water,Wetland,Water,NULL,Water,Water,Water,Water
1148,Water,Wetland,Water,NULL,Water,Water,Water,Forest
1149,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
1150,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Water
1151,Water,Wetland,Water,Non_Water,Water,Water,Water,Forest
1152,Water,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
1153,Water,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
1154,Water,Wetland,Water,Water,Water,Wetland,Water,Grassland
1155,Water,Wetland,Water,Water,Water,Wetland,Water,Water
1156,Water,Wetland,Water,Water,Water,Wetland,Water,Forest
1157,Water,Wetland,Water,Water,Water,Water,Wetland,Grassland
1158,Water,Wetland,Water,Water,Water,Water,Wetland,Water
1159,Water,Wetland,Water,Water,Water,Water,Wetland,Forest
1160,Water,Wetland,Water,Water,Water,Water,Water,Grassland
1161,Water,Wetland,Water,Water,Water,Water,Water,Wetland
1162,Water,Wetland,Water,Water,Water,Water,Water,Water
1163,Water,Wetland,Water,Water,Water,Water,Water,Forest
1164,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1165,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1166,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1167,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Water
1168,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1169,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1170,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1171,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Grassland
1172,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
1173,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
1174,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1175,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Water
1176,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
1177,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Wetland
1178,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Forest
1179,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Grassland
1180,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
1181,Water,Bareland,Wetland,NULL,Wetland,Water,Water,Bareland
1182,Water,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1183,Water,Bareland,Wetland,Water,Wetland,Water,Wetland,Forest
1184,Water,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
1185,Water,Bareland,Wetland,Water,Wetland,Water,Water,Bareland
1186,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
1187,Water,Bareland,Wetland,Water,Wetland,Water,Water,Forest
1188,Water,Bareland,Water,Water,Water,Water,Water,Bareland
1189,Water,Bareland,Water,Water,Water,Water,Water,Water
1190,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1191,Water,Built-up,Wetland,Water,Wetland,Grassland,Bareland,Forest
1192,Water,Built-up,Wetland,Water,Wetland,Grassland,Water,Forest
1193,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
1194,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1195,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
1196,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1197,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
1198,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1199,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
1200,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
1201,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1202,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1203,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1204,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Bareland
1205,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
1206,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1207,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
1208,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
1209,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
1210,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Wetland
1211,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
1212,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
1213,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
1214,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
1215,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1216,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
1217,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
1218,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
1219,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1220,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
1221,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1222,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Wetland
1223,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
1224,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
1225,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Water
1226,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
1227,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Grassland
1228,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
1229,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
1230,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
1231,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
1232,Water,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
1233,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
1234,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
1235,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Wetland
1236,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
1237,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
1238,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
1239,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1240,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1241,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1242,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1243,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1244,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
1245,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1246,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1247,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
1248,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
1249,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1250,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
1251,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1252,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
1253,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
1254,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1255,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
1256,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1257,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Water
1258,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Water
1259,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
1260,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
1261,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1262,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
