Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NTH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NTH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NTH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NTH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NTH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NTH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NTH_M_R
840,Cropland,Wetland,Wetland,NULL,Wetland,NULL,Grassland
841,Cropland,Wetland,Wetland,NULL,Wetland,NULL,Wetland
842,Cropland,Wetland,Wetland,NULL,Wetland,NULL,Bareland
843,Cropland,Wetland,Wetland,NULL,Wetland,NULL,Water
844,Cropland,Wetland,Wetland,NULL,Wetland,NULL,Forest
845,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland
846,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,Water
847,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,Forest
848,Cropland,Wetland,Wetland,Water,Wetland,NULL,Water
849,Cropland,Wetland,Wetland,Water,Wetland,NULL,Forest
850,Cropland,Wetland,Built-up,NULL,Non_Wetland,NULL,Forest
851,Cropland,Wetland,Water,NULL,Water,NULL,Grassland
852,Cropland,Wetland,Water,NULL,Water,NULL,Wetland
853,Cropland,Wetland,Water,NULL,Water,NULL,Bareland
854,Cropland,Wetland,Water,NULL,Water,NULL,Water
855,Cropland,Wetland,Water,NULL,Water,NULL,Forest
856,Cropland,Wetland,Water,Non_Water,Water,NULL,Grassland
857,Cropland,Wetland,Water,Non_Water,Water,NULL,Water
858,Cropland,Wetland,Water,Non_Water,Water,NULL,Forest
859,Cropland,Wetland,Water,Water,Water,NULL,Grassland
860,Cropland,Wetland,Water,Water,Water,NULL,Wetland
861,Cropland,Wetland,Water,Water,Water,NULL,Bareland
862,Cropland,Wetland,Water,Water,Water,NULL,Water
863,Cropland,Wetland,Water,Water,Water,NULL,Forest
864,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland
865,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland
866,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,Bareland
867,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,Water
868,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,Forest
869,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Grassland
870,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland
871,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Bareland
872,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water
873,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest
874,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,Grassland
875,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,Wetland
876,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,Bareland
877,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,Water
878,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,Forest
879,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,Grassland
880,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,Bareland
881,Cropland,Bareland,NULL,Water,Non_Wetland,NULL,Water
882,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Grassland
883,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Bareland
884,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Water
885,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Forest
886,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
887,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
888,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,Bareland
889,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,Water
890,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,Grassland
891,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,Bareland
892,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,Forest
893,Cropland,Bareland,Grassland,Water,Non_Wetland,NULL,Bareland
894,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,Grassland
895,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,Bareland
896,Cropland,Bareland,Cropland,Water,Non_Wetland,NULL,Bareland
897,Cropland,Bareland,Cropland,Water,Non_Wetland,NULL,Water
898,Cropland,Bareland,Wetland,NULL,Wetland,NULL,Bareland
899,Cropland,Bareland,Wetland,NULL,Wetland,NULL,Forest
900,Cropland,Bareland,Wetland,Water,Wetland,NULL,Water
901,Cropland,Bareland,Water,NULL,Water,NULL,Grassland
902,Cropland,Bareland,Water,NULL,Water,NULL,Bareland
903,Cropland,Bareland,Water,NULL,Water,NULL,Water
904,Cropland,Bareland,Water,NULL,Water,NULL,Forest
905,Cropland,Bareland,Water,Water,Water,NULL,Bareland
906,Cropland,Bareland,Water,Water,Water,NULL,Water
907,Cropland,Bareland,Water,Water,Water,NULL,Forest
908,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,Grassland
909,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,Bareland
910,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,Forest
911,Cropland,Bareland,Forest,Water,Non_Wetland,NULL,Bareland
912,Cropland,Bareland,Forest,Water,Non_Wetland,NULL,Water
913,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland
914,Cropland,Built-up,NULL,Water,Non_Wetland,NULL,Forest
915,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland
916,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland
917,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest
918,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland
919,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland
920,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest
921,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland
922,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland
923,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up
924,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest
925,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Bareland
926,Cropland,Built-up,Cropland,Water,Non_Wetland,NULL,Bareland
927,Cropland,Built-up,Wetland,NULL,Wetland,NULL,Forest
928,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland
929,Cropland,Built-up,Water,NULL,Water,NULL,Forest
930,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland
931,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland
932,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Forest
933,Cropland,Built-up,Forest,Water,Non_Wetland,NULL,Forest
934,Cropland,Water,NULL,NULL,Non_Wetland,NULL,Grassland
935,Cropland,Water,NULL,NULL,Non_Wetland,NULL,Bareland
936,Cropland,Water,NULL,NULL,Non_Wetland,NULL,Water
937,Cropland,Water,NULL,NULL,Non_Wetland,NULL,Forest
938,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland
939,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland
940,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,Built-up
941,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,Water
942,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,Forest
943,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
944,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
945,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water
946,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest
947,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,Grassland
948,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,Bareland
949,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,Water
950,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,Forest
951,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,Grassland
952,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,Bareland
953,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,Forest
954,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland
955,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,Bareland
956,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,Water
957,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,Forest
958,Cropland,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland
959,Cropland,Water,Cropland,Non_Water,Non_Wetland,NULL,Bareland
960,Cropland,Water,Cropland,Non_Water,Non_Wetland,NULL,Water
961,Cropland,Water,Cropland,Non_Water,Non_Wetland,NULL,Forest
962,Cropland,Water,Cropland,Water,Non_Wetland,NULL,Grassland
963,Cropland,Water,Cropland,Water,Non_Wetland,NULL,Bareland
964,Cropland,Water,Cropland,Water,Non_Wetland,NULL,Water
965,Cropland,Water,Cropland,Water,Non_Wetland,NULL,Forest
966,Cropland,Water,Wetland,NULL,Wetland,NULL,Grassland
967,Cropland,Water,Wetland,NULL,Wetland,NULL,Wetland
968,Cropland,Water,Wetland,NULL,Wetland,NULL,Bareland
969,Cropland,Water,Wetland,NULL,Wetland,NULL,Water
970,Cropland,Water,Wetland,NULL,Wetland,NULL,Forest
971,Cropland,Water,Wetland,Non_Water,Wetland,NULL,Bareland
972,Cropland,Water,Wetland,Non_Water,Wetland,NULL,Water
973,Cropland,Water,Wetland,Non_Water,Wetland,NULL,Forest
974,Cropland,Water,Wetland,Water,Wetland,NULL,Grassland
975,Cropland,Water,Wetland,Water,Wetland,NULL,Bareland
976,Cropland,Water,Wetland,Water,Wetland,NULL,Water
977,Cropland,Water,Wetland,Water,Wetland,NULL,Forest
978,Cropland,Water,Water,NULL,Water,NULL,Grassland
979,Cropland,Water,Water,NULL,Water,NULL,Bareland
980,Cropland,Water,Water,NULL,Water,NULL,Water
981,Cropland,Water,Water,NULL,Water,NULL,Forest
982,Cropland,Water,Water,Non_Water,Water,NULL,Grassland
983,Cropland,Water,Water,Non_Water,Water,NULL,Water
984,Cropland,Water,Water,Non_Water,Water,NULL,Forest
985,Cropland,Water,Water,Water,Water,NULL,Grassland
986,Cropland,Water,Water,Water,Water,NULL,Wetland
987,Cropland,Water,Water,Water,Water,NULL,Bareland
988,Cropland,Water,Water,Water,Water,NULL,Water
989,Cropland,Water,Water,Water,Water,NULL,Forest
990,Cropland,Water,Forest,NULL,Non_Wetland,NULL,Grassland
991,Cropland,Water,Forest,NULL,Non_Wetland,NULL,Wetland
992,Cropland,Water,Forest,NULL,Non_Wetland,NULL,Bareland
993,Cropland,Water,Forest,NULL,Non_Wetland,NULL,Water
994,Cropland,Water,Forest,NULL,Non_Wetland,NULL,Forest
995,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland
996,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,Bareland
997,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,Water
998,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,Forest
999,Cropland,Water,Forest,Water,Non_Wetland,NULL,Grassland
1000,Cropland,Water,Forest,Water,Non_Wetland,NULL,Bareland
1001,Cropland,Water,Forest,Water,Non_Wetland,NULL,Water
1002,Cropland,Water,Forest,Water,Non_Wetland,NULL,Forest
1003,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland
1004,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Bareland
1005,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Forest
1006,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest
1007,Cropland,Forest,NULL,Water,Non_Wetland,NULL,Bareland
1008,Cropland,Forest,NULL,Water,Non_Wetland,NULL,Water
1009,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL
1010,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
1011,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland
1012,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland
1013,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Built-up
1014,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Water
1015,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
1016,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1017,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1018,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,Grassland
1019,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,Bareland
1020,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,Water
1021,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,Forest
1022,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
1023,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland
1024,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
1025,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland
1026,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland
1027,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up
1028,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Water
1029,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest
1030,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1031,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest
1032,Cropland,Forest,Cropland,Water,Non_Wetland,NULL,Bareland
1033,Cropland,Forest,Cropland,Water,Non_Wetland,NULL,Water
1034,Cropland,Forest,Cropland,Water,Non_Wetland,NULL,Forest
1035,Cropland,Forest,Wetland,NULL,Wetland,NULL,Grassland
1036,Cropland,Forest,Wetland,NULL,Wetland,NULL,Water
1037,Cropland,Forest,Wetland,NULL,Wetland,NULL,Forest
1038,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,Water
1039,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,Forest
1040,Cropland,Forest,Wetland,Water,Wetland,NULL,Grassland
1041,Cropland,Forest,Wetland,Water,Wetland,NULL,Water
1042,Cropland,Forest,Wetland,Water,Wetland,NULL,Forest
1043,Cropland,Forest,Water,NULL,Water,NULL,Grassland
1044,Cropland,Forest,Water,NULL,Water,NULL,Water
1045,Cropland,Forest,Water,NULL,Water,NULL,Forest
1046,Cropland,Forest,Water,Non_Water,Water,NULL,Grassland
1047,Cropland,Forest,Water,Non_Water,Water,NULL,Forest
1048,Cropland,Forest,Water,Water,Water,NULL,Grassland
1049,Cropland,Forest,Water,Water,Water,NULL,Bareland
1050,Cropland,Forest,Water,Water,Water,NULL,Water
1051,Cropland,Forest,Water,Water,Water,NULL,Forest
1052,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
1053,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland
1054,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Bareland
1055,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Built-up
1056,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Water
1057,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest
1058,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland
1059,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,Bareland
1060,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,Water
1061,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest
1062,Cropland,Forest,Forest,Water,Non_Wetland,NULL,Grassland
1063,Cropland,Forest,Forest,Water,Non_Wetland,NULL,Bareland
1064,Cropland,Forest,Forest,Water,Non_Wetland,NULL,Water
1065,Cropland,Forest,Forest,Water,Non_Wetland,NULL,Forest
1066,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland
1067,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland
1068,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Water
1069,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Forest
1070,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland
1071,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland
1072,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,Water
1073,Wetland,NULL,NULL,Water,Non_Wetland,NULL,Grassland
1074,Wetland,NULL,NULL,Water,Non_Wetland,NULL,Bareland
1075,Wetland,NULL,NULL,Water,Non_Wetland,NULL,Water
1076,Wetland,NULL,NULL,Water,Non_Wetland,NULL,Forest
1077,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
1078,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland
1079,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland
1080,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water
1081,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
1082,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1083,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1084,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water
1085,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1086,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL
1087,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland
1088,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland
1089,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Water
1090,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Forest
1091,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
1092,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland
1093,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up
1094,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
1095,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1096,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Bareland
1097,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,Grassland
1098,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL
1099,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
1100,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland
1101,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up
1102,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Water
1103,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
1104,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1105,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland
1106,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water
1107,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest
1108,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland
1109,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,Wetland
1110,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,Bareland
1111,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,Water
1112,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,Forest
1113,Wetland,NULL,Wetland,NULL,Wetland,NULL,Grassland
1114,Wetland,NULL,Wetland,NULL,Wetland,NULL,Bareland
1115,Wetland,NULL,Wetland,NULL,Wetland,NULL,Built-up
1116,Wetland,NULL,Wetland,NULL,Wetland,NULL,Water
1117,Wetland,NULL,Wetland,NULL,Wetland,NULL,Forest
1118,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland
1119,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Forest
1120,Wetland,NULL,Wetland,Water,Wetland,NULL,Grassland
1121,Wetland,NULL,Wetland,Water,Wetland,NULL,Bareland
1122,Wetland,NULL,Wetland,Water,Wetland,NULL,Water
1123,Wetland,NULL,Wetland,Water,Wetland,NULL,Forest
1124,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland
1125,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland
1126,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up
1127,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland
1128,Wetland,NULL,Built-up,Water,Non_Wetland,NULL,Forest
1129,Wetland,NULL,Water,NULL,Water,NULL,Grassland
1130,Wetland,NULL,Water,NULL,Water,NULL,Bareland
1131,Wetland,NULL,Water,NULL,Water,NULL,Water
1132,Wetland,NULL,Water,NULL,Water,NULL,Forest
1133,Wetland,NULL,Water,Non_Water,Water,NULL,Grassland
1134,Wetland,NULL,Water,Non_Water,Water,NULL,Bareland
1135,Wetland,NULL,Water,Non_Water,Water,NULL,Water
1136,Wetland,NULL,Water,Non_Water,Water,NULL,Forest
1137,Wetland,NULL,Water,Water,Water,NULL,Grassland
1138,Wetland,NULL,Water,Water,Water,NULL,Bareland
1139,Wetland,NULL,Water,Water,Water,NULL,Water
1140,Wetland,NULL,Water,Water,Water,NULL,Forest
1141,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
1142,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland
1143,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Water
1144,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Forest
1145,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland
1146,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Bareland
1147,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Water
1148,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest
1149,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Grassland
1150,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Bareland
1151,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Water
1152,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Forest
1153,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland
1154,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland
1155,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1156,Wetland,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland
1157,Wetland,Cropland,Shrubland,Water,Non_Wetland,NULL,Wetland
1158,Wetland,Cropland,Shrubland,Water,Non_Wetland,NULL,Water
1159,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest
1160,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Forest
1161,Wetland,Cropland,Wetland,NULL,Wetland,NULL,Grassland
1162,Wetland,Cropland,Wetland,NULL,Wetland,NULL,Wetland
1163,Wetland,Cropland,Water,Non_Water,Water,NULL,Wetland
1164,Wetland,Cropland,Water,Non_Water,Water,NULL,Forest
1165,Wetland,Cropland,Water,Water,Water,NULL,Grassland
1166,Wetland,Cropland,Water,Water,Water,NULL,Wetland
1167,Wetland,Cropland,Water,Water,Water,NULL,Water
1168,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,Water
1169,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest
1170,Wetland,Cropland,Forest,Water,Non_Wetland,NULL,Grassland
1171,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland
1172,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,Bareland
1173,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,Water
1174,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,Forest
1175,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,Grassland
1176,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,Bareland
1177,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,Water
1178,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,Forest
1179,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,Grassland
1180,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,Bareland
1181,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,Water
1182,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,Forest
1183,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL
1184,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland
1185,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland
1186,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Bareland
1187,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Built-up
1188,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water
1189,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest
1190,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1191,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
1192,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1193,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Water
1194,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1195,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,Grassland
1196,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,Bareland
1197,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,Water
1198,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,Forest
1199,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland
1200,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,Bareland
1201,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,Water
1202,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,Forest
1203,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1204,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Bareland
1205,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Water
1206,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,Grassland
1207,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,Water
1208,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,Forest
1209,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland
1210,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,Wetland
1211,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,Bareland
1212,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,Water
1213,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,Forest
1214,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1215,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Wetland
1216,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Bareland
1217,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Water
1218,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Forest
1219,Wetland,Wetland,Cropland,Water,Non_Wetland,NULL,Grassland
1220,Wetland,Wetland,Cropland,Water,Non_Wetland,NULL,Wetland
1221,Wetland,Wetland,Cropland,Water,Non_Wetland,NULL,Bareland
1222,Wetland,Wetland,Cropland,Water,Non_Wetland,NULL,Water
