Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MXV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MXV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MXV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MXV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MXV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MXV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MXV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MXV_M_R
14272,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
14273,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
14274,Wetland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
14275,Wetland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
14276,Wetland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
14277,Wetland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
14278,Wetland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
14279,Wetland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
14280,Wetland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
14281,Wetland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Water,Cropland
14282,Wetland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Water,Bareland
14283,Wetland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
14284,Wetland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
14285,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
14286,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
14287,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
14288,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
14289,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
14290,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
14291,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
14292,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
14293,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
14294,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
14295,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
14296,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
14297,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
14298,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
14299,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
14300,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
14301,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
14302,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
14303,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
14304,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
14305,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
14306,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Wetland
14307,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
14308,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Water
14309,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
14310,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
14311,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Water,Grassland
14312,Wetland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
14313,Wetland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
14314,Wetland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
14315,Wetland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
14316,Wetland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
14317,Wetland,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
14318,Wetland,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Wetland
14319,Wetland,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Grassland
14320,Wetland,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Cropland
14321,Wetland,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Wetland
14322,Wetland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
14323,Wetland,Cropland,Cropland,NULL,Non_Wetland,Forest,Water,NULL
14324,Wetland,Cropland,Cropland,NULL,Non_Wetland,Forest,Water,Grassland
14325,Wetland,Cropland,Cropland,NULL,Non_Wetland,Forest,Water,Wetland
14326,Wetland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
14327,Wetland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
14328,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
14329,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
14330,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
14331,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
14332,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
14333,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
14334,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
14335,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
14336,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
14337,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,Wetland
14338,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,Bareland
14339,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
14340,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
14341,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
14342,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
14343,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
14344,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
14345,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
14346,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
14347,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Bareland
14348,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
14349,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Cropland
14350,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
14351,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
14352,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
14353,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
14354,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
14355,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
14356,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
14357,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
14358,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
14359,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Wetland
14360,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Water,Grassland
14361,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
14362,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
14363,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
14364,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
14365,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
14366,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
14367,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Water,Bareland,Bareland
14368,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
14369,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Water,Forest,Grassland
14370,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
14371,Wetland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
14372,Wetland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
14373,Wetland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
14374,Wetland,Cropland,Cropland,Water,Non_Wetland,NULL,Shrubland,Grassland
14375,Wetland,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Grassland
14376,Wetland,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Wetland
14377,Wetland,Cropland,Cropland,Water,Non_Wetland,Shrubland,NULL,Grassland
14378,Wetland,Cropland,Cropland,Water,Non_Wetland,Shrubland,NULL,Cropland
14379,Wetland,Cropland,Cropland,Water,Non_Wetland,Shrubland,NULL,Wetland
14380,Wetland,Cropland,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
14381,Wetland,Cropland,Cropland,Water,Non_Wetland,Shrubland,Water,Bareland
14382,Wetland,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
14383,Wetland,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Cropland
14384,Wetland,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Water
14385,Wetland,Cropland,Cropland,Water,Non_Wetland,Grassland,Shrubland,Grassland
14386,Wetland,Cropland,Cropland,Water,Non_Wetland,Grassland,Bareland,Grassland
14387,Wetland,Cropland,Cropland,Water,Non_Wetland,Cropland,NULL,Grassland
14388,Wetland,Cropland,Cropland,Water,Non_Wetland,Cropland,NULL,Cropland
14389,Wetland,Cropland,Cropland,Water,Non_Wetland,Cropland,NULL,Wetland
14390,Wetland,Cropland,Cropland,Water,Non_Wetland,Water,NULL,Water
14391,Wetland,Cropland,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
14392,Wetland,Cropland,Cropland,Water,Non_Wetland,Water,Water,Grassland
14393,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
14394,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
14395,Wetland,Cropland,Wetland,NULL,Wetland,NULL,Bareland,Wetland
14396,Wetland,Cropland,Wetland,NULL,Wetland,NULL,Water,Grassland
14397,Wetland,Cropland,Wetland,NULL,Wetland,NULL,Water,Wetland
14398,Wetland,Cropland,Wetland,NULL,Wetland,NULL,Forest,Grassland
14399,Wetland,Cropland,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
14400,Wetland,Cropland,Wetland,NULL,Wetland,Shrubland,NULL,Cropland
14401,Wetland,Cropland,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
14402,Wetland,Cropland,Wetland,NULL,Wetland,Shrubland,NULL,Forest
14403,Wetland,Cropland,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
14404,Wetland,Cropland,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
14405,Wetland,Cropland,Wetland,NULL,Wetland,Shrubland,Water,Grassland
14406,Wetland,Cropland,Wetland,NULL,Wetland,Shrubland,Water,Wetland
14407,Wetland,Cropland,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
14408,Wetland,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
14409,Wetland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
14410,Wetland,Cropland,Wetland,NULL,Wetland,Grassland,Bareland,Wetland
14411,Wetland,Cropland,Wetland,NULL,Wetland,Grassland,Water,NULL
14412,Wetland,Cropland,Wetland,NULL,Wetland,Grassland,Water,Grassland
14413,Wetland,Cropland,Wetland,NULL,Wetland,Cropland,NULL,Grassland
14414,Wetland,Cropland,Wetland,NULL,Wetland,Cropland,NULL,Cropland
14415,Wetland,Cropland,Wetland,NULL,Wetland,Cropland,NULL,Wetland
14416,Wetland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
14417,Wetland,Cropland,Wetland,NULL,Wetland,Wetland,Bareland,Wetland
14418,Wetland,Cropland,Wetland,NULL,Wetland,Wetland,Water,Wetland
14419,Wetland,Cropland,Wetland,NULL,Wetland,Bareland,NULL,Grassland
14420,Wetland,Cropland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
14421,Wetland,Cropland,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
14422,Wetland,Cropland,Wetland,NULL,Wetland,Bareland,Water,Grassland
14423,Wetland,Cropland,Wetland,NULL,Wetland,Water,NULL,Grassland
14424,Wetland,Cropland,Wetland,NULL,Wetland,Water,NULL,Wetland
14425,Wetland,Cropland,Wetland,NULL,Wetland,Water,NULL,Built-up
14426,Wetland,Cropland,Wetland,NULL,Wetland,Water,NULL,Water
14427,Wetland,Cropland,Wetland,NULL,Wetland,Water,Wetland,Wetland
14428,Wetland,Cropland,Wetland,NULL,Wetland,Water,Bareland,Wetland
14429,Wetland,Cropland,Wetland,NULL,Wetland,Water,Water,NULL
14430,Wetland,Cropland,Wetland,NULL,Wetland,Water,Water,Grassland
14431,Wetland,Cropland,Wetland,NULL,Wetland,Water,Water,Cropland
14432,Wetland,Cropland,Wetland,NULL,Wetland,Water,Water,Wetland
14433,Wetland,Cropland,Wetland,NULL,Wetland,Water,Water,Bareland
14434,Wetland,Cropland,Wetland,NULL,Wetland,Forest,NULL,Grassland
14435,Wetland,Cropland,Wetland,NULL,Wetland,Forest,Water,Grassland
14436,Wetland,Cropland,Wetland,NULL,Wetland,Forest,Water,Wetland
14437,Wetland,Cropland,Wetland,NULL,Wetland,Forest,Forest,Grassland
14438,Wetland,Cropland,Wetland,NULL,Wetland,Forest,Forest,Wetland
14439,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
14440,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
14441,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
14442,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
14443,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
14444,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Wetland
14445,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
14446,Wetland,Cropland,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
14447,Wetland,Cropland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
14448,Wetland,Cropland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Water
14449,Wetland,Cropland,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
14450,Wetland,Cropland,Wetland,Non_Water,Wetland,Shrubland,Forest,Grassland
14451,Wetland,Cropland,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
14452,Wetland,Cropland,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
14453,Wetland,Cropland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
14454,Wetland,Cropland,Wetland,Non_Water,Wetland,Cropland,NULL,Grassland
14455,Wetland,Cropland,Wetland,Non_Water,Wetland,Cropland,NULL,Cropland
14456,Wetland,Cropland,Wetland,Non_Water,Wetland,Cropland,NULL,Water
14457,Wetland,Cropland,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
14458,Wetland,Cropland,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
14459,Wetland,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Grassland
14460,Wetland,Cropland,Wetland,Non_Water,Wetland,Water,Water,Grassland
14461,Wetland,Cropland,Wetland,Non_Water,Wetland,Water,Water,Cropland
14462,Wetland,Cropland,Wetland,Non_Water,Wetland,Water,Water,Bareland
14463,Wetland,Cropland,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
14464,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
14465,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
14466,Wetland,Cropland,Wetland,Water,Wetland,NULL,Shrubland,Grassland
14467,Wetland,Cropland,Wetland,Water,Wetland,NULL,Water,Grassland
14468,Wetland,Cropland,Wetland,Water,Wetland,Shrubland,NULL,Grassland
14469,Wetland,Cropland,Wetland,Water,Wetland,Shrubland,NULL,Wetland
14470,Wetland,Cropland,Wetland,Water,Wetland,Grassland,Bareland,Grassland
14471,Wetland,Cropland,Wetland,Water,Wetland,Cropland,NULL,Wetland
14472,Wetland,Cropland,Wetland,Water,Wetland,Water,Shrubland,Grassland
14473,Wetland,Cropland,Wetland,Water,Wetland,Water,Bareland,Wetland
14474,Wetland,Cropland,Wetland,Water,Wetland,Water,Water,Grassland
14475,Wetland,Cropland,Wetland,Water,Wetland,Water,Water,Bareland
14476,Wetland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
14477,Wetland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
14478,Wetland,Cropland,Bareland,NULL,Non_Wetland,Shrubland,Water,Wetland
14479,Wetland,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
14480,Wetland,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Bareland
14481,Wetland,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Water
14482,Wetland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Water,Water
14483,Wetland,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Wetland
14484,Wetland,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Water
14485,Wetland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Shrubland,NULL
14486,Wetland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Wetland
14487,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
14488,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,Water,Grassland
14489,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,Water,Wetland
14490,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,Shrubland,Water,Bareland
14491,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
14492,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Water
14493,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
14494,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland,Bareland,Water
14495,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland,Water,Water
14496,Wetland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
14497,Wetland,Cropland,Bareland,Water,Non_Wetland,Grassland,NULL,Water
14498,Wetland,Cropland,Bareland,Water,Non_Wetland,Grassland,Bareland,Grassland
14499,Wetland,Cropland,Bareland,Water,Non_Wetland,Water,NULL,Grassland
14500,Wetland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
14501,Wetland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
14502,Wetland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
14503,Wetland,Cropland,Built-up,NULL,Non_Wetland,NULL,Water,Wetland
14504,Wetland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
14505,Wetland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
14506,Wetland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
14507,Wetland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
14508,Wetland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
14509,Wetland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
14510,Wetland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
14511,Wetland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
14512,Wetland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
14513,Wetland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
14514,Wetland,Cropland,Built-up,NULL,Non_Wetland,Water,Water,Built-up
14515,Wetland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
14516,Wetland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
14517,Wetland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,Water,Grassland
14518,Wetland,Cropland,Built-up,Non_Water,Non_Wetland,Shrubland,Water,Bareland
14519,Wetland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
14520,Wetland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
14521,Wetland,Cropland,Built-up,Water,Non_Wetland,Shrubland,NULL,Bareland
14522,Wetland,Cropland,Built-up,Water,Non_Wetland,Cropland,NULL,Wetland
14523,Wetland,Cropland,Water,NULL,Water,NULL,Water,Grassland
14524,Wetland,Cropland,Water,NULL,Water,Grassland,NULL,Bareland
14525,Wetland,Cropland,Water,NULL,Water,Grassland,NULL,Water
14526,Wetland,Cropland,Water,NULL,Water,Grassland,Water,Bareland
14527,Wetland,Cropland,Water,NULL,Water,Cropland,NULL,Wetland
14528,Wetland,Cropland,Water,Non_Water,Water,Water,Forest,Water
14529,Wetland,Cropland,Water,Water,Water,Grassland,NULL,Water
14530,Wetland,Cropland,Water,Water,Water,Grassland,Grassland,Water
14531,Wetland,Cropland,Water,Water,Water,Water,Shrubland,Water
14532,Wetland,Cropland,Water,Water,Water,Water,Water,Water
14533,Wetland,Cropland,Water,Water,Water,Water,Forest,Wetland
14534,Wetland,Cropland,Water,Water,Water,Forest,Forest,Water
14535,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
14536,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
14537,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
14538,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
14539,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
14540,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Grassland
14541,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
14542,Wetland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
14543,Wetland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
14544,Wetland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
14545,Wetland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
14546,Wetland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
14547,Wetland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
14548,Wetland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
14549,Wetland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
14550,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
14551,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
14552,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
14553,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
14554,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
14555,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
14556,Wetland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
14557,Wetland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
14558,Wetland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Wetland
14559,Wetland,Cropland,Forest,NULL,Non_Wetland,Cropland,Water,Grassland
14560,Wetland,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
14561,Wetland,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Grassland
14562,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
14563,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest,Water,Wetland
14564,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
14565,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
14566,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
14567,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
14568,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
14569,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Forest
14570,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
14571,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
14572,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
14573,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
14574,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
14575,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
14576,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
14577,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
14578,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
14579,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
14580,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Cropland,NULL,Grassland
14581,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Water,NULL,Wetland
14582,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
14583,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Forest,Forest,Grassland
14584,Wetland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
14585,Wetland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
14586,Wetland,Cropland,Forest,Water,Non_Wetland,NULL,Shrubland,Grassland
14587,Wetland,Cropland,Forest,Water,Non_Wetland,Shrubland,NULL,Grassland
14588,Wetland,Cropland,Forest,Water,Non_Wetland,Shrubland,NULL,Cropland
14589,Wetland,Cropland,Forest,Water,Non_Wetland,Shrubland,Grassland,Grassland
14590,Wetland,Cropland,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
