Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KUS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KUS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KUS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KUS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KUS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KUS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KUS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KUS_M_R
4148,Water,Water,Grassland,NULL,Non_Wetland,Wetland,NULL,Wetland
4149,Water,Water,Grassland,NULL,Non_Wetland,Water,NULL,Wetland
4150,Water,Water,Grassland,NULL,Non_Wetland,Water,NULL,Water
4151,Water,Water,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
4152,Water,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
4153,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
4154,Water,Water,Grassland,Non_Water,Non_Wetland,Water,NULL,Water
4155,Water,Water,Grassland,Non_Water,Non_Wetland,Water,NULL,Forest
4156,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Shrubland,Water
4157,Water,Water,Grassland,Water,Non_Wetland,Grassland,Grassland,Water
4158,Water,Water,Grassland,Water,Non_Wetland,Wetland,Grassland,Wetland
4159,Water,Water,Grassland,Water,Non_Wetland,Water,NULL,Wetland
4160,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
4161,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4162,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
4163,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
4164,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
4165,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
4166,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4167,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Water
4168,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4169,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4170,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
4171,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
4172,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
4173,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4174,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4175,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
4176,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4177,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Water
4178,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
4179,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
4180,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
4181,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
4182,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
4183,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Wetland
4184,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Water
4185,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4186,Water,Water,Cropland,NULL,Non_Wetland,Built-up,Built-up,Water
4187,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
4188,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Wetland
4189,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Water
4190,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Forest
4191,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
4192,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Water
4193,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Wetland
4194,Water,Water,Cropland,NULL,Non_Wetland,Water,Built-up,Wetland
4195,Water,Water,Cropland,NULL,Non_Wetland,Water,Built-up,Water
4196,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
4197,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
4198,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4199,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
4200,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
4201,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
4202,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
4203,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4204,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
4205,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Water
4206,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
4207,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
4208,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Water
4209,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
4210,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
4211,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
4212,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Wetland
4213,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
4214,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
4215,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Wetland
4216,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Water
4217,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,NULL
4218,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
4219,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
4220,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
4221,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
4222,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
4223,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Grassland,Wetland
4224,Water,Water,Cropland,Water,Non_Wetland,Grassland,NULL,Wetland
4225,Water,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
4226,Water,Water,Cropland,Water,Non_Wetland,Wetland,NULL,Grassland
4227,Water,Water,Cropland,Water,Non_Wetland,Wetland,NULL,Wetland
4228,Water,Water,Cropland,Water,Non_Wetland,Wetland,NULL,Forest
4229,Water,Water,Cropland,Water,Non_Wetland,Built-up,Built-up,Water
4230,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Grassland
4231,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Wetland
4232,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Water
4233,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Forest
4234,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Water
4235,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Water
4236,Water,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
4237,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
4238,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
4239,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
4240,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
4241,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
4242,Water,Water,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
4243,Water,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
4244,Water,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
4245,Water,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
4246,Water,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
4247,Water,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Water
4248,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Wetland
4249,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Water
4250,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Forest
4251,Water,Water,Wetland,NULL,Wetland,Grassland,NULL,Grassland
4252,Water,Water,Wetland,NULL,Wetland,Grassland,NULL,Wetland
4253,Water,Water,Wetland,NULL,Wetland,Grassland,NULL,Water
4254,Water,Water,Wetland,NULL,Wetland,Grassland,NULL,Forest
4255,Water,Water,Wetland,NULL,Wetland,Grassland,Shrubland,Wetland
4256,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
4257,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Water
4258,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Wetland
4259,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
4260,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
4261,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Wetland
4262,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Water
4263,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
4264,Water,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Water
4265,Water,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
4266,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
4267,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Water
4268,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
4269,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4270,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
4271,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
4272,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
4273,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
4274,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
4275,Water,Water,Wetland,NULL,Wetland,Built-up,Built-up,Water
4276,Water,Water,Wetland,NULL,Wetland,Water,NULL,Wetland
4277,Water,Water,Wetland,NULL,Wetland,Water,NULL,Water
4278,Water,Water,Wetland,NULL,Wetland,Water,NULL,Forest
4279,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Wetland
4280,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Water
4281,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Forest
4282,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Wetland
4283,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
4284,Water,Water,Wetland,NULL,Wetland,Water,Built-up,Water
4285,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
4286,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
4287,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
4288,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
4289,Water,Water,Wetland,NULL,Wetland,Forest,NULL,Wetland
4290,Water,Water,Wetland,NULL,Wetland,Forest,NULL,Water
4291,Water,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
4292,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
4293,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
4294,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
4295,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
4296,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
4297,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
4298,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
4299,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Water
4300,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
4301,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Grassland,Water
4302,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
4303,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
4304,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Water
4305,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
4306,Water,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
4307,Water,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
4308,Water,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Water
4309,Water,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
4310,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
4311,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
4312,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
4313,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
4314,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
4315,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
4316,Water,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
4317,Water,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Water
4318,Water,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
4319,Water,Water,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
4320,Water,Water,Wetland,Non_Water,Wetland,Wetland,Shrubland,Water
4321,Water,Water,Wetland,Non_Water,Wetland,Wetland,Shrubland,Forest
4322,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
4323,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
4324,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
4325,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
4326,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
4327,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
4328,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
4329,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Grassland
4330,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Wetland
4331,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
4332,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
4333,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
4334,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Water
4335,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
4336,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
4337,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
4338,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
4339,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
4340,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
4341,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
4342,Water,Water,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
4343,Water,Water,Wetland,Non_Water,Wetland,Forest,NULL,Water
4344,Water,Water,Wetland,Non_Water,Wetland,Forest,NULL,Forest
4345,Water,Water,Wetland,Water,Wetland,NULL,NULL,NULL
4346,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
4347,Water,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
4348,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
4349,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
4350,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
4351,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
4352,Water,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
4353,Water,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Water
4354,Water,Water,Wetland,Water,Wetland,Shrubland,Grassland,Wetland
4355,Water,Water,Wetland,Water,Wetland,Shrubland,Grassland,Water
4356,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Wetland
4357,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Water
4358,Water,Water,Wetland,Water,Wetland,Grassland,NULL,Wetland
4359,Water,Water,Wetland,Water,Wetland,Grassland,NULL,Water
4360,Water,Water,Wetland,Water,Wetland,Grassland,Shrubland,Forest
4361,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Wetland
4362,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Forest
4363,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
4364,Water,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
4365,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
4366,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
4367,Water,Water,Wetland,Water,Wetland,Wetland,NULL,Wetland
4368,Water,Water,Wetland,Water,Wetland,Wetland,NULL,Water
4369,Water,Water,Wetland,Water,Wetland,Wetland,Shrubland,Wetland
4370,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Wetland
4371,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Water
4372,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
4373,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
4374,Water,Water,Wetland,Water,Wetland,Water,NULL,Grassland
4375,Water,Water,Wetland,Water,Wetland,Water,NULL,Wetland
4376,Water,Water,Wetland,Water,Wetland,Water,NULL,Water
4377,Water,Water,Wetland,Water,Wetland,Water,NULL,Forest
4378,Water,Water,Wetland,Water,Wetland,Water,Shrubland,Water
4379,Water,Water,Wetland,Water,Wetland,Water,Grassland,Wetland
4380,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
4381,Water,Water,Wetland,Water,Wetland,Water,Grassland,Forest
4382,Water,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
4383,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
4384,Water,Water,Wetland,Water,Wetland,Water,Water,Water
4385,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
4386,Water,Water,Wetland,Water,Wetland,Forest,NULL,Wetland
4387,Water,Water,Wetland,Water,Wetland,Forest,NULL,Water
4388,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
4389,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
4390,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
4391,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
4392,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
4393,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
4394,Water,Water,Bareland,NULL,Non_Wetland,Shrubland,Water,Wetland
4395,Water,Water,Bareland,NULL,Non_Wetland,Shrubland,Water,Water
4396,Water,Water,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
4397,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Grassland
4398,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Wetland
4399,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Water
4400,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
4401,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
4402,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4403,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
4404,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
4405,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
4406,Water,Water,Bareland,Non_Water,Non_Wetland,Shrubland,Water,Water
4407,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
4408,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
4409,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
4410,Water,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Wetland
4411,Water,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Water
4412,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
4413,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
4414,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,NULL
4415,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
4416,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
4417,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
4418,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
4419,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
4420,Water,Water,Bareland,Water,Non_Wetland,Water,NULL,Wetland
4421,Water,Water,Bareland,Water,Non_Wetland,Water,NULL,Water
4422,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
4423,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
4424,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
4425,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
4426,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
4427,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
4428,Water,Water,Built-up,NULL,Non_Wetland,Wetland,NULL,Wetland
4429,Water,Water,Built-up,NULL,Non_Wetland,Wetland,NULL,Built-up
4430,Water,Water,Built-up,NULL,Non_Wetland,Wetland,NULL,Water
4431,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
4432,Water,Water,Built-up,NULL,Non_Wetland,Water,NULL,Water
4433,Water,Water,Built-up,NULL,Non_Wetland,Water,NULL,Forest
4434,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Water
4435,Water,Water,Built-up,NULL,Non_Wetland,Water,Built-up,Bareland
4436,Water,Water,Built-up,NULL,Non_Wetland,Water,Built-up,Water
4437,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
4438,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Wetland
4439,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
4440,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland,NULL,Wetland
4441,Water,Water,Built-up,Non_Water,Non_Wetland,Water,NULL,Wetland
4442,Water,Water,Built-up,Non_Water,Non_Wetland,Water,NULL,Water
4443,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Built-up,Water
4444,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
4445,Water,Water,Built-up,Water,Non_Wetland,Built-up,Built-up,Water
4446,Water,Water,Built-up,Water,Non_Wetland,Water,NULL,Wetland
4447,Water,Water,Built-up,Water,Non_Wetland,Water,NULL,Water
4448,Water,Water,Built-up,Water,Non_Wetland,Water,Grassland,Wetland
4449,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
4450,Water,Water,Water,NULL,Water,NULL,NULL,NULL
4451,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
4452,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
4453,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
4454,Water,Water,Water,NULL,Water,NULL,NULL,Water
4455,Water,Water,Water,NULL,Water,NULL,NULL,Forest
4456,Water,Water,Water,NULL,Water,Shrubland,NULL,Wetland
4457,Water,Water,Water,NULL,Water,Shrubland,Grassland,Water
4458,Water,Water,Water,NULL,Water,Shrubland,Water,Wetland
4459,Water,Water,Water,NULL,Water,Shrubland,Water,Forest
4460,Water,Water,Water,NULL,Water,Grassland,NULL,Grassland
4461,Water,Water,Water,NULL,Water,Grassland,NULL,Wetland
4462,Water,Water,Water,NULL,Water,Grassland,NULL,Water
4463,Water,Water,Water,NULL,Water,Grassland,NULL,Forest
4464,Water,Water,Water,NULL,Water,Grassland,Grassland,Water
4465,Water,Water,Water,NULL,Water,Grassland,Grassland,Forest
4466,Water,Water,Water,NULL,Water,Grassland,Water,Wetland
4467,Water,Water,Water,NULL,Water,Grassland,Water,Water
4468,Water,Water,Water,NULL,Water,Wetland,NULL,Grassland
4469,Water,Water,Water,NULL,Water,Wetland,NULL,Wetland
4470,Water,Water,Water,NULL,Water,Wetland,NULL,Water
4471,Water,Water,Water,NULL,Water,Wetland,NULL,Forest
4472,Water,Water,Water,NULL,Water,Wetland,Shrubland,Wetland
4473,Water,Water,Water,NULL,Water,Wetland,Grassland,Water
4474,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
4475,Water,Water,Water,NULL,Water,Wetland,Water,Wetland
4476,Water,Water,Water,NULL,Water,Wetland,Water,Water
4477,Water,Water,Water,NULL,Water,Wetland,Water,Forest
4478,Water,Water,Water,NULL,Water,Bareland,Grassland,Wetland
4479,Water,Water,Water,NULL,Water,Built-up,Built-up,Wetland
4480,Water,Water,Water,NULL,Water,Built-up,Water,Wetland
4481,Water,Water,Water,NULL,Water,Water,NULL,Grassland
4482,Water,Water,Water,NULL,Water,Water,NULL,Wetland
4483,Water,Water,Water,NULL,Water,Water,NULL,Water
4484,Water,Water,Water,NULL,Water,Water,NULL,Forest
4485,Water,Water,Water,NULL,Water,Water,Grassland,Water
4486,Water,Water,Water,NULL,Water,Water,Built-up,Water
4487,Water,Water,Water,NULL,Water,Water,Water,Wetland
4488,Water,Water,Water,NULL,Water,Water,Water,Water
4489,Water,Water,Water,NULL,Water,Forest,NULL,Wetland
4490,Water,Water,Water,NULL,Water,Forest,NULL,Water
4491,Water,Water,Water,NULL,Water,Forest,NULL,Forest
4492,Water,Water,Water,Non_Water,Water,NULL,NULL,NULL
4493,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
4494,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
4495,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
4496,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
4497,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
4498,Water,Water,Water,Non_Water,Water,Shrubland,Water,Wetland
4499,Water,Water,Water,Non_Water,Water,Grassland,NULL,Grassland
4500,Water,Water,Water,Non_Water,Water,Grassland,NULL,Wetland
4501,Water,Water,Water,Non_Water,Water,Grassland,NULL,Water
4502,Water,Water,Water,Non_Water,Water,Grassland,NULL,Forest
4503,Water,Water,Water,Non_Water,Water,Grassland,Grassland,Wetland
4504,Water,Water,Water,Non_Water,Water,Grassland,Water,Grassland
4505,Water,Water,Water,Non_Water,Water,Grassland,Water,Wetland
4506,Water,Water,Water,Non_Water,Water,Wetland,NULL,Wetland
4507,Water,Water,Water,Non_Water,Water,Wetland,NULL,Water
4508,Water,Water,Water,Non_Water,Water,Wetland,Grassland,Grassland
4509,Water,Water,Water,Non_Water,Water,Wetland,Grassland,Wetland
4510,Water,Water,Water,Non_Water,Water,Wetland,Grassland,Water
4511,Water,Water,Water,Non_Water,Water,Wetland,Water,Wetland
4512,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
4513,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
4514,Water,Water,Water,Non_Water,Water,Water,NULL,Grassland
4515,Water,Water,Water,Non_Water,Water,Water,NULL,Wetland
4516,Water,Water,Water,Non_Water,Water,Water,NULL,Water
4517,Water,Water,Water,Non_Water,Water,Water,NULL,Forest
4518,Water,Water,Water,Non_Water,Water,Water,Grassland,Wetland
4519,Water,Water,Water,Non_Water,Water,Water,Grassland,Water
4520,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
4521,Water,Water,Water,Non_Water,Water,Water,Water,Water
4522,Water,Water,Water,Non_Water,Water,Water,Water,Forest
