Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KVB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KVB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KVB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KVB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KVB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KVB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KVB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KVB_M_R
1470,NULL,Wetland,Water,NULL,Water,Wetland,Water,Wetland
1471,NULL,Wetland,Water,NULL,Water,Water,Wetland,Forest
1472,NULL,Wetland,Water,NULL,Water,Water,Water,Wetland
1473,NULL,Wetland,Water,Non_Water,Water,Grassland,Grassland,Wetland
1474,NULL,Wetland,Water,Non_Water,Water,Grassland,Grassland,Water
1475,NULL,Wetland,Water,Non_Water,Water,Grassland,Wetland,Wetland
1476,NULL,Wetland,Water,Non_Water,Water,Grassland,Water,Wetland
1477,NULL,Wetland,Water,Non_Water,Water,Wetland,Grassland,Wetland
1478,NULL,Wetland,Water,Non_Water,Water,Wetland,Grassland,Water
1479,NULL,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
1480,NULL,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
1481,NULL,Wetland,Water,Non_Water,Water,Water,Grassland,Wetland
1482,NULL,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
1483,NULL,Wetland,Water,Water,Water,Grassland,Grassland,Wetland
1484,NULL,Wetland,Water,Water,Water,Grassland,Grassland,Water
1485,NULL,Wetland,Water,Water,Water,Grassland,Wetland,Wetland
1486,NULL,Wetland,Water,Water,Water,Grassland,Wetland,Water
1487,NULL,Wetland,Water,Water,Water,Grassland,Water,Water
1488,NULL,Wetland,Water,Water,Water,Wetland,Grassland,Wetland
1489,NULL,Wetland,Water,Water,Water,Wetland,Grassland,Water
1490,NULL,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
1491,NULL,Wetland,Water,Water,Water,Wetland,Wetland,Water
1492,NULL,Wetland,Water,Water,Water,Wetland,Water,Wetland
1493,NULL,Wetland,Water,Water,Water,Wetland,Water,Water
1494,NULL,Wetland,Water,Water,Water,Water,Grassland,Wetland
1495,NULL,Wetland,Water,Water,Water,Water,Grassland,Water
1496,NULL,Wetland,Water,Water,Water,Water,Wetland,Wetland
1497,NULL,Wetland,Water,Water,Water,Water,Wetland,Water
1498,NULL,Wetland,Water,Water,Water,Water,Water,Wetland
1499,NULL,Wetland,Water,Water,Water,Water,Water,Water
1500,NULL,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
1501,NULL,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1502,NULL,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1503,NULL,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1504,NULL,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
1505,NULL,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
1506,NULL,Wetland,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
1507,NULL,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
1508,NULL,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1509,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
1510,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1511,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
1512,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1513,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
1514,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1515,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
1516,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1517,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
1518,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1519,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
1520,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
1521,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
1522,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1523,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1524,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1525,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1526,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
1527,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1528,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
1529,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1530,NULL,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
1531,NULL,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1532,NULL,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1533,NULL,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
1534,NULL,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1535,NULL,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
1536,NULL,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
1537,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
1538,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1539,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
1540,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1541,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
1542,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1543,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Wetland
1544,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
1545,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
1546,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1547,NULL,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
1548,NULL,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1549,NULL,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1550,NULL,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
1551,NULL,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1552,NULL,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
1553,NULL,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
1554,NULL,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
1555,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
1556,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1557,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
1558,NULL,Wetland,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
1559,NULL,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
1560,NULL,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
1561,NULL,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1562,NULL,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Wetland
1563,NULL,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1564,NULL,Wetland,Forest,Water,Non_Wetland,Shrubland,Water,Wetland
1565,NULL,Wetland,Forest,Water,Non_Wetland,Grassland,Grassland,Wetland
1566,NULL,Wetland,Forest,Water,Non_Wetland,Grassland,Wetland,Wetland
1567,NULL,Wetland,Forest,Water,Non_Wetland,Grassland,Water,Wetland
1568,NULL,Wetland,Forest,Water,Non_Wetland,Wetland,Grassland,Wetland
1569,NULL,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
1570,NULL,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Wetland
1571,NULL,Wetland,Forest,Water,Non_Wetland,Water,Water,Wetland
1572,NULL,Wetland,Forest,Water,Non_Wetland,Forest,Water,Forest
1573,NULL,Bareland,Wetland,Non_Water,Wetland,Water,Water,Wetland
1574,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Wetland
1575,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Water
1576,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1577,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1578,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1579,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
1580,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1581,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1582,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1583,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1584,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1585,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1586,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
1587,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
1588,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
1589,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
1590,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
1591,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
1592,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1593,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1594,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1595,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1596,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1597,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1598,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1599,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1600,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1601,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1602,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
1603,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1604,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1605,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1606,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1607,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
1608,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1609,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
1610,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1611,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1612,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
1613,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
1614,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
1615,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1616,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Wetland
1617,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
1618,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1619,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1620,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1621,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1622,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1623,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1624,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
1625,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1626,NULL,Built-up,Built-up,Water,Non_Wetland,Grassland,Grassland,Grassland
1627,NULL,Built-up,Water,NULL,Water,Wetland,Grassland,Wetland
1628,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1629,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1630,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1631,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1632,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1633,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1634,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
1635,NULL,Water,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
1636,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
1637,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1638,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1639,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
1640,NULL,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Wetland
1641,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
1642,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1643,NULL,Water,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
1644,NULL,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
1645,NULL,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
1646,NULL,Water,Wetland,NULL,Wetland,Shrubland,Water,NULL
1647,NULL,Water,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
1648,NULL,Water,Wetland,NULL,Wetland,Forest,Shrubland,Wetland
1649,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
1650,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1651,NULL,Water,Wetland,Water,Wetland,Water,Water,Grassland
1652,NULL,Water,Wetland,Water,Wetland,Water,Water,Wetland
1653,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
1654,NULL,Water,Wetland,Water,Wetland,Forest,Grassland,Wetland
1655,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
1656,NULL,Water,Water,NULL,Water,Grassland,Grassland,Wetland
1657,NULL,Water,Water,NULL,Water,Grassland,Water,Wetland
1658,NULL,Water,Water,Non_Water,Water,Water,Water,Wetland
1659,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1660,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
1661,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1662,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1663,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1664,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
1665,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
1666,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1667,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1668,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
1669,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1670,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1671,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
1672,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
1673,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Wetland
1674,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
1675,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1676,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1677,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1678,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
1679,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
1680,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1681,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
1682,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1683,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1684,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Wetland
1685,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1686,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1687,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
1688,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1689,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1690,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Wetland
1691,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
1692,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Wetland
1693,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1694,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
1695,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1696,NULL,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1697,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1698,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1699,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
1700,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1701,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1702,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
1703,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
1704,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1705,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1706,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1707,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1708,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1709,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
1710,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
1711,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1712,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
1713,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1714,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1715,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1716,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1717,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1718,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1719,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1720,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1721,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
1722,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1723,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1724,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
1725,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
1726,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1727,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1728,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
1729,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1730,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1731,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1732,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1733,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1734,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1735,NULL,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1736,NULL,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
1737,NULL,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1738,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Wetland
1739,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
1740,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Wetland
1741,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1742,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Wetland
1743,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1744,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1745,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1746,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1747,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
1748,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
1749,NULL,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
1750,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1751,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
1752,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1753,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1754,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1755,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
1756,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1757,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1758,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1759,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
1760,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1761,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1762,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1763,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1764,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1765,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
1766,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Wetland
1767,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1768,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1769,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1770,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
1771,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
1772,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
1773,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
1774,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
1775,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1776,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1777,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1778,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Wetland
1779,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
1780,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1781,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1782,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1783,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1784,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1785,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1786,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1787,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1788,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1789,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1790,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1791,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1792,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1793,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1794,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
1795,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1796,NULL,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
1797,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
1798,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1799,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
