Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NUH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NUH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NUH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NUH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NUH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NUH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NUH_M_R
865,Grassland,Built-up,Wetland,NULL,Wetland,NULL,Forest
866,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland
867,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Wetland
868,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up
869,Grassland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Grassland
870,Grassland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Wetland
871,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland
872,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,Cropland
873,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland
874,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up
875,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,Forest
876,Grassland,Built-up,Forest,Non_Water,Non_Wetland,NULL,Grassland
877,Grassland,Built-up,Forest,Non_Water,Non_Wetland,NULL,Wetland
878,Grassland,Built-up,Forest,Water,Non_Wetland,NULL,Grassland
879,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland
880,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland
881,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
882,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Forest
883,Grassland,Water,Wetland,NULL,Wetland,NULL,Grassland
884,Grassland,Water,Wetland,NULL,Wetland,NULL,Wetland
885,Grassland,Water,Wetland,NULL,Wetland,NULL,Water
886,Grassland,Water,Wetland,NULL,Wetland,NULL,Forest
887,Grassland,Water,Wetland,Non_Water,Wetland,NULL,Wetland
888,Grassland,Water,Wetland,Non_Water,Wetland,NULL,Forest
889,Grassland,Water,Wetland,Water,Wetland,NULL,Wetland
890,Grassland,Water,Wetland,Water,Wetland,NULL,Water
891,Grassland,Water,Water,NULL,Water,NULL,Grassland
892,Grassland,Water,Water,NULL,Water,NULL,Wetland
893,Grassland,Water,Water,NULL,Water,NULL,Forest
894,Grassland,Water,Water,Water,Water,NULL,Grassland
895,Grassland,Water,Water,Water,Water,NULL,Wetland
896,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Grassland
897,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Cropland
898,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Wetland
899,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Forest
900,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,Forest
901,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland
902,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
903,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Cropland
904,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland
905,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
906,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
907,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
908,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland
909,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,Forest
910,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
911,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland
912,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
913,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland
914,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Cropland
915,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland
916,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest
917,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland
918,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,Cropland
919,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland
920,Grassland,Forest,Wetland,NULL,Wetland,NULL,Grassland
921,Grassland,Forest,Wetland,NULL,Wetland,NULL,Wetland
922,Grassland,Forest,Wetland,NULL,Wetland,NULL,Water
923,Grassland,Forest,Wetland,NULL,Wetland,NULL,Forest
924,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,Grassland
925,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,Wetland
926,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,Water
927,Grassland,Forest,Wetland,Water,Wetland,NULL,Wetland
928,Grassland,Forest,Wetland,Water,Wetland,NULL,Water
929,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland
930,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland
931,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland
932,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland
933,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,Forest
934,Grassland,Forest,Water,NULL,Water,NULL,Grassland
935,Grassland,Forest,Water,NULL,Water,NULL,Wetland
936,Grassland,Forest,Water,NULL,Water,NULL,Forest
937,Grassland,Forest,Water,Water,Water,NULL,Grassland
938,Grassland,Forest,Water,Water,Water,NULL,Wetland
939,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
940,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Cropland
941,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland
942,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Water
943,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest
944,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland
945,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland
946,Grassland,Forest,Forest,Water,Non_Wetland,NULL,Grassland
947,Grassland,Forest,Forest,Water,Non_Wetland,NULL,Wetland
948,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland
949,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Cropland
950,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland
951,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Forest
952,Cropland,NULL,NULL,Water,Non_Wetland,NULL,Bareland
953,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
954,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Cropland
955,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland
956,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland
957,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up
958,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water
959,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
960,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
961,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Cropland
962,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
963,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water
964,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest
965,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland
966,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,Cropland
967,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland
968,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland
969,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,Water
970,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
971,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Cropland
972,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland
973,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland
974,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up
975,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
976,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland
977,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
978,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Cropland
979,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland
980,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland
981,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Water
982,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
983,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland
984,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Cropland
985,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland
986,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland
987,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,Cropland
988,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,Wetland
989,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,Water
990,Cropland,NULL,Wetland,NULL,Wetland,NULL,Grassland
991,Cropland,NULL,Wetland,NULL,Wetland,NULL,Cropland
992,Cropland,NULL,Wetland,NULL,Wetland,NULL,Wetland
993,Cropland,NULL,Wetland,NULL,Wetland,NULL,Water
994,Cropland,NULL,Wetland,NULL,Wetland,NULL,Forest
995,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland
996,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland
997,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Water
998,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Forest
999,Cropland,NULL,Wetland,Water,Wetland,NULL,Grassland
1000,Cropland,NULL,Wetland,Water,Wetland,NULL,Wetland
1001,Cropland,NULL,Wetland,Water,Wetland,NULL,Water
1002,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland
1003,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland
1004,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,Forest
1005,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland
1006,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland
1007,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Cropland
1008,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland
1009,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland
1010,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Forest
1011,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland
1012,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Wetland
1013,Cropland,NULL,Water,NULL,Water,NULL,Grassland
1014,Cropland,NULL,Water,NULL,Water,NULL,Wetland
1015,Cropland,NULL,Water,Non_Water,Water,NULL,Grassland
1016,Cropland,NULL,Water,Non_Water,Water,NULL,Wetland
1017,Cropland,NULL,Water,Non_Water,Water,NULL,Water
1018,Cropland,NULL,Water,Water,Water,NULL,Grassland
1019,Cropland,NULL,Water,Water,Water,NULL,Wetland
1020,Cropland,NULL,Water,Water,Water,NULL,Water
1021,Cropland,NULL,Water,Water,Water,NULL,Forest
1022,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
1023,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Cropland
1024,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland
1025,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland
1026,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Built-up
1027,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Water
1028,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest
1029,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland
1030,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,Cropland
1031,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland
1032,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest
1033,Cropland,NULL,Forest,Water,Non_Wetland,NULL,Grassland
1034,Cropland,NULL,Forest,Water,Non_Wetland,NULL,Cropland
1035,Cropland,NULL,Forest,Water,Non_Wetland,NULL,Wetland
1036,Cropland,NULL,Forest,Water,Non_Wetland,NULL,Bareland
1037,Cropland,NULL,Forest,Water,Non_Wetland,NULL,Water
1038,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland
1039,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Cropland
1040,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland
1041,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Water
1042,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest
1043,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland
1044,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Cropland
1045,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Wetland
1046,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,Grassland
1047,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,Cropland
1048,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland
1049,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Cropland
1050,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland
1051,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland
1052,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up
1053,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water
1054,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest
1055,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1056,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Cropland
1057,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
1058,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1059,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Water
1060,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1061,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland
1062,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,Cropland
1063,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,Wetland
1064,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,Bareland
1065,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,Water
1066,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland
1067,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Cropland
1068,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland
1069,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Water
1070,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest
1071,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1072,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Cropland
1073,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Wetland
1074,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Bareland
1075,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,Grassland
1076,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,Cropland
1077,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,Wetland
1078,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland
1079,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Cropland
1080,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland
1081,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland
1082,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up
1083,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water
1084,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest
1085,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1086,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Cropland
1087,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Wetland
1088,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water
1089,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Forest
1090,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland
1091,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,Cropland
1092,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,Wetland
1093,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,Water
1094,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,Forest
1095,Cropland,Cropland,Wetland,NULL,Wetland,NULL,Grassland
1096,Cropland,Cropland,Wetland,NULL,Wetland,NULL,Cropland
1097,Cropland,Cropland,Wetland,NULL,Wetland,NULL,Wetland
1098,Cropland,Cropland,Wetland,NULL,Wetland,NULL,Water
1099,Cropland,Cropland,Wetland,NULL,Wetland,NULL,Forest
1100,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland
1101,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,Cropland
1102,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland
1103,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,Water
1104,Cropland,Cropland,Wetland,Water,Wetland,NULL,Grassland
1105,Cropland,Cropland,Wetland,Water,Wetland,NULL,Cropland
1106,Cropland,Cropland,Wetland,Water,Wetland,NULL,Wetland
1107,Cropland,Cropland,Wetland,Water,Wetland,NULL,Water
1108,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland
1109,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,Cropland
1110,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,Wetland
1111,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,Wetland
1112,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,Cropland
1113,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland
1114,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Cropland
1115,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Wetland
1116,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland
1117,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up
1118,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest
1119,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,Grassland
1120,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,Cropland
1121,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,Wetland
1122,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,Cropland
1123,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,Wetland
1124,Cropland,Cropland,Water,NULL,Water,NULL,Grassland
1125,Cropland,Cropland,Water,NULL,Water,NULL,Cropland
1126,Cropland,Cropland,Water,NULL,Water,NULL,Wetland
1127,Cropland,Cropland,Water,NULL,Water,NULL,Water
1128,Cropland,Cropland,Water,Non_Water,Water,NULL,Wetland
1129,Cropland,Cropland,Water,Non_Water,Water,NULL,Water
1130,Cropland,Cropland,Water,Water,Water,NULL,Wetland
1131,Cropland,Cropland,Water,Water,Water,NULL,Water
1132,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland
1133,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Cropland
1134,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland
1135,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland
1136,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Built-up
1137,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Water
1138,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest
1139,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland
1140,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Cropland
1141,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Wetland
1142,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Bareland
1143,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Water
1144,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Forest
1145,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,Grassland
1146,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,Cropland
1147,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,Wetland
1148,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,Water
1149,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,Forest
1150,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland
1151,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Cropland
1152,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland
1153,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water
1154,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest
1155,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1156,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
1157,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1158,Cropland,Wetland,Shrubland,Water,Non_Wetland,NULL,Grassland
1159,Cropland,Wetland,Shrubland,Water,Non_Wetland,NULL,Wetland
1160,Cropland,Wetland,Shrubland,Water,Non_Wetland,NULL,Water
1161,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland
1162,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,Cropland
1163,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,Wetland
1164,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,Forest
1165,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1166,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Wetland
1167,Cropland,Wetland,Wetland,NULL,Wetland,NULL,Grassland
1168,Cropland,Wetland,Wetland,NULL,Wetland,NULL,Wetland
1169,Cropland,Wetland,Wetland,NULL,Wetland,NULL,Water
1170,Cropland,Wetland,Wetland,NULL,Wetland,NULL,Forest
1171,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland
1172,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland
1173,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,Water
1174,Cropland,Wetland,Wetland,Water,Wetland,NULL,Wetland
1175,Cropland,Wetland,Wetland,Water,Wetland,NULL,Water
1176,Cropland,Wetland,Wetland,Water,Wetland,NULL,Forest
1177,Cropland,Wetland,Water,NULL,Water,NULL,Grassland
1178,Cropland,Wetland,Water,NULL,Water,NULL,Water
1179,Cropland,Wetland,Water,Non_Water,Water,NULL,Grassland
1180,Cropland,Wetland,Water,Non_Water,Water,NULL,Wetland
1181,Cropland,Wetland,Water,Non_Water,Water,NULL,Water
1182,Cropland,Wetland,Water,Water,Water,NULL,Wetland
1183,Cropland,Wetland,Water,Water,Water,NULL,Water
1184,Cropland,Wetland,Water,Water,Water,NULL,Forest
1185,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland
1186,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,Cropland
1187,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland
1188,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,Water
1189,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,Forest
1190,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,Water
1191,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,Forest
1192,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,Grassland
1193,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,Wetland
1194,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,Forest
1195,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1196,Cropland,Bareland,Wetland,NULL,Wetland,NULL,Forest
1197,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,Grassland
1198,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,Forest
1199,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland
1200,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Cropland
1201,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Wetland
1202,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland
1203,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Water
1204,Cropland,Built-up,NULL,Non_Water,Non_Wetland,NULL,Grassland
1205,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland
1206,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Cropland
1207,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland
1208,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland
1209,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up
1210,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water
1211,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest
1212,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1213,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Cropland
1214,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
1215,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Water
1216,Cropland,Built-up,Shrubland,Water,Non_Wetland,NULL,Grassland
1217,Cropland,Built-up,Shrubland,Water,Non_Wetland,NULL,Cropland
1218,Cropland,Built-up,Shrubland,Water,Non_Wetland,NULL,Forest
1219,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland
1220,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,Cropland
1221,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,Wetland
1222,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland
1223,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up
1224,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,Water
1225,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest
1226,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1227,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,Wetland
1228,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,Forest
1229,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland
1230,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Cropland
1231,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland
1232,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland
1233,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up
1234,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Water
1235,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest
1236,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Grassland
