Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KBE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KBE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KBE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KBE_M_R
8663,Water,Forest,Water,NULL,Water,Water,NULL,Water
8664,Water,Forest,Water,NULL,Water,Water,Wetland,Water
8665,Water,Forest,Water,NULL,Water,Water,Water,Water
8666,Water,Forest,Water,NULL,Water,Water,Forest,Wetland
8667,Water,Forest,Water,Non_Water,Water,Wetland,NULL,Wetland
8668,Water,Forest,Water,Non_Water,Water,Water,Water,Wetland
8669,Water,Forest,Water,Non_Water,Water,Water,Water,Water
8670,Water,Forest,Water,Non_Water,Water,Water,Water,Forest
8671,Water,Forest,Water,Water,Water,Wetland,NULL,Water
8672,Water,Forest,Water,Water,Water,Wetland,Wetland,Water
8673,Water,Forest,Water,Water,Water,Water,Wetland,Water
8674,Water,Forest,Water,Water,Water,Water,Water,Wetland
8675,Water,Forest,Water,Water,Water,Water,Water,Water
8676,Water,Forest,Water,Water,Water,Water,Water,Forest
8677,Water,Forest,Water,Water,Water,Water,Forest,Water
8678,Water,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
8679,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
8680,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
8681,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
8682,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
8683,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
8684,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
8685,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Water
8686,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
8687,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
8688,Water,Forest,Forest,NULL,Non_Wetland,Water,NULL,Forest
8689,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
8690,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
8691,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Wetland
8692,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Water
8693,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
8694,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Wetland
8695,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
8696,Water,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
8697,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
8698,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
8699,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
8700,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Water
8701,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Forest
8702,Water,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,NULL
8703,Water,Forest,Forest,Water,Non_Wetland,Wetland,Water,Forest
8704,Water,Forest,Forest,Water,Non_Wetland,Water,Water,Wetland
8705,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
8706,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
8707,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
8708,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
8709,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
8710,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
8711,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
8712,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
8713,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
8714,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
8715,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
8716,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
8717,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
8718,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
8719,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
8720,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
8721,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
8722,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
8723,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
8724,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Water,NULL
8725,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Water,Forest
8726,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
8727,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
8728,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
8729,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
8730,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
8731,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
8732,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
8733,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
8734,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8735,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8736,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8737,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
8738,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8739,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
8740,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
8741,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
8742,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
8743,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
8744,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
8745,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
8746,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
8747,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
8748,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
8749,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
8750,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
8751,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
8752,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
8753,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
8754,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
8755,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
8756,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8757,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
8758,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
8759,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
8760,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
8761,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
8762,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
8763,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
8764,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
8765,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
8766,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
8767,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
8768,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
8769,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
8770,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
8771,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
8772,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
8773,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
8774,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
8775,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
8776,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
8777,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
8778,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
8779,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Bareland
8780,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Water
8781,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
8782,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
8783,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
8784,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
8785,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
8786,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
8787,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
8788,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Cropland
8789,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
8790,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Built-up
8791,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
8792,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
8793,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
8794,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Cropland
8795,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
8796,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Bareland
8797,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Built-up
8798,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
8799,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
8800,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
8801,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
8802,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Bareland
8803,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,NULL
8804,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
8805,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
8806,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Bareland
8807,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Water
8808,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
8809,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
8810,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
8811,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
8812,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Water
8813,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
8814,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
8815,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
8816,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
8817,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
8818,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
8819,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
8820,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8821,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
8822,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
8823,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
8824,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
8825,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
8826,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
8827,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
8828,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
8829,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
8830,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
8831,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
8832,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
8833,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
8834,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Water,NULL
8835,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
8836,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
8837,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Water
8838,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Forest
8839,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
8840,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Wetland
8841,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
8842,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
8843,Forest,NULL,NULL,NULL,Non_Wetland,Water,NULL,NULL
8844,Forest,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
8845,Forest,NULL,NULL,NULL,Non_Wetland,Water,NULL,Wetland
8846,Forest,NULL,NULL,NULL,Non_Wetland,Water,NULL,Bareland
8847,Forest,NULL,NULL,NULL,Non_Wetland,Water,NULL,Water
8848,Forest,NULL,NULL,NULL,Non_Wetland,Water,NULL,Forest
8849,Forest,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,NULL
8850,Forest,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
8851,Forest,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
8852,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
8853,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
8854,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Water
8855,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
8856,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,NULL
8857,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
8858,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
8859,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Bareland
8860,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Water
8861,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
8862,Forest,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Water
8863,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,NULL
8864,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
8865,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Wetland
8866,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Bareland
8867,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
8868,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
8869,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,NULL
8870,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Grassland
8871,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Wetland
8872,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Bareland
8873,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Water
8874,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
8875,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
8876,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
8877,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
8878,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
8879,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
8880,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
8881,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
8882,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
8883,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
8884,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
8885,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
8886,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
8887,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Water,Water
8888,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Water,Forest
8889,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
8890,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
8891,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
8892,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
8893,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
8894,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
8895,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,NULL
8896,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
8897,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
8898,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Water
8899,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
8900,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8901,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
8902,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
8903,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,NULL
8904,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
8905,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
8906,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
8907,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
8908,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
8909,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8910,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
8911,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8912,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,NULL
8913,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
8914,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
8915,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
8916,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,Grassland
8917,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,NULL
8918,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
8919,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Wetland
8920,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Wetland
8921,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
8922,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
8923,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
8924,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Water
8925,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
8926,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
8927,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
8928,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,NULL
8929,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Water,Water
8930,Forest,NULL,NULL,Water,Non_Wetland,Forest,Water,Forest
8931,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
8932,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
8933,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
8934,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
8935,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
8936,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
8937,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
8938,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
8939,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
8940,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
8941,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
8942,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
8943,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
8944,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
8945,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
8946,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
8947,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
8948,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
8949,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
8950,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Built-up
8951,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
8952,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
8953,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
8954,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
8955,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
8956,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
8957,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
8958,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
8959,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
8960,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
8961,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
8962,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
8963,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
8964,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
8965,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8966,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
8967,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
8968,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8969,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8970,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8971,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
8972,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8973,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
8974,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
8975,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
8976,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8977,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
8978,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
8979,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
8980,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
8981,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
8982,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
8983,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
8984,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
8985,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
8986,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
8987,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
8988,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Built-up
8989,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
8990,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
8991,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
8992,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
8993,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
8994,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
8995,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
8996,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8997,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
8998,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
8999,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
