Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NNH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NNH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NNH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NNH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NNH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NNH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NNH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NNH_M_R
335,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
336,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
337,Water,Bareland,Wetland,NULL,Wetland,Grassland,Bareland,Forest
338,Water,Bareland,Water,Water,Water,Water,Water,Water
339,Water,Bareland,Forest,NULL,Non_Wetland,Water,Bareland,Forest
340,Water,Built-up,Water,NULL,Water,Water,Bareland,Water
341,Water,Water,NULL,NULL,Non_Wetland,NULL,Bareland,Water
342,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
343,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
344,Water,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
345,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
346,Water,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Water
347,Water,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
348,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
349,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
350,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
351,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Water
352,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Forest
353,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
354,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
355,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
356,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
357,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
358,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
359,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
360,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
361,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
362,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Forest
363,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
364,Water,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
365,Water,Water,NULL,Water,Non_Wetland,Water,Water,Bareland
366,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
367,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
368,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
369,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
370,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
371,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
372,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
373,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
374,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
375,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
376,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
377,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
378,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
379,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
380,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
381,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
382,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
383,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
384,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
385,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Water
386,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
387,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
388,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
389,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
390,Water,Water,Shrubland,Water,Non_Wetland,NULL,Wetland,Water
391,Water,Water,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
392,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
393,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
394,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
395,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
396,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
397,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
398,Water,Water,Shrubland,Water,Non_Wetland,Water,Bareland,Water
399,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
400,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
401,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
402,Water,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Water
403,Water,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
404,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
405,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Water
406,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
407,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
408,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
409,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
410,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Bareland
411,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Water
412,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
413,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
414,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
415,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
416,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
417,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
418,Water,Water,Wetland,NULL,Wetland,NULL,Bareland,Water
419,Water,Water,Wetland,NULL,Wetland,NULL,Bareland,Forest
420,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
421,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
422,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
423,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
424,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
425,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Water
426,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
427,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
428,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
429,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
430,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
431,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
432,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
433,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
434,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Water
435,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Forest
436,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
437,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
438,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
439,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
440,Water,Water,Wetland,NULL,Wetland,Water,Forest,Bareland
441,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
442,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
443,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
444,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
445,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
446,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
447,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
448,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
449,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
450,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
451,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
452,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
453,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
454,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
455,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
456,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
457,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
458,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
459,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
460,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
461,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
462,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
463,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
464,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
465,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
466,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
467,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
468,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
469,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
470,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
471,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
472,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
473,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
474,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
475,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
476,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
477,Water,Water,Wetland,Water,Wetland,Water,Bareland,Water
478,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
479,Water,Water,Wetland,Water,Wetland,Water,Water,Water
480,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
481,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
482,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
483,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
484,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
485,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
486,Water,Water,Water,NULL,Water,NULL,Water,Water
487,Water,Water,Water,NULL,Water,NULL,Water,Forest
488,Water,Water,Water,NULL,Water,NULL,Forest,Forest
489,Water,Water,Water,NULL,Water,Grassland,Bareland,Water
490,Water,Water,Water,NULL,Water,Grassland,Water,Forest
491,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
492,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
493,Water,Water,Water,NULL,Water,Wetland,Water,Water
494,Water,Water,Water,NULL,Water,Wetland,Water,Forest
495,Water,Water,Water,NULL,Water,Wetland,Forest,Water
496,Water,Water,Water,NULL,Water,Bareland,Wetland,Water
497,Water,Water,Water,NULL,Water,Bareland,Bareland,Forest
498,Water,Water,Water,NULL,Water,Bareland,Water,Water
499,Water,Water,Water,NULL,Water,Water,Wetland,Bareland
500,Water,Water,Water,NULL,Water,Water,Wetland,Water
501,Water,Water,Water,NULL,Water,Water,Wetland,Forest
502,Water,Water,Water,NULL,Water,Water,Bareland,Grassland
503,Water,Water,Water,NULL,Water,Water,Bareland,Bareland
504,Water,Water,Water,NULL,Water,Water,Bareland,Water
505,Water,Water,Water,NULL,Water,Water,Bareland,Forest
506,Water,Water,Water,NULL,Water,Water,Water,Bareland
507,Water,Water,Water,NULL,Water,Water,Water,Water
508,Water,Water,Water,NULL,Water,Water,Water,Forest
509,Water,Water,Water,NULL,Water,Water,Forest,Bareland
510,Water,Water,Water,NULL,Water,Water,Forest,Water
511,Water,Water,Water,NULL,Water,Water,Forest,Forest
512,Water,Water,Water,NULL,Water,Forest,Forest,Forest
513,Water,Water,Water,Non_Water,Water,NULL,Wetland,Forest
514,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
515,Water,Water,Water,Non_Water,Water,NULL,Forest,Water
516,Water,Water,Water,Non_Water,Water,Grassland,Water,Forest
517,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Water
518,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
519,Water,Water,Water,Non_Water,Water,Wetland,Water,Grassland
520,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
521,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
522,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
523,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
524,Water,Water,Water,Non_Water,Water,Water,Bareland,Grassland
525,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
526,Water,Water,Water,Non_Water,Water,Water,Water,Bareland
527,Water,Water,Water,Non_Water,Water,Water,Water,Water
528,Water,Water,Water,Non_Water,Water,Water,Water,Forest
529,Water,Water,Water,Non_Water,Water,Water,Forest,Water
530,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
531,Water,Water,Water,Non_Water,Water,Forest,Water,Forest
532,Water,Water,Water,Water,Water,NULL,Wetland,Water
533,Water,Water,Water,Water,Water,NULL,Wetland,Forest
534,Water,Water,Water,Water,Water,NULL,Bareland,Forest
535,Water,Water,Water,Water,Water,NULL,Water,Grassland
536,Water,Water,Water,Water,Water,NULL,Water,Water
537,Water,Water,Water,Water,Water,NULL,Water,Forest
538,Water,Water,Water,Water,Water,NULL,Forest,Water
539,Water,Water,Water,Water,Water,NULL,Forest,Forest
540,Water,Water,Water,Water,Water,Shrubland,Water,Grassland
541,Water,Water,Water,Water,Water,Shrubland,Water,Forest
542,Water,Water,Water,Water,Water,Grassland,Wetland,Water
543,Water,Water,Water,Water,Water,Grassland,Wetland,Forest
544,Water,Water,Water,Water,Water,Grassland,Bareland,Bareland
545,Water,Water,Water,Water,Water,Grassland,Bareland,Water
546,Water,Water,Water,Water,Water,Grassland,Water,Water
547,Water,Water,Water,Water,Water,Grassland,Water,Forest
548,Water,Water,Water,Water,Water,Grassland,Forest,Forest
549,Water,Water,Water,Water,Water,Wetland,Wetland,Water
550,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
551,Water,Water,Water,Water,Water,Wetland,Water,Grassland
552,Water,Water,Water,Water,Water,Wetland,Water,Water
553,Water,Water,Water,Water,Water,Wetland,Water,Forest
554,Water,Water,Water,Water,Water,Bareland,Water,Water
555,Water,Water,Water,Water,Water,Water,Wetland,Bareland
556,Water,Water,Water,Water,Water,Water,Wetland,Water
557,Water,Water,Water,Water,Water,Water,Wetland,Forest
558,Water,Water,Water,Water,Water,Water,Bareland,Bareland
559,Water,Water,Water,Water,Water,Water,Bareland,Water
560,Water,Water,Water,Water,Water,Water,Bareland,Forest
561,Water,Water,Water,Water,Water,Water,Water,Grassland
562,Water,Water,Water,Water,Water,Water,Water,Bareland
563,Water,Water,Water,Water,Water,Water,Water,Water
564,Water,Water,Water,Water,Water,Water,Water,Forest
565,Water,Water,Water,Water,Water,Water,Forest,Bareland
566,Water,Water,Water,Water,Water,Water,Forest,Water
567,Water,Water,Water,Water,Water,Water,Forest,Forest
568,Water,Water,Water,Water,Water,Forest,Water,Water
569,Water,Water,Water,Water,Water,Forest,Water,Forest
570,Water,Water,Water,Water,Water,Forest,Forest,Water
571,Water,Water,Water,Water,Water,Forest,Forest,Forest
572,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
573,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
574,Water,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Bareland
575,Water,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Water
576,Water,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
577,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Bareland
578,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
579,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
580,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Bareland
581,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
582,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
583,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
584,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
585,Water,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
586,Water,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Bareland
587,Water,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Water
588,Water,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
589,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
590,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
591,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Water
592,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
593,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
594,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
595,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
596,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
597,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
598,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
599,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
600,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
601,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
602,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
603,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
604,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
605,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
606,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
607,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
608,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
609,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Bareland
610,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Water
611,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
612,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
613,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
614,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
615,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
616,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Bareland
617,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
618,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
619,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
620,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
621,Water,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
622,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
623,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
624,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
625,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Bareland
626,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
627,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
628,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
629,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
630,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
631,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
632,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
633,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
634,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
635,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
636,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
637,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
638,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
639,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Bareland
640,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
641,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
642,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Bareland
643,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
644,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
645,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
646,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
647,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
648,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
649,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
650,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Water
651,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
652,Water,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
653,Water,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
654,Water,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
655,Water,Water,Forest,Water,Non_Wetland,Grassland,Bareland,Water
656,Water,Water,Forest,Water,Non_Wetland,Grassland,Bareland,Forest
657,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
658,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
659,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
660,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
661,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
662,Water,Water,Forest,Water,Non_Wetland,Wetland,Forest,Water
663,Water,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
664,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
665,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
666,Water,Water,Forest,Water,Non_Wetland,Water,Bareland,Water
667,Water,Water,Forest,Water,Non_Wetland,Water,Water,Bareland
668,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
669,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
670,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
671,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
672,Water,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
673,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Water
674,Water,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
675,Water,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
676,Water,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
677,Water,Forest,Shrubland,Water,Non_Wetland,Grassland,Forest,Water
678,Water,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
679,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
680,Water,Forest,Wetland,NULL,Wetland,Water,Bareland,Forest
681,Water,Forest,Wetland,NULL,Wetland,Water,Water,Water
682,Water,Forest,Wetland,NULL,Wetland,Water,Water,Forest
683,Water,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
684,Water,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
685,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
686,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
687,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
688,Water,Forest,Water,NULL,Water,NULL,Water,Forest
689,Water,Forest,Water,NULL,Water,Wetland,Forest,Forest
690,Water,Forest,Water,NULL,Water,Water,Wetland,Forest
691,Water,Forest,Water,NULL,Water,Water,Bareland,Forest
692,Water,Forest,Water,NULL,Water,Water,Water,Water
693,Water,Forest,Water,NULL,Water,Water,Water,Forest
694,Water,Forest,Water,NULL,Water,Water,Forest,Forest
695,Water,Forest,Water,Non_Water,Water,NULL,Water,Forest
696,Water,Forest,Water,Non_Water,Water,Water,Wetland,Forest
697,Water,Forest,Water,Non_Water,Water,Water,Water,Water
698,Water,Forest,Water,Water,Water,NULL,Bareland,Forest
699,Water,Forest,Water,Water,Water,Wetland,Water,Forest
700,Water,Forest,Water,Water,Water,Water,Wetland,Water
701,Water,Forest,Water,Water,Water,Water,Wetland,Forest
702,Water,Forest,Water,Water,Water,Water,Water,Water
703,Water,Forest,Water,Water,Water,Water,Water,Forest
704,Water,Forest,Water,Water,Water,Water,Forest,Water
705,Water,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
706,Water,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
707,Water,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
708,Water,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
709,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
710,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
711,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
712,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
713,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
714,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
715,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
716,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
717,Water,Forest,Forest,NULL,Non_Wetland,Water,Bareland,Bareland
718,Water,Forest,Forest,NULL,Non_Wetland,Water,Bareland,Forest
719,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
720,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
721,Water,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
722,Water,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
723,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
724,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
725,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
726,Water,Forest,Forest,Water,Non_Wetland,Water,Wetland,Forest
727,Water,Forest,Forest,Water,Non_Wetland,Water,Water,Forest
728,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
729,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
730,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
731,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
732,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
