Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MFA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MFA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MFA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MFA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MFA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MFA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MFA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MFA_M_R
6425,Bareland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
6426,Bareland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
6427,Bareland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
6428,Bareland,Forest,NULL,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
6429,Bareland,Forest,NULL,Non_Water,Non_Wetland,Cropland,Grassland,Forest
6430,Bareland,Forest,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
6431,Bareland,Forest,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
6432,Bareland,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
6433,Bareland,Forest,NULL,Water,Non_Wetland,Cropland,NULL,Grassland
6434,Bareland,Forest,NULL,Water,Non_Wetland,Cropland,Grassland,Grassland
6435,Bareland,Forest,NULL,Water,Non_Wetland,Cropland,Grassland,Forest
6436,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
6437,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6438,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6439,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
6440,Bareland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
6441,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6442,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
6443,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
6444,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
6445,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
6446,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
6447,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Water
6448,Bareland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6449,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
6450,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
6451,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6452,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
6453,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
6454,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
6455,Bareland,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6456,Bareland,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Bareland
6457,Bareland,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
6458,Bareland,Forest,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
6459,Bareland,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6460,Bareland,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
6461,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
6462,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6463,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6464,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
6465,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
6466,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
6467,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6468,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6469,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
6470,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
6471,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
6472,Bareland,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
6473,Bareland,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
6474,Bareland,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
6475,Bareland,Forest,Grassland,NULL,Non_Wetland,Water,Bareland,Bareland
6476,Bareland,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
6477,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
6478,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
6479,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
6480,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
6481,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
6482,Bareland,Forest,Grassland,Non_Water,Non_Wetland,Cropland,Grassland,Bareland
6483,Bareland,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
6484,Bareland,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
6485,Bareland,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
6486,Bareland,Forest,Wetland,NULL,Wetland,Cropland,Grassland,Bareland
6487,Bareland,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Forest
6488,Bareland,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
6489,Bareland,Forest,Wetland,NULL,Wetland,Bareland,Water,Bareland
6490,Bareland,Forest,Wetland,Non_Water,Wetland,Cropland,Grassland,Grassland
6491,Bareland,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Bareland
6492,Bareland,Forest,Wetland,Water,Wetland,Bareland,Grassland,Grassland
6493,Bareland,Forest,Wetland,Water,Wetland,Bareland,Grassland,Forest
6494,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland,Bareland,Bareland
6495,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6496,Bareland,Forest,Bareland,NULL,Non_Wetland,Water,Grassland,Bareland
6497,Bareland,Forest,Bareland,NULL,Non_Wetland,Water,Bareland,Bareland
6498,Bareland,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
6499,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
6500,Bareland,Forest,Built-up,Non_Water,Non_Wetland,Water,Grassland,Bareland
6501,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6502,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6503,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
6504,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
6505,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
6506,Bareland,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
6507,Bareland,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
6508,Bareland,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
6509,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
6510,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
6511,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
6512,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
6513,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
6514,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
6515,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
6516,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
6517,Bareland,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
6518,Bareland,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
6519,Bareland,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
6520,Bareland,Forest,Forest,NULL,Non_Wetland,Water,Forest,Grassland
6521,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
6522,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
6523,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
6524,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6525,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
6526,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6527,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6528,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
6529,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
6530,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6531,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
6532,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
6533,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
6534,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
6535,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
6536,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
6537,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
6538,Water,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
6539,Water,NULL,NULL,NULL,Non_Wetland,Cropland,Water,Grassland
6540,Water,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
6541,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
6542,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
6543,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
6544,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Bareland
6545,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
6546,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
6547,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
6548,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
6549,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
6550,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
6551,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Bareland
6552,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Water
6553,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
6554,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
6555,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
6556,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
6557,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6558,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
6559,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
6560,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
6561,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
6562,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Forest
6563,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
6564,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
6565,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
6566,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
6567,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
6568,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
6569,Water,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
6570,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
6571,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Bareland
6572,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
6573,Water,NULL,NULL,NULL,Non_Wetland,Water,Forest,Grassland
6574,Water,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
6575,Water,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
6576,Water,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
6577,Water,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
6578,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6579,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
6580,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
6581,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
6582,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
6583,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
6584,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
6585,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6586,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
6587,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
6588,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
6589,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
6590,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
6591,Water,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
6592,Water,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
6593,Water,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
6594,Water,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
6595,Water,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
6596,Water,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
6597,Water,NULL,NULL,Water,Non_Wetland,Grassland,Water,Forest
6598,Water,NULL,NULL,Water,Non_Wetland,Grassland,Forest,Grassland
6599,Water,NULL,NULL,Water,Non_Wetland,Cropland,Grassland,Forest
6600,Water,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
6601,Water,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Wetland
6602,Water,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Water
6603,Water,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Forest
6604,Water,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
6605,Water,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Water
6606,Water,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
6607,Water,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
6608,Water,NULL,NULL,Water,Non_Wetland,Wetland,Water,Wetland
6609,Water,NULL,NULL,Water,Non_Wetland,Wetland,Water,Water
6610,Water,NULL,NULL,Water,Non_Wetland,Wetland,Water,Forest
6611,Water,NULL,NULL,Water,Non_Wetland,Wetland,Forest,Grassland
6612,Water,NULL,NULL,Water,Non_Wetland,Wetland,Forest,Forest
6613,Water,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
6614,Water,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
6615,Water,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
6616,Water,NULL,NULL,Water,Non_Wetland,Water,Grassland,Wetland
6617,Water,NULL,NULL,Water,Non_Wetland,Water,Wetland,Grassland
6618,Water,NULL,NULL,Water,Non_Wetland,Water,Wetland,Wetland
6619,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
6620,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Forest
6621,Water,NULL,NULL,Water,Non_Wetland,Water,Forest,Grassland
6622,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
6623,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
6624,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6625,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6626,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6627,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
6628,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
6629,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6630,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6631,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6632,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
6633,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
6634,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
6635,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
6636,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6637,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
6638,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6639,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
6640,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
6641,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
6642,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
6643,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6644,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
6645,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
6646,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
6647,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
6648,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
6649,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
6650,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
6651,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
6652,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
6653,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6654,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
6655,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6656,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
6657,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
6658,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
6659,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
6660,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
6661,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
6662,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
6663,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
6664,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
6665,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
6666,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
6667,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
6668,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
6669,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
6670,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
6671,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
6672,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
6673,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
6674,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
6675,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
6676,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
6677,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
6678,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
6679,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
6680,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
6681,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
6682,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6683,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Built-up
6684,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
6685,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Water
6686,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6687,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
6688,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
6689,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
6690,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
6691,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
6692,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
6693,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
6694,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
6695,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
6696,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
6697,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
6698,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
6699,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
6700,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
6701,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
6702,Water,NULL,Shrubland,Water,Non_Wetland,Cropland,Water,Grassland
6703,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
6704,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Water
6705,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
6706,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
6707,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
6708,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
6709,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
6710,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Built-up
6711,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Forest,Grassland
6712,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Forest,Forest
6713,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
6714,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Bareland
6715,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
6716,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
6717,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Wetland
6718,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Bareland
6719,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
6720,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
6721,Water,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
6722,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
6723,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
6724,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Bareland
6725,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Built-up
6726,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
6727,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Forest
6728,Water,NULL,Shrubland,Water,Non_Wetland,Water,Forest,Grassland
6729,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
6730,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
6731,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
6732,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6733,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6734,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
6735,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6736,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
6737,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
6738,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6739,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
6740,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6741,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
6742,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
6743,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Water
6744,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
6745,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
6746,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
6747,Water,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6748,Water,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Bareland
6749,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
6750,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6751,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
6752,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Bareland
6753,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
6754,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6755,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
6756,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
6757,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
