Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MWV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MWV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MWV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MWV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MWV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MWV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MWV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MWV_M_R
16061,Wetland,Water,Water,Non_Water,Water,Water,Water,Grassland
16062,Wetland,Water,Water,Non_Water,Water,Water,Water,Cropland
16063,Wetland,Water,Water,Non_Water,Water,Water,Water,Bareland
16064,Wetland,Water,Water,Non_Water,Water,Water,Water,Water
16065,Wetland,Water,Water,Non_Water,Water,Water,Forest,Grassland
16066,Wetland,Water,Water,Non_Water,Water,Forest,Water,Water
16067,Wetland,Water,Water,Non_Water,Water,Forest,Water,Forest
16068,Wetland,Water,Water,Water,Water,NULL,NULL,Wetland
16069,Wetland,Water,Water,Water,Water,NULL,NULL,Water
16070,Wetland,Water,Water,Water,Water,NULL,Shrubland,Grassland
16071,Wetland,Water,Water,Water,Water,NULL,Shrubland,Wetland
16072,Wetland,Water,Water,Water,Water,NULL,Shrubland,Water
16073,Wetland,Water,Water,Water,Water,NULL,Water,Grassland
16074,Wetland,Water,Water,Water,Water,NULL,Water,Cropland
16075,Wetland,Water,Water,Water,Water,NULL,Water,Wetland
16076,Wetland,Water,Water,Water,Water,NULL,Water,Water
16077,Wetland,Water,Water,Water,Water,Shrubland,NULL,Water
16078,Wetland,Water,Water,Water,Water,Shrubland,Shrubland,Grassland
16079,Wetland,Water,Water,Water,Water,Shrubland,Shrubland,Water
16080,Wetland,Water,Water,Water,Water,Shrubland,Water,Grassland
16081,Wetland,Water,Water,Water,Water,Shrubland,Water,Wetland
16082,Wetland,Water,Water,Water,Water,Shrubland,Water,Water
16083,Wetland,Water,Water,Water,Water,Grassland,Water,Wetland
16084,Wetland,Water,Water,Water,Water,Cropland,NULL,Cropland
16085,Wetland,Water,Water,Water,Water,Cropland,Water,Wetland
16086,Wetland,Water,Water,Water,Water,Cropland,Water,Water
16087,Wetland,Water,Water,Water,Water,Bareland,Water,Grassland
16088,Wetland,Water,Water,Water,Water,Bareland,Water,Water
16089,Wetland,Water,Water,Water,Water,Water,NULL,Wetland
16090,Wetland,Water,Water,Water,Water,Water,NULL,Water
16091,Wetland,Water,Water,Water,Water,Water,Shrubland,Grassland
16092,Wetland,Water,Water,Water,Water,Water,Shrubland,Wetland
16093,Wetland,Water,Water,Water,Water,Water,Water,Grassland
16094,Wetland,Water,Water,Water,Water,Water,Water,Cropland
16095,Wetland,Water,Water,Water,Water,Water,Water,Wetland
16096,Wetland,Water,Water,Water,Water,Water,Water,Water
16097,Wetland,Water,Water,Water,Water,Water,Water,Forest
16098,Wetland,Water,Water,Water,Water,Water,Forest,Wetland
16099,Wetland,Water,Water,Water,Water,Forest,Shrubland,Grassland
16100,Wetland,Water,Water,Water,Water,Forest,Shrubland,Water
16101,Wetland,Water,Water,Water,Water,Forest,Water,Grassland
16102,Wetland,Water,Water,Water,Water,Forest,Water,Water
16103,Wetland,Water,Water,Water,Water,Forest,Water,Forest
16104,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
16105,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
16106,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
16107,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
16108,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
16109,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
16110,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
16111,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
16112,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Wetland
16113,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Water
16114,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
16115,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
16116,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
16117,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Water,NULL
16118,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
16119,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Water,Cropland
16120,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Water,Wetland
16121,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
16122,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
16123,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
16124,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
16125,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
16126,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
16127,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
16128,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Water
16129,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
16130,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
16131,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
16132,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
16133,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
16134,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
16135,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
16136,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
16137,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
16138,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
16139,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
16140,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Cropland
16141,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
16142,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Water
16143,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
16144,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
16145,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
16146,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
16147,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
16148,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
16149,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
16150,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,Built-up,Cropland
16151,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,Water,NULL
16152,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
16153,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,Water,Cropland
16154,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
16155,Wetland,Water,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
16156,Wetland,Water,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
16157,Wetland,Water,Forest,NULL,Non_Wetland,Cropland,NULL,Wetland
16158,Wetland,Water,Forest,NULL,Non_Wetland,Cropland,NULL,Water
16159,Wetland,Water,Forest,NULL,Non_Wetland,Cropland,Water,NULL
16160,Wetland,Water,Forest,NULL,Non_Wetland,Cropland,Water,Grassland
16161,Wetland,Water,Forest,NULL,Non_Wetland,Cropland,Water,Cropland
16162,Wetland,Water,Forest,NULL,Non_Wetland,Cropland,Water,Water
16163,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
16164,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
16165,Wetland,Water,Forest,NULL,Non_Wetland,Water,NULL,NULL
16166,Wetland,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
16167,Wetland,Water,Forest,NULL,Non_Wetland,Water,NULL,Cropland
16168,Wetland,Water,Forest,NULL,Non_Wetland,Water,NULL,Wetland
16169,Wetland,Water,Forest,NULL,Non_Wetland,Water,NULL,Built-up
16170,Wetland,Water,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
16171,Wetland,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
16172,Wetland,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Wetland
16173,Wetland,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Water
16174,Wetland,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
16175,Wetland,Water,Forest,NULL,Non_Wetland,Water,Grassland,NULL
16176,Wetland,Water,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
16177,Wetland,Water,Forest,NULL,Non_Wetland,Water,Water,NULL
16178,Wetland,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
16179,Wetland,Water,Forest,NULL,Non_Wetland,Water,Water,Cropland
16180,Wetland,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
16181,Wetland,Water,Forest,NULL,Non_Wetland,Water,Water,Water
16182,Wetland,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
16183,Wetland,Water,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
16184,Wetland,Water,Forest,NULL,Non_Wetland,Forest,NULL,Water
16185,Wetland,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
16186,Wetland,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
16187,Wetland,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Water
16188,Wetland,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
16189,Wetland,Water,Forest,NULL,Non_Wetland,Forest,Water,NULL
16190,Wetland,Water,Forest,NULL,Non_Wetland,Forest,Water,Grassland
16191,Wetland,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
16192,Wetland,Water,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
16193,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
16194,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
16195,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
16196,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
16197,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
16198,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
16199,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Shrubland,NULL
16200,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
16201,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
16202,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
16203,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Bareland
16204,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Water
16205,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Forest
16206,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland,NULL
16207,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
16208,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland,Cropland
16209,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Water,NULL
16210,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
16211,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Cropland
16212,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
16213,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Bareland
16214,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
16215,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
16216,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Cropland
16217,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
16218,Wetland,Water,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
16219,Wetland,Water,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
16220,Wetland,Water,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
16221,Wetland,Water,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Water
16222,Wetland,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
16223,Wetland,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
16224,Wetland,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
16225,Wetland,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
16226,Wetland,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
16227,Wetland,Water,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
16228,Wetland,Water,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
16229,Wetland,Water,Forest,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
16230,Wetland,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,NULL
16231,Wetland,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
16232,Wetland,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Cropland
16233,Wetland,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Wetland
16234,Wetland,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Water
16235,Wetland,Water,Forest,Non_Water,Non_Wetland,Shrubland,Forest,NULL
16236,Wetland,Water,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
16237,Wetland,Water,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Cropland
16238,Wetland,Water,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
16239,Wetland,Water,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
16240,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland,NULL,NULL
16241,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
16242,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland,NULL,Cropland
16243,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland,NULL,Wetland
16244,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
16245,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
16246,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
16247,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
16248,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
16249,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
16250,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,NULL
16251,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
16252,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Cropland
16253,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
16254,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
16255,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
16256,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Cropland
16257,Wetland,Water,Forest,Non_Water,Non_Wetland,Cropland,NULL,Grassland
16258,Wetland,Water,Forest,Non_Water,Non_Wetland,Cropland,NULL,Cropland
16259,Wetland,Water,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
16260,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,NULL,NULL
16261,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
16262,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Cropland
16263,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Wetland
16264,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,NULL
16265,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Grassland
16266,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Cropland
16267,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Wetland
16268,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Water
16269,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
16270,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Water,NULL
16271,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
16272,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Water,Cropland
16273,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
16274,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
16275,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
16276,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Grassland
16277,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
16278,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest,Shrubland,NULL
16279,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
16280,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Water
16281,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest,Bareland,Grassland
16282,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest,Water,NULL
16283,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Grassland
16284,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
16285,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
16286,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
16287,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Cropland
16288,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
16289,Wetland,Water,Forest,Water,Non_Wetland,NULL,Shrubland,Grassland
16290,Wetland,Water,Forest,Water,Non_Wetland,NULL,Shrubland,Cropland
16291,Wetland,Water,Forest,Water,Non_Wetland,NULL,Shrubland,Wetland
16292,Wetland,Water,Forest,Water,Non_Wetland,NULL,Shrubland,Water
16293,Wetland,Water,Forest,Water,Non_Wetland,NULL,Water,NULL
16294,Wetland,Water,Forest,Water,Non_Wetland,NULL,Water,Grassland
16295,Wetland,Water,Forest,Water,Non_Wetland,NULL,Water,Cropland
16296,Wetland,Water,Forest,Water,Non_Wetland,NULL,Water,Wetland
16297,Wetland,Water,Forest,Water,Non_Wetland,NULL,Water,Water
16298,Wetland,Water,Forest,Water,Non_Wetland,Shrubland,NULL,Grassland
16299,Wetland,Water,Forest,Water,Non_Wetland,Shrubland,NULL,Wetland
16300,Wetland,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,NULL
16301,Wetland,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
16302,Wetland,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,Wetland
16303,Wetland,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,Water
16304,Wetland,Water,Forest,Water,Non_Wetland,Shrubland,Water,Grassland
16305,Wetland,Water,Forest,Water,Non_Wetland,Shrubland,Water,Cropland
16306,Wetland,Water,Forest,Water,Non_Wetland,Shrubland,Water,Wetland
16307,Wetland,Water,Forest,Water,Non_Wetland,Shrubland,Water,Water
16308,Wetland,Water,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
16309,Wetland,Water,Forest,Water,Non_Wetland,Grassland,NULL,Cropland
16310,Wetland,Water,Forest,Water,Non_Wetland,Grassland,NULL,Water
16311,Wetland,Water,Forest,Water,Non_Wetland,Grassland,Shrubland,Grassland
16312,Wetland,Water,Forest,Water,Non_Wetland,Grassland,Shrubland,Cropland
16313,Wetland,Water,Forest,Water,Non_Wetland,Grassland,Water,Grassland
16314,Wetland,Water,Forest,Water,Non_Wetland,Grassland,Water,Cropland
16315,Wetland,Water,Forest,Water,Non_Wetland,Cropland,Shrubland,Water
16316,Wetland,Water,Forest,Water,Non_Wetland,Water,NULL,Grassland
16317,Wetland,Water,Forest,Water,Non_Wetland,Water,Shrubland,Grassland
16318,Wetland,Water,Forest,Water,Non_Wetland,Water,Shrubland,Cropland
16319,Wetland,Water,Forest,Water,Non_Wetland,Water,Shrubland,Wetland
16320,Wetland,Water,Forest,Water,Non_Wetland,Water,Shrubland,Water
16321,Wetland,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
16322,Wetland,Water,Forest,Water,Non_Wetland,Water,Water,Cropland
16323,Wetland,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
16324,Wetland,Water,Forest,Water,Non_Wetland,Water,Water,Water
16325,Wetland,Water,Forest,Water,Non_Wetland,Forest,NULL,Grassland
16326,Wetland,Water,Forest,Water,Non_Wetland,Forest,Shrubland,NULL
16327,Wetland,Water,Forest,Water,Non_Wetland,Forest,Shrubland,Grassland
16328,Wetland,Water,Forest,Water,Non_Wetland,Forest,Shrubland,Water
16329,Wetland,Water,Forest,Water,Non_Wetland,Forest,Shrubland,Forest
16330,Wetland,Water,Forest,Water,Non_Wetland,Forest,Bareland,Water
16331,Wetland,Water,Forest,Water,Non_Wetland,Forest,Water,Grassland
16332,Wetland,Water,Forest,Water,Non_Wetland,Forest,Water,Water
16333,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
16334,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
16335,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
16336,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
16337,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
16338,Wetland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
16339,Wetland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
16340,Wetland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
16341,Wetland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
16342,Wetland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
16343,Wetland,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
16344,Wetland,Forest,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
16345,Wetland,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
16346,Wetland,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
16347,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
16348,Wetland,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
16349,Wetland,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
16350,Wetland,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
16351,Wetland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
16352,Wetland,Forest,NULL,Non_Water,Non_Wetland,NULL,Shrubland,NULL
16353,Wetland,Forest,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
16354,Wetland,Forest,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
16355,Wetland,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
16356,Wetland,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,NULL
16357,Wetland,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Wetland
16358,Wetland,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
16359,Wetland,Forest,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
16360,Wetland,Forest,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
16361,Wetland,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
16362,Wetland,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
16363,Wetland,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
16364,Wetland,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
16365,Wetland,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
16366,Wetland,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
16367,Wetland,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
16368,Wetland,Forest,NULL,Non_Water,Non_Wetland,Water,Shrubland,NULL
16369,Wetland,Forest,NULL,Non_Water,Non_Wetland,Water,Shrubland,Grassland
16370,Wetland,Forest,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
16371,Wetland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
16372,Wetland,Forest,NULL,Water,Non_Wetland,NULL,Forest,Water
16373,Wetland,Forest,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
16374,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
16375,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
16376,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
16377,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
16378,Wetland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
16379,Wetland,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
16380,Wetland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
16381,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
16382,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
16383,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
16384,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
16385,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
16386,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
16387,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,NULL
16388,Wetland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
16389,Wetland,Forest,Shrubland,Water,Non_Wetland,Forest,Shrubland,NULL
16390,Wetland,Forest,Shrubland,Water,Non_Wetland,Forest,Shrubland,Grassland
16391,Wetland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
16392,Wetland,Forest,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
16393,Wetland,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest,Grassland
16394,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
16395,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
16396,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
16397,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
16398,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
