Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_17NRB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17NRB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17NRB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_17NRB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17NRB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_17NRB_M_R
438,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland
439,Grassland,NULL,Wetland,Non_Water,Wetland,Forest
440,Grassland,NULL,Wetland,Water,Wetland,Grassland
441,Grassland,NULL,Wetland,Water,Wetland,Wetland
442,Grassland,NULL,Wetland,Water,Wetland,Water
443,Grassland,NULL,Wetland,Water,Wetland,Forest
444,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland
445,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland
446,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland
447,Grassland,NULL,Bareland,NULL,Non_Wetland,Built-up
448,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest
449,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL
450,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland
451,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland
452,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland
453,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up
454,Grassland,NULL,Built-up,NULL,Non_Wetland,Forest
455,Grassland,NULL,Water,NULL,Water,Grassland
456,Grassland,NULL,Water,NULL,Water,Forest
457,Grassland,NULL,Water,Non_Water,Water,Forest
458,Grassland,NULL,Water,Water,Water,Grassland
459,Grassland,NULL,Forest,NULL,Non_Wetland,NULL
460,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
461,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland
462,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland
463,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up
464,Grassland,NULL,Forest,NULL,Non_Wetland,Water
465,Grassland,NULL,Forest,NULL,Non_Wetland,Forest
466,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland
467,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland
468,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest
469,Grassland,NULL,Forest,Water,Non_Wetland,Grassland
470,Grassland,NULL,Forest,Water,Non_Wetland,Wetland
471,Grassland,NULL,Forest,Water,Non_Wetland,Water
472,Grassland,NULL,Forest,Water,Non_Wetland,Forest
473,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland
474,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland
475,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland
476,Grassland,Cropland,NULL,NULL,Non_Wetland,Built-up
477,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest
478,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL
479,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
480,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
481,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
482,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
483,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water
484,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest
485,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
486,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland
487,Grassland,Cropland,Shrubland,Water,Non_Wetland,Forest
488,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL
489,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland
490,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland
491,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland
492,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up
493,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest
494,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
495,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
496,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
497,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland
498,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland
499,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest
500,Grassland,Cropland,Wetland,NULL,Wetland,Forest
501,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland
502,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland
503,Grassland,Cropland,Bareland,NULL,Non_Wetland,Cropland
504,Grassland,Cropland,Bareland,NULL,Non_Wetland,Bareland
505,Grassland,Cropland,Bareland,NULL,Non_Wetland,Built-up
506,Grassland,Cropland,Bareland,NULL,Non_Wetland,Forest
507,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland
508,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland
509,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland
510,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up
511,Grassland,Cropland,Built-up,NULL,Non_Wetland,Forest
512,Grassland,Cropland,Water,NULL,Water,Grassland
513,Grassland,Cropland,Water,NULL,Water,Cropland
514,Grassland,Cropland,Water,Water,Water,Grassland
515,Grassland,Cropland,Water,Water,Water,Forest
516,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL
517,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
518,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland
519,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland
520,Grassland,Cropland,Forest,NULL,Non_Wetland,Built-up
521,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
522,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
523,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Forest
524,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland
525,Grassland,Wetland,NULL,NULL,Non_Wetland,Forest
526,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Forest
527,Grassland,Wetland,NULL,Water,Non_Wetland,Grassland
528,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
529,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
530,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Built-up
531,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Forest
532,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
533,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
534,Grassland,Wetland,Shrubland,Water,Non_Wetland,Grassland
535,Grassland,Wetland,Shrubland,Water,Non_Wetland,Wetland
536,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland
537,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland
538,Grassland,Wetland,Grassland,NULL,Non_Wetland,Bareland
539,Grassland,Wetland,Grassland,NULL,Non_Wetland,Water
540,Grassland,Wetland,Grassland,NULL,Non_Wetland,Forest
541,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
542,Grassland,Wetland,Grassland,Water,Non_Wetland,Grassland
543,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland
544,Grassland,Wetland,Cropland,NULL,Non_Wetland,Bareland
545,Grassland,Wetland,Cropland,NULL,Non_Wetland,Forest
546,Grassland,Wetland,Cropland,Water,Non_Wetland,Grassland
547,Grassland,Wetland,Cropland,Water,Non_Wetland,Bareland
548,Grassland,Wetland,Cropland,Water,Non_Wetland,Forest
549,Grassland,Wetland,Wetland,NULL,Wetland,Grassland
550,Grassland,Wetland,Wetland,NULL,Wetland,Wetland
551,Grassland,Wetland,Wetland,NULL,Wetland,Forest
552,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland
553,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland
554,Grassland,Wetland,Wetland,Non_Water,Wetland,Forest
555,Grassland,Wetland,Wetland,Water,Wetland,Grassland
556,Grassland,Wetland,Wetland,Water,Wetland,Wetland
557,Grassland,Wetland,Wetland,Water,Wetland,Bareland
558,Grassland,Wetland,Wetland,Water,Wetland,Water
559,Grassland,Wetland,Wetland,Water,Wetland,Forest
560,Grassland,Wetland,Built-up,NULL,Non_Wetland,Forest
561,Grassland,Wetland,Built-up,Non_Water,Non_Wetland,Grassland
562,Grassland,Wetland,Water,NULL,Water,Grassland
563,Grassland,Wetland,Water,NULL,Water,Forest
564,Grassland,Wetland,Water,Non_Water,Water,Grassland
565,Grassland,Wetland,Water,Water,Water,Grassland
566,Grassland,Wetland,Water,Water,Water,Wetland
567,Grassland,Wetland,Water,Water,Water,Bareland
568,Grassland,Wetland,Water,Water,Water,Water
569,Grassland,Wetland,Water,Water,Water,Forest
570,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland
571,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland
572,Grassland,Wetland,Forest,NULL,Non_Wetland,Bareland
573,Grassland,Wetland,Forest,NULL,Non_Wetland,Water
574,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest
575,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
576,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
577,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Bareland
578,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Forest
579,Grassland,Wetland,Forest,Water,Non_Wetland,Grassland
580,Grassland,Wetland,Forest,Water,Non_Wetland,Wetland
581,Grassland,Wetland,Forest,Water,Non_Wetland,Bareland
582,Grassland,Wetland,Forest,Water,Non_Wetland,Water
583,Grassland,Wetland,Forest,Water,Non_Wetland,Forest
584,Grassland,Bareland,Shrubland,NULL,Non_Wetland,NULL
585,Grassland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
586,Grassland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
587,Grassland,Bareland,Shrubland,NULL,Non_Wetland,Built-up
588,Grassland,Bareland,Shrubland,NULL,Non_Wetland,Forest
589,Grassland,Bareland,Grassland,NULL,Non_Wetland,Grassland
590,Grassland,Bareland,Grassland,NULL,Non_Wetland,Cropland
591,Grassland,Bareland,Grassland,NULL,Non_Wetland,Forest
592,Grassland,Bareland,Bareland,NULL,Non_Wetland,Grassland
593,Grassland,Bareland,Built-up,NULL,Non_Wetland,Grassland
594,Grassland,Bareland,Built-up,NULL,Non_Wetland,Cropland
595,Grassland,Bareland,Built-up,NULL,Non_Wetland,Forest
596,Grassland,Bareland,Forest,NULL,Non_Wetland,NULL
597,Grassland,Bareland,Forest,NULL,Non_Wetland,Grassland
598,Grassland,Bareland,Forest,NULL,Non_Wetland,Forest
599,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland
600,Grassland,Built-up,NULL,NULL,Non_Wetland,Bareland
601,Grassland,Built-up,NULL,NULL,Non_Wetland,Forest
602,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL
603,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
604,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
605,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
606,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
607,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Forest
608,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL
609,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland
610,Grassland,Built-up,Grassland,NULL,Non_Wetland,Cropland
611,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland
612,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up
613,Grassland,Built-up,Grassland,NULL,Non_Wetland,Forest
614,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland
615,Grassland,Built-up,Cropland,NULL,Non_Wetland,Cropland
616,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland
617,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up
618,Grassland,Built-up,Cropland,NULL,Non_Wetland,Forest
619,Grassland,Built-up,Bareland,NULL,Non_Wetland,Grassland
620,Grassland,Built-up,Bareland,NULL,Non_Wetland,Bareland
621,Grassland,Built-up,Bareland,NULL,Non_Wetland,Built-up
622,Grassland,Built-up,Bareland,NULL,Non_Wetland,Forest
623,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland
624,Grassland,Built-up,Built-up,NULL,Non_Wetland,Cropland
625,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland
626,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up
627,Grassland,Built-up,Built-up,NULL,Non_Wetland,Forest
628,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL
629,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland
630,Grassland,Built-up,Forest,NULL,Non_Wetland,Cropland
631,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up
632,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest
633,Grassland,Water,NULL,NULL,Non_Wetland,NULL
634,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland
635,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland
636,Grassland,Water,Shrubland,NULL,Non_Wetland,Built-up
637,Grassland,Water,Shrubland,NULL,Non_Wetland,Water
638,Grassland,Water,Shrubland,NULL,Non_Wetland,Forest
639,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland
640,Grassland,Water,Grassland,NULL,Non_Wetland,Water
641,Grassland,Water,Grassland,NULL,Non_Wetland,Forest
642,Grassland,Water,Grassland,Water,Non_Wetland,Grassland
643,Grassland,Water,Cropland,NULL,Non_Wetland,Bareland
644,Grassland,Water,Cropland,Non_Water,Non_Wetland,Forest
645,Grassland,Water,Wetland,NULL,Wetland,Forest
646,Grassland,Water,Wetland,Water,Wetland,Grassland
647,Grassland,Water,Built-up,NULL,Non_Wetland,Built-up
648,Grassland,Water,Water,NULL,Water,Grassland
649,Grassland,Water,Water,Water,Water,Forest
650,Grassland,Water,Forest,NULL,Non_Wetland,Grassland
651,Grassland,Water,Forest,NULL,Non_Wetland,Bareland
652,Grassland,Water,Forest,NULL,Non_Wetland,Forest
653,Grassland,Water,Forest,Non_Water,Non_Wetland,Forest
654,Grassland,Water,Forest,Water,Non_Wetland,Forest
655,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
656,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland
657,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
658,Grassland,Forest,NULL,Non_Water,Non_Wetland,Grassland
659,Grassland,Forest,NULL,Non_Water,Non_Wetland,Forest
660,Grassland,Forest,NULL,Water,Non_Wetland,Forest
661,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
662,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
663,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland
664,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland
665,Grassland,Forest,Shrubland,NULL,Non_Wetland,Built-up
666,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
667,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
668,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
669,Grassland,Forest,Shrubland,Water,Non_Wetland,Grassland
670,Grassland,Forest,Shrubland,Water,Non_Wetland,Forest
671,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL
672,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
673,Grassland,Forest,Grassland,NULL,Non_Wetland,Cropland
674,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland
675,Grassland,Forest,Grassland,NULL,Non_Wetland,Built-up
676,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest
677,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Forest
678,Grassland,Forest,Grassland,Water,Non_Wetland,Grassland
679,Grassland,Forest,Grassland,Water,Non_Wetland,Forest
680,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
681,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland
682,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
683,Grassland,Forest,Wetland,NULL,Wetland,Grassland
684,Grassland,Forest,Wetland,NULL,Wetland,Forest
685,Grassland,Forest,Wetland,Non_Water,Wetland,Forest
686,Grassland,Forest,Wetland,Water,Wetland,Grassland
687,Grassland,Forest,Wetland,Water,Wetland,Forest
688,Grassland,Forest,Bareland,NULL,Non_Wetland,Forest
689,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland
690,Grassland,Forest,Built-up,NULL,Non_Wetland,Built-up
691,Grassland,Forest,Built-up,NULL,Non_Wetland,Forest
692,Grassland,Forest,Water,NULL,Water,Grassland
693,Grassland,Forest,Water,NULL,Water,Forest
694,Grassland,Forest,Water,Water,Water,Grassland
695,Grassland,Forest,Water,Water,Water,Forest
696,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
697,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
698,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
699,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland
700,Grassland,Forest,Forest,NULL,Non_Wetland,Built-up
701,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
702,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland
703,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest
704,Grassland,Forest,Forest,Water,Non_Wetland,Grassland
705,Grassland,Forest,Forest,Water,Non_Wetland,Forest
706,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
707,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
708,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
709,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
710,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
711,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
712,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
713,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
714,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
715,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
716,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
717,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland
718,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
719,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
720,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
721,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
722,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
723,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
724,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland
725,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
726,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
727,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
728,Cropland,NULL,Wetland,NULL,Wetland,Grassland
729,Cropland,NULL,Wetland,NULL,Wetland,Wetland
730,Cropland,NULL,Wetland,NULL,Wetland,Bareland
731,Cropland,NULL,Wetland,NULL,Wetland,Forest
732,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland
733,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland
734,Cropland,NULL,Wetland,Water,Wetland,Grassland
735,Cropland,NULL,Wetland,Water,Wetland,Wetland
736,Cropland,NULL,Wetland,Water,Wetland,Water
737,Cropland,NULL,Wetland,Water,Wetland,Forest
738,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
739,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
740,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
741,Cropland,NULL,Bareland,NULL,Non_Wetland,Built-up
742,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
743,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
744,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
745,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
746,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
747,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
748,Cropland,NULL,Water,NULL,Water,Bareland
749,Cropland,NULL,Water,NULL,Water,Forest
750,Cropland,NULL,Water,Water,Water,Grassland
751,Cropland,NULL,Water,Water,Water,Wetland
752,Cropland,NULL,Water,Water,Water,Water
753,Cropland,NULL,Water,Water,Water,Forest
754,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
755,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
756,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
757,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
758,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
759,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
760,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
761,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
762,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland
763,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
764,Cropland,NULL,Forest,Water,Non_Wetland,Grassland
765,Cropland,NULL,Forest,Water,Non_Wetland,Wetland
766,Cropland,NULL,Forest,Water,Non_Wetland,Bareland
767,Cropland,NULL,Forest,Water,Non_Wetland,Water
768,Cropland,NULL,Forest,Water,Non_Wetland,Forest
769,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
770,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
771,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
772,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
773,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
774,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
775,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
776,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
777,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
778,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
779,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
780,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
781,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
782,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
783,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
784,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
785,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
786,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
787,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
788,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
789,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
790,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
791,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
792,Cropland,Cropland,Wetland,Non_Water,Wetland,Grassland
793,Cropland,Cropland,Wetland,Non_Water,Wetland,Forest
794,Cropland,Cropland,Wetland,Water,Wetland,Grassland
795,Cropland,Cropland,Wetland,Water,Wetland,Bareland
796,Cropland,Cropland,Wetland,Water,Wetland,Water
797,Cropland,Cropland,Wetland,Water,Wetland,Forest
798,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
799,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
800,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
801,Cropland,Cropland,Bareland,NULL,Non_Wetland,Built-up
802,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
803,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
804,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
805,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
806,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
807,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
808,Cropland,Cropland,Water,NULL,Water,Grassland
809,Cropland,Cropland,Water,NULL,Water,Forest
810,Cropland,Cropland,Water,Non_Water,Water,Grassland
811,Cropland,Cropland,Water,Non_Water,Water,Forest
812,Cropland,Cropland,Water,Water,Water,Grassland
813,Cropland,Cropland,Water,Water,Water,Bareland
814,Cropland,Cropland,Water,Water,Water,Water
815,Cropland,Cropland,Water,Water,Water,Forest
816,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
817,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
818,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
819,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
820,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
821,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
822,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
823,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Water
824,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest
825,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland
826,Cropland,Cropland,Forest,Water,Non_Wetland,Bareland
827,Cropland,Cropland,Forest,Water,Non_Wetland,Water
828,Cropland,Cropland,Forest,Water,Non_Wetland,Forest
829,Cropland,Wetland,NULL,NULL,Non_Wetland,Grassland
830,Cropland,Wetland,NULL,NULL,Non_Wetland,Bareland
831,Cropland,Wetland,NULL,NULL,Non_Wetland,Forest
832,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
833,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
834,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Forest
835,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
836,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
837,Cropland,Wetland,Shrubland,Water,Non_Wetland,Grassland
838,Cropland,Wetland,Grassland,NULL,Non_Wetland,Forest
839,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
840,Cropland,Wetland,Grassland,Water,Non_Wetland,Grassland
841,Cropland,Wetland,Cropland,NULL,Non_Wetland,Bareland
842,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
843,Cropland,Wetland,Cropland,Water,Non_Wetland,Bareland
844,Cropland,Wetland,Wetland,NULL,Wetland,Grassland
845,Cropland,Wetland,Wetland,NULL,Wetland,Wetland
846,Cropland,Wetland,Wetland,NULL,Wetland,Bareland
847,Cropland,Wetland,Wetland,NULL,Wetland,Forest
848,Cropland,Wetland,Wetland,Non_Water,Wetland,Grassland
849,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland
850,Cropland,Wetland,Wetland,Non_Water,Wetland,Water
851,Cropland,Wetland,Wetland,Non_Water,Wetland,Forest
852,Cropland,Wetland,Wetland,Water,Wetland,Grassland
853,Cropland,Wetland,Wetland,Water,Wetland,Wetland
854,Cropland,Wetland,Wetland,Water,Wetland,Bareland
855,Cropland,Wetland,Wetland,Water,Wetland,Water
856,Cropland,Wetland,Wetland,Water,Wetland,Forest
857,Cropland,Wetland,Water,NULL,Water,Grassland
858,Cropland,Wetland,Water,NULL,Water,Bareland
859,Cropland,Wetland,Water,NULL,Water,Water
860,Cropland,Wetland,Water,NULL,Water,Forest
861,Cropland,Wetland,Water,Non_Water,Water,Grassland
862,Cropland,Wetland,Water,Non_Water,Water,Water
863,Cropland,Wetland,Water,Water,Water,Grassland
864,Cropland,Wetland,Water,Water,Water,Wetland
865,Cropland,Wetland,Water,Water,Water,Bareland
866,Cropland,Wetland,Water,Water,Water,Water
867,Cropland,Wetland,Water,Water,Water,Forest
868,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland
