Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LTN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LTN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LTN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LTN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LTN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LTN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LTN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LTN_M_R
7768,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
7769,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
7770,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
7771,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
7772,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
7773,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
7774,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
7775,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
7776,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
7777,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
7778,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
7779,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Bareland
7780,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Water,NULL
7781,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
7782,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Bareland
7783,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
7784,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
7785,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
7786,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
7787,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
7788,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
7789,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Bareland
7790,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
7791,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
7792,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
7793,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
7794,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7795,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
7796,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
7797,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
7798,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
7799,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
7800,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
7801,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
7802,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
7803,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Cropland
7804,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Bareland
7805,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Water
7806,Bareland,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
7807,Bareland,NULL,Wetland,NULL,Wetland,Bareland,NULL,Bareland
7808,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Forest,Grassland
7809,Bareland,NULL,Wetland,Water,Wetland,Bareland,NULL,Water
7810,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
7811,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
7812,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
7813,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
7814,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
7815,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Cropland
7816,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Bareland
7817,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,NULL
7818,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,Grassland
7819,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,Bareland
7820,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,Built-up
7821,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Built-up,Cropland
7822,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Built-up,Bareland
7823,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
7824,Bareland,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,NULL
7825,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
7826,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Cropland
7827,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Bareland
7828,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7829,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7830,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
7831,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Bareland
7832,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,NULL
7833,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
7834,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Cropland
7835,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
7836,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Built-up
7837,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7838,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,NULL
7839,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7840,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7841,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Built-up
7842,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
7843,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7844,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7845,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Built-up
7846,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Built-up,Grassland
7847,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Built-up,Bareland
7848,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Built-up,Built-up
7849,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
7850,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
7851,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
7852,Bareland,NULL,Bareland,NULL,Non_Wetland,Water,Bareland,Bareland
7853,Bareland,NULL,Bareland,NULL,Non_Wetland,Water,Water,Bareland
7854,Bareland,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
7855,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest,NULL,Cropland
7856,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Grassland
7857,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
7858,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
7859,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
7860,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
7861,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
7862,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
7863,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Cropland
7864,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Bareland
7865,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
7866,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
7867,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
7868,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
7869,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
7870,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
7871,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
7872,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
7873,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
7874,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
7875,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
7876,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
7877,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Cropland
7878,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,NULL
7879,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Bareland
7880,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Built-up
7881,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
7882,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
7883,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
7884,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
7885,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
7886,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
7887,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
7888,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
7889,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
7890,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Bareland
7891,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
7892,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
7893,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
7894,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
7895,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
7896,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
7897,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7898,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
7899,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
7900,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
7901,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
7902,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
7903,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
7904,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
7905,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
7906,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
7907,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
7908,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
7909,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
7910,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
7911,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
7912,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
7913,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
7914,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
7915,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
7916,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
7917,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
7918,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
7919,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
7920,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
7921,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
7922,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
7923,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
7924,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Shrubland,Built-up
7925,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Bareland,NULL
7926,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Bareland,Bareland
7927,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Water,NULL
7928,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Water,Grassland
7929,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Water,Bareland
7930,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Water,Built-up
7931,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
7932,Bareland,NULL,Built-up,Water,Non_Wetland,Shrubland,Water,Bareland
7933,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
7934,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
7935,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
7936,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
7937,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
7938,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
7939,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
7940,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
7941,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
7942,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
7943,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
7944,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
7945,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
7946,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
7947,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
7948,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
7949,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
7950,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
7951,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
7952,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
7953,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7954,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7955,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
7956,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7957,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
7958,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7959,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
7960,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
7961,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
7962,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
7963,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
7964,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
7965,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
7966,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
7967,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
7968,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7969,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
7970,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
7971,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
7972,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
7973,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
7974,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
7975,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
7976,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
7977,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
7978,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
7979,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
7980,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
7981,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
7982,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
7983,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
7984,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
7985,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
7986,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
7987,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
7988,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
7989,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
7990,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
7991,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
7992,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
7993,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
7994,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
7995,Bareland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
7996,Bareland,NULL,Forest,Non_Water,Non_Wetland,Water,Forest,Grassland
7997,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
7998,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
7999,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
8000,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
8001,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
8002,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
8003,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
8004,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
8005,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
8006,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
8007,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
8008,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
8009,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
8010,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
8011,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
8012,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
8013,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
8014,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8015,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8016,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
8017,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
8018,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
8019,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
8020,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
8021,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
8022,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
8023,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
8024,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
8025,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8026,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
8027,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
8028,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
8029,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
8030,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
8031,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
8032,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
8033,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
8034,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
8035,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
8036,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
8037,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
8038,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
8039,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
8040,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
8041,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
8042,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
8043,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
8044,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
8045,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
8046,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,NULL
8047,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
8048,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
8049,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
8050,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
8051,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
8052,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
8053,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
8054,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
8055,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
8056,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
8057,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
8058,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
8059,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
8060,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
8061,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
8062,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
8063,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
8064,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
8065,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
8066,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
8067,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
8068,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8069,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
8070,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
8071,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
8072,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8073,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8074,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
8075,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8076,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
8077,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
8078,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8079,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
8080,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
8081,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
8082,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
8083,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8084,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
