Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MZV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MZV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MZV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MZV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MZV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18MZV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18MZV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MZV_M_R
368,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
369,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
370,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
371,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
372,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
373,Water,Water,Grassland,NULL,Non_Wetland,Forest,NULL,Water
374,Water,Water,Grassland,Non_Water,Non_Wetland,Water,NULL,Water
375,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
376,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
377,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
378,Water,Water,Grassland,Water,Non_Wetland,NULL,Wetland,Water
379,Water,Water,Grassland,Water,Non_Wetland,NULL,Water,Forest
380,Water,Water,Grassland,Water,Non_Wetland,Water,NULL,Water
381,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
382,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
383,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
384,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Forest
385,Water,Water,Cropland,Water,Non_Wetland,Water,Wetland,Water
386,Water,Water,Cropland,Water,Non_Wetland,Water,Wetland,Forest
387,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Water
388,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Forest
389,Water,Water,Cropland,Water,Non_Wetland,Water,Forest,Water
390,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
391,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
392,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
393,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
394,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
395,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Water
396,Water,Water,Wetland,NULL,Wetland,Bareland,NULL,Water
397,Water,Water,Wetland,NULL,Wetland,Water,NULL,Grassland
398,Water,Water,Wetland,NULL,Wetland,Water,NULL,Water
399,Water,Water,Wetland,NULL,Wetland,Water,NULL,Forest
400,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
401,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
402,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
403,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
404,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
405,Water,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
406,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
407,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
408,Water,Water,Wetland,NULL,Wetland,Forest,NULL,Water
409,Water,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
410,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
411,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
412,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
413,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
414,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
415,Water,Water,Wetland,Non_Water,Wetland,NULL,Forest,Water
416,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
417,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
418,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
419,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
420,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
421,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
422,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
423,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
424,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
425,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
426,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
427,Water,Water,Wetland,Non_Water,Wetland,Forest,NULL,Water
428,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
429,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
430,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Water
431,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
432,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
433,Water,Water,Wetland,Water,Wetland,NULL,Forest,Water
434,Water,Water,Wetland,Water,Wetland,Bareland,NULL,Water
435,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
436,Water,Water,Wetland,Water,Wetland,Built-up,Water,Water
437,Water,Water,Wetland,Water,Wetland,Water,NULL,Grassland
438,Water,Water,Wetland,Water,Wetland,Water,NULL,Water
439,Water,Water,Wetland,Water,Wetland,Water,NULL,Forest
440,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
441,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
442,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
443,Water,Water,Wetland,Water,Wetland,Water,Water,Water
444,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
445,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
446,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
447,Water,Water,Wetland,Water,Wetland,Forest,NULL,Water
448,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
449,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Water,Water,Forest
450,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Water
451,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Forest
452,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
453,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
454,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
455,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
456,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
457,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
458,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
459,Water,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Water
460,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
461,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
462,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
463,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
464,Water,Water,Bareland,Water,Non_Wetland,Water,NULL,Water
465,Water,Water,Bareland,Water,Non_Wetland,Water,NULL,Forest
466,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
467,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
468,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
469,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
470,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
471,Water,Water,Bareland,Water,Non_Wetland,Forest,NULL,Water
472,Water,Water,Built-up,NULL,Non_Wetland,Water,NULL,Water
473,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
474,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
475,Water,Water,Built-up,Non_Water,Non_Wetland,Water,NULL,Water
476,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Water
477,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Forest
478,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
479,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
480,Water,Water,Built-up,Water,Non_Wetland,Water,NULL,Water
481,Water,Water,Built-up,Water,Non_Wetland,Water,NULL,Forest
482,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
483,Water,Water,Built-up,Water,Non_Wetland,Water,Forest,Water
484,Water,Water,Water,NULL,Water,NULL,Wetland,Water
485,Water,Water,Water,NULL,Water,NULL,Water,Water
486,Water,Water,Water,NULL,Water,NULL,Water,Forest
487,Water,Water,Water,NULL,Water,Bareland,Water,Water
488,Water,Water,Water,NULL,Water,Water,NULL,Water
489,Water,Water,Water,NULL,Water,Water,NULL,Forest
490,Water,Water,Water,NULL,Water,Water,Wetland,Water
491,Water,Water,Water,NULL,Water,Water,Wetland,Forest
492,Water,Water,Water,NULL,Water,Water,Water,Grassland
493,Water,Water,Water,NULL,Water,Water,Water,Water
494,Water,Water,Water,NULL,Water,Water,Water,Forest
495,Water,Water,Water,NULL,Water,Water,Forest,Water
496,Water,Water,Water,NULL,Water,Water,Forest,Forest
497,Water,Water,Water,NULL,Water,Forest,NULL,Water
498,Water,Water,Water,NULL,Water,Forest,Wetland,Forest
499,Water,Water,Water,NULL,Water,Forest,Water,Water
500,Water,Water,Water,NULL,Water,Forest,Forest,Water
501,Water,Water,Water,Non_Water,Water,NULL,Wetland,Water
502,Water,Water,Water,Non_Water,Water,NULL,Wetland,Forest
503,Water,Water,Water,Non_Water,Water,NULL,Water,Water
504,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
505,Water,Water,Water,Non_Water,Water,Water,NULL,Water
506,Water,Water,Water,Non_Water,Water,Water,NULL,Forest
507,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
508,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
509,Water,Water,Water,Non_Water,Water,Water,Water,Water
510,Water,Water,Water,Non_Water,Water,Water,Water,Forest
511,Water,Water,Water,Non_Water,Water,Water,Forest,Water
512,Water,Water,Water,Non_Water,Water,Forest,NULL,Water
513,Water,Water,Water,Non_Water,Water,Forest,NULL,Forest
514,Water,Water,Water,Non_Water,Water,Forest,Wetland,Water
515,Water,Water,Water,Non_Water,Water,Forest,Water,Water
516,Water,Water,Water,Non_Water,Water,Forest,Forest,Water
517,Water,Water,Water,Water,Water,NULL,NULL,Water
518,Water,Water,Water,Water,Water,NULL,Wetland,Water
519,Water,Water,Water,Water,Water,NULL,Wetland,Forest
520,Water,Water,Water,Water,Water,NULL,Water,Water
521,Water,Water,Water,Water,Water,NULL,Water,Forest
522,Water,Water,Water,Water,Water,Bareland,NULL,Water
523,Water,Water,Water,Water,Water,Bareland,Water,Grassland
524,Water,Water,Water,Water,Water,Bareland,Water,Water
525,Water,Water,Water,Water,Water,Water,NULL,Grassland
526,Water,Water,Water,Water,Water,Water,NULL,Water
527,Water,Water,Water,Water,Water,Water,NULL,Forest
528,Water,Water,Water,Water,Water,Water,Wetland,Water
529,Water,Water,Water,Water,Water,Water,Wetland,Forest
530,Water,Water,Water,Water,Water,Water,Water,Grassland
531,Water,Water,Water,Water,Water,Water,Water,Water
532,Water,Water,Water,Water,Water,Water,Water,Forest
533,Water,Water,Water,Water,Water,Water,Forest,Water
534,Water,Water,Water,Water,Water,Water,Forest,Forest
535,Water,Water,Water,Water,Water,Forest,NULL,Water
536,Water,Water,Water,Water,Water,Forest,NULL,Forest
537,Water,Water,Water,Water,Water,Forest,Wetland,Water
538,Water,Water,Water,Water,Water,Forest,Wetland,Forest
539,Water,Water,Water,Water,Water,Forest,Water,Water
540,Water,Water,Water,Water,Water,Forest,Water,Forest
541,Water,Water,Water,Water,Water,Forest,Forest,Forest
542,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
543,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
544,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
545,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
546,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
547,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
548,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
549,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
550,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
551,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
552,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
553,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
554,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
555,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
556,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
557,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Water
558,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
559,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
560,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
561,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
562,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
563,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Water
564,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
565,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
566,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
567,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
568,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
569,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
570,Water,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Water
571,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
572,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Water
573,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Water
574,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Forest
575,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
576,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
577,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
578,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
579,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
580,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
581,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
582,Water,Water,Forest,Water,Non_Wetland,Forest,NULL,Water
583,Water,Water,Forest,Water,Non_Wetland,Forest,NULL,Forest
584,Water,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
585,Water,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
586,Water,Forest,Shrubland,Water,Non_Wetland,Water,Water,Water
587,Water,Forest,Wetland,NULL,Wetland,Water,NULL,Forest
588,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
589,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
590,Water,Forest,Wetland,NULL,Wetland,Water,Water,Water
591,Water,Forest,Wetland,NULL,Wetland,Water,Water,Forest
592,Water,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
593,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
594,Water,Forest,Wetland,Water,Wetland,Bareland,NULL,Water
595,Water,Forest,Wetland,Water,Wetland,Bareland,Water,Water
596,Water,Forest,Wetland,Water,Wetland,Water,NULL,Water
597,Water,Forest,Wetland,Water,Wetland,Water,Wetland,Water
598,Water,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
599,Water,Forest,Wetland,Water,Wetland,Water,Water,Water
600,Water,Forest,Wetland,Water,Wetland,Water,Water,Forest
601,Water,Forest,Bareland,NULL,Non_Wetland,Water,Water,Water
602,Water,Forest,Built-up,Water,Non_Wetland,Water,Wetland,Water
603,Water,Forest,Water,NULL,Water,Water,Water,Water
604,Water,Forest,Water,NULL,Water,Water,Water,Forest
605,Water,Forest,Water,Non_Water,Water,Water,Water,Water
606,Water,Forest,Water,Water,Water,NULL,Water,Forest
607,Water,Forest,Water,Water,Water,Bareland,Water,Water
608,Water,Forest,Water,Water,Water,Water,NULL,Grassland
609,Water,Forest,Water,Water,Water,Water,NULL,Water
610,Water,Forest,Water,Water,Water,Water,Wetland,Water
611,Water,Forest,Water,Water,Water,Water,Wetland,Forest
612,Water,Forest,Water,Water,Water,Water,Water,Water
613,Water,Forest,Water,Water,Water,Water,Water,Forest
614,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
615,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
616,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Water
617,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
618,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Water
619,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
620,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Water
621,Water,Forest,Forest,Water,Non_Wetland,Water,Wetland,Water
622,Water,Forest,Forest,Water,Non_Wetland,Water,Wetland,Forest
623,Water,Forest,Forest,Water,Non_Wetland,Water,Water,Water
624,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Water,Water,Water
625,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
626,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
627,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
628,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
629,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
630,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
631,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
632,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
633,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
634,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
635,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
636,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
637,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
638,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
639,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
640,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Forest,Forest
641,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
642,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
643,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
644,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
645,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
646,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
647,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
648,Forest,NULL,Grassland,Water,Non_Wetland,Water,Water,Grassland
649,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
650,Forest,NULL,Wetland,NULL,Wetland,Bareland,Water,Water
651,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
652,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
653,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
654,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Water
655,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
656,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Water
657,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
658,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
659,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
660,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
661,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Water
662,Forest,NULL,Wetland,Water,Wetland,Bareland,Forest,Grassland
663,Forest,NULL,Wetland,Water,Wetland,Bareland,Forest,Forest
664,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
665,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Water
666,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
667,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
668,Forest,NULL,Wetland,Water,Wetland,Water,Forest,Grassland
669,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Built-up,Grassland
670,Forest,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
671,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
672,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
673,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
674,Forest,NULL,Water,NULL,Water,Bareland,Built-up,Grassland
675,Forest,NULL,Water,NULL,Water,Bareland,Built-up,Bareland
676,Forest,NULL,Water,NULL,Water,Bareland,Built-up,Forest
677,Forest,NULL,Water,NULL,Water,Bareland,Water,Water
678,Forest,NULL,Water,NULL,Water,Built-up,Built-up,Grassland
679,Forest,NULL,Water,NULL,Water,Built-up,Built-up,Forest
680,Forest,NULL,Water,NULL,Water,Water,Built-up,Water
681,Forest,NULL,Water,NULL,Water,Water,Built-up,Forest
682,Forest,NULL,Water,Water,Water,Water,Wetland,Grassland
683,Forest,NULL,Water,Water,Water,Water,Water,Water
684,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
685,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
686,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
687,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
688,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
689,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
690,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
691,Forest,NULL,Forest,NULL,Non_Wetland,Water,Built-up,Forest
692,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
693,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
694,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
695,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
696,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
697,Forest,Bareland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
698,Forest,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
699,Forest,Bareland,Wetland,Water,Wetland,Water,Water,Water
700,Forest,Bareland,Wetland,Water,Wetland,Water,Forest,Water
701,Forest,Bareland,Water,NULL,Water,Bareland,Built-up,Grassland
702,Forest,Bareland,Water,Water,Water,Water,Water,Water
703,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
704,Forest,Bareland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
705,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
706,Forest,Built-up,NULL,Water,Non_Wetland,Water,Water,Forest
707,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
708,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
709,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
710,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
711,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
712,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
713,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
714,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
715,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
716,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
717,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
718,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
719,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,Built-up,Forest
720,Forest,Built-up,Grassland,Water,Non_Wetland,Built-up,Water,Forest
721,Forest,Built-up,Wetland,NULL,Wetland,Water,Bareland,Forest
722,Forest,Built-up,Bareland,Water,Non_Wetland,Water,Water,Forest
723,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
724,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
725,Forest,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Forest
726,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
727,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Water,Grassland
728,Forest,Built-up,Water,NULL,Water,Bareland,Built-up,Forest
729,Forest,Built-up,Water,Water,Water,Built-up,Built-up,Forest
730,Forest,Built-up,Water,Water,Water,Water,Built-up,Forest
731,Forest,Built-up,Water,Water,Water,Water,Water,Water
732,Forest,Built-up,Water,Water,Water,Water,Water,Forest
733,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Forest
734,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
735,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Wetland,Forest
736,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Bareland,Forest
737,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Built-up,Forest
738,Forest,Built-up,Forest,Water,Non_Wetland,Water,Wetland,Forest
739,Forest,Built-up,Forest,Water,Non_Wetland,Water,Bareland,Forest
740,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
741,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
742,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
743,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
744,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Water
745,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
746,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
747,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
748,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
749,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
750,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
751,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
752,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
753,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
754,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Water
755,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
756,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
757,Forest,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Water
758,Forest,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
759,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
