Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LHD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LHD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LHD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LHD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LHD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LHD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LHD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LHD_M_R
686,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
687,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
688,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
689,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
690,Grassland,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
691,Grassland,Forest,Water,NULL,Water,NULL,NULL,NULL
692,Grassland,Forest,Water,NULL,Water,NULL,NULL,Grassland
693,Grassland,Forest,Water,NULL,Water,NULL,NULL,Wetland
694,Grassland,Forest,Water,NULL,Water,NULL,NULL,Forest
695,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
696,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
697,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
698,Grassland,Forest,Water,Water,Water,NULL,NULL,Grassland
699,Grassland,Forest,Water,Water,Water,NULL,NULL,Wetland
700,Grassland,Forest,Water,Water,Water,NULL,NULL,Water
701,Grassland,Forest,Water,Water,Water,NULL,NULL,Forest
702,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
703,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
704,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
705,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
706,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
707,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
708,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
709,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
710,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
711,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
712,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
713,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
714,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
715,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
716,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
717,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
718,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
719,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
720,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
721,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
722,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
723,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
724,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
725,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
726,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
727,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
728,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
729,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
730,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
731,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
732,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
733,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
734,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
735,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
736,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
737,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
738,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
739,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
740,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
741,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
742,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
743,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
744,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
745,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
746,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
747,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
748,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
749,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
750,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
751,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
752,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
753,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
754,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
755,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
756,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
757,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
758,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
759,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
760,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
761,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
762,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
763,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
764,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
765,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
766,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
767,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
768,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
769,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
770,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
771,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
772,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
773,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
774,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
775,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
776,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
777,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
778,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
779,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
780,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
781,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
782,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
783,Cropland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
784,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
785,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
786,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
787,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
788,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
789,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
790,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
791,Cropland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
792,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
793,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
794,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
795,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
796,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
797,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
798,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
799,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
800,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
801,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
802,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
803,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
804,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
805,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
806,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
807,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
808,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
809,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
810,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
811,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
812,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
813,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
814,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
815,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
816,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
817,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
818,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
819,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
820,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
821,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
822,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
823,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
824,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
825,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
826,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
827,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
828,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
829,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
830,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
831,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
832,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
833,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
834,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
835,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
836,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
837,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
838,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
839,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
840,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
841,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
842,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
843,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
844,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
845,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
846,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
847,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
848,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
849,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
850,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
851,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
852,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
853,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
854,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
855,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
856,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
857,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
858,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
859,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
860,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
861,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
862,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
863,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
864,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
865,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
866,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
867,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
868,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
869,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
870,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
871,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
872,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
873,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
874,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
875,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
876,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
877,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
878,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
879,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
880,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
881,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
882,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
883,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
884,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
885,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
886,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
887,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
888,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
889,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
890,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
891,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
892,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
893,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
894,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
895,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
896,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
897,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
898,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
899,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
900,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
901,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
902,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
903,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
904,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
905,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
906,Wetland,NULL,Water,NULL,Water,NULL,NULL,Cropland
907,Wetland,NULL,Water,NULL,Water,NULL,NULL,Wetland
908,Wetland,NULL,Water,NULL,Water,NULL,NULL,Water
909,Wetland,NULL,Water,NULL,Water,NULL,NULL,Forest
910,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
911,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Water
912,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
913,Wetland,NULL,Water,Water,Water,NULL,NULL,NULL
914,Wetland,NULL,Water,Water,Water,NULL,NULL,Grassland
915,Wetland,NULL,Water,Water,Water,NULL,NULL,Wetland
916,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
917,Wetland,NULL,Water,Water,Water,NULL,NULL,Forest
918,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
919,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
920,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
921,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
922,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
923,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
924,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
925,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
926,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
927,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
928,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
929,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
930,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
931,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
932,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
933,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
934,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
935,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
936,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
937,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
938,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
939,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
940,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
941,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
942,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
943,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
944,Wetland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
945,Wetland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
946,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
947,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
948,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
949,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
950,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
951,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
952,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
953,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
954,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
955,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
956,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
957,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
958,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
959,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Forest
960,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
961,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
962,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
963,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
964,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
965,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
966,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
967,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
968,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
969,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
970,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
971,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
972,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
973,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
974,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
975,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
976,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
977,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
978,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
979,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
980,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
981,Wetland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
982,Wetland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
983,Wetland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Water
984,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
985,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
986,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
987,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Built-up
988,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
989,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
990,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
991,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
992,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
993,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
994,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
995,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,NULL
996,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
997,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Cropland
998,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
999,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1000,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1001,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1002,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1003,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1004,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1005,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1006,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1007,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1008,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1009,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1010,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1011,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1012,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1013,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1014,Wetland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1015,Wetland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1016,Wetland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1017,Wetland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1018,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1019,Wetland,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1020,Wetland,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1021,Wetland,Wetland,Water,NULL,Water,NULL,NULL,NULL
1022,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1023,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
1024,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Water
1025,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Forest
1026,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,NULL
1027,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1028,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1029,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1030,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
