Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LXD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LXD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LXD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LXD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LXD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LXD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LXD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LXD_M_R
6075,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
6076,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
6077,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
6078,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
6079,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
6080,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
6081,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
6082,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6083,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
6084,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
6085,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6086,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
6087,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
6088,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
6089,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Built-up
6090,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,NULL
6091,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
6092,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
6093,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
6094,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
6095,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6096,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
6097,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
6098,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
6099,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
6100,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
6101,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
6102,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
6103,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
6104,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
6105,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
6106,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6107,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
6108,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
6109,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
6110,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
6111,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
6112,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
6113,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6114,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
6115,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6116,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
6117,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
6118,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
6119,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
6120,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6121,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
6122,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6123,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
6124,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
6125,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
6126,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
6127,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
6128,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
6129,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
6130,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
6131,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
6132,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
6133,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
6134,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
6135,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6136,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
6137,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
6138,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
6139,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
6140,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
6141,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
6142,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
6143,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
6144,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
6145,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Bareland
6146,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
6147,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
6148,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
6149,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
6150,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
6151,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
6152,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Cropland
6153,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Bareland
6154,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
6155,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
6156,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
6157,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
6158,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
6159,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
6160,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
6161,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6162,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
6163,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
6164,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
6165,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
6166,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
6167,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
6168,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Water
6169,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
6170,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Grassland
6171,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
6172,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Bareland
6173,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
6174,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
6175,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
6176,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
6177,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
6178,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
6179,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6180,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
6181,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6182,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6183,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6184,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
6185,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
6186,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6187,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6188,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
6189,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
6190,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
6191,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
6192,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6193,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
6194,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
6195,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
6196,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6197,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
6198,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6199,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
6200,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
6201,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
6202,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
6203,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6204,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
6205,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
6206,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
6207,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
6208,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
6209,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
6210,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
6211,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
6212,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
6213,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
6214,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
6215,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
6216,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6217,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
6218,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
6219,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6220,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6221,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6222,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
6223,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Water
6224,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6225,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6226,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6227,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6228,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
6229,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Water
6230,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6231,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
6232,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
6233,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
6234,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
6235,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
6236,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
6237,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
6238,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6239,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
6240,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
6241,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
6242,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
6243,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6244,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6245,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6246,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
6247,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
6248,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6249,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
6250,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6251,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6252,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6253,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
6254,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6255,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6256,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
6257,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6258,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
6259,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
6260,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
6261,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
6262,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
6263,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
6264,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
6265,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
6266,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
6267,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
6268,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
6269,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
6270,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
6271,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
6272,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
6273,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
6274,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
6275,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6276,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
6277,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
6278,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
6279,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6280,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
6281,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
6282,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
6283,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
6284,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
6285,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
6286,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
6287,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
6288,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
6289,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
6290,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Cropland
6291,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6292,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
6293,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
6294,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
6295,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
6296,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
6297,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
6298,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
6299,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6300,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
6301,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
6302,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
6303,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Water
6304,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
6305,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
6306,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6307,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
6308,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6309,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
6310,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
6311,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
6312,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6313,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
6314,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6315,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
6316,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
6317,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
6318,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
6319,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
6320,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
6321,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
6322,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
6323,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
6324,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
6325,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6326,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
6327,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Cropland
6328,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
6329,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
6330,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
6331,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
6332,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
6333,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
6334,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
6335,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
6336,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
6337,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
6338,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
6339,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
6340,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
6341,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
6342,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Built-up
6343,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
6344,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
6345,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Cropland
6346,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Built-up
6347,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
6348,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
6349,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
6350,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
6351,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
6352,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6353,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6354,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
6355,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
6356,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
6357,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
6358,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
6359,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
6360,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Bareland
6361,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
6362,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland,Shrubland,Water
6363,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Water
6364,Cropland,NULL,Cropland,Water,Non_Wetland,Water,Shrubland,Water
6365,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
6366,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
6367,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Water,Bareland
6368,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Water,Built-up
6369,Cropland,NULL,Wetland,NULL,Wetland,Water,Shrubland,Grassland
6370,Cropland,NULL,Wetland,NULL,Wetland,Water,Bareland,Grassland
6371,Cropland,NULL,Wetland,NULL,Wetland,Water,Bareland,Bareland
6372,Cropland,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Grassland
6373,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Grassland
6374,Cropland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
6375,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,NULL
6376,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
6377,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Bareland
6378,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
6379,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Bareland,Grassland
6380,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Bareland,Bareland
6381,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Bareland,Forest
6382,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
6383,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Water
6384,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
6385,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
6386,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Grassland,Grassland
6387,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Grassland,Cropland
6388,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Bareland,Grassland
