Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LGG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LGG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LGG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LGG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LGG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LGG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LGG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LGG_M_R
696,Wetland,NULL,Water,Water,Water,NULL,NULL,Grassland
697,Wetland,NULL,Water,Water,Water,NULL,NULL,Wetland
698,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
699,Wetland,NULL,Water,Water,Water,NULL,NULL,Forest
700,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
701,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
702,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
703,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
704,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
705,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
706,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
707,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
708,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
709,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
710,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
711,Wetland,Cropland,Water,Water,Water,NULL,NULL,Wetland
712,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
713,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
714,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
715,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
716,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
717,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
718,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
719,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
720,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
721,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
722,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
723,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
724,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
725,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
726,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
727,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
728,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
729,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
730,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
731,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
732,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
733,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
734,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
735,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Cropland
736,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
737,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
738,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
739,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
740,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
741,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
742,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
743,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
744,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
745,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
746,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
747,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
748,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Water
749,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Forest
750,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
751,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
752,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
753,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
754,Wetland,Wetland,Water,Water,Water,NULL,NULL,Grassland
755,Wetland,Wetland,Water,Water,Water,NULL,NULL,Wetland
756,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
757,Wetland,Wetland,Water,Water,Water,NULL,NULL,Forest
758,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
759,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
760,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
761,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
762,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
763,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
764,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
765,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
766,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
767,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
768,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
769,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
770,Wetland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
771,Wetland,Bareland,Water,Water,Water,NULL,NULL,Water
772,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
773,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
774,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
775,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
776,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
777,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
778,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
779,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
780,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
781,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
782,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
783,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
784,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
785,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
786,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
787,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
788,Wetland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
789,Wetland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
790,Wetland,Water,Water,NULL,Water,NULL,NULL,Grassland
791,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
792,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Wetland
793,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Water
794,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Forest
795,Wetland,Water,Water,Water,Water,NULL,NULL,Grassland
796,Wetland,Water,Water,Water,Water,NULL,NULL,Wetland
797,Wetland,Water,Water,Water,Water,NULL,NULL,Water
798,Wetland,Water,Water,Water,Water,NULL,NULL,Forest
799,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
800,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
801,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
802,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
803,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
804,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
805,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
806,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
807,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
808,Wetland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
809,Wetland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
810,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
811,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
812,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
813,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
814,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
815,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
816,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
817,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
818,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Cropland
819,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
820,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
821,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
822,Wetland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
823,Wetland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
824,Wetland,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
825,Wetland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
826,Wetland,Forest,Water,Water,Water,NULL,NULL,NULL
827,Wetland,Forest,Water,Water,Water,NULL,NULL,Grassland
828,Wetland,Forest,Water,Water,Water,NULL,NULL,Cropland
829,Wetland,Forest,Water,Water,Water,NULL,NULL,Wetland
830,Wetland,Forest,Water,Water,Water,NULL,NULL,Water
831,Wetland,Forest,Water,Water,Water,NULL,NULL,Forest
832,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
833,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
834,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
835,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
836,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
837,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
838,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,NULL
839,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
840,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
841,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
842,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
843,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
844,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
845,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
846,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
847,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
848,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
849,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
850,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
851,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
852,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
853,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
854,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
855,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
856,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
857,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
858,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
859,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
860,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
861,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
862,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
863,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
864,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
865,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
866,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
867,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
868,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
869,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
870,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
871,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
872,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
873,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
874,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
875,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
876,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
877,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
878,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
879,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
880,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
881,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
882,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
883,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
884,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
885,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
886,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
887,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
888,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Water
889,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
890,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
891,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
892,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
893,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
894,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
895,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
896,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
897,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
898,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
899,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
900,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
901,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
902,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
903,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
904,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
905,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
906,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
907,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
908,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
909,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
910,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
911,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
912,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
913,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
914,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
915,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
916,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
917,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
918,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
919,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
920,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
921,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
922,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
923,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
924,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
925,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
926,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Forest
927,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
928,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Cropland
929,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
930,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
931,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
932,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
933,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
934,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
935,Bareland,Bareland,Water,Water,Water,NULL,NULL,Forest
936,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
937,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
938,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
939,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
940,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
941,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
942,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
943,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
944,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
945,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
946,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
947,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
948,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
949,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
950,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
951,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
952,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
953,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
954,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
955,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
956,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
957,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
958,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
959,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
960,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
961,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
962,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
963,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
964,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
965,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
966,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
967,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
968,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
969,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Wetland
970,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
971,Bareland,Water,Water,Water,Water,NULL,NULL,Wetland
972,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
973,Bareland,Water,Water,Water,Water,NULL,NULL,Water
974,Bareland,Water,Water,Water,Water,NULL,NULL,Forest
975,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
976,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
977,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
978,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
979,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
980,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
981,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
982,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
983,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
984,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
985,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
986,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
987,Bareland,Forest,Water,Water,Water,NULL,NULL,Wetland
988,Bareland,Forest,Water,Water,Water,NULL,NULL,Water
989,Bareland,Forest,Water,Water,Water,NULL,NULL,Forest
990,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
991,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
992,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
993,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
994,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
995,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
996,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
997,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
998,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
999,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1000,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1001,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1002,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1003,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1004,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1005,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1006,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1007,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1008,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1009,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1010,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1011,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1012,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1013,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1014,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1015,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1016,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1017,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1018,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1019,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1020,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1021,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1022,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1023,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1024,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1025,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1026,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1027,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1028,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1029,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1030,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1031,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1032,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1033,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1034,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1035,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1036,Water,NULL,Water,NULL,Water,NULL,NULL,Wetland
1037,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
1038,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1039,Water,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1040,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
1041,Water,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1042,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
1043,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
1044,Water,NULL,Water,Water,Water,NULL,NULL,Water
1045,Water,NULL,Water,Water,Water,NULL,NULL,Forest
1046,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1047,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1048,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1049,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1050,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1051,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1052,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1053,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1054,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
