Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KHF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KHF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KHF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KHF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KHF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KHF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KHF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KHF_M_R
13467,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
13468,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Water
13469,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Forest
13470,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Water
13471,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
13472,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
13473,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,NULL
13474,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
13475,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
13476,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Wetland
13477,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Bareland
13478,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
13479,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
13480,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Cropland
13481,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Bareland
13482,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
13483,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Cropland
13484,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Bareland
13485,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Bareland,Water
13486,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
13487,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Cropland
13488,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
13489,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
13490,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Water
13491,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
13492,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest,Water,Forest
13493,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
13494,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
13495,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
13496,Water,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
13497,Water,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Bareland
13498,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
13499,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water,Water
13500,Water,NULL,Cropland,Water,Non_Wetland,NULL,Forest,Grassland
13501,Water,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Grassland
13502,Water,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Water
13503,Water,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Water
13504,Water,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,Water
13505,Water,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
13506,Water,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Cropland
13507,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Shrubland,Grassland
13508,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Bareland
13509,Water,NULL,Cropland,Water,Non_Wetland,Wetland,Water,Water
13510,Water,NULL,Cropland,Water,Non_Wetland,Wetland,Forest,Water
13511,Water,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
13512,Water,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Water
13513,Water,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Forest
13514,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
13515,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Water
13516,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
13517,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
13518,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Water
13519,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Forest
13520,Water,NULL,Cropland,Water,Non_Wetland,Water,NULL,Grassland
13521,Water,NULL,Cropland,Water,Non_Wetland,Water,NULL,Wetland
13522,Water,NULL,Cropland,Water,Non_Wetland,Water,NULL,Bareland
13523,Water,NULL,Cropland,Water,Non_Wetland,Water,NULL,Water
13524,Water,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
13525,Water,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Bareland
13526,Water,NULL,Cropland,Water,Non_Wetland,Water,Wetland,Water
13527,Water,NULL,Cropland,Water,Non_Wetland,Water,Bareland,Grassland
13528,Water,NULL,Cropland,Water,Non_Wetland,Water,Bareland,Water
13529,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Grassland
13530,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Cropland
13531,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Wetland
13532,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Bareland
13533,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
13534,Water,NULL,Cropland,Water,Non_Wetland,Water,Forest,Water
13535,Water,NULL,Cropland,Water,Non_Wetland,Forest,Water,Water
13536,Water,NULL,Cropland,Water,Non_Wetland,Forest,Forest,Water
13537,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
13538,Water,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
13539,Water,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
13540,Water,NULL,Wetland,NULL,Wetland,Shrubland,Water,Grassland
13541,Water,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
13542,Water,NULL,Wetland,NULL,Wetland,Grassland,NULL,Cropland
13543,Water,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Water
13544,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,NULL
13545,Water,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
13546,Water,NULL,Wetland,NULL,Wetland,Water,NULL,Cropland
13547,Water,NULL,Wetland,NULL,Wetland,Water,Bareland,Water
13548,Water,NULL,Wetland,NULL,Wetland,Water,Water,NULL
13549,Water,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
13550,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
13551,Water,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
13552,Water,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
13553,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
13554,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
13555,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
13556,Water,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
13557,Water,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
13558,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
13559,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Cropland
13560,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Water
13561,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,NULL
13562,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
13563,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
13564,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,NULL
13565,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
13566,Water,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
13567,Water,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
13568,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
13569,Water,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
13570,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Shrubland,Water
13571,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
13572,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
13573,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Forest
13574,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
13575,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Cropland
13576,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
13577,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Bareland
13578,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Water
13579,Water,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
13580,Water,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Cropland
13581,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Cropland
13582,Water,NULL,Wetland,Non_Water,Wetland,Water,Bareland,Water
13583,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
13584,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Cropland
13585,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
13586,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Bareland
13587,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
13588,Water,NULL,Wetland,Non_Water,Wetland,Water,Forest,Grassland
13589,Water,NULL,Wetland,Non_Water,Wetland,Water,Forest,Wetland
13590,Water,NULL,Wetland,Non_Water,Wetland,Water,Forest,Water
13591,Water,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Cropland
13592,Water,NULL,Wetland,Non_Water,Wetland,Forest,Water,Grassland
13593,Water,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Forest
13594,Water,NULL,Wetland,Water,Wetland,NULL,Grassland,Grassland
13595,Water,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
13596,Water,NULL,Wetland,Water,Wetland,NULL,Water,Water
13597,Water,NULL,Wetland,Water,Wetland,Shrubland,NULL,NULL
13598,Water,NULL,Wetland,Water,Wetland,Shrubland,NULL,Grassland
13599,Water,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
13600,Water,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
13601,Water,NULL,Wetland,Water,Wetland,Shrubland,Water,Grassland
13602,Water,NULL,Wetland,Water,Wetland,Shrubland,Water,Bareland
13603,Water,NULL,Wetland,Water,Wetland,Shrubland,Water,Water
13604,Water,NULL,Wetland,Water,Wetland,Shrubland,Water,Forest
13605,Water,NULL,Wetland,Water,Wetland,Shrubland,Forest,Grassland
13606,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Water
13607,Water,NULL,Wetland,Water,Wetland,Bareland,NULL,Water
13608,Water,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
13609,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
13610,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
13611,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
13612,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Water
13613,Water,NULL,Wetland,Water,Wetland,Water,NULL,NULL
13614,Water,NULL,Wetland,Water,Wetland,Water,NULL,Grassland
13615,Water,NULL,Wetland,Water,Wetland,Water,NULL,Cropland
13616,Water,NULL,Wetland,Water,Wetland,Water,NULL,Wetland
13617,Water,NULL,Wetland,Water,Wetland,Water,NULL,Bareland
13618,Water,NULL,Wetland,Water,Wetland,Water,NULL,Water
13619,Water,NULL,Wetland,Water,Wetland,Water,Shrubland,Wetland
13620,Water,NULL,Wetland,Water,Wetland,Water,Bareland,Grassland
13621,Water,NULL,Wetland,Water,Wetland,Water,Bareland,Cropland
13622,Water,NULL,Wetland,Water,Wetland,Water,Bareland,Bareland
13623,Water,NULL,Wetland,Water,Wetland,Water,Bareland,Water
13624,Water,NULL,Wetland,Water,Wetland,Water,Water,NULL
13625,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
13626,Water,NULL,Wetland,Water,Wetland,Water,Water,Cropland
13627,Water,NULL,Wetland,Water,Wetland,Water,Water,Wetland
13628,Water,NULL,Wetland,Water,Wetland,Water,Water,Bareland
13629,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
13630,Water,NULL,Wetland,Water,Wetland,Water,Water,Forest
13631,Water,NULL,Wetland,Water,Wetland,Water,Forest,Wetland
13632,Water,NULL,Wetland,Water,Wetland,Water,Forest,Water
13633,Water,NULL,Wetland,Water,Wetland,Forest,NULL,Forest
13634,Water,NULL,Wetland,Water,Wetland,Forest,Grassland,Grassland
13635,Water,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
13636,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Water
13637,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Water
13638,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Water
13639,Water,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Grassland
13640,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
13641,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,NULL,Grassland
13642,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
13643,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Bareland,Water
13644,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
13645,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
13646,Water,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Water
13647,Water,NULL,Bareland,Water,Non_Wetland,Water,NULL,Water
13648,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Bareland
13649,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
13650,Water,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Bareland
13651,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
13652,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
13653,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
13654,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
13655,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
13656,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
13657,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
13658,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
13659,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
13660,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
13661,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
13662,Water,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
13663,Water,NULL,Built-up,NULL,Non_Wetland,Water,NULL,Grassland
13664,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Shrubland,Built-up
13665,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
13666,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
13667,Water,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
13668,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
13669,Water,NULL,Water,NULL,Water,NULL,NULL,Cropland
13670,Water,NULL,Water,NULL,Water,NULL,NULL,Water
13671,Water,NULL,Water,NULL,Water,NULL,Shrubland,Grassland
13672,Water,NULL,Water,NULL,Water,NULL,Grassland,Grassland
13673,Water,NULL,Water,NULL,Water,NULL,Grassland,Cropland
13674,Water,NULL,Water,NULL,Water,NULL,Grassland,Water
13675,Water,NULL,Water,NULL,Water,NULL,Grassland,Forest
13676,Water,NULL,Water,NULL,Water,NULL,Water,Grassland
13677,Water,NULL,Water,NULL,Water,NULL,Water,Water
13678,Water,NULL,Water,NULL,Water,Shrubland,NULL,NULL
13679,Water,NULL,Water,NULL,Water,Shrubland,NULL,Grassland
13680,Water,NULL,Water,NULL,Water,Shrubland,NULL,Cropland
13681,Water,NULL,Water,NULL,Water,Shrubland,NULL,Water
13682,Water,NULL,Water,NULL,Water,Shrubland,Shrubland,Water
13683,Water,NULL,Water,NULL,Water,Shrubland,Grassland,Grassland
13684,Water,NULL,Water,NULL,Water,Shrubland,Grassland,Water
13685,Water,NULL,Water,NULL,Water,Shrubland,Wetland,Grassland
13686,Water,NULL,Water,NULL,Water,Shrubland,Water,Water
13687,Water,NULL,Water,NULL,Water,Grassland,NULL,Grassland
13688,Water,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
13689,Water,NULL,Water,NULL,Water,Grassland,Water,Bareland
13690,Water,NULL,Water,NULL,Water,Wetland,NULL,Water
13691,Water,NULL,Water,NULL,Water,Wetland,NULL,Forest
13692,Water,NULL,Water,NULL,Water,Wetland,Water,Grassland
13693,Water,NULL,Water,NULL,Water,Wetland,Water,Water
13694,Water,NULL,Water,NULL,Water,Wetland,Forest,Water
13695,Water,NULL,Water,NULL,Water,Bareland,NULL,Grassland
13696,Water,NULL,Water,NULL,Water,Bareland,NULL,Water
13697,Water,NULL,Water,NULL,Water,Bareland,Shrubland,Water
13698,Water,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
13699,Water,NULL,Water,NULL,Water,Bareland,Grassland,Bareland
13700,Water,NULL,Water,NULL,Water,Bareland,Grassland,Water
13701,Water,NULL,Water,NULL,Water,Bareland,Bareland,Water
13702,Water,NULL,Water,NULL,Water,Bareland,Water,Grassland
13703,Water,NULL,Water,NULL,Water,Bareland,Water,Water
13704,Water,NULL,Water,NULL,Water,Bareland,Forest,Grassland
13705,Water,NULL,Water,NULL,Water,Bareland,Forest,Water
13706,Water,NULL,Water,NULL,Water,Bareland,Forest,Forest
13707,Water,NULL,Water,NULL,Water,Water,NULL,Grassland
13708,Water,NULL,Water,NULL,Water,Water,NULL,Cropland
13709,Water,NULL,Water,NULL,Water,Water,NULL,Water
13710,Water,NULL,Water,NULL,Water,Water,Shrubland,Bareland
13711,Water,NULL,Water,NULL,Water,Water,Shrubland,Water
13712,Water,NULL,Water,NULL,Water,Water,Grassland,Grassland
13713,Water,NULL,Water,NULL,Water,Water,Grassland,Bareland
13714,Water,NULL,Water,NULL,Water,Water,Water,Grassland
13715,Water,NULL,Water,NULL,Water,Water,Water,Bareland
13716,Water,NULL,Water,NULL,Water,Water,Water,Water
13717,Water,NULL,Water,NULL,Water,Water,Forest,Grassland
13718,Water,NULL,Water,NULL,Water,Water,Forest,Bareland
13719,Water,NULL,Water,NULL,Water,Water,Forest,Water
13720,Water,NULL,Water,NULL,Water,Water,Forest,Forest
13721,Water,NULL,Water,NULL,Water,Forest,NULL,Forest
13722,Water,NULL,Water,NULL,Water,Forest,Grassland,NULL
13723,Water,NULL,Water,NULL,Water,Forest,Grassland,Forest
13724,Water,NULL,Water,NULL,Water,Forest,Forest,NULL
13725,Water,NULL,Water,NULL,Water,Forest,Forest,Forest
13726,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
13727,Water,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
13728,Water,NULL,Water,Non_Water,Water,NULL,NULL,Forest
13729,Water,NULL,Water,Non_Water,Water,NULL,Shrubland,Grassland
13730,Water,NULL,Water,Non_Water,Water,NULL,Grassland,Grassland
13731,Water,NULL,Water,Non_Water,Water,NULL,Water,Grassland
13732,Water,NULL,Water,Non_Water,Water,NULL,Forest,Grassland
13733,Water,NULL,Water,Non_Water,Water,Shrubland,NULL,Grassland
13734,Water,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Grassland
13735,Water,NULL,Water,Non_Water,Water,Shrubland,Grassland,Grassland
13736,Water,NULL,Water,Non_Water,Water,Shrubland,Water,Bareland
13737,Water,NULL,Water,Non_Water,Water,Wetland,NULL,Grassland
13738,Water,NULL,Water,Non_Water,Water,Wetland,NULL,Wetland
13739,Water,NULL,Water,Non_Water,Water,Wetland,NULL,Water
13740,Water,NULL,Water,Non_Water,Water,Wetland,Shrubland,Grassland
13741,Water,NULL,Water,Non_Water,Water,Wetland,Grassland,Grassland
13742,Water,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
13743,Water,NULL,Water,Non_Water,Water,Wetland,Water,Water
13744,Water,NULL,Water,Non_Water,Water,Bareland,NULL,Bareland
13745,Water,NULL,Water,Non_Water,Water,Bareland,NULL,Water
13746,Water,NULL,Water,Non_Water,Water,Bareland,Grassland,Grassland
13747,Water,NULL,Water,Non_Water,Water,Bareland,Grassland,Bareland
13748,Water,NULL,Water,Non_Water,Water,Bareland,Grassland,Water
13749,Water,NULL,Water,Non_Water,Water,Bareland,Bareland,Grassland
13750,Water,NULL,Water,Non_Water,Water,Bareland,Water,Grassland
13751,Water,NULL,Water,Non_Water,Water,Bareland,Water,Water
13752,Water,NULL,Water,Non_Water,Water,Water,NULL,NULL
13753,Water,NULL,Water,Non_Water,Water,Water,NULL,Grassland
13754,Water,NULL,Water,Non_Water,Water,Water,NULL,Cropland
13755,Water,NULL,Water,Non_Water,Water,Water,NULL,Wetland
13756,Water,NULL,Water,Non_Water,Water,Water,NULL,Bareland
13757,Water,NULL,Water,Non_Water,Water,Water,NULL,Water
13758,Water,NULL,Water,Non_Water,Water,Water,NULL,Forest
13759,Water,NULL,Water,Non_Water,Water,Water,Shrubland,Grassland
13760,Water,NULL,Water,Non_Water,Water,Water,Shrubland,Wetland
13761,Water,NULL,Water,Non_Water,Water,Water,Shrubland,Bareland
13762,Water,NULL,Water,Non_Water,Water,Water,Shrubland,Water
13763,Water,NULL,Water,Non_Water,Water,Water,Grassland,Grassland
13764,Water,NULL,Water,Non_Water,Water,Water,Grassland,Cropland
13765,Water,NULL,Water,Non_Water,Water,Water,Bareland,Grassland
13766,Water,NULL,Water,Non_Water,Water,Water,Bareland,Water
13767,Water,NULL,Water,Non_Water,Water,Water,Water,Grassland
13768,Water,NULL,Water,Non_Water,Water,Water,Water,Cropland
13769,Water,NULL,Water,Non_Water,Water,Water,Water,Wetland
13770,Water,NULL,Water,Non_Water,Water,Water,Water,Bareland
13771,Water,NULL,Water,Non_Water,Water,Water,Water,Water
13772,Water,NULL,Water,Non_Water,Water,Water,Water,Forest
13773,Water,NULL,Water,Non_Water,Water,Water,Forest,Grassland
13774,Water,NULL,Water,Non_Water,Water,Water,Forest,Water
13775,Water,NULL,Water,Non_Water,Water,Forest,NULL,Forest
13776,Water,NULL,Water,Non_Water,Water,Forest,Grassland,Grassland
13777,Water,NULL,Water,Non_Water,Water,Forest,Grassland,Forest
13778,Water,NULL,Water,Non_Water,Water,Forest,Water,Forest
13779,Water,NULL,Water,Non_Water,Water,Forest,Forest,Forest
13780,Water,NULL,Water,Water,Water,NULL,NULL,Cropland
13781,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
13782,Water,NULL,Water,Water,Water,NULL,Grassland,Grassland
13783,Water,NULL,Water,Water,Water,NULL,Grassland,Bareland
13784,Water,NULL,Water,Water,Water,NULL,Water,NULL
13785,Water,NULL,Water,Water,Water,NULL,Water,Grassland
13786,Water,NULL,Water,Water,Water,NULL,Water,Water
13787,Water,NULL,Water,Water,Water,NULL,Water,Forest
13788,Water,NULL,Water,Water,Water,Shrubland,Shrubland,NULL
13789,Water,NULL,Water,Water,Water,Shrubland,Grassland,Grassland
13790,Water,NULL,Water,Water,Water,Shrubland,Water,Grassland
13791,Water,NULL,Water,Water,Water,Shrubland,Water,Water
13792,Water,NULL,Water,Water,Water,Grassland,Grassland,Water
13793,Water,NULL,Water,Water,Water,Wetland,NULL,Grassland
13794,Water,NULL,Water,Water,Water,Wetland,NULL,Wetland
13795,Water,NULL,Water,Water,Water,Wetland,NULL,Water
13796,Water,NULL,Water,Water,Water,Wetland,Water,Grassland
13797,Water,NULL,Water,Water,Water,Wetland,Water,Water
13798,Water,NULL,Water,Water,Water,Bareland,NULL,Grassland
13799,Water,NULL,Water,Water,Water,Bareland,NULL,Water
13800,Water,NULL,Water,Water,Water,Bareland,Shrubland,Grassland
13801,Water,NULL,Water,Water,Water,Bareland,Water,Grassland
13802,Water,NULL,Water,Water,Water,Bareland,Water,Water
13803,Water,NULL,Water,Water,Water,Bareland,Forest,Water
13804,Water,NULL,Water,Water,Water,Water,NULL,Grassland
13805,Water,NULL,Water,Water,Water,Water,NULL,Cropland
13806,Water,NULL,Water,Water,Water,Water,NULL,Wetland
13807,Water,NULL,Water,Water,Water,Water,NULL,Bareland
13808,Water,NULL,Water,Water,Water,Water,NULL,Water
13809,Water,NULL,Water,Water,Water,Water,Shrubland,Wetland
13810,Water,NULL,Water,Water,Water,Water,Shrubland,Bareland
13811,Water,NULL,Water,Water,Water,Water,Shrubland,Water
13812,Water,NULL,Water,Water,Water,Water,Grassland,Water
13813,Water,NULL,Water,Water,Water,Water,Bareland,Wetland
13814,Water,NULL,Water,Water,Water,Water,Bareland,Water
13815,Water,NULL,Water,Water,Water,Water,Water,Grassland
13816,Water,NULL,Water,Water,Water,Water,Water,Cropland
13817,Water,NULL,Water,Water,Water,Water,Water,Wetland
13818,Water,NULL,Water,Water,Water,Water,Water,Water
13819,Water,NULL,Water,Water,Water,Water,Water,Forest
13820,Water,NULL,Water,Water,Water,Forest,NULL,Water
13821,Water,NULL,Water,Water,Water,Forest,Water,Water
13822,Water,NULL,Water,Water,Water,Forest,Water,Forest
13823,Water,NULL,Water,Water,Water,Forest,Forest,Forest
13824,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
13825,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
13826,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
13827,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
13828,Water,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
13829,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
13830,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Water
13831,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
13832,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water,Water
13833,Water,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
13834,Water,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
13835,Water,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
13836,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
13837,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
13838,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Water
13839,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
13840,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
13841,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
13842,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
13843,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
