Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KVP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KVP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KVP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KVP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KVP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KVP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KVP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KVP_M_R
689,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Forest
690,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
691,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
692,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Water
693,Grassland,Cropland,Water,Water,Water,NULL,NULL,Grassland
694,Grassland,Cropland,Water,Water,Water,NULL,NULL,Wetland
695,Grassland,Cropland,Water,Water,Water,NULL,NULL,Water
696,Grassland,Cropland,Water,Water,Water,NULL,NULL,Forest
697,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
698,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
699,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
700,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
701,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
702,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
703,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
704,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
705,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
706,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
707,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
708,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
709,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
710,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
711,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
712,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
713,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
714,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
715,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
716,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
717,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
718,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
719,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
720,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
721,Grassland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
722,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
723,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
724,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
725,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
726,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
727,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
728,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
729,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
730,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
731,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
732,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
733,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
734,Grassland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
735,Grassland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Water
736,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
737,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
738,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
739,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
740,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
741,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
742,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
743,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
744,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
745,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,NULL
746,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
747,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Cropland
748,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
749,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
750,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
751,Grassland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
752,Grassland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
753,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
754,Grassland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
755,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
756,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Water
757,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Forest
758,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,NULL
759,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
760,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
761,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
762,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
763,Grassland,Wetland,Water,Water,Water,NULL,NULL,Wetland
764,Grassland,Wetland,Water,Water,Water,NULL,NULL,Water
765,Grassland,Wetland,Water,Water,Water,NULL,NULL,Forest
766,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
767,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
768,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
769,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
770,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
771,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
772,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
773,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
774,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
775,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
776,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
777,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
778,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
779,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
780,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
781,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
782,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
783,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
784,Grassland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
785,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
786,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
787,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Water
788,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
789,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
790,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
791,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
792,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
793,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
794,Grassland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
795,Grassland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
796,Grassland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Wetland
797,Grassland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
798,Grassland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
799,Grassland,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
800,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
801,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
802,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
803,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
804,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
805,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
806,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
807,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
808,Grassland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
809,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
810,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
811,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
812,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
813,Grassland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
814,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
815,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
816,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
817,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
818,Grassland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
819,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
820,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
821,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
822,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
823,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
824,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
825,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
826,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
827,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
828,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
829,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Water
830,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
831,Grassland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
832,Grassland,Water,Water,NULL,Water,NULL,NULL,Grassland
833,Grassland,Water,Water,NULL,Water,NULL,NULL,Water
834,Grassland,Water,Water,NULL,Water,NULL,NULL,Forest
835,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
836,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Forest
837,Grassland,Water,Water,Water,Water,NULL,NULL,Grassland
838,Grassland,Water,Water,Water,Water,NULL,NULL,Wetland
839,Grassland,Water,Water,Water,Water,NULL,NULL,Water
840,Grassland,Water,Water,Water,Water,NULL,NULL,Forest
841,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
842,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
843,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
844,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
845,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
846,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
847,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
848,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
849,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
850,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
851,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
852,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
853,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
854,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
855,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
856,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
857,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
858,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
859,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
860,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
861,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
862,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
863,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
864,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
865,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Cropland
866,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
867,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
868,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
869,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
870,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
871,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
872,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
873,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
874,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
875,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,NULL
876,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
877,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Cropland
878,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
879,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
880,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
881,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
882,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
883,Grassland,Forest,Water,NULL,Water,NULL,NULL,Grassland
884,Grassland,Forest,Water,NULL,Water,NULL,NULL,Forest
885,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
886,Grassland,Forest,Water,Water,Water,NULL,NULL,Wetland
887,Grassland,Forest,Water,Water,Water,NULL,NULL,Water
888,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
889,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
890,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
891,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
892,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
893,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
894,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
895,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
896,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
897,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
898,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
899,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
900,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
901,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
902,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
903,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
904,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
905,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
906,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
907,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
908,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
909,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
910,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
911,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
912,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
913,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
914,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
915,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
916,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
917,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
918,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
919,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
920,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
921,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
922,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
923,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
924,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
925,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
926,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
927,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
928,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
929,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
930,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
931,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
932,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
933,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
934,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
935,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
936,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
937,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
938,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
939,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
940,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
941,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
942,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
943,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
944,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
945,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
946,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
947,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
948,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
949,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
950,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
951,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
952,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
953,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
954,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
955,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
956,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
957,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
958,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
959,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
960,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
961,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
962,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
963,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
964,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
965,Cropland,NULL,Water,NULL,Water,NULL,NULL,Bareland
966,Cropland,NULL,Water,NULL,Water,NULL,NULL,Water
967,Cropland,NULL,Water,NULL,Water,NULL,NULL,Forest
968,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
969,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
970,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Water
971,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
972,Cropland,NULL,Water,Water,Water,NULL,NULL,Grassland
973,Cropland,NULL,Water,Water,Water,NULL,NULL,Wetland
974,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
975,Cropland,NULL,Water,Water,Water,NULL,NULL,Forest
976,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
977,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
978,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
979,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
980,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
981,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
982,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
983,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
984,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
985,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
986,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
987,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
988,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
989,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
990,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
991,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
992,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
993,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
994,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
995,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
996,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
997,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
998,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
999,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1000,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1001,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1002,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1003,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1004,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1005,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1006,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1007,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1008,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1009,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1010,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1011,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1012,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1013,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1014,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1015,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1016,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1017,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1018,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1019,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1020,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1021,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1022,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1023,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1024,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1025,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1026,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1027,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1028,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1029,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1030,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1031,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1032,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1033,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1034,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
