Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LXR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LXR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LXR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LXR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LXR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LXR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18LXR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LXR_M_R
342,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
343,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
344,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
345,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
346,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
347,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
348,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
349,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
350,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
351,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
352,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
353,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
354,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
355,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
356,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
357,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
358,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
359,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
360,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
361,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
362,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
363,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
364,Grassland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
365,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
366,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
367,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
368,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
369,Grassland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
370,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
371,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
372,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Water
373,Grassland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
374,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
375,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
376,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
377,Grassland,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
378,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
379,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
380,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
381,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
382,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
383,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
384,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
385,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
386,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
387,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
388,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
389,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
390,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
391,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
392,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
393,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
394,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
395,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
396,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
397,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
398,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
399,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
400,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
401,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
402,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
403,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
404,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
405,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
406,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
407,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
408,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
409,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
410,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
411,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
412,Cropland,NULL,Water,NULL,Water,NULL,NULL,Forest
413,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
414,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
415,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
416,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
417,Cropland,NULL,Water,Water,Water,NULL,NULL,Forest
418,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
419,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
420,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
421,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
422,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
423,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
424,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
425,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
426,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
427,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
428,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
429,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
430,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
431,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
432,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
433,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
434,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
435,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
436,Cropland,Bareland,Water,Water,Water,NULL,NULL,Water
437,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
438,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
439,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
440,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
441,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
442,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
443,Cropland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
444,Cropland,Water,Water,NULL,Water,NULL,NULL,Grassland
445,Cropland,Water,Water,NULL,Water,NULL,NULL,Water
446,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
447,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
448,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Water
449,Cropland,Water,Water,Water,Water,NULL,NULL,Water
450,Cropland,Water,Water,Water,Water,NULL,NULL,Forest
451,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
452,Cropland,Water,Forest,NULL,Non_Wetland,Water,Forest,Bareland
453,Cropland,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
454,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
455,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
456,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
457,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
458,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
459,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
460,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
461,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
462,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
463,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
464,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
465,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
466,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
467,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
468,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
469,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
470,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
471,Cropland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
472,Cropland,Forest,Water,NULL,Water,Grassland,Wetland,Forest
473,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Water
474,Cropland,Forest,Water,Water,Water,NULL,NULL,Water
475,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
476,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
477,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
478,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
479,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
480,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
481,Cropland,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
482,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
483,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
484,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
485,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
486,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
487,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
488,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
489,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
490,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
491,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
492,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
493,Wetland,Water,Water,Water,Water,NULL,NULL,Water
494,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
495,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
496,Wetland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
497,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
498,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
499,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
500,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
501,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
502,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
503,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
504,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
505,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
506,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
507,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
508,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
509,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
510,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
511,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
512,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
513,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
514,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
515,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
516,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
517,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Water
518,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
519,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
520,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
521,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
522,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
523,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
524,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
525,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
526,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
527,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
528,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
529,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
530,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
531,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
532,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
533,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
534,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
535,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
536,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
537,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
538,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
539,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
540,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
541,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
542,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
543,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
544,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
545,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
546,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
547,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
548,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
549,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
550,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
551,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
552,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
553,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
554,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
555,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
556,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
557,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
558,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
559,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
560,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
561,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
562,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
563,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
564,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
565,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
566,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
567,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
568,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
569,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
570,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
571,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
572,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
573,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
574,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
575,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
576,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
577,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
578,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
579,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
580,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
581,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
582,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
583,Bareland,Bareland,Water,Water,Water,NULL,NULL,Forest
584,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
585,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
586,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
587,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
588,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
589,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
590,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
591,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
592,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
593,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
594,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
595,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
596,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
597,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
598,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
599,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
600,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
601,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
602,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
603,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
604,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
605,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
606,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
607,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
608,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
609,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
610,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
611,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
612,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
613,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
614,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
615,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
616,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
617,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
618,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
619,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
620,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
621,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
622,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
623,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
624,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
625,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
626,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
627,Bareland,Water,Grassland,Water,Non_Wetland,Water,Water,Bareland
628,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
629,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
630,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
631,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
632,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
633,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
634,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
635,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
636,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
637,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
638,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
639,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
640,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
641,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
642,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
643,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
644,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
645,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
646,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
647,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
648,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
649,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
650,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
651,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
652,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
653,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
654,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
655,Bareland,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
656,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
657,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
658,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
659,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
660,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
661,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
662,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
663,Bareland,Water,Water,NULL,Water,NULL,NULL,Grassland
664,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
665,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
666,Bareland,Water,Water,NULL,Water,NULL,NULL,Forest
667,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
668,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
669,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
670,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Forest
671,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
672,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
673,Bareland,Water,Water,Water,Water,NULL,NULL,Water
674,Bareland,Water,Water,Water,Water,NULL,NULL,Forest
675,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
676,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
677,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
678,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
679,Bareland,Water,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
680,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
681,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
682,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
683,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
684,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
685,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
686,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
687,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
688,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
689,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
