Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MYB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MYB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MYB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MYB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MYB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18MYB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18MYB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MYB_M_R
347,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
348,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
349,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
350,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
351,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
352,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
353,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
354,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
355,Grassland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
356,Grassland,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
357,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
358,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
359,Grassland,Wetland,Water,Water,Water,NULL,NULL,Grassland
360,Grassland,Wetland,Water,Water,Water,NULL,NULL,Water
361,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
362,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
363,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
364,Grassland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
365,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
366,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
367,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
368,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
369,Grassland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
370,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
371,Grassland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
372,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
373,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
374,Grassland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
375,Grassland,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
376,Grassland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
377,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
378,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
379,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
380,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
381,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
382,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
383,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
384,Grassland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
385,Grassland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
386,Grassland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
387,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
388,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
389,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
390,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
391,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
392,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
393,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
394,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
395,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Water
396,Grassland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
397,Grassland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
398,Grassland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
399,Grassland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
400,Grassland,Water,Water,NULL,Water,NULL,NULL,Grassland
401,Grassland,Water,Water,NULL,Water,NULL,NULL,Water
402,Grassland,Water,Water,NULL,Water,NULL,NULL,Forest
403,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
404,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Water
405,Grassland,Water,Water,Water,Water,NULL,NULL,Grassland
406,Grassland,Water,Water,Water,Water,NULL,NULL,Wetland
407,Grassland,Water,Water,Water,Water,NULL,NULL,Water
408,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
409,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
410,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
411,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
412,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
413,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
414,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
415,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
416,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
417,Grassland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
418,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
419,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
420,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
421,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
422,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
423,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
424,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
425,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
426,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
427,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
428,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
429,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
430,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
431,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
432,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
433,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
434,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
435,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
436,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
437,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
438,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
439,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
440,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
441,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
442,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
443,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
444,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
445,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
446,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
447,Grassland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
448,Grassland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
449,Grassland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
450,Grassland,Forest,Water,NULL,Water,NULL,NULL,Grassland
451,Grassland,Forest,Water,NULL,Water,NULL,NULL,Forest
452,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
453,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
454,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Water
455,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
456,Grassland,Forest,Water,Water,Water,NULL,NULL,Grassland
457,Grassland,Forest,Water,Water,Water,NULL,NULL,Wetland
458,Grassland,Forest,Water,Water,Water,NULL,NULL,Water
459,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
460,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
461,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
462,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
463,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
464,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
465,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
466,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
467,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
468,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
469,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
470,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
471,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
472,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
473,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
474,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
475,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
476,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
477,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
478,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
479,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
480,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
481,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
482,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
483,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
484,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
485,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
486,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
487,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
488,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
489,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
490,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
491,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
492,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
493,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
494,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
495,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
496,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
497,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
498,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
499,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
500,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
501,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
502,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
503,Cropland,NULL,Water,NULL,Water,NULL,NULL,Water
504,Cropland,NULL,Water,NULL,Water,NULL,NULL,Forest
505,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
506,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Water
507,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
508,Cropland,NULL,Water,Water,Water,NULL,NULL,Grassland
509,Cropland,NULL,Water,Water,Water,NULL,NULL,Wetland
510,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
511,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
512,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
513,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
514,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
515,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
516,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
517,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
518,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
519,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
520,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
521,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
522,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
523,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
524,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
525,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
526,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
527,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
528,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
529,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
530,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
531,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
532,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
533,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
534,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Water
535,Cropland,Cropland,Water,Water,Water,NULL,NULL,Grassland
536,Cropland,Cropland,Water,Water,Water,NULL,NULL,Water
537,Cropland,Cropland,Water,Water,Water,NULL,NULL,Forest
538,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
539,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
540,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
541,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
542,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
543,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
544,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
545,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
546,Cropland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
547,Cropland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
548,Cropland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
549,Cropland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
550,Cropland,Wetland,Water,Water,Water,NULL,NULL,Water
551,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
552,Cropland,Bareland,Water,Water,Water,NULL,NULL,Water
553,Cropland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
554,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
555,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
556,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
557,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
558,Cropland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
559,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
560,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
561,Cropland,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
562,Cropland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
563,Cropland,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
564,Cropland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Water
565,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
566,Cropland,Built-up,Water,Water,Water,NULL,NULL,Water
567,Cropland,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Water
568,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
569,Cropland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
570,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
571,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
572,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
573,Cropland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
574,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
575,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
576,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
577,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
578,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
579,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
580,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
581,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
582,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Water
583,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
584,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
585,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
586,Cropland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
587,Cropland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
588,Cropland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
589,Cropland,Water,Water,NULL,Water,NULL,NULL,Water
590,Cropland,Water,Water,NULL,Water,NULL,NULL,Forest
591,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
592,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Water
593,Cropland,Water,Water,Water,Water,NULL,NULL,Grassland
594,Cropland,Water,Water,Water,Water,NULL,NULL,Wetland
595,Cropland,Water,Water,Water,Water,NULL,NULL,Water
596,Cropland,Water,Water,Water,Water,NULL,NULL,Forest
597,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
598,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
599,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
600,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
601,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
602,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
603,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
604,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
605,Cropland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
606,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
607,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
608,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
609,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
610,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
611,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
612,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
613,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
614,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
615,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
616,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
617,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
618,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
619,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
620,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
621,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
622,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
623,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
624,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
625,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
626,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
627,Cropland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
628,Cropland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
629,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
630,Cropland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
631,Cropland,Forest,Water,NULL,Water,NULL,NULL,Grassland
632,Cropland,Forest,Water,NULL,Water,NULL,NULL,Forest
633,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
634,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Water
635,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
636,Cropland,Forest,Water,Water,Water,NULL,NULL,Grassland
637,Cropland,Forest,Water,Water,Water,NULL,NULL,Water
638,Cropland,Forest,Water,Water,Water,NULL,NULL,Forest
639,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
640,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
641,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
642,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
643,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
644,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
645,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
646,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
647,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
648,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
649,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
650,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
651,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
652,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
653,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
654,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
655,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
656,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
657,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
658,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
659,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
660,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
661,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
662,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
663,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
664,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
665,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
666,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
667,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
668,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
669,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
670,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
671,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
672,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
673,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
674,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
675,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
676,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
677,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
678,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
679,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
680,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
681,Wetland,NULL,Water,Water,Water,NULL,NULL,Grassland
682,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
683,Wetland,NULL,Water,Water,Water,NULL,NULL,Forest
684,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
685,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
686,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
687,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
688,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
689,Wetland,Cropland,Water,Water,Water,NULL,NULL,Water
690,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
691,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
692,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
693,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
694,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
695,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
696,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
697,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
698,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
699,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
700,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
