Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KKG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KKG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KKG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KKG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KKG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KKG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KKG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KKG_M_R
2678,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
2679,Water,NULL,Water,NULL,Water,NULL,NULL,NULL
2680,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
2681,Water,NULL,Water,NULL,Water,NULL,NULL,Wetland
2682,Water,NULL,Water,NULL,Water,NULL,NULL,Built-up
2683,Water,NULL,Water,NULL,Water,NULL,NULL,Water
2684,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
2685,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
2686,Water,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
2687,Water,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
2688,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
2689,Water,NULL,Water,Non_Water,Water,NULL,NULL,Forest
2690,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
2691,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
2692,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
2693,Water,NULL,Water,Water,Water,NULL,NULL,Water
2694,Water,NULL,Water,Water,Water,NULL,NULL,Forest
2695,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2696,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2697,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2698,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2699,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2700,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2701,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
2702,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2703,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2704,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2705,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2706,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2707,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2708,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2709,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2710,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2711,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
2712,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
2713,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2714,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
2715,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2716,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
2717,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2718,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2719,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2720,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2721,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2722,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2723,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2724,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2725,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2726,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2727,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
2728,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
2729,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
2730,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2731,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2732,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2733,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2734,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2735,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2736,Water,Cropland,Water,NULL,Water,NULL,NULL,Grassland
2737,Water,Cropland,Water,NULL,Water,NULL,NULL,Water
2738,Water,Cropland,Water,NULL,Water,NULL,NULL,Forest
2739,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
2740,Water,Cropland,Water,Water,Water,NULL,NULL,Bareland
2741,Water,Cropland,Water,Water,Water,NULL,NULL,Water
2742,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2743,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2744,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2745,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2746,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2747,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2748,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2749,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
2750,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
2751,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2752,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2753,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2754,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2755,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
2756,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2757,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2758,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
2759,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2760,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2761,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2762,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2763,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2764,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
2765,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2766,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
2767,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Forest
2768,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2769,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2770,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2771,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2772,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2773,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2774,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2775,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2776,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2777,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2778,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2779,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2780,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2781,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2782,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2783,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2784,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2785,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2786,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2787,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
2788,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2789,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2790,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
2791,Water,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2792,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
2793,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2794,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
2795,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
2796,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
2797,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
2798,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2799,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2800,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2801,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2802,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
2803,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2804,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,NULL
2805,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
2806,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Cropland
2807,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
2808,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
2809,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
2810,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
2811,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2812,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
2813,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2814,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2815,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
2816,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2817,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2818,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2819,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2820,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2821,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2822,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
2823,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
2824,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2825,Water,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2826,Water,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2827,Water,Wetland,Water,NULL,Water,NULL,NULL,Grassland
2828,Water,Wetland,Water,NULL,Water,NULL,NULL,Wetland
2829,Water,Wetland,Water,NULL,Water,NULL,NULL,Bareland
2830,Water,Wetland,Water,NULL,Water,NULL,NULL,Water
2831,Water,Wetland,Water,NULL,Water,NULL,NULL,Forest
2832,Water,Wetland,Water,Non_Water,Water,NULL,NULL,NULL
2833,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
2834,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
2835,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Water
2836,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
2837,Water,Wetland,Water,Water,Water,NULL,NULL,NULL
2838,Water,Wetland,Water,Water,Water,NULL,NULL,Grassland
2839,Water,Wetland,Water,Water,Water,NULL,NULL,Cropland
2840,Water,Wetland,Water,Water,Water,NULL,NULL,Wetland
2841,Water,Wetland,Water,Water,Water,NULL,NULL,Bareland
2842,Water,Wetland,Water,Water,Water,NULL,NULL,Water
2843,Water,Wetland,Water,Water,Water,NULL,NULL,Forest
2844,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2845,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2846,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2847,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2848,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2849,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2850,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2851,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2852,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2853,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2854,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2855,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2856,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2857,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,NULL
2858,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2859,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2860,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2861,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2862,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
2863,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
2864,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2865,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2866,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2867,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
2868,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2869,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
2870,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2871,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
2872,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2873,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2874,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2875,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,NULL
2876,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2877,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2878,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
2879,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
2880,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2881,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2882,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2883,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2884,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2885,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2886,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2887,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2888,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
2889,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2890,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2891,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2892,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2893,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2894,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2895,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2896,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2897,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2898,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2899,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2900,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2901,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2902,Water,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2903,Water,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2904,Water,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
2905,Water,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2906,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2907,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2908,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2909,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2910,Water,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2911,Water,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2912,Water,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2913,Water,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2914,Water,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2915,Water,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
2916,Water,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2917,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2918,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
2919,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
2920,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
2921,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2922,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2923,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
2924,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2925,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
2926,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
2927,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
2928,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
2929,Water,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
2930,Water,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
2931,Water,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
2932,Water,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
2933,Water,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
2934,Water,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
2935,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2936,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2937,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2938,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2939,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2940,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2941,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2942,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2943,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2944,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2945,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
2946,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2947,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2948,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2949,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2950,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2951,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2952,Water,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2953,Water,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2954,Water,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
2955,Water,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2956,Water,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
2957,Water,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2958,Water,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
2959,Water,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Forest
2960,Water,Bareland,Water,NULL,Water,NULL,NULL,Grassland
2961,Water,Bareland,Water,NULL,Water,NULL,NULL,Bareland
2962,Water,Bareland,Water,NULL,Water,NULL,NULL,Water
2963,Water,Bareland,Water,NULL,Water,NULL,NULL,Forest
2964,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
2965,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
2966,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Water
2967,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
2968,Water,Bareland,Water,Water,Water,NULL,NULL,Grassland
2969,Water,Bareland,Water,Water,Water,NULL,NULL,Wetland
2970,Water,Bareland,Water,Water,Water,NULL,NULL,Bareland
2971,Water,Bareland,Water,Water,Water,NULL,NULL,Water
2972,Water,Bareland,Water,Water,Water,NULL,NULL,Forest
2973,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2974,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2975,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2976,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2977,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2978,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2979,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2980,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2981,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2982,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2983,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2984,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
2985,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
2986,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2987,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2988,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Water
2989,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2990,Water,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2991,Water,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2992,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2993,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2994,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2995,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2996,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2997,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2998,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
2999,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
3000,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
3001,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
3002,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
3003,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
3004,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3005,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
3006,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3007,Water,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Forest
3008,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3009,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3010,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
3011,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
3012,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
3013,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
3014,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Built-up
3015,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Water
3016,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
3017,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
3018,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
3019,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
3020,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
3021,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
3022,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
3023,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
3024,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3025,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
3026,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
3027,Water,Built-up,Water,NULL,Water,NULL,NULL,Grassland
