Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MHS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MHS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MHS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MHS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MHS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MHS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MHS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MHS_M_R
4367,Forest,Water,Water,Non_Water,Water,Water,Water,Water
4368,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
4369,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
4370,Forest,Water,Water,Water,Water,NULL,Wetland,Grassland
4371,Forest,Water,Water,Water,Water,NULL,Wetland,Water
4372,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
4373,Forest,Water,Water,Water,Water,NULL,Water,Grassland
4374,Forest,Water,Water,Water,Water,NULL,Water,Water
4375,Forest,Water,Water,Water,Water,NULL,Water,Forest
4376,Forest,Water,Water,Water,Water,Grassland,Wetland,Grassland
4377,Forest,Water,Water,Water,Water,Grassland,Wetland,Water
4378,Forest,Water,Water,Water,Water,Grassland,Wetland,Forest
4379,Forest,Water,Water,Water,Water,Grassland,Water,Grassland
4380,Forest,Water,Water,Water,Water,Grassland,Water,Water
4381,Forest,Water,Water,Water,Water,Grassland,Water,Forest
4382,Forest,Water,Water,Water,Water,Wetland,Wetland,Grassland
4383,Forest,Water,Water,Water,Water,Wetland,Wetland,Wetland
4384,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
4385,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
4386,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
4387,Forest,Water,Water,Water,Water,Wetland,Water,Wetland
4388,Forest,Water,Water,Water,Water,Wetland,Water,Water
4389,Forest,Water,Water,Water,Water,Wetland,Water,Forest
4390,Forest,Water,Water,Water,Water,Bareland,Wetland,Water
4391,Forest,Water,Water,Water,Water,Bareland,Water,Water
4392,Forest,Water,Water,Water,Water,Bareland,Water,Forest
4393,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
4394,Forest,Water,Water,Water,Water,Water,Wetland,Wetland
4395,Forest,Water,Water,Water,Water,Water,Wetland,Water
4396,Forest,Water,Water,Water,Water,Water,Wetland,Forest
4397,Forest,Water,Water,Water,Water,Water,Water,Grassland
4398,Forest,Water,Water,Water,Water,Water,Water,Wetland
4399,Forest,Water,Water,Water,Water,Water,Water,Bareland
4400,Forest,Water,Water,Water,Water,Water,Water,Water
4401,Forest,Water,Water,Water,Water,Water,Water,Forest
4402,Forest,Water,Water,Water,Water,Water,Forest,Forest
4403,Forest,Water,Water,Water,Water,Forest,Wetland,Water
4404,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
4405,Forest,Water,Water,Water,Water,Forest,Water,Grassland
4406,Forest,Water,Water,Water,Water,Forest,Water,Water
4407,Forest,Water,Water,Water,Water,Forest,Water,Forest
4408,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
4409,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
4410,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
4411,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
4412,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
4413,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4414,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
4415,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
4416,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4417,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
4418,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4419,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
4420,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4421,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
4422,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
4423,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
4424,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
4425,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
4426,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
4427,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
4428,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
4429,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
4430,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
4431,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
4432,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
4433,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
4434,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
4435,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
4436,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
4437,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
4438,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
4439,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4440,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
4441,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
4442,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
4443,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
4444,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
4445,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4446,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
4447,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4448,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
4449,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4450,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
4451,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
4452,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
4453,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
4454,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
4455,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
4456,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
4457,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
4458,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
4459,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
4460,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
4461,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
4462,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
4463,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
4464,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
4465,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
4466,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
4467,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Water
4468,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
4469,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Grassland
4470,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
4471,Forest,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Water
4472,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
4473,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
4474,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
4475,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
4476,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
4477,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
4478,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
4479,Forest,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Water
4480,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
4481,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
4482,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
4483,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
4484,Forest,Water,Forest,Water,Non_Wetland,Water,Bareland,Forest
4485,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
4486,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
4487,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
4488,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
4489,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
4490,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Grassland
4491,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
4492,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
4493,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
4494,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
4495,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
4496,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
4497,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
4498,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
4499,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
4500,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
4501,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
4502,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
4503,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4504,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4505,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
4506,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Built-up
4507,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
4508,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
4509,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
4510,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
4511,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4512,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4513,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
4514,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
4515,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
4516,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
4517,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
4518,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
4519,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
4520,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
4521,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
4522,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
4523,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
4524,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
4525,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
4526,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4527,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
4528,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
4529,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
4530,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
4531,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
4532,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
4533,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
4534,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
4535,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
4536,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
4537,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
4538,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
4539,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
4540,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
4541,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
4542,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Water
4543,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
4544,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
4545,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
4546,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
4547,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
4548,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
4549,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
4550,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
4551,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4552,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4553,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
4554,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Water
4555,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
4556,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
4557,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4558,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
4559,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4560,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
4561,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
4562,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
4563,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
4564,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
4565,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
4566,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
4567,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
4568,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
4569,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
4570,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
4571,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
4572,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Water
4573,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
4574,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
4575,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
4576,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
4577,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
4578,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Water
4579,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
4580,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
4581,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
4582,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Grassland
4583,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Water
4584,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Forest
4585,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
4586,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
4587,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Grassland
4588,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Water
4589,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Forest
4590,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Wetland,Water
4591,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Water,Grassland
4592,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Water,Water
4593,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Water,Forest
4594,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Grassland
4595,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Water
4596,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Forest
4597,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Grassland
4598,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Water
4599,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Forest
4600,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
4601,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4602,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
4603,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
4604,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
4605,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4606,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4607,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4608,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4609,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4610,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
4611,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
4612,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4613,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
4614,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
4615,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
4616,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4617,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
4618,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4619,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4620,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
4621,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
4622,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
4623,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
4624,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4625,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
4626,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
4627,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
4628,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
4629,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
4630,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
4631,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
4632,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
4633,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
4634,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
4635,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
4636,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
4637,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
4638,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4639,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4640,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
4641,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Water
4642,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
4643,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4644,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4645,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4646,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
4647,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
4648,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
4649,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
4650,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
4651,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
4652,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
4653,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
4654,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
4655,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Water,Water
4656,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
4657,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
4658,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
4659,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
4660,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
4661,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
4662,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Water
4663,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
4664,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
4665,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
4666,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
4667,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
4668,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Grassland
4669,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Water
4670,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
4671,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
4672,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
4673,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
4674,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
4675,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
4676,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
4677,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
4678,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
4679,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
4680,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4681,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
4682,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4683,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4684,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4685,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4686,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Built-up
4687,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
4688,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4689,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
4690,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
4691,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
4692,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Built-up
4693,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
4694,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
4695,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
4696,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4697,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
4698,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
4699,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
4700,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4701,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
4702,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
4703,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
4704,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
4705,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
4706,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
4707,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4708,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4709,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
4710,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4711,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
4712,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
4713,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
4714,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
