Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MRE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MRE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MRE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MRE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MRE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MRE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MRE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MRE_M_R
343,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
344,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
345,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
346,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
347,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
348,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
349,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
350,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,NULL
351,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
352,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,NULL
353,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
354,Water,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
355,Water,NULL,Grassland,NULL,Non_Wetland,Water,Bareland,NULL
356,Water,NULL,Grassland,NULL,Non_Wetland,Water,Water,NULL
357,Water,NULL,Grassland,NULL,Non_Wetland,Water,Forest,NULL
358,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
359,Water,NULL,Wetland,NULL,Wetland,NULL,Water,NULL
360,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
361,Water,NULL,Wetland,NULL,Wetland,Wetland,Bareland,NULL
362,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
363,Water,NULL,Wetland,NULL,Wetland,Bareland,Wetland,NULL
364,Water,NULL,Wetland,NULL,Wetland,Bareland,Bareland,NULL
365,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,NULL
366,Water,NULL,Wetland,NULL,Wetland,Built-up,Water,NULL
367,Water,NULL,Wetland,NULL,Wetland,Water,NULL,NULL
368,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,NULL
369,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
370,Water,NULL,Wetland,NULL,Wetland,Water,Bareland,NULL
371,Water,NULL,Wetland,NULL,Wetland,Water,Water,NULL
372,Water,NULL,Wetland,NULL,Wetland,Water,Forest,NULL
373,Water,NULL,Wetland,NULL,Wetland,Forest,Wetland,NULL
374,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,NULL
375,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water,Bareland,NULL
376,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
377,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
378,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,NULL
379,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,NULL
380,Water,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
381,Water,NULL,Bareland,NULL,Non_Wetland,Water,Bareland,NULL
382,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,NULL
383,Water,NULL,Bareland,NULL,Non_Wetland,Water,Forest,NULL
384,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
385,Water,NULL,Built-up,NULL,Non_Wetland,Water,Bareland,NULL
386,Water,NULL,Built-up,NULL,Non_Wetland,Water,Water,NULL
387,Water,NULL,Water,NULL,Water,NULL,Water,NULL
388,Water,NULL,Water,NULL,Water,Wetland,Wetland,NULL
389,Water,NULL,Water,NULL,Water,Wetland,Water,NULL
390,Water,NULL,Water,NULL,Water,Bareland,Wetland,NULL
391,Water,NULL,Water,NULL,Water,Bareland,Bareland,NULL
392,Water,NULL,Water,NULL,Water,Bareland,Water,NULL
393,Water,NULL,Water,NULL,Water,Built-up,Water,NULL
394,Water,NULL,Water,NULL,Water,Water,Grassland,NULL
395,Water,NULL,Water,NULL,Water,Water,Wetland,NULL
396,Water,NULL,Water,NULL,Water,Water,Bareland,NULL
397,Water,NULL,Water,NULL,Water,Water,Water,NULL
398,Water,NULL,Water,NULL,Water,Water,Forest,NULL
399,Water,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
400,Water,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
401,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
402,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
403,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,NULL
404,Water,NULL,Forest,NULL,Non_Wetland,Water,Bareland,NULL
405,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,NULL
406,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,NULL
407,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
408,Water,Wetland,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
409,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
410,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,NULL
411,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
412,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
413,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,Water,NULL
414,Water,Wetland,NULL,NULL,Non_Wetland,Water,Bareland,NULL
415,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,NULL
416,Water,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
417,Water,Bareland,NULL,NULL,Non_Wetland,Water,Bareland,NULL
418,Water,Bareland,NULL,NULL,Non_Wetland,Water,Water,NULL
419,Water,Water,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
420,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,NULL
421,Water,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
422,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
423,Water,Water,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
424,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,NULL
425,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
426,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
427,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
428,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,NULL
429,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
430,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,NULL
431,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,NULL
432,Water,Water,NULL,NULL,Non_Wetland,Water,Water,NULL
433,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,NULL
434,Water,Water,NULL,NULL,Non_Wetland,Forest,Bareland,NULL
435,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,NULL
436,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
437,Water,Water,Water,NULL,Water,Bareland,Bareland,NULL
438,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
439,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
440,Water,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
441,Water,Forest,NULL,NULL,Non_Wetland,Water,Wetland,NULL
442,Water,Forest,NULL,NULL,Non_Wetland,Water,Bareland,NULL
443,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
444,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
445,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
446,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
447,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Water,NULL
448,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
449,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
450,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
451,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
452,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
453,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
454,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
455,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
456,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
457,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,NULL
458,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
459,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
460,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
461,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
462,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Water,NULL
463,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
464,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,NULL
465,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,NULL
466,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,NULL
467,Forest,NULL,NULL,NULL,Non_Wetland,Water,Bareland,NULL
468,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,NULL
469,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,NULL
470,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
471,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
472,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
473,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,NULL
474,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Water,NULL
475,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
476,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
477,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
478,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
479,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
480,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
481,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
482,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
483,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
484,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
485,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
486,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
487,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
488,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
489,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
490,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
491,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
492,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
493,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
494,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
495,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
496,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
497,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
498,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,NULL
499,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
500,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,NULL
501,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
502,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
503,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
504,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,NULL
505,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
506,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
507,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
508,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,NULL
509,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Water,NULL
510,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
511,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
512,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
513,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,NULL
514,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
515,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
516,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
517,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
518,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
519,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
520,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
521,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Bareland,NULL
522,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Water,NULL
523,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Forest,NULL
524,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
525,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
526,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,NULL
527,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Water,NULL
528,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
529,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,NULL
530,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
531,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,NULL
532,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
533,Forest,NULL,Wetland,NULL,Wetland,NULL,Bareland,NULL
534,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,NULL
535,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,NULL
536,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
537,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
538,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
539,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,NULL
540,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
541,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
542,Forest,NULL,Wetland,NULL,Wetland,Wetland,Bareland,NULL
543,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
544,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
545,Forest,NULL,Wetland,NULL,Wetland,Bareland,NULL,NULL
546,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,NULL
547,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,NULL
548,Forest,NULL,Wetland,NULL,Wetland,Bareland,Bareland,NULL
549,Forest,NULL,Wetland,NULL,Wetland,Bareland,Water,NULL
550,Forest,NULL,Wetland,NULL,Wetland,Bareland,Forest,NULL
551,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,NULL
552,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
553,Forest,NULL,Wetland,NULL,Wetland,Water,Bareland,NULL
554,Forest,NULL,Wetland,NULL,Wetland,Water,Water,NULL
555,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,NULL
556,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,NULL
557,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,NULL
558,Forest,NULL,Wetland,NULL,Wetland,Forest,Bareland,NULL
559,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,NULL
560,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,NULL
561,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Bareland,NULL
562,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Bareland,NULL
563,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Forest,NULL
564,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,NULL
565,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water,Bareland,NULL
566,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water,Forest,NULL
567,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Bareland,NULL
568,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,NULL
569,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
570,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,NULL
571,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Water,NULL
572,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,NULL
573,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
574,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,NULL
575,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
576,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
577,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Bareland,NULL
578,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
579,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
580,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,NULL
581,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
582,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
583,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,NULL
584,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,NULL
585,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,NULL
586,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
587,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Bareland,NULL
588,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,NULL
589,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Forest,NULL
590,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,NULL
591,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Wetland,NULL
592,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Bareland,NULL
593,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Water,NULL
594,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
595,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,NULL
596,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Water,NULL
597,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,NULL
598,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
599,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
600,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,NULL
601,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
602,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
603,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
604,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,NULL
605,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
606,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Bareland,NULL
607,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Water,NULL
608,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Forest,NULL
609,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Wetland,NULL
610,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Bareland,NULL
611,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Water,NULL
612,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,NULL
613,Forest,NULL,Water,NULL,Water,NULL,Grassland,NULL
614,Forest,NULL,Water,NULL,Water,NULL,Wetland,NULL
615,Forest,NULL,Water,NULL,Water,NULL,Bareland,NULL
616,Forest,NULL,Water,NULL,Water,NULL,Water,NULL
617,Forest,NULL,Water,NULL,Water,NULL,Forest,NULL
618,Forest,NULL,Water,NULL,Water,Wetland,Grassland,NULL
619,Forest,NULL,Water,NULL,Water,Wetland,Wetland,NULL
620,Forest,NULL,Water,NULL,Water,Wetland,Bareland,NULL
621,Forest,NULL,Water,NULL,Water,Wetland,Water,NULL
622,Forest,NULL,Water,NULL,Water,Wetland,Forest,NULL
623,Forest,NULL,Water,NULL,Water,Bareland,Grassland,NULL
624,Forest,NULL,Water,NULL,Water,Bareland,Wetland,NULL
625,Forest,NULL,Water,NULL,Water,Bareland,Bareland,NULL
626,Forest,NULL,Water,NULL,Water,Bareland,Water,NULL
627,Forest,NULL,Water,NULL,Water,Bareland,Forest,NULL
628,Forest,NULL,Water,NULL,Water,Water,Grassland,NULL
629,Forest,NULL,Water,NULL,Water,Water,Wetland,NULL
630,Forest,NULL,Water,NULL,Water,Water,Bareland,NULL
631,Forest,NULL,Water,NULL,Water,Water,Water,NULL
632,Forest,NULL,Water,NULL,Water,Water,Forest,NULL
633,Forest,NULL,Water,NULL,Water,Forest,Wetland,NULL
634,Forest,NULL,Water,NULL,Water,Forest,Bareland,NULL
635,Forest,NULL,Water,NULL,Water,Forest,Water,NULL
636,Forest,NULL,Water,NULL,Water,Forest,Forest,NULL
637,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
638,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
639,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
640,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
641,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,NULL
642,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
643,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
644,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
645,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
646,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
647,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
648,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
649,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,NULL
650,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
651,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
652,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
653,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
654,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
655,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Water,NULL
656,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
657,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,NULL
658,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,NULL
659,Forest,NULL,Forest,NULL,Non_Wetland,Water,Bareland,NULL
660,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,NULL
661,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,NULL
662,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
663,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
664,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
665,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
666,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,NULL
667,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
668,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
669,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
670,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up,Bareland,NULL
671,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
672,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
673,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Forest,NULL
674,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
675,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
676,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Water,NULL
677,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
678,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
679,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,NULL
680,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
681,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
682,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
683,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Water,NULL
684,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
685,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,NULL
686,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Bareland,NULL
687,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,NULL
688,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Forest,NULL
689,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
690,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Bareland,NULL
691,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Water,NULL
692,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,NULL
693,Forest,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
694,Forest,Bareland,NULL,NULL,Non_Wetland,Water,Bareland,NULL
695,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
696,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
697,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,NULL
698,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
699,Forest,Water,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
700,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,NULL
