Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KKD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KKD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KKD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KKD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KKD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KKD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KKD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KKD_M_R
668,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
669,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
670,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
671,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
672,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
673,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
674,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
675,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
676,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
677,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
678,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
679,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
680,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
681,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
682,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
683,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
684,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
685,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
686,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
687,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
688,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
689,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
690,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
691,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
692,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
693,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
694,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
695,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
696,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
697,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
698,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
699,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
700,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
701,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
702,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
703,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
704,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
705,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
706,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
707,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
708,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
709,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
710,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
711,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
712,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
713,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
714,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
715,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
716,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
717,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
718,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
719,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
720,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
721,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
722,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
723,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
724,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
725,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
726,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
727,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
728,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
729,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
730,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
731,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
732,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
733,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
734,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
735,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
736,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
737,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
738,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
739,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
740,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
741,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
742,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
743,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
744,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
745,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Built-up
746,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
747,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
748,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
749,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
750,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
751,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
752,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
753,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
754,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
755,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
756,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
757,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
758,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
759,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
760,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
761,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
762,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
763,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
764,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
765,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
766,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
767,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
768,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
769,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
770,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
771,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Built-up
772,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
773,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
774,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
775,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
776,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
777,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
778,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
779,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
780,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
781,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Cropland
782,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
783,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
784,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
785,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
786,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
787,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
788,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
789,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
790,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
791,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
792,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
793,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Built-up
794,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
795,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
796,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
797,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
798,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
799,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
800,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Built-up
801,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
802,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
803,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
804,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
805,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
806,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
807,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
808,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
809,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
810,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
811,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
812,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
813,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
814,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
815,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
816,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
817,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
818,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
819,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
820,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Forest
821,Bareland,NULL,Water,NULL,Water,NULL,NULL,NULL
822,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
823,Bareland,NULL,Water,NULL,Water,NULL,NULL,Cropland
824,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
825,Bareland,NULL,Water,NULL,Water,NULL,NULL,Water
826,Bareland,NULL,Water,NULL,Water,NULL,NULL,Forest
827,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
828,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
829,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Water
830,Bareland,NULL,Water,Water,Water,NULL,NULL,NULL
831,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
832,Bareland,NULL,Water,Water,Water,NULL,NULL,Cropland
833,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
834,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
835,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
836,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
837,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
838,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
839,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
840,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
841,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
842,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
843,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
844,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
845,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
846,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
847,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
848,Bareland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
849,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
850,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
851,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
852,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
853,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
854,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
855,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
856,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
857,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
858,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
859,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
860,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
861,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
862,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
863,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
864,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
865,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
866,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
867,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
868,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
869,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
870,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
871,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
872,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
873,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
874,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
875,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
876,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
877,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
878,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
879,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
880,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
881,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
882,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
883,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
884,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
885,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
886,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
887,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
888,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
889,Bareland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
890,Bareland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Cropland
891,Bareland,Cropland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
892,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
893,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
894,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
895,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
896,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
897,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
898,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
899,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
900,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
901,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
902,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
903,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
904,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
905,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
906,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
907,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
908,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
909,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
910,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
911,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
912,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
913,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
914,Bareland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
915,Bareland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
916,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Water
917,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
918,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
919,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
920,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
921,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
922,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
923,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
924,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
925,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
926,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
927,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
928,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
929,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
930,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
931,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
932,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
933,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
934,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
935,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
936,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
937,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
938,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
939,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
940,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
941,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
942,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
943,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
944,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
945,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
946,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
947,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
948,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
949,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
950,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
951,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
952,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
953,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
954,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
955,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
956,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
957,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
958,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
959,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
960,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
961,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
962,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
963,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
964,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
965,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
966,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
967,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
968,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
969,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
970,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
971,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
972,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
973,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
974,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
975,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
976,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
977,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
978,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
979,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
980,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
981,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
982,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
983,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
984,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
985,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Built-up
986,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
987,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,NULL
988,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
989,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
990,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
991,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Built-up
992,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
993,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
994,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
995,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
996,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
997,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
998,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
999,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1000,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1001,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
