Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KPE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KPE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KPE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KPE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KPE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KPE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KPE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KPE_M_R
665,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
666,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
667,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
668,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
669,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
670,Forest,Forest,Water,NULL,Water,NULL,NULL,NULL
671,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
672,Forest,Forest,Water,NULL,Water,NULL,NULL,Cropland
673,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
674,Forest,Forest,Water,Non_Water,Water,NULL,NULL,NULL
675,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
676,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
677,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
678,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
679,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
680,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
681,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
682,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
683,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
684,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
685,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
686,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,NULL
687,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
