Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MNS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MNS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MNS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MNS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MNS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MNS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MNS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MNS_M_R
1542,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1543,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1544,Grassland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1545,Grassland,Water,Wetland,Water,Wetland,Grassland,Grassland,Forest
1546,Grassland,Water,Wetland,Water,Wetland,Grassland,Water,Forest
1547,Grassland,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1548,Grassland,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
1549,Grassland,Water,Wetland,Water,Wetland,Wetland,Water,Water
1550,Grassland,Water,Wetland,Water,Wetland,Wetland,Water,Forest
1551,Grassland,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
1552,Grassland,Water,Wetland,Water,Wetland,Water,Water,Wetland
1553,Grassland,Water,Built-up,Water,Non_Wetland,Grassland,Water,Grassland
1554,Grassland,Water,Water,NULL,Water,Wetland,Wetland,Water
1555,Grassland,Water,Water,Non_Water,Water,Grassland,Water,Forest
1556,Grassland,Water,Water,Non_Water,Water,Water,Water,Grassland
1557,Grassland,Water,Water,Water,Water,Wetland,Wetland,Water
1558,Grassland,Water,Water,Water,Water,Wetland,Water,Grassland
1559,Grassland,Water,Water,Water,Water,Wetland,Water,Water
1560,Grassland,Water,Water,Water,Water,Water,Water,Water
1561,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1562,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1563,Grassland,Water,Forest,Water,Non_Wetland,Water,Bareland,Grassland
1564,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1565,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1566,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1567,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1568,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1569,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
1570,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1571,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1572,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1573,Grassland,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1574,Grassland,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
1575,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1576,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1577,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1578,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1579,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1580,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1581,Grassland,Forest,Grassland,Water,Non_Wetland,Grassland,Water,Forest
1582,Grassland,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
1583,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1584,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1585,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1586,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1587,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1588,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1589,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1590,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
1591,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
1592,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1593,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1594,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
1595,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1596,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
1597,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
1598,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
1599,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1600,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1601,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1602,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1603,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1604,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1605,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1606,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
1607,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1608,Grassland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1609,Grassland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1610,Grassland,Forest,Wetland,Water,Wetland,Grassland,Wetland,Water
1611,Grassland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1612,Grassland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
1613,Grassland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
1614,Grassland,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
1615,Grassland,Forest,Wetland,Water,Wetland,Wetland,Water,Water
1616,Grassland,Forest,Wetland,Water,Wetland,Water,Wetland,Water
1617,Grassland,Forest,Wetland,Water,Wetland,Water,Water,Water
1618,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1619,Grassland,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1620,Grassland,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
1621,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1622,Grassland,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
1623,Grassland,Forest,Water,Non_Water,Water,Wetland,Wetland,Grassland
1624,Grassland,Forest,Water,Non_Water,Water,Wetland,Wetland,Water
1625,Grassland,Forest,Water,Non_Water,Water,Wetland,Wetland,Forest
1626,Grassland,Forest,Water,Non_Water,Water,Wetland,Water,Water
1627,Grassland,Forest,Water,Water,Water,NULL,Wetland,Water
1628,Grassland,Forest,Water,Water,Water,Grassland,Forest,Grassland
1629,Grassland,Forest,Water,Water,Water,Wetland,Wetland,Grassland
1630,Grassland,Forest,Water,Water,Water,Wetland,Wetland,Wetland
1631,Grassland,Forest,Water,Water,Water,Wetland,Wetland,Water
1632,Grassland,Forest,Water,Water,Water,Wetland,Wetland,Forest
1633,Grassland,Forest,Water,Water,Water,Wetland,Water,Grassland
1634,Grassland,Forest,Water,Water,Water,Wetland,Water,Water
1635,Grassland,Forest,Water,Water,Water,Wetland,Forest,Water
1636,Grassland,Forest,Water,Water,Water,Water,Wetland,Grassland
1637,Grassland,Forest,Water,Water,Water,Water,Wetland,Wetland
1638,Grassland,Forest,Water,Water,Water,Water,Wetland,Water
1639,Grassland,Forest,Water,Water,Water,Water,Wetland,Forest
1640,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1641,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1642,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1643,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1644,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1645,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1646,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1647,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1648,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1649,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1650,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1651,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1652,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1653,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1654,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1655,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1656,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1657,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
1658,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1659,Grassland,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
1660,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1661,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1662,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1663,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1664,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1665,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1666,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1667,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1668,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1669,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1670,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
1671,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
1672,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1673,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1674,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1675,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1676,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1677,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1678,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1679,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
1680,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1681,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1682,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1683,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1684,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
1685,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1686,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
1687,Cropland,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Water
1688,Cropland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
1689,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1690,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1691,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1692,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1693,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Built-up
1694,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1695,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1696,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1697,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1698,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1699,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1700,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1701,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1702,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1703,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
1704,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1705,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1706,Cropland,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
1707,Cropland,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
1708,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1709,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1710,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1711,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1712,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1713,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1714,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1715,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
1716,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1717,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1718,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1719,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1720,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
1721,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1722,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Built-up
1723,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
1724,Cropland,NULL,Cropland,Water,Non_Wetland,Water,Wetland,Grassland
1725,Cropland,NULL,Cropland,Water,Non_Wetland,Water,Wetland,Water
1726,Cropland,NULL,Cropland,Water,Non_Wetland,Water,Water,Wetland
1727,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1728,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1729,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
1730,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1731,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
1732,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1733,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1734,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1735,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1736,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
1737,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1738,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
1739,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
1740,Cropland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1741,Cropland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
1742,Cropland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
1743,Cropland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
1744,Cropland,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
1745,Cropland,NULL,Wetland,Water,Wetland,Grassland,Water,Water
1746,Cropland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1747,Cropland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
1748,Cropland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1749,Cropland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
1750,Cropland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
1751,Cropland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Water
1752,Cropland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1753,Cropland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
1754,Cropland,NULL,Wetland,Water,Wetland,Water,Wetland,Water
1755,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1756,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1757,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Water
1758,Cropland,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
1759,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1760,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1761,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
1762,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Built-up
1763,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1764,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1765,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1766,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
1767,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
1768,Cropland,NULL,Water,Water,Water,Grassland,Wetland,Grassland
1769,Cropland,NULL,Water,Water,Water,Grassland,Wetland,Wetland
1770,Cropland,NULL,Water,Water,Water,Bareland,Water,Water
1771,Cropland,NULL,Water,Water,Water,Water,Wetland,Wetland
1772,Cropland,NULL,Water,Water,Water,Water,Water,Grassland
1773,Cropland,NULL,Water,Water,Water,Water,Water,Water
1774,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1775,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
1776,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1777,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1778,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Built-up
1779,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1780,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1781,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1782,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1783,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1784,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1785,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1786,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1787,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1788,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
1789,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
1790,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1791,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1792,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1793,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1794,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1795,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1796,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1797,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Built-up
1798,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1799,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1800,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1801,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1802,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
1803,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1804,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
1805,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
1806,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1807,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1808,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1809,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1810,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1811,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1812,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1813,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1814,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1815,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1816,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1817,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1818,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Built-up
1819,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1820,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1821,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1822,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1823,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Built-up
1824,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1825,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1826,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1827,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1828,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Built-up
1829,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1830,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1831,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1832,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1833,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1834,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1835,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1836,Cropland,Cropland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1837,Cropland,Cropland,Wetland,Water,Wetland,Grassland,Water,Grassland
1838,Cropland,Cropland,Wetland,Water,Wetland,Water,Wetland,Grassland
1839,Cropland,Cropland,Wetland,Water,Wetland,Water,Water,Grassland
1840,Cropland,Cropland,Wetland,Water,Wetland,Water,Water,Wetland
1841,Cropland,Cropland,Wetland,Water,Wetland,Water,Water,Water
1842,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1843,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1844,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1845,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
1846,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1847,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1848,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1849,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1850,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1851,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1852,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
1853,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1854,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1855,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1856,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1857,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1858,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1859,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1860,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
1861,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1862,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Built-up
1863,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Built-up
1864,Cropland,Bareland,Wetland,NULL,Wetland,Water,Wetland,Water
1865,Cropland,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
1866,Cropland,Bareland,Wetland,Water,Wetland,Water,Water,Water
1867,Cropland,Bareland,Water,Water,Water,Water,Water,Water
1868,Cropland,Bareland,Water,Water,Water,Water,Water,Forest
1869,Cropland,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1870,Cropland,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
1871,Cropland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1872,Cropland,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
1873,Cropland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
