Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LNL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LNL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LNL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LNL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LNL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LNL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LNL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LNL_M_R
5008,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
5009,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
5010,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
5011,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
5012,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5013,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
5014,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5015,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
5016,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
5017,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
5018,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5019,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
5020,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5021,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
5022,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
5023,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
5024,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5025,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
5026,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5027,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
5028,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
5029,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
5030,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
5031,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
5032,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
5033,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
5034,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
5035,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
5036,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
5037,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
5038,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
5039,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
5040,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
5041,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
5042,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5043,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
5044,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
5045,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
5046,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
5047,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
5048,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
5049,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
5050,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
5051,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
5052,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
5053,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
5054,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
5055,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
5056,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
5057,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
5058,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
5059,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
5060,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
5061,Cropland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
5062,Cropland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
5063,Cropland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
5064,Cropland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
5065,Cropland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Cropland
5066,Cropland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
5067,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
5068,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
5069,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
5070,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
5071,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
5072,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
5073,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
5074,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5075,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
5076,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Wetland
5077,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
5078,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
5079,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
5080,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
5081,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Wetland
5082,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
5083,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
5084,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5085,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
5086,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5087,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5088,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
5089,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
5090,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5091,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
5092,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5093,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
5094,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
5095,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5096,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
5097,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
5098,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
5099,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
5100,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
5101,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5102,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
5103,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
5104,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5105,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5106,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
5107,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
5108,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
5109,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
5110,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
5111,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
5112,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5113,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
5114,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
5115,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5116,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5117,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
5118,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
5119,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
5120,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
5121,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
5122,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
5123,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
5124,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,NULL
5125,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
5126,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
5127,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
5128,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
5129,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
5130,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
5131,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
5132,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
5133,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
5134,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
5135,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
5136,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
5137,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
5138,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
5139,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5140,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
5141,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
5142,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
5143,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
5144,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Cropland,Shrubland,Cropland
5145,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
5146,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,Shrubland,Grassland
5147,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,Shrubland,Forest
5148,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,Grassland,NULL
5149,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,Grassland,Grassland
5150,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,Grassland,Cropland
5151,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,Grassland,Wetland
5152,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,Grassland,Forest
5153,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,Water,Wetland
5154,Cropland,NULL,Grassland,Water,Non_Wetland,Shrubland,NULL,Grassland
5155,Cropland,NULL,Grassland,Water,Non_Wetland,Shrubland,Shrubland,NULL
5156,Cropland,NULL,Grassland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
5157,Cropland,NULL,Grassland,Water,Non_Wetland,Shrubland,Grassland,Grassland
5158,Cropland,NULL,Grassland,Water,Non_Wetland,Shrubland,Grassland,Wetland
5159,Cropland,NULL,Grassland,Water,Non_Wetland,Shrubland,Grassland,Forest
5160,Cropland,NULL,Grassland,Water,Non_Wetland,Shrubland,Water,Grassland
5161,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland,NULL,Grassland
5162,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
5163,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Cropland
5164,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Wetland
5165,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
5166,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5167,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
5168,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
5169,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
5170,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
5171,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
5172,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5173,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
5174,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
5175,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
5176,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
5177,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
5178,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
5179,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
5180,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
5181,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
5182,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
5183,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
5184,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5185,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
5186,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
5187,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
5188,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5189,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5190,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
5191,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
5192,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
5193,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5194,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
5195,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5196,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
5197,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
5198,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
5199,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5200,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
5201,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
5202,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
5203,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
5204,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,NULL
5205,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
5206,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
5207,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
5208,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Wetland
5209,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
5210,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
5211,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5212,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
5213,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
5214,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
5215,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
5216,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
5217,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
5218,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5219,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5220,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
5221,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
5222,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5223,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5224,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
5225,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5226,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5227,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5228,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
5229,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
5230,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
5231,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
5232,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
5233,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
5234,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
5235,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
5236,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
5237,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
5238,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
5239,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
5240,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
5241,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5242,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
5243,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
5244,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,NULL
5245,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
5246,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
5247,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
5248,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,NULL
5249,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
5250,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
5251,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
5252,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
5253,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
5254,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
5255,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
5256,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
5257,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
5258,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5259,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
5260,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5261,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
5262,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
5263,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5264,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
5265,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5266,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
5267,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
5268,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
5269,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5270,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
5271,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5272,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
5273,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
5274,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
5275,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
5276,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
5277,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
5278,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
5279,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
5280,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
5281,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
5282,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
5283,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
5284,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
5285,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
5286,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
5287,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
5288,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
5289,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5290,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
5291,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
5292,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
5293,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
5294,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
5295,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
5296,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
5297,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5298,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
5299,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5300,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
5301,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Shrubland,Cropland
5302,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
5303,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,Shrubland,Cropland
5304,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,Shrubland,Forest
5305,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Cropland
5306,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Wetland
5307,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
5308,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Cropland
5309,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Wetland
5310,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
5311,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
5312,Cropland,NULL,Cropland,Water,Non_Wetland,Cropland,NULL,Cropland
5313,Cropland,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Wetland
5314,Cropland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
5315,Cropland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
5316,Cropland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
5317,Cropland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
5318,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Forest
