Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MLT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MLT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MLT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MLT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MLT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MLT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MLT_M_R
5107,Water,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
5108,Water,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Bareland
5109,Water,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
5110,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
5111,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
5112,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
5113,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
5114,Water,Built-up,Water,NULL,Water,Wetland,Grassland,Grassland
5115,Water,Built-up,Water,NULL,Water,Bareland,Bareland,Grassland
5116,Water,Built-up,Water,NULL,Water,Bareland,Bareland,Bareland
5117,Water,Built-up,Water,NULL,Water,Bareland,Bareland,Water
5118,Water,Built-up,Water,NULL,Water,Water,Grassland,Grassland
5119,Water,Built-up,Water,Water,Water,Wetland,Grassland,Water
5120,Water,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
5121,Water,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
5122,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5123,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
5124,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
5125,Water,Built-up,Forest,NULL,Non_Wetland,Water,Grassland,Forest
5126,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
5127,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
5128,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
5129,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5130,Water,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
5131,Water,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
5132,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
5133,Water,Water,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
5134,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
5135,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
5136,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
5137,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
5138,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
5139,Water,Water,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
5140,Water,Water,NULL,NULL,Non_Wetland,Wetland,Bareland,Bareland
5141,Water,Water,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
5142,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Bareland
5143,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
5144,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
5145,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
5146,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5147,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
5148,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
5149,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
5150,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
5151,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
5152,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
5153,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
5154,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
5155,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
5156,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
5157,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
5158,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
5159,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
5160,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
5161,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
5162,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
5163,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
5164,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
5165,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Bareland
5166,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Water
5167,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Forest
5168,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
5169,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
5170,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
5171,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
5172,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
5173,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
5174,Water,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
5175,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
5176,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
5177,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
5178,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
5179,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
5180,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5181,Water,Water,NULL,Non_Water,Non_Wetland,Water,Bareland,Grassland
5182,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
5183,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
5184,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
5185,Water,Water,NULL,Water,Non_Wetland,Wetland,NULL,Grassland
5186,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
5187,Water,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
5188,Water,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
5189,Water,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
5190,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
5191,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Forest
5192,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Forest
5193,Water,Water,NULL,Water,Non_Wetland,Water,Bareland,Grassland
5194,Water,Water,NULL,Water,Non_Wetland,Water,Bareland,Bareland
5195,Water,Water,NULL,Water,Non_Wetland,Water,Bareland,Water
5196,Water,Water,NULL,Water,Non_Wetland,Water,Bareland,Forest
5197,Water,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
5198,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
5199,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
5200,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
5201,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5202,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5203,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
5204,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
5205,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
5206,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
5207,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Bareland
5208,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Water
5209,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
5210,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
5211,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
5212,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
5213,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
5214,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5215,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5216,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
5217,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
5218,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
5219,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
5220,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5221,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5222,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
5223,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
5224,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
5225,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
5226,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
5227,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
5228,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
5229,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
5230,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
5231,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
5232,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
5233,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
5234,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
5235,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
5236,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
5237,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
5238,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
5239,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
5240,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
5241,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
5242,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
5243,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
5244,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
5245,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
5246,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
5247,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
5248,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
5249,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
5250,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
5251,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
5252,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
5253,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
5254,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5255,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
5256,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
5257,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
5258,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5259,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
5260,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
5261,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
5262,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Grassland
5263,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Bareland
5264,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
5265,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
5266,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
5267,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Water
5268,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Bareland,Grassland
5269,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
5270,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
5271,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
5272,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
5273,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
5274,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Water
5275,Water,Water,Shrubland,Water,Non_Wetland,Water,Bareland,Grassland
5276,Water,Water,Shrubland,Water,Non_Wetland,Water,Bareland,Water
5277,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
5278,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Forest
5279,Water,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Water
5280,Water,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
5281,Water,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
5282,Water,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
5283,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,Grassland
5284,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,Water
5285,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
5286,Water,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Water
5287,Water,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
5288,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5289,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
5290,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
5291,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5292,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
5293,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
5294,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
5295,Water,Water,Grassland,NULL,Non_Wetland,Cropland,Grassland,Water
5296,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5297,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
5298,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Bareland
5299,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Water
5300,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
5301,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5302,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
5303,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
5304,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
5305,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Bareland,Bareland
5306,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Bareland,Water
5307,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
5308,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
5309,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Wetland
5310,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
5311,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
5312,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
5313,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
5314,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5315,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Water
5316,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
5317,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
5318,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Water
5319,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
5320,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5321,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5322,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
5323,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
5324,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
5325,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
5326,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Wetland
5327,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Water
5328,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
5329,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
5330,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Water
5331,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
5332,Water,Water,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
5333,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
5334,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
5335,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
5336,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Water
5337,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
5338,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
5339,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
5340,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
5341,Water,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
5342,Water,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Wetland
5343,Water,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Bareland
5344,Water,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Water
5345,Water,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
5346,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
5347,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Wetland
5348,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Bareland
5349,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
5350,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
5351,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
5352,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Bareland
5353,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
5354,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
5355,Water,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
5356,Water,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Water
5357,Water,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
5358,Water,Water,Grassland,NULL,Non_Wetland,Forest,Bareland,Grassland
5359,Water,Water,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
5360,Water,Water,Grassland,NULL,Non_Wetland,Forest,Water,Grassland
5361,Water,Water,Grassland,NULL,Non_Wetland,Forest,Water,Water
5362,Water,Water,Grassland,NULL,Non_Wetland,Forest,Water,Forest
5363,Water,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
5364,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
5365,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Water
5366,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5367,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
5368,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
5369,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
5370,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
5371,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
5372,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
5373,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Water
5374,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5375,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
5376,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Water
5377,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
5378,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Water,Water
5379,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Water,Forest
5380,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
5381,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
5382,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
5383,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Water
5384,Water,Water,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
5385,Water,Water,Grassland,Water,Non_Wetland,Wetland,Bareland,Grassland
5386,Water,Water,Grassland,Water,Non_Wetland,Bareland,Grassland,Bareland
5387,Water,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
5388,Water,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Bareland
5389,Water,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Forest
5390,Water,Water,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
5391,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
5392,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Bareland
5393,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Water
5394,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
5395,Water,Water,Grassland,Water,Non_Wetland,Water,Bareland,Grassland
5396,Water,Water,Grassland,Water,Non_Wetland,Water,Bareland,Water
5397,Water,Water,Grassland,Water,Non_Wetland,Water,Bareland,Forest
5398,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
5399,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
5400,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
5401,Water,Water,Grassland,Water,Non_Wetland,Water,Forest,Water
5402,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
5403,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
5404,Water,Water,Wetland,NULL,Wetland,NULL,Water,Wetland
5405,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
5406,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
5407,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Water
5408,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
5409,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
5410,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Water
5411,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
5412,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
5413,Water,Water,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
5414,Water,Water,Wetland,NULL,Wetland,Grassland,Bareland,Bareland
5415,Water,Water,Wetland,NULL,Wetland,Grassland,Bareland,Water
5416,Water,Water,Wetland,NULL,Wetland,Grassland,Bareland,Forest
5417,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
5418,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
5419,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
5420,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
5421,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
5422,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Water
5423,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
5424,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
5425,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
5426,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
5427,Water,Water,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
5428,Water,Water,Wetland,NULL,Wetland,Wetland,Bareland,Bareland
5429,Water,Water,Wetland,NULL,Wetland,Wetland,Bareland,Water
5430,Water,Water,Wetland,NULL,Wetland,Wetland,Bareland,Forest
5431,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
5432,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Bareland
5433,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
5434,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
5435,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Grassland
5436,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Wetland
5437,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
5438,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
5439,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
5440,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Water
5441,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
5442,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
5443,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
5444,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
5445,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
5446,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
5447,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
5448,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
5449,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Water
5450,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Forest
5451,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
5452,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Wetland
5453,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Bareland
5454,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Water
5455,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
5456,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Grassland
5457,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Bareland
5458,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
5459,Water,Water,Wetland,NULL,Wetland,Water,NULL,Grassland
5460,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
5461,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Wetland
