Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KPA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KPA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KPA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KPA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KPA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KPA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KPA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KPA_M_R
11154,Water,Water,Cropland,Water,Non_Wetland,Grassland,Water,Water
11155,Water,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
11156,Water,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
11157,Water,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
11158,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
11159,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
11160,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Water
11161,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Bareland
11162,Water,Water,Cropland,Water,Non_Wetland,Water,Shrubland,Water
11163,Water,Water,Cropland,Water,Non_Wetland,Water,Shrubland,Forest
11164,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
11165,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Water
11166,Water,Water,Cropland,Water,Non_Wetland,Water,Bareland,NULL
11167,Water,Water,Cropland,Water,Non_Wetland,Water,Bareland,Water
11168,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
11169,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Cropland
11170,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Wetland
11171,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Bareland
11172,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Water
11173,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Forest
11174,Water,Water,Cropland,Water,Non_Wetland,Water,Forest,Water
11175,Water,Water,Cropland,Water,Non_Wetland,Forest,Water,Forest
11176,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
11177,Water,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
11178,Water,Water,Wetland,NULL,Wetland,NULL,Water,Wetland
11179,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
11180,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
11181,Water,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
11182,Water,Water,Wetland,NULL,Wetland,Shrubland,Bareland,Water
11183,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Water
11184,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Forest
11185,Water,Water,Wetland,NULL,Wetland,Shrubland,Forest,Water
11186,Water,Water,Wetland,NULL,Wetland,Shrubland,Forest,Forest
11187,Water,Water,Wetland,NULL,Wetland,Bareland,Shrubland,Forest
11188,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
11189,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
11190,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
11191,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
11192,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Water
11193,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Bareland
11194,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Water
11195,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
11196,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Water
11197,Water,Water,Wetland,NULL,Wetland,Water,NULL,Water
11198,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Grassland
11199,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Water
11200,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Forest
11201,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Grassland
11202,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Water
11203,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
11204,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
11205,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
11206,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
11207,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
11208,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Water
11209,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
11210,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
11211,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
11212,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
11213,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
11214,Water,Water,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
11215,Water,Water,Wetland,Non_Water,Wetland,NULL,Shrubland,Water
11216,Water,Water,Wetland,Non_Water,Wetland,NULL,Shrubland,Forest
11217,Water,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
11218,Water,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Bareland
11219,Water,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Water
11220,Water,Water,Wetland,Non_Water,Wetland,NULL,Bareland,Grassland
11221,Water,Water,Wetland,Non_Water,Wetland,NULL,Bareland,Bareland
11222,Water,Water,Wetland,Non_Water,Wetland,NULL,Bareland,Water
11223,Water,Water,Wetland,Non_Water,Wetland,NULL,Bareland,Forest
11224,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
11225,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Cropland
11226,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
11227,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Bareland
11228,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
11229,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
11230,Water,Water,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
11231,Water,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
11232,Water,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,Water
11233,Water,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
11234,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
11235,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Water
11236,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
11237,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
11238,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Bareland,Grassland
11239,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Bareland,Water
11240,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Bareland,Forest
11241,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
11242,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
11243,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Bareland
11244,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Water
11245,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
11246,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
11247,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Cropland
11248,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
11249,Water,Water,Wetland,Non_Water,Wetland,Bareland,NULL,Bareland
11250,Water,Water,Wetland,Non_Water,Wetland,Bareland,NULL,Water
11251,Water,Water,Wetland,Non_Water,Wetland,Bareland,Shrubland,Grassland
11252,Water,Water,Wetland,Non_Water,Wetland,Bareland,Shrubland,Bareland
11253,Water,Water,Wetland,Non_Water,Wetland,Bareland,Shrubland,Water
11254,Water,Water,Wetland,Non_Water,Wetland,Bareland,Shrubland,Forest
11255,Water,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
11256,Water,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
11257,Water,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
11258,Water,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
11259,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
11260,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
11261,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
11262,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
11263,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
11264,Water,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Water
11265,Water,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
11266,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Grassland
11267,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
11268,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
11269,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
11270,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Bareland
11271,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Water
11272,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
11273,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
11274,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
11275,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Grassland
11276,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Bareland
11277,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Water
11278,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Forest
11279,Water,Water,Wetland,Non_Water,Wetland,Water,Water,NULL
11280,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
11281,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
11282,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
11283,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
11284,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
11285,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Grassland
11286,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
11287,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
11288,Water,Water,Wetland,Non_Water,Wetland,Forest,NULL,Water
11289,Water,Water,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
11290,Water,Water,Wetland,Non_Water,Wetland,Forest,Bareland,Water
11291,Water,Water,Wetland,Non_Water,Wetland,Forest,Bareland,Forest
11292,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
11293,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
11294,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Water
11295,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
11296,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
11297,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
11298,Water,Water,Wetland,Water,Wetland,NULL,Shrubland,Grassland
11299,Water,Water,Wetland,Water,Wetland,NULL,Shrubland,Bareland
11300,Water,Water,Wetland,Water,Wetland,NULL,Shrubland,Forest
11301,Water,Water,Wetland,Water,Wetland,NULL,Grassland,Grassland
11302,Water,Water,Wetland,Water,Wetland,NULL,Grassland,Water
11303,Water,Water,Wetland,Water,Wetland,NULL,Bareland,Grassland
11304,Water,Water,Wetland,Water,Wetland,NULL,Bareland,Bareland
11305,Water,Water,Wetland,Water,Wetland,NULL,Bareland,Water
11306,Water,Water,Wetland,Water,Wetland,NULL,Bareland,Forest
11307,Water,Water,Wetland,Water,Wetland,NULL,Water,Grassland
11308,Water,Water,Wetland,Water,Wetland,NULL,Water,Cropland
11309,Water,Water,Wetland,Water,Wetland,NULL,Water,Wetland
11310,Water,Water,Wetland,Water,Wetland,NULL,Water,Bareland
11311,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
11312,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
11313,Water,Water,Wetland,Water,Wetland,Shrubland,NULL,Grassland
11314,Water,Water,Wetland,Water,Wetland,Shrubland,NULL,Water
11315,Water,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
11316,Water,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Bareland
11317,Water,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Water
11318,Water,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
11319,Water,Water,Wetland,Water,Wetland,Shrubland,Wetland,Grassland
11320,Water,Water,Wetland,Water,Wetland,Shrubland,Bareland,Grassland
11321,Water,Water,Wetland,Water,Wetland,Shrubland,Bareland,Water
11322,Water,Water,Wetland,Water,Wetland,Shrubland,Bareland,Forest
11323,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Grassland
11324,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Wetland
11325,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Bareland
11326,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Water
11327,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Forest
11328,Water,Water,Wetland,Water,Wetland,Shrubland,Forest,Forest
11329,Water,Water,Wetland,Water,Wetland,Grassland,NULL,Water
11330,Water,Water,Wetland,Water,Wetland,Grassland,Shrubland,Grassland
11331,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Water
11332,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
11333,Water,Water,Wetland,Water,Wetland,Grassland,Water,Bareland
11334,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
11335,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
11336,Water,Water,Wetland,Water,Wetland,Bareland,NULL,Grassland
11337,Water,Water,Wetland,Water,Wetland,Bareland,Shrubland,Grassland
11338,Water,Water,Wetland,Water,Wetland,Bareland,Shrubland,Water
11339,Water,Water,Wetland,Water,Wetland,Bareland,Shrubland,Forest
11340,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Grassland
11341,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Bareland
11342,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
11343,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Forest
11344,Water,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
11345,Water,Water,Wetland,Water,Wetland,Bareland,Water,Wetland
11346,Water,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
11347,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
11348,Water,Water,Wetland,Water,Wetland,Bareland,Water,Forest
11349,Water,Water,Wetland,Water,Wetland,Water,NULL,Grassland
11350,Water,Water,Wetland,Water,Wetland,Water,NULL,Bareland
11351,Water,Water,Wetland,Water,Wetland,Water,NULL,Water
11352,Water,Water,Wetland,Water,Wetland,Water,Shrubland,Grassland
11353,Water,Water,Wetland,Water,Wetland,Water,Shrubland,Water
11354,Water,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
11355,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
11356,Water,Water,Wetland,Water,Wetland,Water,Bareland,Grassland
11357,Water,Water,Wetland,Water,Wetland,Water,Bareland,Bareland
11358,Water,Water,Wetland,Water,Wetland,Water,Bareland,Water
11359,Water,Water,Wetland,Water,Wetland,Water,Bareland,Forest
11360,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
11361,Water,Water,Wetland,Water,Wetland,Water,Water,Cropland
11362,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
11363,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
11364,Water,Water,Wetland,Water,Wetland,Water,Water,Water
11365,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
11366,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
11367,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
11368,Water,Water,Wetland,Water,Wetland,Forest,Shrubland,Forest
11369,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
11370,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
11371,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
11372,Water,Water,Bareland,NULL,Non_Wetland,NULL,Bareland,Water
11373,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Bareland
11374,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
11375,Water,Water,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11376,Water,Water,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
11377,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Water
11378,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
11379,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
11380,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
11381,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
11382,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Water
11383,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Grassland
11384,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Water
11385,Water,Water,Bareland,NULL,Non_Wetland,Water,Shrubland,Water
11386,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
11387,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Water
11388,Water,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Water
11389,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
11390,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Bareland
11391,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
11392,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
11393,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
11394,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Bareland,Forest
11395,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Grassland
11396,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Bareland
11397,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
11398,Water,Water,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
11399,Water,Water,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
11400,Water,Water,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
11401,Water,Water,Bareland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
11402,Water,Water,Bareland,Non_Water,Non_Wetland,Shrubland,Water,Forest
11403,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
11404,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
11405,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
11406,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
11407,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Water
11408,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
11409,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
11410,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Bareland
11411,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
11412,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Forest,Forest
11413,Water,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Water
11414,Water,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Forest
11415,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Shrubland,Bareland
11416,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Shrubland,Water
11417,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Bareland,Water
11418,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
11419,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Bareland
11420,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
11421,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
11422,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,Forest,Water
11423,Water,Water,Bareland,Water,Non_Wetland,NULL,Bareland,Water
11424,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Bareland
11425,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
11426,Water,Water,Bareland,Water,Non_Wetland,Shrubland,Bareland,Water
11427,Water,Water,Bareland,Water,Non_Wetland,Shrubland,Water,Water
11428,Water,Water,Bareland,Water,Non_Wetland,Shrubland,Water,Forest
11429,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Water
11430,Water,Water,Bareland,Water,Non_Wetland,Bareland,Shrubland,Bareland
11431,Water,Water,Bareland,Water,Non_Wetland,Bareland,Shrubland,Water
11432,Water,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
11433,Water,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
11434,Water,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
11435,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
11436,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
11437,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
11438,Water,Water,Bareland,Water,Non_Wetland,Water,NULL,Water
11439,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Water
11440,Water,Water,Bareland,Water,Non_Wetland,Water,Bareland,Water
11441,Water,Water,Bareland,Water,Non_Wetland,Water,Bareland,Forest
11442,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
11443,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Bareland
11444,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
11445,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
11446,Water,Water,Bareland,Water,Non_Wetland,Forest,Water,Water
11447,Water,Water,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
11448,Water,Water,Built-up,NULL,Non_Wetland,NULL,Bareland,Water
11449,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
11450,Water,Water,Built-up,NULL,Non_Wetland,Shrubland,Water,Water
11451,Water,Water,Built-up,NULL,Non_Wetland,Shrubland,Water,Forest
11452,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
11453,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
11454,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
11455,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
11456,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
11457,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
11458,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
11459,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Water
11460,Water,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Grassland
11461,Water,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Bareland
11462,Water,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Water
11463,Water,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Forest
11464,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Bareland
11465,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
11466,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
11467,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Grassland
11468,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Bareland
11469,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Forest
11470,Water,Water,Built-up,Non_Water,Non_Wetland,Shrubland,Water,Forest
11471,Water,Water,Built-up,Non_Water,Non_Wetland,Shrubland,Forest,Water
11472,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
11473,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
11474,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Water
11475,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Water
11476,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Bareland,Water
11477,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
11478,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Bareland
11479,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
11480,Water,Water,Built-up,Water,Non_Wetland,NULL,Bareland,Grassland
11481,Water,Water,Built-up,Water,Non_Wetland,NULL,Water,Bareland
11482,Water,Water,Built-up,Water,Non_Wetland,Shrubland,Forest,Water
11483,Water,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
11484,Water,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
11485,Water,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
11486,Water,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Forest
11487,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
11488,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
11489,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Water
11490,Water,Water,Built-up,Water,Non_Wetland,Water,Bareland,Bareland
11491,Water,Water,Built-up,Water,Non_Wetland,Water,Bareland,Water
11492,Water,Water,Built-up,Water,Non_Wetland,Water,Built-up,Water
11493,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Bareland
11494,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
11495,Water,Water,Built-up,Water,Non_Wetland,Forest,Water,Forest
11496,Water,Water,Water,NULL,Water,NULL,Grassland,Grassland
11497,Water,Water,Water,NULL,Water,NULL,Water,Bareland
11498,Water,Water,Water,NULL,Water,NULL,Water,Water
11499,Water,Water,Water,NULL,Water,Shrubland,NULL,Cropland
11500,Water,Water,Water,NULL,Water,Shrubland,Shrubland,Forest
11501,Water,Water,Water,NULL,Water,Shrubland,Wetland,Forest
11502,Water,Water,Water,NULL,Water,Shrubland,Bareland,Forest
11503,Water,Water,Water,NULL,Water,Shrubland,Water,Bareland
11504,Water,Water,Water,NULL,Water,Shrubland,Water,Water
11505,Water,Water,Water,NULL,Water,Shrubland,Water,Forest
11506,Water,Water,Water,NULL,Water,Bareland,Wetland,Water
11507,Water,Water,Water,NULL,Water,Bareland,Bareland,Grassland
11508,Water,Water,Water,NULL,Water,Bareland,Bareland,Water
11509,Water,Water,Water,NULL,Water,Bareland,Water,Water
11510,Water,Water,Water,NULL,Water,Bareland,Water,Forest
11511,Water,Water,Water,NULL,Water,Bareland,Forest,Water
11512,Water,Water,Water,NULL,Water,Water,NULL,Bareland
11513,Water,Water,Water,NULL,Water,Water,NULL,Water
11514,Water,Water,Water,NULL,Water,Water,Shrubland,Grassland
11515,Water,Water,Water,NULL,Water,Water,Shrubland,Water
11516,Water,Water,Water,NULL,Water,Water,Shrubland,Forest
11517,Water,Water,Water,NULL,Water,Water,Wetland,Water
11518,Water,Water,Water,NULL,Water,Water,Bareland,Water
11519,Water,Water,Water,NULL,Water,Water,Bareland,Forest
11520,Water,Water,Water,NULL,Water,Water,Water,Grassland
11521,Water,Water,Water,NULL,Water,Water,Water,Bareland
11522,Water,Water,Water,NULL,Water,Water,Water,Water
11523,Water,Water,Water,NULL,Water,Water,Water,Forest
11524,Water,Water,Water,NULL,Water,Water,Forest,Bareland
11525,Water,Water,Water,NULL,Water,Water,Forest,Water
11526,Water,Water,Water,NULL,Water,Water,Forest,Forest
