Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LMD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LMD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LMD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LMD_M_R
4966,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Bareland
4967,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
4968,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
4969,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
4970,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
4971,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
4972,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
4973,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
4974,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
4975,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
4976,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
4977,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
4978,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
4979,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
4980,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
4981,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4982,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Cropland
4983,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
4984,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
4985,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4986,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
4987,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Wetland
4988,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4989,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
4990,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
4991,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
4992,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
4993,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
4994,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
4995,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
4996,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
4997,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4998,Cropland,Bareland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
4999,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
5000,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
5001,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5002,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5003,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
5004,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
5005,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
5006,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
5007,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5008,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
5009,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
5010,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
5011,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
5012,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5013,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5014,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5015,Cropland,Bareland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5016,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
5017,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
5018,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
5019,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
5020,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5021,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
5022,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5023,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
5024,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
5025,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
5026,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
5027,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
5028,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
5029,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
5030,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5031,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
5032,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5033,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
5034,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
5035,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
5036,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
5037,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
5038,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5039,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5040,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
5041,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5042,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
5043,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5044,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
5045,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
5046,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
5047,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5048,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
5049,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
5050,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5051,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
5052,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
5053,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
5054,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
5055,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
5056,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5057,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
5058,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5059,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5060,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
5061,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
5062,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
5063,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
5064,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5065,Cropland,Built-up,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5066,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
5067,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5068,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
5069,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
5070,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
5071,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
5072,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
5073,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5074,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
5075,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
5076,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
5077,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
5078,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
5079,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
5080,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
5081,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
5082,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
5083,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
5084,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
5085,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5086,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
5087,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5088,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5089,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
5090,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5091,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
5092,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
5093,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5094,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
5095,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
5096,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
5097,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
5098,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5099,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
5100,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
5101,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
5102,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5103,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5104,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5105,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
5106,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
5107,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5108,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
5109,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
5110,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
5111,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
5112,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
5113,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
5114,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
5115,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
5116,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
5117,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
5118,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
5119,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
5120,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
5121,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
5122,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
5123,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
5124,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5125,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5126,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
5127,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
5128,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5129,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5130,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5131,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
5132,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
5133,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
5134,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
5135,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
5136,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
5137,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
5138,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
5139,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
5140,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
5141,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
5142,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
5143,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5144,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
5145,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
5146,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
5147,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
5148,Cropland,Built-up,Bareland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5149,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5150,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5151,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
5152,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
5153,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
5154,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
5155,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
5156,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
5157,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
5158,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
5159,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
5160,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
5161,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
5162,Cropland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
5163,Cropland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Bareland
5164,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
5165,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
5166,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
5167,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
5168,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
5169,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
5170,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
5171,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
5172,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
5173,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
5174,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
5175,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
5176,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
5177,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Forest
5178,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
5179,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5180,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
5181,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
5182,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
5183,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
5184,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
5185,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
5186,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
5187,Cropland,Built-up,Water,NULL,Water,NULL,Bareland,Bareland
5188,Cropland,Built-up,Water,NULL,Water,Grassland,Grassland,Bareland
5189,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
5190,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Cropland
5191,Cropland,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5192,Cropland,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5193,Cropland,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
5194,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
5195,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5196,Cropland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5197,Cropland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5198,Cropland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
5199,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
5200,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5201,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
5202,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
5203,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5204,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5205,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
5206,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
5207,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5208,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5209,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5210,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5211,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
5212,Cropland,Water,Shrubland,Water,Non_Wetland,Bareland,Shrubland,NULL
5213,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
5214,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5215,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5216,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5217,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
5218,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5219,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5220,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5221,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5222,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5223,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5224,Cropland,Water,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5225,Cropland,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
5226,Cropland,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
5227,Cropland,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
5228,Cropland,Water,Water,NULL,Water,Bareland,Grassland,Bareland
5229,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
5230,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
5231,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
5232,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
5233,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
5234,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5235,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5236,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
5237,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5238,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
5239,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5240,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
5241,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
5242,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
5243,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5244,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
5245,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
5246,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5247,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
5248,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5249,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
5250,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
5251,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
5252,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5253,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
5254,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5255,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
5256,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
5257,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
5258,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5259,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
5260,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
5261,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
5262,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
5263,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
5264,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
5265,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
5266,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
5267,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
5268,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
5269,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5270,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
5271,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5272,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5273,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
5274,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
5275,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
