Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MWD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MWD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MWD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MWD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MWD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18MWD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18MWD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MWD_M_R
357,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
358,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
359,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
360,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
361,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
362,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
363,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
364,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
365,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
366,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
367,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
368,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
369,Water,Water,Water,NULL,Water,NULL,NULL,Water
370,Water,Water,Water,NULL,Water,NULL,NULL,Forest
371,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
372,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
373,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
374,Water,Water,Water,Water,Water,NULL,NULL,Grassland
375,Water,Water,Water,Water,Water,NULL,NULL,Bareland
376,Water,Water,Water,Water,Water,NULL,NULL,Water
377,Water,Water,Water,Water,Water,NULL,NULL,Forest
378,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
379,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
380,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
381,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
382,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
383,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
384,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
385,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
386,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
387,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
388,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
389,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
390,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
391,Water,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
392,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
393,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
394,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
395,Water,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
396,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
397,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
398,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
399,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
400,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
401,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
402,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
403,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Water
404,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
405,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
406,Water,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
407,Water,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
408,Water,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
409,Water,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
410,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
411,Water,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
412,Water,Forest,Water,Non_Water,Water,NULL,NULL,Water
413,Water,Forest,Water,Non_Water,Water,NULL,NULL,Forest
414,Water,Forest,Water,Water,Water,NULL,NULL,Water
415,Water,Forest,Water,Water,Water,NULL,NULL,Forest
416,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
417,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
418,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
419,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
420,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
421,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
422,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Water
423,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
424,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
425,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
426,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
427,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
428,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
429,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
430,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
431,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
432,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
433,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
434,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
435,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
436,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
437,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
438,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
439,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
440,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
441,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
442,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
443,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
444,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
445,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
446,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
447,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
448,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
449,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
450,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
451,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
452,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
453,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
454,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
455,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
456,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
457,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
458,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
459,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
460,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
461,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
462,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
463,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
464,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
465,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
466,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
467,Forest,NULL,Water,Water,Water,NULL,NULL,Water
468,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
469,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
470,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
471,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
472,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
473,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
474,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
475,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
476,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
477,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
478,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
479,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
480,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
481,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
482,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
483,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
484,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
485,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
486,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
487,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
488,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
489,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
490,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
491,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
492,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
493,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
494,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
495,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
496,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
497,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
498,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
499,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
500,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
501,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
502,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Bareland
503,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Water
504,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
505,Forest,Wetland,Water,Water,Water,NULL,NULL,Grassland
506,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
507,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
508,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
509,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
510,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
511,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
512,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
513,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
514,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
515,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
516,Forest,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
517,Forest,Bareland,Water,Water,Water,NULL,NULL,Water
518,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
519,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
520,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
521,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
522,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
523,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
524,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
525,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
526,Forest,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
527,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
528,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
529,Forest,Built-up,Water,NULL,Water,NULL,NULL,Built-up
530,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
531,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
532,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
533,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
534,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
535,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
536,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
537,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
538,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
539,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
540,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
541,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
542,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
543,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
544,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
545,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
546,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
547,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
548,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
549,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
550,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
551,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
552,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
553,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
554,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
555,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
556,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
557,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
558,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
559,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
560,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
561,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
562,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
563,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
564,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
565,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
566,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
567,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
568,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
569,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
570,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
571,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
572,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
573,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
574,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
575,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
576,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
577,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
578,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
579,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
580,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
581,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
582,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
583,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
584,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
585,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
586,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
587,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
588,Forest,Water,Water,NULL,Water,NULL,NULL,Water
589,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
590,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
591,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
592,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
593,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
594,Forest,Water,Water,Water,Water,NULL,NULL,Water
595,Forest,Water,Water,Water,Water,NULL,NULL,Forest
596,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
597,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
598,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
599,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
600,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
601,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
602,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
603,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
604,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
605,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
606,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
607,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
608,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
609,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
610,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
611,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
612,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
613,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
614,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
615,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
616,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
617,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
618,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
619,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
620,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
621,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
622,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
623,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
624,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
625,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
626,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
627,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
628,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
629,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
630,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
631,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
632,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
633,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
634,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
635,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
636,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
637,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
638,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
639,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
640,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
641,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
642,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
643,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
644,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
645,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
646,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
647,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
648,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
649,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
650,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
651,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
652,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
653,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
654,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
655,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
656,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
657,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
658,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
659,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
660,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
661,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
662,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
663,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
664,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
665,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
666,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
667,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
668,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
669,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
670,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
671,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
672,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
673,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
674,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Water
675,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Forest
676,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
677,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
678,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
679,Forest,Forest,Water,Non_Water,Water,NULL,NULL,NULL
680,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
681,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Bareland
682,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Water
683,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
684,Forest,Forest,Water,Water,Water,NULL,NULL,NULL
685,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
686,Forest,Forest,Water,Water,Water,NULL,NULL,Water
687,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
688,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
689,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
690,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
691,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
692,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
693,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
694,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
695,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
696,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
697,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
698,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
699,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
