Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KXQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KXQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KXQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KXQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KXQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KXQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KXQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KXQ_M_R
6650,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
6651,Cropland,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6652,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
6653,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
6654,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
6655,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
6656,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
6657,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
6658,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
6659,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
6660,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
6661,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
6662,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
6663,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
6664,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
6665,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
6666,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
6667,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
6668,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
6669,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
6670,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
6671,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
6672,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
6673,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
6674,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
6675,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
6676,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
6677,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
6678,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
6679,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
6680,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
6681,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
6682,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
6683,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
6684,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
6685,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
6686,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
6687,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Cropland
6688,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Forest
6689,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Cropland
6690,Cropland,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
6691,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
6692,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
6693,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
6694,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
6695,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
6696,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
6697,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
6698,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
6699,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
6700,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
6701,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
6702,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
6703,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
6704,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
6705,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
6706,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
6707,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
6708,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
6709,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
6710,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
6711,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
6712,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
6713,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
6714,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
6715,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
6716,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
6717,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Bareland
6718,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
6719,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
6720,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
6721,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
6722,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
6723,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
6724,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
6725,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
6726,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
6727,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
6728,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
6729,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Bareland
6730,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Grassland,Bareland
6731,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
6732,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
6733,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Grassland
6734,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Bareland
6735,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Built-up
6736,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Water
6737,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Forest
6738,Cropland,Built-up,Water,NULL,Water,Bareland,NULL,Grassland
6739,Cropland,Built-up,Water,NULL,Water,Bareland,NULL,Cropland
6740,Cropland,Built-up,Water,NULL,Water,Bareland,NULL,Forest
6741,Cropland,Built-up,Water,NULL,Water,Bareland,Bareland,Grassland
6742,Cropland,Built-up,Water,NULL,Water,Bareland,Bareland,Bareland
6743,Cropland,Built-up,Water,NULL,Water,Bareland,Bareland,Built-up
6744,Cropland,Built-up,Water,NULL,Water,Bareland,Bareland,Forest
6745,Cropland,Built-up,Water,NULL,Water,Bareland,Built-up,Grassland
6746,Cropland,Built-up,Water,NULL,Water,Bareland,Built-up,Cropland
6747,Cropland,Built-up,Water,NULL,Water,Bareland,Built-up,Bareland
6748,Cropland,Built-up,Water,NULL,Water,Bareland,Built-up,Forest
6749,Cropland,Built-up,Water,NULL,Water,Bareland,Water,Bareland
6750,Cropland,Built-up,Water,NULL,Water,Built-up,NULL,Forest
6751,Cropland,Built-up,Water,NULL,Water,Built-up,Built-up,Grassland
6752,Cropland,Built-up,Water,NULL,Water,Built-up,Built-up,Built-up
6753,Cropland,Built-up,Water,NULL,Water,Built-up,Built-up,Water
6754,Cropland,Built-up,Water,Non_Water,Water,Built-up,Built-up,Bareland
6755,Cropland,Built-up,Water,Water,Water,NULL,NULL,Water
6756,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
6757,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
6758,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
6759,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
6760,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6761,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
6762,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
6763,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
6764,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Cropland
6765,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
6766,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
6767,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
6768,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
6769,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
6770,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
6771,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
6772,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6773,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
6774,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6775,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
6776,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
6777,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Cropland
6778,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
6779,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
6780,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
6781,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
6782,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland,Bareland,Cropland
6783,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland,Built-up,Cropland
6784,Cropland,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
6785,Cropland,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
6786,Cropland,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
6787,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
6788,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
6789,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
6790,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
6791,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
6792,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
6793,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
6794,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Cropland
6795,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
6796,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
6797,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
6798,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Cropland
6799,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
6800,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
6801,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Cropland
6802,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Built-up
6803,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
6804,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
6805,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Forest
6806,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
6807,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
6808,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
6809,Cropland,Built-up,Forest,NULL,Non_Wetland,Water,NULL,Water
6810,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
6811,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
6812,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
6813,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Grassland
6814,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
6815,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6816,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
6817,Cropland,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Water
6818,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6819,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6820,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
6821,Cropland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
6822,Cropland,Water,Water,NULL,Water,Bareland,Water,Bareland
6823,Cropland,Water,Water,NULL,Water,Bareland,Water,Forest
6824,Cropland,Water,Water,Water,Water,Bareland,Water,Bareland
6825,Cropland,Water,Water,Water,Water,Water,Water,Water
6826,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
6827,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
6828,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6829,Cropland,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
6830,Cropland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
6831,Cropland,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
6832,Cropland,Water,Forest,NULL,Non_Wetland,Water,NULL,Wetland
6833,Cropland,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
6834,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
6835,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
6836,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
6837,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
6838,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
6839,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
6840,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
6841,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
6842,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
6843,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
6844,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
6845,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
6846,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
6847,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6848,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6849,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
6850,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
6851,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
6852,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
6853,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
6854,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
6855,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
6856,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
6857,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
6858,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
6859,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
6860,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
6861,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
6862,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
6863,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
6864,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
6865,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
6866,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6867,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
6868,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
6869,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
6870,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
6871,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
6872,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
6873,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
6874,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
6875,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
6876,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6877,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
6878,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6879,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6880,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6881,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
6882,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
6883,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
6884,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
6885,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
6886,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
6887,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
6888,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6889,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6890,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
6891,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
6892,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
6893,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
6894,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
6895,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
6896,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
6897,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
6898,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
6899,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
6900,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
6901,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
6902,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
6903,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
6904,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6905,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
6906,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
6907,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
6908,Cropland,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
6909,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
6910,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
6911,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
6912,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6913,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
6914,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
6915,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
6916,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6917,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
6918,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6919,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
6920,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
6921,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
6922,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
6923,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
6924,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
6925,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
6926,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
6927,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6928,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
6929,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
6930,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
6931,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6932,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6933,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6934,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
6935,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6936,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
6937,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
6938,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
6939,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
6940,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
6941,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Wetland,Forest
6942,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
6943,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
6944,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
6945,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
6946,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
6947,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6948,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
6949,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
6950,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
6951,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
6952,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
6953,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
6954,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
6955,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
6956,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
6957,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6958,Cropland,Forest,Wetland,NULL,Wetland,Grassland,NULL,Grassland
6959,Cropland,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
6960,Cropland,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
6961,Cropland,Forest,Wetland,Water,Wetland,Grassland,NULL,Forest
6962,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
6963,Cropland,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
6964,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
6965,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
6966,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
6967,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
6968,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
6969,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
6970,Cropland,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
6971,Cropland,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
6972,Cropland,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
