Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20PPQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20PPQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20PPQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20PPQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20PPQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20PPQ_M_R
434,Grassland,Wetland,Wetland,Non_Water,Wetland,Cropland
435,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland
436,Grassland,Wetland,Wetland,Non_Water,Wetland,Water
437,Grassland,Wetland,Wetland,Non_Water,Wetland,Forest
438,Grassland,Wetland,Wetland,Water,Wetland,Grassland
439,Grassland,Wetland,Wetland,Water,Wetland,Cropland
440,Grassland,Wetland,Wetland,Water,Wetland,Wetland
441,Grassland,Wetland,Wetland,Water,Wetland,Water
442,Grassland,Wetland,Wetland,Water,Wetland,Forest
443,Grassland,Wetland,Built-up,NULL,Non_Wetland,Grassland
444,Grassland,Wetland,Built-up,Water,Non_Wetland,Grassland
445,Grassland,Wetland,Built-up,Water,Non_Wetland,Wetland
446,Grassland,Wetland,Water,NULL,Water,Grassland
447,Grassland,Wetland,Water,NULL,Water,Wetland
448,Grassland,Wetland,Water,NULL,Water,Forest
449,Grassland,Wetland,Water,Non_Water,Water,Grassland
450,Grassland,Wetland,Water,Non_Water,Water,Wetland
451,Grassland,Wetland,Water,Non_Water,Water,Water
452,Grassland,Wetland,Water,Non_Water,Water,Forest
453,Grassland,Wetland,Water,Water,Water,Grassland
454,Grassland,Wetland,Water,Water,Water,Wetland
455,Grassland,Wetland,Water,Water,Water,Water
456,Grassland,Wetland,Water,Water,Water,Forest
457,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland
458,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland
459,Grassland,Wetland,Forest,NULL,Non_Wetland,Water
460,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest
461,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL
462,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
463,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
464,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Forest
465,Grassland,Wetland,Forest,Water,Non_Wetland,Grassland
466,Grassland,Wetland,Forest,Water,Non_Wetland,Wetland
467,Grassland,Wetland,Forest,Water,Non_Wetland,Water
468,Grassland,Bareland,Grassland,NULL,Non_Wetland,Grassland
469,Grassland,Bareland,Wetland,NULL,Wetland,Grassland
470,Grassland,Bareland,Wetland,Non_Water,Wetland,Grassland
471,Grassland,Bareland,Wetland,Water,Wetland,Wetland
472,Grassland,Bareland,Water,Water,Water,Wetland
473,Grassland,Bareland,Water,Water,Water,Water
474,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
475,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Forest
476,Grassland,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
477,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland
478,Grassland,Built-up,Grassland,NULL,Non_Wetland,Wetland
479,Grassland,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
480,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland
481,Grassland,Built-up,Cropland,NULL,Non_Wetland,Wetland
482,Grassland,Built-up,Cropland,NULL,Non_Wetland,Forest
483,Grassland,Built-up,Wetland,NULL,Wetland,Grassland
484,Grassland,Built-up,Wetland,NULL,Wetland,Wetland
485,Grassland,Built-up,Wetland,NULL,Wetland,Water
486,Grassland,Built-up,Wetland,NULL,Wetland,Forest
487,Grassland,Built-up,Wetland,Non_Water,Wetland,Grassland
488,Grassland,Built-up,Wetland,Non_Water,Wetland,Wetland
489,Grassland,Built-up,Wetland,Non_Water,Wetland,Forest
490,Grassland,Built-up,Wetland,Water,Wetland,Grassland
491,Grassland,Built-up,Wetland,Water,Wetland,Wetland
492,Grassland,Built-up,Wetland,Water,Wetland,Forest
493,Grassland,Built-up,Bareland,NULL,Non_Wetland,Grassland
494,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland
495,Grassland,Built-up,Built-up,NULL,Non_Wetland,Forest
496,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland
497,Grassland,Built-up,Forest,NULL,Non_Wetland,Wetland
498,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up
499,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest
500,Grassland,Built-up,Forest,Non_Water,Non_Wetland,Grassland
501,Grassland,Built-up,Forest,Non_Water,Non_Wetland,Forest
502,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland
503,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
504,Grassland,Water,Shrubland,Water,Non_Wetland,Grassland
505,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland
506,Grassland,Water,Grassland,NULL,Non_Wetland,Forest
507,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland
508,Grassland,Water,Cropland,Non_Water,Non_Wetland,Grassland
509,Grassland,Water,Cropland,Non_Water,Non_Wetland,Wetland
510,Grassland,Water,Wetland,NULL,Wetland,Grassland
511,Grassland,Water,Wetland,NULL,Wetland,Wetland
512,Grassland,Water,Wetland,NULL,Wetland,Water
513,Grassland,Water,Wetland,NULL,Wetland,Forest
514,Grassland,Water,Wetland,Non_Water,Wetland,Grassland
515,Grassland,Water,Wetland,Non_Water,Wetland,Wetland
516,Grassland,Water,Wetland,Non_Water,Wetland,Water
517,Grassland,Water,Wetland,Non_Water,Wetland,Forest
518,Grassland,Water,Wetland,Water,Wetland,Grassland
519,Grassland,Water,Wetland,Water,Wetland,Wetland
520,Grassland,Water,Wetland,Water,Wetland,Water
521,Grassland,Water,Wetland,Water,Wetland,Forest
522,Grassland,Water,Bareland,NULL,Non_Wetland,Forest
523,Grassland,Water,Built-up,NULL,Non_Wetland,Grassland
524,Grassland,Water,Water,NULL,Water,Grassland
525,Grassland,Water,Water,NULL,Water,Wetland
526,Grassland,Water,Water,NULL,Water,Water
527,Grassland,Water,Water,NULL,Water,Forest
528,Grassland,Water,Water,Non_Water,Water,Grassland
529,Grassland,Water,Water,Non_Water,Water,Wetland
530,Grassland,Water,Water,Non_Water,Water,Forest
531,Grassland,Water,Water,Water,Water,Grassland
532,Grassland,Water,Water,Water,Water,Wetland
533,Grassland,Water,Water,Water,Water,Water
534,Grassland,Water,Water,Water,Water,Forest
535,Grassland,Water,Forest,NULL,Non_Wetland,Grassland
536,Grassland,Water,Forest,NULL,Non_Wetland,Wetland
537,Grassland,Water,Forest,NULL,Non_Wetland,Forest
538,Grassland,Water,Forest,Non_Water,Non_Wetland,Grassland
539,Grassland,Water,Forest,Non_Water,Non_Wetland,Wetland
540,Grassland,Water,Forest,Non_Water,Non_Wetland,Forest
541,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
542,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland
543,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
544,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
545,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
546,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
547,Grassland,Forest,Shrubland,Water,Non_Wetland,Grassland
548,Grassland,Forest,Shrubland,Water,Non_Wetland,Wetland
549,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
550,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland
551,Grassland,Forest,Grassland,NULL,Non_Wetland,Built-up
552,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest
553,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
554,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Wetland
555,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Forest
556,Grassland,Forest,Grassland,Water,Non_Wetland,Grassland
557,Grassland,Forest,Grassland,Water,Non_Wetland,Wetland
558,Grassland,Forest,Grassland,Water,Non_Wetland,Forest
559,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
560,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland
561,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
562,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
563,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Wetland
564,Grassland,Forest,Cropland,Water,Non_Wetland,Grassland
565,Grassland,Forest,Cropland,Water,Non_Wetland,Wetland
566,Grassland,Forest,Wetland,NULL,Wetland,NULL
567,Grassland,Forest,Wetland,NULL,Wetland,Grassland
568,Grassland,Forest,Wetland,NULL,Wetland,Wetland
569,Grassland,Forest,Wetland,NULL,Wetland,Water
570,Grassland,Forest,Wetland,NULL,Wetland,Forest
571,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland
572,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland
573,Grassland,Forest,Wetland,Non_Water,Wetland,Water
574,Grassland,Forest,Wetland,Non_Water,Wetland,Forest
575,Grassland,Forest,Wetland,Water,Wetland,Grassland
576,Grassland,Forest,Wetland,Water,Wetland,Wetland
577,Grassland,Forest,Wetland,Water,Wetland,Water
578,Grassland,Forest,Wetland,Water,Wetland,Forest
579,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland
580,Grassland,Forest,Built-up,NULL,Non_Wetland,Forest
581,Grassland,Forest,Water,NULL,Water,Grassland
582,Grassland,Forest,Water,NULL,Water,Wetland
583,Grassland,Forest,Water,NULL,Water,Forest
584,Grassland,Forest,Water,Non_Water,Water,Grassland
585,Grassland,Forest,Water,Non_Water,Water,Wetland
586,Grassland,Forest,Water,Non_Water,Water,Forest
587,Grassland,Forest,Water,Water,Water,Grassland
588,Grassland,Forest,Water,Water,Water,Wetland
589,Grassland,Forest,Water,Water,Water,Water
590,Grassland,Forest,Water,Water,Water,Forest
591,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
592,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
593,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland
594,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
595,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland
596,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland
597,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest
598,Grassland,Forest,Forest,Water,Non_Wetland,Grassland
599,Grassland,Forest,Forest,Water,Non_Wetland,Wetland
600,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
601,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
602,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
603,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
604,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
605,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
606,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
607,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland
608,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
609,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
610,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
611,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland
612,Cropland,NULL,Grassland,Water,Non_Wetland,Wetland
613,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
614,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland
615,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
616,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
617,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
618,Cropland,NULL,Wetland,NULL,Wetland,Grassland
619,Cropland,NULL,Wetland,NULL,Wetland,Wetland
620,Cropland,NULL,Wetland,NULL,Wetland,Water
621,Cropland,NULL,Wetland,NULL,Wetland,Forest
622,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland
623,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland
624,Cropland,NULL,Wetland,Non_Water,Wetland,Forest
625,Cropland,NULL,Wetland,Water,Wetland,Grassland
626,Cropland,NULL,Wetland,Water,Wetland,Cropland
627,Cropland,NULL,Wetland,Water,Wetland,Wetland
628,Cropland,NULL,Wetland,Water,Wetland,Forest
629,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
630,Cropland,NULL,Built-up,NULL,Non_Wetland,Wetland
631,Cropland,NULL,Water,Water,Water,Wetland
632,Cropland,NULL,Water,Water,Water,Water
633,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
634,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
635,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
636,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
637,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland
638,Cropland,NULL,Forest,Water,Non_Wetland,Grassland
639,Cropland,NULL,Forest,Water,Non_Wetland,Wetland
640,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
641,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
642,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland
643,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
644,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
645,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland
646,Cropland,Cropland,Wetland,NULL,Wetland,Grassland
647,Cropland,Cropland,Wetland,NULL,Wetland,Wetland
648,Cropland,Cropland,Wetland,NULL,Wetland,Forest
649,Cropland,Cropland,Wetland,Non_Water,Wetland,Grassland
650,Cropland,Cropland,Wetland,Non_Water,Wetland,Wetland
651,Cropland,Cropland,Wetland,Water,Wetland,Grassland
652,Cropland,Cropland,Wetland,Water,Wetland,Wetland
653,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
654,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
655,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
656,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
657,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
658,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
659,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland
660,Cropland,Cropland,Forest,Water,Non_Wetland,Wetland
661,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
662,Cropland,Wetland,Grassland,Water,Non_Wetland,Grassland
663,Cropland,Wetland,Grassland,Water,Non_Wetland,Wetland
664,Cropland,Wetland,Cropland,NULL,Non_Wetland,Grassland
665,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
666,Cropland,Wetland,Wetland,NULL,Wetland,Grassland
667,Cropland,Wetland,Wetland,NULL,Wetland,Wetland
668,Cropland,Wetland,Wetland,NULL,Wetland,Forest
669,Cropland,Wetland,Wetland,Non_Water,Wetland,Grassland
670,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland
671,Cropland,Wetland,Wetland,Non_Water,Wetland,Water
672,Cropland,Wetland,Wetland,Non_Water,Wetland,Forest
673,Cropland,Wetland,Wetland,Water,Wetland,Grassland
674,Cropland,Wetland,Wetland,Water,Wetland,Wetland
675,Cropland,Wetland,Wetland,Water,Wetland,Water
676,Cropland,Wetland,Water,Water,Water,Wetland
677,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland
678,Cropland,Wetland,Forest,NULL,Non_Wetland,Wetland
679,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest
680,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
681,Cropland,Wetland,Forest,Water,Non_Wetland,Grassland
682,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
683,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
684,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
685,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
686,Cropland,Built-up,Wetland,NULL,Wetland,Grassland
687,Cropland,Built-up,Wetland,NULL,Wetland,Forest
688,Cropland,Built-up,Wetland,Non_Water,Wetland,Forest
689,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
690,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
691,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
692,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
693,Cropland,Water,Wetland,NULL,Wetland,Grassland
694,Cropland,Water,Wetland,NULL,Wetland,Water
695,Cropland,Water,Wetland,NULL,Wetland,Forest
696,Cropland,Water,Wetland,Non_Water,Wetland,Forest
697,Cropland,Water,Wetland,Water,Wetland,Grassland
698,Cropland,Water,Wetland,Water,Wetland,Wetland
699,Cropland,Water,Wetland,Water,Wetland,Water
700,Cropland,Water,Water,Water,Water,Wetland
701,Cropland,Water,Water,Water,Water,Water
702,Cropland,Water,Water,Water,Water,Forest
703,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
704,Cropland,Forest,Shrubland,NULL,Non_Wetland,Built-up
705,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
706,Cropland,Forest,Grassland,NULL,Non_Wetland,Wetland
707,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
708,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
709,Cropland,Forest,Wetland,NULL,Wetland,NULL
710,Cropland,Forest,Wetland,NULL,Wetland,Grassland
711,Cropland,Forest,Wetland,NULL,Wetland,Wetland
712,Cropland,Forest,Wetland,NULL,Wetland,Forest
713,Cropland,Forest,Wetland,Non_Water,Wetland,Grassland
714,Cropland,Forest,Wetland,Non_Water,Wetland,Wetland
715,Cropland,Forest,Wetland,Non_Water,Wetland,Forest
716,Cropland,Forest,Wetland,Water,Wetland,Grassland
717,Cropland,Forest,Wetland,Water,Wetland,Wetland
718,Cropland,Forest,Wetland,Water,Wetland,Forest
719,Cropland,Forest,Built-up,NULL,Non_Wetland,Built-up
720,Cropland,Forest,Water,Water,Water,Forest
721,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
722,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
723,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
724,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
725,Cropland,Forest,Forest,Non_Water,Non_Wetland,Grassland
726,Cropland,Forest,Forest,Non_Water,Non_Wetland,Wetland
727,Cropland,Forest,Forest,Non_Water,Non_Wetland,Forest
728,Cropland,Forest,Forest,Water,Non_Wetland,Wetland
729,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland
730,Wetland,NULL,NULL,Water,Non_Wetland,Wetland
731,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
732,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
733,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
734,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
735,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
736,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
737,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
738,Wetland,NULL,Shrubland,Water,Non_Wetland,Cropland
739,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
740,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
741,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland
742,Wetland,NULL,Grassland,NULL,Non_Wetland,Water
743,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
744,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
745,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
746,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Forest
747,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland
748,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland
749,Wetland,NULL,Grassland,Water,Non_Wetland,Forest
750,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
751,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland
752,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
753,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
754,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
755,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Forest
756,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland
757,Wetland,NULL,Cropland,Water,Non_Wetland,Wetland
758,Wetland,NULL,Cropland,Water,Non_Wetland,Water
759,Wetland,NULL,Wetland,NULL,Wetland,NULL
760,Wetland,NULL,Wetland,NULL,Wetland,Grassland
761,Wetland,NULL,Wetland,NULL,Wetland,Cropland
762,Wetland,NULL,Wetland,NULL,Wetland,Wetland
763,Wetland,NULL,Wetland,NULL,Wetland,Water
764,Wetland,NULL,Wetland,NULL,Wetland,Forest
765,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland
766,Wetland,NULL,Wetland,Non_Water,Wetland,Cropland
767,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
768,Wetland,NULL,Wetland,Non_Water,Wetland,Water
769,Wetland,NULL,Wetland,Non_Water,Wetland,Forest
770,Wetland,NULL,Wetland,Water,Wetland,NULL
771,Wetland,NULL,Wetland,Water,Wetland,Grassland
772,Wetland,NULL,Wetland,Water,Wetland,Cropland
773,Wetland,NULL,Wetland,Water,Wetland,Wetland
774,Wetland,NULL,Wetland,Water,Wetland,Water
775,Wetland,NULL,Wetland,Water,Wetland,Forest
776,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
777,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
778,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland
779,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland
780,Wetland,NULL,Built-up,NULL,Non_Wetland,Wetland
781,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
782,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Wetland
783,Wetland,NULL,Built-up,Water,Non_Wetland,Wetland
784,Wetland,NULL,Water,NULL,Water,Grassland
785,Wetland,NULL,Water,NULL,Water,Wetland
786,Wetland,NULL,Water,NULL,Water,Water
787,Wetland,NULL,Water,NULL,Water,Forest
788,Wetland,NULL,Water,Non_Water,Water,Grassland
789,Wetland,NULL,Water,Non_Water,Water,Wetland
790,Wetland,NULL,Water,Non_Water,Water,Water
791,Wetland,NULL,Water,Non_Water,Water,Forest
792,Wetland,NULL,Water,Water,Water,Grassland
793,Wetland,NULL,Water,Water,Water,Wetland
794,Wetland,NULL,Water,Water,Water,Water
795,Wetland,NULL,Water,Water,Water,Forest
796,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
797,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
798,Wetland,NULL,Forest,NULL,Non_Wetland,Water
799,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
800,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
801,Wetland,NULL,Forest,Non_Water,Non_Wetland,Cropland
802,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
803,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
804,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
805,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
806,Wetland,NULL,Forest,Water,Non_Wetland,Forest
807,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
808,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
809,Wetland,Cropland,Shrubland,Water,Non_Wetland,Grassland
810,Wetland,Cropland,Shrubland,Water,Non_Wetland,Wetland
811,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland
812,Wetland,Cropland,Grassland,NULL,Non_Wetland,Wetland
813,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
814,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
815,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
816,Wetland,Cropland,Grassland,Water,Non_Wetland,Grassland
817,Wetland,Cropland,Grassland,Water,Non_Wetland,Wetland
818,Wetland,Cropland,Cropland,NULL,Non_Wetland,Wetland
819,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
820,Wetland,Cropland,Cropland,Water,Non_Wetland,Grassland
821,Wetland,Cropland,Cropland,Water,Non_Wetland,Wetland
822,Wetland,Cropland,Wetland,NULL,Wetland,Grassland
823,Wetland,Cropland,Wetland,NULL,Wetland,Wetland
824,Wetland,Cropland,Wetland,NULL,Wetland,Water
825,Wetland,Cropland,Wetland,NULL,Wetland,Forest
826,Wetland,Cropland,Wetland,Non_Water,Wetland,Grassland
827,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland
828,Wetland,Cropland,Wetland,Non_Water,Wetland,Forest
829,Wetland,Cropland,Wetland,Water,Wetland,Grassland
830,Wetland,Cropland,Wetland,Water,Wetland,Cropland
831,Wetland,Cropland,Wetland,Water,Wetland,Wetland
832,Wetland,Cropland,Wetland,Water,Wetland,Water
833,Wetland,Cropland,Built-up,Non_Water,Non_Wetland,Grassland
834,Wetland,Cropland,Water,NULL,Water,Wetland
835,Wetland,Cropland,Water,Non_Water,Water,Wetland
836,Wetland,Cropland,Water,Water,Water,Grassland
837,Wetland,Cropland,Water,Water,Water,Wetland
838,Wetland,Cropland,Water,Water,Water,Water
839,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
840,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland
841,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
842,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
843,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
844,Wetland,Cropland,Forest,Water,Non_Wetland,Grassland
845,Wetland,Cropland,Forest,Water,Non_Wetland,Wetland
846,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
847,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
848,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
849,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
850,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
851,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
852,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
853,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
854,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water
855,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland
856,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland
857,Wetland,Wetland,Grassland,NULL,Non_Wetland,Forest
858,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
859,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
860,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Forest
861,Wetland,Wetland,Grassland,Water,Non_Wetland,Grassland
862,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland
863,Wetland,Wetland,Grassland,Water,Non_Wetland,Water
864,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland
865,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland
866,Wetland,Wetland,Cropland,NULL,Non_Wetland,Water
867,Wetland,Wetland,Cropland,NULL,Non_Wetland,Forest
868,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
869,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
870,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Forest
871,Wetland,Wetland,Cropland,Water,Non_Wetland,Grassland
872,Wetland,Wetland,Cropland,Water,Non_Wetland,Wetland
