Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KBB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KBB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KBB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KBB_M_R
3452,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
3453,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3454,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
3455,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Water
3456,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
3457,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
3458,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
3459,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
3460,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
3461,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Wetland
3462,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
3463,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Water
3464,Wetland,NULL,Forest,NULL,Non_Wetland,Water,NULL,Wetland
3465,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
3466,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
3467,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
3468,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Wetland
3469,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Wetland
3470,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Water
3471,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
3472,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
3473,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
3474,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
3475,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3476,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3477,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
3478,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
3479,Wetland,NULL,Forest,Non_Water,Non_Wetland,Bareland,NULL,Wetland
3480,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Wetland
3481,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,NULL
3482,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
3483,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
3484,Wetland,NULL,Forest,Water,Non_Wetland,Grassland,Water,Wetland
3485,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,NULL,Wetland
3486,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
3487,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
3488,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Water
3489,Wetland,NULL,Forest,Water,Non_Wetland,Water,NULL,Wetland
3490,Wetland,NULL,Forest,Water,Non_Wetland,Water,Water,Wetland
3491,Wetland,NULL,Forest,Water,Non_Wetland,Water,Water,Water
3492,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
3493,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
3494,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
3495,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3496,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3497,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
3498,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
3499,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3500,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3501,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
3502,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3503,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
3504,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3505,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
3506,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
3507,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3508,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
3509,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
3510,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
3511,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
3512,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
3513,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
3514,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
3515,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
3516,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
3517,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3518,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
3519,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
3520,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
3521,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
3522,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3523,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3524,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3525,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3526,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
3527,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
3528,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3529,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Water
3530,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Forest
3531,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Water,Wetland
3532,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Water,Water
3533,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
3534,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
3535,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
3536,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3537,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3538,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3539,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
3540,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
3541,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
3542,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3543,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
3544,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
3545,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,NULL
3546,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Wetland
3547,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
3548,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
3549,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
3550,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
3551,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Water,Bareland
3552,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
3553,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
3554,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Bareland
3555,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
3556,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
3557,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
3558,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
3559,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3560,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
3561,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
3562,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
3563,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Bareland
3564,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
3565,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3566,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
3567,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
3568,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
3569,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
3570,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
3571,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
3572,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
3573,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Water
3574,Bareland,NULL,Water,NULL,Water,Cropland,Water,Bareland
3575,Bareland,NULL,Water,NULL,Water,Bareland,Wetland,NULL
3576,Bareland,NULL,Water,NULL,Water,Bareland,Bareland,Water
3577,Bareland,NULL,Water,NULL,Water,Bareland,Water,NULL
3578,Bareland,NULL,Water,NULL,Water,Bareland,Water,Bareland
3579,Bareland,NULL,Water,Non_Water,Water,NULL,Bareland,Bareland
3580,Bareland,NULL,Water,Non_Water,Water,Bareland,Water,Bareland
3581,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
3582,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
3583,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
3584,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
3585,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
3586,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
3587,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
3588,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3589,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
3590,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
3591,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
3592,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
3593,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3594,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
3595,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
3596,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3597,Bareland,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
3598,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
3599,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3600,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
3601,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3602,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
3603,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3604,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Water
3605,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3606,Water,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
3607,Water,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Water
3608,Water,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3609,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,NULL
3610,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
3611,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,Water
3612,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,Forest
3613,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
3614,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Water
3615,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Water
3616,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
3617,Water,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
3618,Water,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
3619,Water,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Water
3620,Water,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3621,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3622,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
3623,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
3624,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3625,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
3626,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3627,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
3628,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3629,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
3630,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Water,NULL
3631,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
3632,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Wetland
3633,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Bareland
3634,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Water
3635,Water,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
3636,Water,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
3637,Water,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
3638,Water,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Water
3639,Water,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
3640,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
3641,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Water
3642,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
3643,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3644,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
3645,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
3646,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3647,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
3648,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3649,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
3650,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Bareland
3651,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
3652,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3653,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,NULL
3654,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
3655,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
3656,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Bareland
3657,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Water
3658,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
3659,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Water
3660,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
3661,Water,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
3662,Water,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Wetland
3663,Water,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Water
3664,Water,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
3665,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3666,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
3667,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
3668,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Water
3669,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Forest
3670,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,NULL
3671,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
3672,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Wetland
3673,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Water
3674,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Forest
3675,Water,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Water
3676,Water,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
3677,Water,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Water
3678,Water,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
3679,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
3680,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Wetland
3681,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
3682,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
3683,Water,NULL,NULL,NULL,Non_Wetland,Water,Forest,Water
3684,Water,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
3685,Water,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Water
3686,Water,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
3687,Water,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3688,Water,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Water
3689,Water,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
3690,Water,NULL,NULL,NULL,Non_Wetland,Forest,Water,Water
3691,Water,NULL,NULL,NULL,Non_Wetland,Forest,Water,Forest
3692,Water,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Water
3693,Water,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3694,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
3695,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
3696,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
3697,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3698,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
3699,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
3700,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3701,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Water
3702,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3703,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3704,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,NULL
3705,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
3706,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Water
3707,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
3708,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
3709,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Water
3710,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
3711,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3712,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Water
3713,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3714,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3715,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
3716,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3717,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,NULL
3718,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
3719,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
3720,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
3721,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
3722,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
3723,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Water
3724,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
3725,Water,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
3726,Water,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Water
3727,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Water
3728,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
3729,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
3730,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
3731,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
3732,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
3733,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Water
3734,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Forest
3735,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Forest,Water
3736,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
3737,Water,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
3738,Water,NULL,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
3739,Water,NULL,NULL,Non_Water,Non_Wetland,Forest,Water,Water
3740,Water,NULL,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
3741,Water,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
3742,Water,NULL,NULL,Water,Non_Wetland,NULL,Water,Grassland
3743,Water,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Wetland
3744,Water,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Water
3745,Water,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Water
3746,Water,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Water
3747,Water,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
3748,Water,NULL,NULL,Water,Non_Wetland,Grassland,Water,Water
3749,Water,NULL,NULL,Water,Non_Wetland,Wetland,NULL,Grassland
3750,Water,NULL,NULL,Water,Non_Wetland,Wetland,NULL,Wetland
3751,Water,NULL,NULL,Water,Non_Wetland,Wetland,NULL,Water
3752,Water,NULL,NULL,Water,Non_Wetland,Wetland,Shrubland,Water
3753,Water,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Wetland
3754,Water,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Water
3755,Water,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
3756,Water,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Water
3757,Water,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
3758,Water,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
3759,Water,NULL,NULL,Water,Non_Wetland,Wetland,Water,Wetland
3760,Water,NULL,NULL,Water,Non_Wetland,Wetland,Water,Water
3761,Water,NULL,NULL,Water,Non_Wetland,Wetland,Water,Forest
3762,Water,NULL,NULL,Water,Non_Wetland,Wetland,Forest,Water
3763,Water,NULL,NULL,Water,Non_Wetland,Bareland,Water,Water
3764,Water,NULL,NULL,Water,Non_Wetland,Water,NULL,Water
3765,Water,NULL,NULL,Water,Non_Wetland,Water,Wetland,Water
3766,Water,NULL,NULL,Water,Non_Wetland,Water,Wetland,Forest
3767,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
3768,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Water
3769,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Forest
3770,Water,NULL,NULL,Water,Non_Wetland,Water,Forest,Water
3771,Water,NULL,NULL,Water,Non_Wetland,Water,Forest,Forest
3772,Water,NULL,NULL,Water,Non_Wetland,Forest,Wetland,Water
3773,Water,NULL,NULL,Water,Non_Wetland,Forest,Wetland,Forest
3774,Water,NULL,NULL,Water,Non_Wetland,Forest,Water,Water
3775,Water,NULL,NULL,Water,Non_Wetland,Forest,Water,Forest
3776,Water,NULL,NULL,Water,Non_Wetland,Forest,Forest,Forest
3777,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
3778,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3779,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
3780,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
3781,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3782,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3783,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
3784,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3785,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
3786,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3787,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
3788,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
3789,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
3790,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
