Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NFD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NFD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NFD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NFD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NFD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NFD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NFD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NFD_M_R
700,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
701,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
702,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
703,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
704,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
705,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
706,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
707,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
708,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
709,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
710,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
711,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
712,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
713,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
714,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
715,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
716,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
717,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
718,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
719,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
720,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
721,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
722,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
723,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
724,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
725,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
726,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
727,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
728,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
729,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
730,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
731,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Grassland
732,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Bareland
733,Bareland,Built-up,Water,Water,Water,NULL,NULL,Grassland
734,Bareland,Built-up,Water,Water,Water,NULL,NULL,Bareland
735,Bareland,Built-up,Water,Water,Water,NULL,NULL,Water
736,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
737,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
738,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
739,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
740,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
741,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
742,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
743,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
744,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
745,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
746,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
747,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
748,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
749,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
750,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
751,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
752,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
753,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
754,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
755,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
756,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
757,Bareland,Water,Water,NULL,Water,NULL,NULL,Grassland
758,Bareland,Water,Water,NULL,Water,NULL,NULL,Forest
759,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
760,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
761,Bareland,Water,Water,Water,Water,NULL,NULL,Water
762,Bareland,Water,Water,Water,Water,NULL,NULL,Forest
763,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
764,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
765,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
766,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
767,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
768,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
769,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
770,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
771,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
772,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
773,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
774,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
775,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
776,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
777,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
778,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
779,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
780,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
781,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
782,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
783,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
784,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
785,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
786,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
787,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
788,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
789,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
790,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
791,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
792,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
793,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
794,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
795,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
796,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
797,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
798,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
799,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
800,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
801,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
802,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
803,Water,NULL,Water,NULL,Water,NULL,NULL,Wetland
804,Water,NULL,Water,NULL,Water,NULL,NULL,Water
805,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
806,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
807,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
808,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
809,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
810,Water,NULL,Water,Water,Water,NULL,NULL,Water
811,Water,NULL,Water,Water,Water,NULL,NULL,Forest
812,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
813,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
814,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
815,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
816,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
817,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
818,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
819,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
820,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
821,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
822,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
823,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
824,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
825,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
826,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
827,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
828,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
829,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
830,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
831,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
832,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
833,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
834,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
835,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
836,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
837,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
838,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
839,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
840,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
841,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
842,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
843,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
844,Water,Wetland,Water,NULL,Water,NULL,NULL,Grassland
845,Water,Wetland,Water,NULL,Water,NULL,NULL,Water
846,Water,Wetland,Water,NULL,Water,NULL,NULL,Forest
847,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
848,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Water
849,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
850,Water,Wetland,Water,Water,Water,NULL,NULL,Grassland
851,Water,Wetland,Water,Water,Water,NULL,NULL,Wetland
852,Water,Wetland,Water,Water,Water,NULL,NULL,Bareland
853,Water,Wetland,Water,Water,Water,NULL,NULL,Water
854,Water,Wetland,Water,Water,Water,NULL,NULL,Forest
855,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
856,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
857,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
858,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
859,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
860,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
861,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
862,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
863,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
864,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
865,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
866,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
867,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
868,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
869,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
870,Water,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
871,Water,Bareland,Water,NULL,Water,NULL,NULL,Water
872,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Water
873,Water,Bareland,Water,Water,Water,NULL,NULL,Grassland
874,Water,Bareland,Water,Water,Water,NULL,NULL,Water
875,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
876,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
877,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
878,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
879,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Water
880,Water,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Water
881,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
882,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Wetland
883,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
884,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
885,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Water
886,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
887,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
888,Water,Built-up,Water,NULL,Water,NULL,NULL,Grassland
889,Water,Built-up,Water,NULL,Water,NULL,NULL,Wetland
890,Water,Built-up,Water,NULL,Water,NULL,NULL,Forest
891,Water,Built-up,Water,Non_Water,Water,NULL,NULL,Grassland
892,Water,Built-up,Water,Non_Water,Water,NULL,NULL,Water
893,Water,Built-up,Water,Water,Water,NULL,NULL,Grassland
894,Water,Built-up,Water,Water,Water,NULL,NULL,Wetland
895,Water,Built-up,Water,Water,Water,NULL,NULL,Water
896,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
897,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
898,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
899,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
900,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
901,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
902,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
903,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
904,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
905,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
906,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
907,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
908,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
909,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
910,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
911,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
912,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
913,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
914,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
915,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
916,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
917,Water,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
918,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
919,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
920,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
921,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
922,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
923,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
924,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
925,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
926,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
927,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
928,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
929,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
930,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
931,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
932,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
933,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
934,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
935,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
936,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
937,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
938,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
939,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
940,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
941,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
942,Water,Water,Water,NULL,Water,NULL,NULL,Water
943,Water,Water,Water,NULL,Water,NULL,NULL,Forest
944,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
945,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
946,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
947,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
948,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
949,Water,Water,Water,Water,Water,NULL,NULL,Grassland
950,Water,Water,Water,Water,Water,NULL,NULL,Wetland
951,Water,Water,Water,Water,Water,NULL,NULL,Bareland
952,Water,Water,Water,Water,Water,NULL,NULL,Water
953,Water,Water,Water,Water,Water,NULL,NULL,Forest
954,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
955,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
956,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
957,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
958,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
959,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
960,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
961,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
962,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
963,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
964,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
965,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
966,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
967,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
968,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
969,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
970,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
971,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
972,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
973,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
974,Water,Forest,Water,NULL,Water,NULL,NULL,Grassland
975,Water,Forest,Water,NULL,Water,NULL,NULL,Water
976,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
977,Water,Forest,Water,Water,Water,NULL,NULL,Water
978,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
979,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
980,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
981,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
982,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
983,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
984,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
985,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
986,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
987,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
988,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
989,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
990,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
991,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
992,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
993,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
994,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
995,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
996,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
997,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
998,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
999,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1000,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1001,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1002,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1003,Permanent_ice_and_snow,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1004,Permanent_ice_and_snow,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1005,Permanent_ice_and_snow,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1006,Permanent_ice_and_snow,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1007,Permanent_ice_and_snow,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1008,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1009,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1010,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1011,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1012,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1013,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1014,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1015,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1016,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1017,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1018,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1019,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1020,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1021,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1022,Permanent_ice_and_snow,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1023,Permanent_ice_and_snow,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1024,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1025,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1026,Permanent_ice_and_snow,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1027,Permanent_ice_and_snow,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1028,Permanent_ice_and_snow,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
1029,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Grassland
1030,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Wetland
1031,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Bareland
1032,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Water
1033,Permanent_ice_and_snow,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1034,Permanent_ice_and_snow,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1035,Permanent_ice_and_snow,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1036,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Grassland
1037,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Wetland
1038,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Bareland
1039,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Water
1040,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1041,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1042,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1043,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1044,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1045,Permanent_ice_and_snow,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1046,Permanent_ice_and_snow,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1047,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1048,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1049,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1050,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1051,Permanent_ice_and_snow,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1052,Permanent_ice_and_snow,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1053,Permanent_ice_and_snow,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
