Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LHM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LHM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LHM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LHM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LHM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LHM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LHM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LHM_M_R
4432,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
4433,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
4434,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4435,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Bareland
4436,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
4437,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4438,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4439,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4440,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4441,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
4442,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
4443,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
4444,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4445,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
4446,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
4447,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4448,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
4449,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
4450,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4451,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
4452,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
4453,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4454,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
4455,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
4456,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
4457,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
4458,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
4459,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
4460,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
4461,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
4462,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
4463,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
4464,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
4465,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
4466,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
4467,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
4468,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Water,Wetland
4469,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
4470,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
4471,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
4472,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Wetland
4473,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4474,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
4475,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,Grassland
4476,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,Wetland
4477,Wetland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
4478,Wetland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
4479,Wetland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
4480,Wetland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Wetland
4481,Wetland,NULL,NULL,Water,Non_Wetland,Shrubland,Wetland,Wetland
4482,Wetland,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Wetland
4483,Wetland,NULL,NULL,Water,Non_Wetland,Wetland,Water,Wetland
4484,Wetland,NULL,NULL,Water,Non_Wetland,Wetland,Water,Water
4485,Wetland,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
4486,Wetland,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Wetland
4487,Wetland,NULL,NULL,Water,Non_Wetland,Bareland,Water,Wetland
4488,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
4489,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4490,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4491,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4492,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
4493,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4494,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4495,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
4496,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
4497,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Bareland
4498,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
4499,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
4500,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
4501,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4502,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
4503,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4504,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4505,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
4506,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
4507,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
4508,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4509,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
4510,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
4511,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
4512,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4513,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4514,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
4515,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
4516,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
4517,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
4518,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
4519,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
4520,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
4521,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
4522,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
4523,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4524,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4525,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Wetland
4526,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
4527,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
4528,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
4529,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
4530,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Grassland
4531,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Water
4532,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
4533,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
4534,Wetland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Wetland
4535,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
4536,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
4537,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4538,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4539,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4540,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4541,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
4542,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
4543,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4544,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
4545,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
4546,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Water
4547,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4548,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Wetland
4549,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
4550,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
4551,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
4552,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
4553,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
4554,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
4555,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
4556,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
4557,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
4558,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
4559,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
4560,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
4561,Wetland,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
4562,Wetland,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
4563,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
4564,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
4565,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
4566,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Water
4567,Wetland,NULL,Water,NULL,Water,Shrubland,Shrubland,NULL
4568,Wetland,NULL,Water,NULL,Water,Shrubland,Wetland,Wetland
4569,Wetland,NULL,Water,NULL,Water,Wetland,Shrubland,Grassland
4570,Wetland,NULL,Water,NULL,Water,Wetland,Shrubland,Wetland
4571,Wetland,NULL,Water,NULL,Water,Wetland,Shrubland,Water
4572,Wetland,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
4573,Wetland,NULL,Water,NULL,Water,Wetland,Water,Grassland
4574,Wetland,NULL,Water,NULL,Water,Wetland,Water,Wetland
4575,Wetland,NULL,Water,NULL,Water,Wetland,Forest,Grassland
4576,Wetland,NULL,Water,NULL,Water,Bareland,Shrubland,Grassland
4577,Wetland,NULL,Water,NULL,Water,Bareland,Shrubland,Wetland
4578,Wetland,NULL,Water,NULL,Water,Bareland,Shrubland,Water
4579,Wetland,NULL,Water,NULL,Water,Bareland,Wetland,Wetland
4580,Wetland,NULL,Water,NULL,Water,Bareland,Water,Wetland
4581,Wetland,NULL,Water,NULL,Water,Bareland,Water,Water
4582,Wetland,NULL,Water,NULL,Water,Water,Shrubland,Wetland
4583,Wetland,NULL,Water,NULL,Water,Water,Water,Wetland
4584,Wetland,NULL,Water,NULL,Water,Water,Water,Water
4585,Wetland,NULL,Water,Non_Water,Water,Shrubland,Water,Wetland
4586,Wetland,NULL,Water,Non_Water,Water,Wetland,Shrubland,Wetland
4587,Wetland,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
4588,Wetland,NULL,Water,Non_Water,Water,Wetland,Water,Water
4589,Wetland,NULL,Water,Non_Water,Water,Bareland,Wetland,Grassland
4590,Wetland,NULL,Water,Non_Water,Water,Bareland,Wetland,Wetland
4591,Wetland,NULL,Water,Non_Water,Water,Bareland,Water,Grassland
4592,Wetland,NULL,Water,Non_Water,Water,Bareland,Water,Wetland
4593,Wetland,NULL,Water,Water,Water,NULL,Water,Water
4594,Wetland,NULL,Water,Water,Water,Wetland,Shrubland,Grassland
4595,Wetland,NULL,Water,Water,Water,Wetland,Water,Wetland
4596,Wetland,NULL,Water,Water,Water,Wetland,Water,Water
4597,Wetland,NULL,Water,Water,Water,Bareland,Shrubland,Wetland
4598,Wetland,NULL,Water,Water,Water,Bareland,Wetland,Grassland
4599,Wetland,NULL,Water,Water,Water,Bareland,Wetland,Wetland
4600,Wetland,NULL,Water,Water,Water,Bareland,Water,Grassland
4601,Wetland,NULL,Water,Water,Water,Bareland,Water,Wetland
4602,Wetland,NULL,Water,Water,Water,Water,Water,Water
4603,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4604,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Wetland
4605,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
4606,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
4607,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4608,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
4609,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4610,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4611,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4612,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
4613,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4614,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
4615,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
4616,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
4617,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
4618,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
4619,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
4620,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
4621,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
4622,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4623,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4624,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
4625,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
4626,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
4627,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
4628,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
4629,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Water
4630,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
4631,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
4632,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4633,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
4634,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
4635,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
4636,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
4637,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
4638,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
4639,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Water
4640,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
4641,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Wetland
4642,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
4643,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4644,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Wetland
4645,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
4646,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4647,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4648,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
4649,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
4650,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
4651,Wetland,NULL,Forest,NULL,Non_Wetland,Water,NULL,Wetland
4652,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Wetland
4653,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
4654,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
4655,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Wetland
4656,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Water
4657,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
4658,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4659,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
4660,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Wetland
4661,Wetland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
4662,Wetland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
4663,Wetland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
4664,Wetland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Wetland
4665,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Wetland
4666,Wetland,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
4667,Wetland,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Wetland
4668,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Shrubland,Grassland
4669,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Shrubland,Wetland
4670,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Water,NULL
4671,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Water
4672,Wetland,NULL,Forest,Water,Non_Wetland,Bareland,Shrubland,Wetland
4673,Wetland,NULL,Forest,Water,Non_Wetland,Bareland,Water,Wetland
4674,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
4675,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
4676,Wetland,Wetland,NULL,NULL,Non_Wetland,Bareland,NULL,Wetland
4677,Wetland,Wetland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4678,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Wetland
4679,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
4680,Wetland,Wetland,Water,NULL,Water,Bareland,Shrubland,Wetland
4681,Wetland,Wetland,Water,NULL,Water,Bareland,Water,Wetland
4682,Wetland,Wetland,Water,NULL,Water,Bareland,Water,Forest
4683,Wetland,Wetland,Water,NULL,Water,Water,Water,Wetland
4684,Wetland,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
4685,Wetland,Wetland,Water,Non_Water,Water,Bareland,Water,Wetland
4686,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Wetland
4687,Wetland,Wetland,Water,Water,Water,Wetland,Water,Wetland
4688,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
4689,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
4690,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,NULL,Wetland
4691,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4692,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Wetland
4693,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
4694,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Grassland,Wetland
4695,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Water,Water
4696,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Water,Forest
4697,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
4698,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Water,Wetland
4699,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
4700,Wetland,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Wetland
4701,Wetland,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Water
4702,Wetland,Water,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
4703,Wetland,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4704,Wetland,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
4705,Wetland,Water,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
4706,Wetland,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
4707,Wetland,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,NULL
4708,Wetland,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Wetland
4709,Wetland,Water,NULL,Water,Non_Wetland,Wetland,Water,Wetland
4710,Wetland,Water,NULL,Water,Non_Wetland,Water,Water,Water
4711,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
4712,Wetland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4713,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
4714,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
4715,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
4716,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
4717,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
4718,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
4719,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Wetland
4720,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
4721,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
4722,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
4723,Wetland,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
4724,Wetland,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
4725,Wetland,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
4726,Wetland,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Water
4727,Wetland,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
4728,Wetland,Water,Wetland,NULL,Wetland,NULL,Water,Wetland
4729,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
4730,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
4731,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
4732,Wetland,Water,Wetland,Non_Water,Wetland,Bareland,Water,NULL
4733,Wetland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
4734,Wetland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
4735,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
4736,Wetland,Water,Wetland,Water,Wetland,Shrubland,NULL,Water
4737,Wetland,Water,Wetland,Water,Wetland,Shrubland,Water,Wetland
4738,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
4739,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Water
4740,Wetland,Water,Wetland,Water,Wetland,Bareland,Water,NULL
4741,Wetland,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
4742,Wetland,Water,Wetland,Water,Wetland,Bareland,Water,Wetland
4743,Wetland,Water,Wetland,Water,Wetland,Bareland,Water,Water
4744,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
4745,Wetland,Water,Wetland,Water,Wetland,Forest,Water,Water
4746,Wetland,Water,Wetland,Water,Wetland,Forest,Water,Forest
4747,Wetland,Water,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4748,Wetland,Water,Bareland,NULL,Non_Wetland,Bareland,Forest,Wetland
4749,Wetland,Water,Bareland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
4750,Wetland,Water,Bareland,Water,Non_Wetland,Water,Water,Water
4751,Wetland,Water,Water,NULL,Water,Wetland,Shrubland,Water
4752,Wetland,Water,Water,NULL,Water,Wetland,Water,Water
4753,Wetland,Water,Water,NULL,Water,Bareland,Water,Wetland
4754,Wetland,Water,Water,NULL,Water,Bareland,Water,Water
4755,Wetland,Water,Water,NULL,Water,Water,Shrubland,Wetland
4756,Wetland,Water,Water,NULL,Water,Water,Shrubland,Water
4757,Wetland,Water,Water,NULL,Water,Water,Water,Wetland
4758,Wetland,Water,Water,Non_Water,Water,Wetland,Wetland,Wetland
4759,Wetland,Water,Water,Non_Water,Water,Wetland,Water,Wetland
4760,Wetland,Water,Water,Non_Water,Water,Wetland,Water,Water
4761,Wetland,Water,Water,Non_Water,Water,Wetland,Forest,Wetland
