Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KMQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KMQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KMQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KMQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KMQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KMQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KMQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KMQ_M_R
8753,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
8754,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
8755,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
8756,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
8757,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
8758,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
8759,Bareland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
8760,Bareland,Cropland,Built-up,Water,Non_Wetland,Water,Built-up,Grassland
8761,Bareland,Cropland,Water,Non_Water,Water,Cropland,NULL,Cropland
8762,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
8763,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
8764,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
8765,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
8766,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
8767,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
8768,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
8769,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
8770,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
8771,Bareland,Wetland,NULL,NULL,Non_Wetland,Water,NULL,Water
8772,Bareland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
8773,Bareland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
8774,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
8775,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
8776,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
8777,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
8778,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
8779,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
8780,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
8781,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
8782,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
8783,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
8784,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
8785,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
8786,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
8787,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
8788,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
8789,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
8790,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,Water,Forest
8791,Bareland,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
8792,Bareland,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
8793,Bareland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8794,Bareland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8795,Bareland,Wetland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
8796,Bareland,Wetland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
8797,Bareland,Wetland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
8798,Bareland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
8799,Bareland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
8800,Bareland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
8801,Bareland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8802,Bareland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
8803,Bareland,Wetland,Cropland,Water,Non_Wetland,NULL,Bareland,Cropland
8804,Bareland,Wetland,Wetland,Water,Wetland,NULL,Water,Grassland
8805,Bareland,Wetland,Wetland,Water,Wetland,NULL,Water,Water
8806,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
8807,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,Water,Water
8808,Bareland,Wetland,Bareland,NULL,Non_Wetland,Bareland,NULL,Forest
8809,Bareland,Wetland,Bareland,Water,Non_Wetland,Bareland,Water,Water
8810,Bareland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
8811,Bareland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
8812,Bareland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
8813,Bareland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
8814,Bareland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
8815,Bareland,Wetland,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
8816,Bareland,Wetland,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
8817,Bareland,Wetland,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
8818,Bareland,Wetland,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
8819,Bareland,Wetland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
8820,Bareland,Wetland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
8821,Bareland,Wetland,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
8822,Bareland,Wetland,Built-up,NULL,Non_Wetland,Water,NULL,Water
8823,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
8824,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
8825,Bareland,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
8826,Bareland,Wetland,Built-up,Water,Non_Wetland,NULL,Bareland,Grassland
8827,Bareland,Wetland,Built-up,Water,Non_Wetland,NULL,Water,Grassland
8828,Bareland,Wetland,Water,NULL,Water,Water,Bareland,Water
8829,Bareland,Wetland,Water,Non_Water,Water,NULL,NULL,Cropland
8830,Bareland,Wetland,Water,Water,Water,Water,NULL,Water
8831,Bareland,Wetland,Water,Water,Water,Water,Bareland,Water
8832,Bareland,Wetland,Water,Water,Water,Water,Water,Water
8833,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
8834,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
8835,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
8836,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
8837,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
8838,Bareland,Bareland,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
8839,Bareland,Bareland,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
8840,Bareland,Bareland,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
8841,Bareland,Bareland,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
8842,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
8843,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
8844,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
8845,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8846,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8847,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
8848,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
8849,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
8850,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
8851,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
8852,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
8853,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
8854,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
8855,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,Grassland,Bareland
8856,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,Bareland,Bareland
8857,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
8858,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
8859,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
8860,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
8861,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
8862,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
8863,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
8864,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
8865,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
8866,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
8867,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Bareland,Water
8868,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
8869,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
8870,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
8871,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Water,Water
8872,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
8873,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8874,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
8875,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
8876,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
8877,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
8878,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
8879,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
8880,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
8881,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
8882,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
8883,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
8884,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8885,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8886,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8887,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
8888,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
8889,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Water,Cropland
8890,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
8891,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
8892,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
8893,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
8894,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
8895,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
8896,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
8897,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
8898,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
8899,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
8900,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water,Bareland,Bareland
8901,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water,Built-up,Water
8902,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
8903,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
8904,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
8905,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
8906,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
8907,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
8908,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
8909,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,Water,Bareland
8910,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
8911,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,Bareland,Water
8912,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,Water,Bareland
8913,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,Water,Water
8914,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
8915,Bareland,Bareland,Cropland,Water,Non_Wetland,Water,Water,Water
8916,Bareland,Bareland,Wetland,NULL,NULL,Bareland,Bareland,Bareland
8917,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
8918,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Built-up,Bareland
8919,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Water,Bareland
8920,Bareland,Bareland,Wetland,Non_Water,NULL,Bareland,Bareland,Bareland
8921,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
8922,Bareland,Bareland,Wetland,Water,NULL,Bareland,Bareland,Bareland
8923,Bareland,Bareland,Wetland,Water,NULL,Bareland,Bareland,Water
8924,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Bareland
8925,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Water
8926,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Water
8927,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
8928,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,Grassland,Bareland
8929,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8930,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
8931,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Forest,Bareland
8932,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
8933,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,Built-up,Water
8934,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
8935,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
8936,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
8937,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
8938,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
8939,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
8940,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
8941,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
8942,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
8943,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
8944,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
8945,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
8946,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
8947,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
8948,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
8949,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
8950,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
8951,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
8952,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
8953,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
8954,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
8955,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
8956,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
8957,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
8958,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
8959,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
8960,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
8961,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
8962,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
8963,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
8964,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
8965,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
8966,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
8967,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
8968,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water,Bareland,Built-up
8969,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
8970,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Bareland
8971,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Built-up
8972,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,Water,Bareland
8973,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Bareland
8974,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Water
8975,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
8976,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
8977,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
8978,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
8979,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
8980,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,Bareland,Bareland
8981,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,NULL,Water
8982,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
8983,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Bareland,Built-up
8984,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
8985,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
8986,Bareland,Bareland,Water,NULL,Water,Water,Bareland,Water
8987,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Cropland
8988,Bareland,Bareland,Water,Water,Water,Water,Bareland,Water
8989,Bareland,Bareland,Water,Water,Water,Water,Water,Wetland
8990,Bareland,Bareland,Water,Water,Water,Water,Water,Water
8991,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
8992,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
8993,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
8994,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
8995,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
8996,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
8997,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
8998,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
8999,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
9000,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
9001,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
9002,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
9003,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
9004,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
9005,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
9006,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
9007,Bareland,Built-up,NULL,NULL,Non_Wetland,Water,Bareland,Bareland
9008,Bareland,Built-up,NULL,NULL,Non_Wetland,Water,Bareland,Forest
9009,Bareland,Built-up,NULL,NULL,Non_Wetland,Water,Water,Water
9010,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
9011,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
9012,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
9013,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
9014,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
9015,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Cropland
9016,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
9017,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
9018,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Cropland
9019,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Water,Cropland
9020,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
9021,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
9022,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9023,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
9024,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
9025,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
9026,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
9027,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
9028,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
9029,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
9030,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
9031,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
9032,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
9033,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Water
9034,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
9035,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Built-up
9036,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Water
9037,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
9038,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
9039,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
9040,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
9041,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Water
9042,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
9043,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
9044,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
9045,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
9046,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
9047,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
9048,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
9049,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
9050,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
9051,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
9052,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
9053,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
9054,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
9055,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
9056,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
9057,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
9058,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
9059,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
9060,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
9061,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9062,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9063,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9064,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
9065,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
9066,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
9067,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
9068,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
9069,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
