Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MRQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MRQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MRQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MRQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MRQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MRQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MRQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MRQ_M_R
9613,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9614,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
9615,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
9616,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
9617,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
9618,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
9619,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9620,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
9621,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
9622,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
9623,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
9624,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
9625,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
9626,Bareland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
9627,Bareland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
9628,Bareland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Cropland
9629,Bareland,Cropland,Forest,NULL,Non_Wetland,Water,Water,Bareland
9630,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
9631,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
9632,Bareland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
9633,Bareland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
9634,Bareland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
9635,Bareland,Cropland,Forest,Water,Non_Wetland,NULL,Wetland,Grassland
9636,Bareland,Cropland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
9637,Bareland,Cropland,Forest,Water,Non_Wetland,Wetland,Wetland,Cropland
9638,Bareland,Wetland,Cropland,NULL,Non_Wetland,Water,Wetland,Water
9639,Bareland,Wetland,Cropland,Water,Non_Wetland,Water,Wetland,Grassland
9640,Bareland,Wetland,Cropland,Water,Non_Wetland,Water,Wetland,Water
9641,Bareland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
9642,Bareland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
9643,Bareland,Wetland,Wetland,Water,Wetland,Bareland,Water,Water
9644,Bareland,Wetland,Wetland,Water,Wetland,Water,Water,Water
9645,Bareland,Wetland,Water,NULL,Water,Water,Water,Water
9646,Bareland,Wetland,Water,Water,Water,Water,Water,Water
9647,Bareland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
9648,Bareland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Cropland
9649,Bareland,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Water
9650,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland,Water,Wetland
9651,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland,Water,Water
9652,Bareland,Bareland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
9653,Bareland,Bareland,NULL,NULL,Non_Wetland,Wetland,Wetland,Cropland
9654,Bareland,Bareland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
9655,Bareland,Bareland,NULL,NULL,Non_Wetland,Wetland,Wetland,Bareland
9656,Bareland,Bareland,NULL,NULL,Non_Wetland,Wetland,Bareland,Bareland
9657,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9658,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
9659,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
9660,Bareland,Bareland,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
9661,Bareland,Bareland,NULL,NULL,Non_Wetland,Water,Wetland,Bareland
9662,Bareland,Bareland,NULL,NULL,Non_Wetland,Water,Bareland,Water
9663,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,Water,Water
9664,Bareland,Bareland,NULL,Water,Non_Wetland,Water,Water,Bareland
9665,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9666,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
9667,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
9668,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
9669,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
9670,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9671,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
9672,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
9673,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
9674,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
9675,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Water,Water
9676,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
9677,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Water,Wetland
9678,Bareland,Bareland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
9679,Bareland,Bareland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9680,Bareland,Bareland,Cropland,NULL,Non_Wetland,Wetland,Water,Wetland
9681,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
9682,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
9683,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9684,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
9685,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9686,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
9687,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
9688,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
9689,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
9690,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
9691,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Water,Wetland
9692,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
9693,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Water,Water
9694,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
9695,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
9696,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
9697,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
9698,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water,Grassland,Water
9699,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water,Bareland,Bareland
9700,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water,Bareland,Water
9701,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water,Water,Bareland
9702,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water,Water,Water
9703,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Wetland
9704,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Wetland
9705,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
9706,Bareland,Bareland,Cropland,Water,Non_Wetland,Wetland,Water,Wetland
9707,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
9708,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Water,Water
9709,Bareland,Bareland,Cropland,Water,Non_Wetland,Water,Bareland,Water
9710,Bareland,Bareland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
9711,Bareland,Bareland,Wetland,NULL,Wetland,Wetland,Wetland,Cropland
9712,Bareland,Bareland,Wetland,NULL,Wetland,Wetland,Water,Grassland
9713,Bareland,Bareland,Wetland,NULL,Wetland,Water,Wetland,Water
9714,Bareland,Bareland,Wetland,Water,Wetland,NULL,Water,Water
9715,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
9716,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Water,Water
9717,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Grassland,Grassland
9718,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
9719,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Water
9720,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Grassland
9721,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Bareland
9722,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
9723,Bareland,Bareland,Wetland,Water,Wetland,Water,Bareland,Water
9724,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
9725,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Wetland
9726,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Bareland
9727,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Water
9728,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
9729,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,Bareland,Grassland
9730,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,Bareland,Bareland
9731,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9732,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland,Bareland,Bareland
9733,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland,Water,Wetland
9734,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
9735,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland,NULL,Bareland
9736,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
9737,Bareland,Bareland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9738,Bareland,Bareland,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
9739,Bareland,Bareland,Bareland,NULL,Non_Wetland,Wetland,Water,Water
9740,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
9741,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9742,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
9743,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
9744,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9745,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
9746,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
9747,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9748,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
9749,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
9750,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Water,Wetland
9751,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Water,Water
9752,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
9753,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water,Wetland,Bareland
9754,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water,Bareland,Water
9755,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water,Water,Grassland
9756,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water,Water,Water
9757,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
9758,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
9759,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland,Water,Wetland
9760,Bareland,Bareland,Bareland,Water,Non_Wetland,Wetland,Water,Water
9761,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
9762,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Water,Water
9763,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Bareland,Water
9764,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Water,Water
9765,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
9766,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9767,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
9768,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
9769,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
9770,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Water
9771,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
9772,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
9773,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water,Wetland,Wetland
9774,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water,Wetland,Bareland
9775,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water,Bareland,Bareland
9776,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water,Water,Water
9777,Bareland,Bareland,Built-up,Water,Non_Wetland,Wetland,Water,Water
9778,Bareland,Bareland,Built-up,Water,Non_Wetland,Water,Bareland,Grassland
9779,Bareland,Bareland,Built-up,Water,Non_Wetland,Water,Bareland,Bareland
9780,Bareland,Bareland,Built-up,Water,Non_Wetland,Water,Bareland,Water
9781,Bareland,Bareland,Water,NULL,Water,NULL,Water,Water
9782,Bareland,Bareland,Water,NULL,Water,Wetland,Wetland,Wetland
9783,Bareland,Bareland,Water,NULL,Water,Wetland,Bareland,Water
9784,Bareland,Bareland,Water,NULL,Water,Bareland,Water,Wetland
9785,Bareland,Bareland,Water,NULL,Water,Bareland,Water,Bareland
9786,Bareland,Bareland,Water,NULL,Water,Water,Wetland,Grassland
9787,Bareland,Bareland,Water,NULL,Water,Water,Wetland,Bareland
9788,Bareland,Bareland,Water,NULL,Water,Water,Wetland,Water
9789,Bareland,Bareland,Water,NULL,Water,Water,Bareland,Grassland
9790,Bareland,Bareland,Water,NULL,Water,Water,Bareland,Water
9791,Bareland,Bareland,Water,Non_Water,Water,Wetland,Bareland,Water
9792,Bareland,Bareland,Water,Non_Water,Water,Water,Wetland,Bareland
9793,Bareland,Bareland,Water,Water,Water,NULL,Water,Water
9794,Bareland,Bareland,Water,Water,Water,Wetland,Water,Water
9795,Bareland,Bareland,Water,Water,Water,Bareland,Water,Wetland
9796,Bareland,Bareland,Water,Water,Water,Bareland,Water,Water
9797,Bareland,Bareland,Water,Water,Water,Water,Grassland,Bareland
9798,Bareland,Bareland,Water,Water,Water,Water,Wetland,Grassland
9799,Bareland,Bareland,Water,Water,Water,Water,Wetland,Bareland
9800,Bareland,Bareland,Water,Water,Water,Water,Wetland,Water
9801,Bareland,Bareland,Water,Water,Water,Water,Bareland,Grassland
9802,Bareland,Bareland,Water,Water,Water,Water,Bareland,Wetland
9803,Bareland,Bareland,Water,Water,Water,Water,Bareland,Bareland
9804,Bareland,Bareland,Water,Water,Water,Water,Bareland,Water
9805,Bareland,Bareland,Water,Water,Water,Water,Water,Wetland
9806,Bareland,Bareland,Water,Water,Water,Water,Water,Bareland
9807,Bareland,Bareland,Water,Water,Water,Water,Water,Water
9808,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
9809,Bareland,Bareland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
9810,Bareland,Bareland,Forest,NULL,Non_Wetland,Wetland,Grassland,Cropland
9811,Bareland,Bareland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
9812,Bareland,Bareland,Forest,NULL,Non_Wetland,Wetland,Wetland,Cropland
9813,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Water,Water
9814,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Bareland,Water
9815,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Water,Water
9816,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Wetland,Water,Cropland
9817,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Bareland,Water,Wetland
9818,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
9819,Bareland,Bareland,Forest,Water,Non_Wetland,Wetland,Shrubland,Grassland
9820,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland,Water,Bareland
9821,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland,Water,Water
9822,Bareland,Bareland,Forest,Water,Non_Wetland,Water,Wetland,Grassland
9823,Bareland,Bareland,Forest,Water,Non_Wetland,Water,Water,Grassland
9824,Bareland,Bareland,Forest,Water,Non_Wetland,Water,Water,Water
9825,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
9826,Bareland,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
9827,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
9828,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
9829,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
9830,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
9831,Bareland,Built-up,NULL,NULL,Non_Wetland,Water,NULL,Cropland
9832,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
9833,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9834,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
9835,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
9836,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
9837,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9838,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
9839,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
9840,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
9841,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
9842,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
9843,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
9844,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
9845,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
9846,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9847,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9848,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
9849,Bareland,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
9850,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
9851,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9852,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
9853,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
9854,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9855,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
9856,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
9857,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9858,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
9859,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
9860,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
9861,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
9862,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
9863,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
9864,Bareland,Built-up,Cropland,NULL,Non_Wetland,Water,Wetland,Bareland
9865,Bareland,Built-up,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
9866,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9867,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
9868,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9869,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
9870,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Bareland
9871,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
9872,Bareland,Built-up,Bareland,NULL,Non_Wetland,Water,Wetland,Bareland
9873,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
9874,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
9875,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
9876,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
9877,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
9878,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
9879,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
9880,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
9881,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
9882,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
9883,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
9884,Bareland,Built-up,Built-up,NULL,Non_Wetland,Water,Wetland,Bareland
9885,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
9886,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Built-up
9887,Bareland,Built-up,Water,NULL,Water,Water,Wetland,Bareland
9888,Bareland,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
9889,Bareland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9890,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
9891,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
9892,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
9893,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9894,Bareland,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
9895,Bareland,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
9896,Bareland,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Cropland
9897,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9898,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
9899,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
9900,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
9901,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
9902,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
9903,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
9904,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
9905,Bareland,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
9906,Bareland,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
9907,Bareland,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Bareland
9908,Bareland,Water,NULL,Water,Non_Wetland,Shrubland,Water,Water
9909,Bareland,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
9910,Bareland,Water,NULL,Water,Non_Wetland,Bareland,Water,Bareland
9911,Bareland,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
9912,Bareland,Water,NULL,Water,Non_Wetland,Water,Water,Wetland
9913,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
9914,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
9915,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9916,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9917,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
9918,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
9919,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
9920,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9921,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
9922,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9923,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
9924,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
9925,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
9926,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
9927,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
9928,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
9929,Bareland,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
9930,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
9931,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
9932,Bareland,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
9933,Bareland,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
9934,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
9935,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
9936,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9937,Bareland,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Water
