Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LKK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LKK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LKK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LKK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LKK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LKK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LKK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LKK_M_R
3694,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
3695,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3696,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3697,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3698,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3699,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3700,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
3701,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3702,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
3703,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3704,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
3705,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
3706,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
3707,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
3708,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
3709,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3710,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3711,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
3712,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
3713,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
3714,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
3715,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
3716,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3717,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
3718,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3719,Cropland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
3720,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
3721,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3722,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
3723,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3724,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
3725,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3726,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
3727,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
3728,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
3729,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
3730,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
3731,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
3732,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
3733,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
3734,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3735,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
3736,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3737,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3738,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3739,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3740,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3741,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3742,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
3743,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3744,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
3745,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
3746,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3747,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
3748,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
3749,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3750,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3751,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3752,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3753,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
3754,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3755,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3756,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3757,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3758,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3759,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
3760,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3761,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3762,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
3763,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
3764,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
3765,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
3766,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,NULL
3767,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
3768,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
3769,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Forest
3770,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
3771,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3772,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3773,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
3774,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
3775,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
3776,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
3777,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
3778,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3779,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3780,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3781,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
3782,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
3783,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
3784,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
3785,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
3786,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
3787,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
3788,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
3789,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
3790,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
3791,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
3792,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3793,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
3794,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
3795,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
3796,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3797,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
3798,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3799,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
3800,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
3801,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
3802,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
3803,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
3804,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
3805,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
3806,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
3807,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
3808,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
3809,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
3810,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
3811,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
3812,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
3813,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
3814,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
3815,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3816,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
3817,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3818,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3819,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
3820,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3821,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3822,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3823,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3824,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
3825,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3826,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
3827,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
3828,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
3829,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
3830,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
3831,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
3832,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3833,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
3834,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
3835,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
3836,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3837,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3838,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3839,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
3840,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3841,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
3842,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3843,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3844,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3845,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3846,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3847,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
3848,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3849,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
3850,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
3851,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3852,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
3853,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
3854,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
3855,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
3856,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
3857,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
3858,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
3859,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
3860,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
3861,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
3862,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
3863,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
3864,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
3865,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3866,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3867,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
3868,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
3869,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
3870,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
3871,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
3872,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
3873,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
3874,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
3875,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
3876,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
3877,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
3878,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
3879,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3880,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
3881,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
3882,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
3883,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
3884,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
3885,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3886,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3887,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3888,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3889,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
3890,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
3891,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3892,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
3893,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3894,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
3895,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
3896,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
3897,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
3898,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3899,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
3900,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
3901,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
3902,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
3903,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
3904,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
3905,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
3906,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
3907,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
3908,Cropland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3909,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3910,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
3911,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
3912,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3913,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3914,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3915,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
3916,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3917,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
3918,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
3919,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3920,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Built-up
3921,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
3922,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3923,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
3924,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
3925,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3926,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
3927,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
3928,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
3929,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
3930,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
3931,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3932,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
3933,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3934,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
3935,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
3936,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
3937,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3938,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
3939,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
3940,Cropland,NULL,Water,Water,Water,Shrubland,Wetland,Wetland
3941,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3942,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3943,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
3944,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3945,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
3946,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
3947,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
3948,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
3949,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
3950,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
3951,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
3952,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3953,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
3954,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
3955,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
3956,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
3957,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3958,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
3959,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
3960,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
3961,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
3962,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3963,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3964,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
3965,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3966,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
3967,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3968,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3969,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
3970,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
3971,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3972,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
3973,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
3974,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
3975,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
3976,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
3977,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
3978,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3979,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
3980,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3981,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
3982,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3983,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3984,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
3985,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
3986,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3987,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
3988,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3989,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
3990,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3991,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
3992,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3993,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3994,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
3995,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
3996,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
3997,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
3998,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
3999,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
4000,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
4001,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
4002,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
4003,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
4004,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
4005,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
4006,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,NULL
4007,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
4008,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
4009,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
