Value,AFRICA_2024_DynamicWorld_2024_37NCG_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NCG_M_R,AFRICA_2024_GLC_FCS30D_2022_37NCG_M_R,AFRICA_2024_GSW_Yearly_2021_37NCG_M_R,AFRICA_2024_GWL_FCS30D_2022_37NCG_M_R,AFRICA_2024_WorldCover_2021_37NCG_M_R
851,Grassland,Forest,Wetland,Water,Wetland,Cropland
852,Grassland,Forest,Wetland,Water,Wetland,Wetland
853,Grassland,Forest,Wetland,Water,Wetland,Bareland
854,Grassland,Forest,Wetland,Water,Wetland,Water
855,Grassland,Forest,Wetland,Water,Wetland,Forest
856,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL
857,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland
858,Grassland,Forest,Bareland,NULL,Non_Wetland,Cropland
859,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland
860,Grassland,Forest,Bareland,NULL,Non_Wetland,Bareland
861,Grassland,Forest,Bareland,NULL,Non_Wetland,Water
862,Grassland,Forest,Bareland,NULL,Non_Wetland,Forest
863,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Water
864,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Forest
865,Grassland,Forest,Bareland,Water,Non_Wetland,NULL
866,Grassland,Forest,Bareland,Water,Non_Wetland,Grassland
867,Grassland,Forest,Bareland,Water,Non_Wetland,Cropland
868,Grassland,Forest,Bareland,Water,Non_Wetland,Bareland
869,Grassland,Forest,Bareland,Water,Non_Wetland,Water
870,Grassland,Forest,Bareland,Water,Non_Wetland,Forest
871,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL
872,Grassland,Forest,Built-up,NULL,Non_Wetland,Cropland
873,Grassland,Forest,Built-up,NULL,Non_Wetland,Forest
874,Grassland,Forest,Water,NULL,Water,Grassland
875,Grassland,Forest,Water,NULL,Water,Bareland
876,Grassland,Forest,Water,Water,Water,NULL
877,Grassland,Forest,Water,Water,Water,Grassland
878,Grassland,Forest,Water,Water,Water,Cropland
879,Grassland,Forest,Water,Water,Water,Wetland
880,Grassland,Forest,Water,Water,Water,Bareland
881,Grassland,Forest,Water,Water,Water,Water
882,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
883,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
884,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
885,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland
886,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland
887,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
888,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL
889,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland
890,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland
891,Grassland,Forest,Forest,Non_Water,Non_Wetland,Water
892,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest
893,Grassland,Forest,Forest,Water,Non_Wetland,NULL
894,Grassland,Forest,Forest,Water,Non_Wetland,Grassland
895,Grassland,Forest,Forest,Water,Non_Wetland,Cropland
896,Grassland,Forest,Forest,Water,Non_Wetland,Wetland
897,Grassland,Forest,Forest,Water,Non_Wetland,Bareland
898,Grassland,Forest,Forest,Water,Non_Wetland,Water
899,Grassland,Forest,Forest,Water,Non_Wetland,Forest
900,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
901,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
902,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
903,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland
904,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
905,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up
906,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
907,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL
908,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland
909,Cropland,NULL,NULL,Non_Water,Non_Wetland,Forest
910,Cropland,NULL,NULL,Water,Non_Wetland,Grassland
911,Cropland,NULL,NULL,Water,Non_Wetland,Wetland
912,Cropland,NULL,NULL,Water,Non_Wetland,Bareland
913,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
914,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
915,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
916,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
917,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
918,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
919,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water
920,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
921,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
922,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
923,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
924,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
925,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL
926,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
927,Cropland,NULL,Shrubland,Water,Non_Wetland,Cropland
928,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland
929,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland
930,Cropland,NULL,Shrubland,Water,Non_Wetland,Forest
931,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
932,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
933,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
934,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland
935,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
936,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
937,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
938,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
939,Cropland,NULL,Grassland,Water,Non_Wetland,NULL
940,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland
941,Cropland,NULL,Grassland,Water,Non_Wetland,Cropland
942,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
943,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
944,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
945,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland
946,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
947,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
948,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
949,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL
950,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
951,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
952,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest
953,Cropland,NULL,Cropland,Water,Non_Wetland,NULL
954,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland
955,Cropland,NULL,Cropland,Water,Non_Wetland,Cropland
956,Cropland,NULL,Cropland,Water,Non_Wetland,Wetland
957,Cropland,NULL,Wetland,NULL,Wetland,NULL
958,Cropland,NULL,Wetland,NULL,Wetland,Grassland
959,Cropland,NULL,Wetland,NULL,Wetland,Cropland
960,Cropland,NULL,Wetland,NULL,Wetland,Wetland
961,Cropland,NULL,Wetland,NULL,Wetland,Forest
962,Cropland,NULL,Wetland,Non_Water,Wetland,NULL
963,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland
964,Cropland,NULL,Wetland,Non_Water,Wetland,Cropland
965,Cropland,NULL,Wetland,Non_Water,Wetland,Water
966,Cropland,NULL,Wetland,Water,Wetland,NULL
967,Cropland,NULL,Wetland,Water,Wetland,Grassland
968,Cropland,NULL,Wetland,Water,Wetland,Cropland
969,Cropland,NULL,Wetland,Water,Wetland,Wetland
970,Cropland,NULL,Wetland,Water,Wetland,Water
971,Cropland,NULL,Wetland,Water,Wetland,Forest
972,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
973,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
974,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
975,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
976,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
977,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
978,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
979,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
980,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
981,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland
982,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
983,Cropland,NULL,Bareland,NULL,Non_Wetland,Built-up
984,Cropland,NULL,Bareland,NULL,Non_Wetland,Water
985,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
986,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL
987,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
988,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
989,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
990,Cropland,NULL,Bareland,Water,Non_Wetland,NULL
991,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland
992,Cropland,NULL,Bareland,Water,Non_Wetland,Wetland
993,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland
994,Cropland,NULL,Bareland,Water,Non_Wetland,Forest
995,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
996,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
997,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
998,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
999,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
1000,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
1001,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL
1002,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1003,Cropland,NULL,Water,NULL,Water,Cropland
1004,Cropland,NULL,Water,Water,Water,NULL
1005,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
1006,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
1007,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
1008,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
1009,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
1010,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
1011,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
1012,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL
1013,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
1014,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland
1015,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
1016,Cropland,NULL,Forest,Water,Non_Wetland,NULL
1017,Cropland,NULL,Forest,Water,Non_Wetland,Grassland
1018,Cropland,NULL,Forest,Water,Non_Wetland,Cropland
1019,Cropland,NULL,Forest,Water,Non_Wetland,Wetland
1020,Cropland,NULL,Forest,Water,Non_Wetland,Bareland
1021,Cropland,NULL,Forest,Water,Non_Wetland,Forest
1022,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
1023,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
1024,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
1025,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland
1026,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
1027,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up
1028,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
1029,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL
1030,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
1031,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
1032,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Wetland
1033,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Water
1034,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Forest
1035,Cropland,Cropland,NULL,Water,Non_Wetland,NULL
1036,Cropland,Cropland,NULL,Water,Non_Wetland,Grassland
1037,Cropland,Cropland,NULL,Water,Non_Wetland,Cropland
1038,Cropland,Cropland,NULL,Water,Non_Wetland,Wetland
1039,Cropland,Cropland,NULL,Water,Non_Wetland,Forest
1040,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
1041,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1042,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1043,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1044,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1045,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1046,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water
1047,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
1048,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
1049,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1050,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1051,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
1052,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1053,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL
1054,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
1055,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland
1056,Cropland,Cropland,Shrubland,Water,Non_Wetland,Wetland
1057,Cropland,Cropland,Shrubland,Water,Non_Wetland,Bareland
1058,Cropland,Cropland,Shrubland,Water,Non_Wetland,Water
1059,Cropland,Cropland,Shrubland,Water,Non_Wetland,Forest
1060,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
1061,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1062,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1063,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland
1064,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
1065,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
1066,Cropland,Cropland,Grassland,NULL,Non_Wetland,Water
1067,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
1068,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL
1069,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1070,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
1071,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
1072,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL
1073,Cropland,Cropland,Grassland,Water,Non_Wetland,Grassland
1074,Cropland,Cropland,Grassland,Water,Non_Wetland,Cropland
1075,Cropland,Cropland,Grassland,Water,Non_Wetland,Water
1076,Cropland,Cropland,Grassland,Water,Non_Wetland,Forest
1077,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
1078,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1079,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1080,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland
1081,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1082,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
1083,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water
1084,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
1085,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
1086,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1087,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1088,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
1089,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Water
1090,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1091,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL
1092,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland
1093,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
1094,Cropland,Cropland,Cropland,Water,Non_Wetland,Wetland
1095,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland
1096,Cropland,Cropland,Cropland,Water,Non_Wetland,Water
1097,Cropland,Cropland,Cropland,Water,Non_Wetland,Forest
1098,Cropland,Cropland,Wetland,NULL,Wetland,NULL
1099,Cropland,Cropland,Wetland,NULL,Wetland,Grassland
1100,Cropland,Cropland,Wetland,NULL,Wetland,Cropland
1101,Cropland,Cropland,Wetland,NULL,Wetland,Wetland
1102,Cropland,Cropland,Wetland,NULL,Wetland,Bareland
1103,Cropland,Cropland,Wetland,NULL,Wetland,Built-up
1104,Cropland,Cropland,Wetland,NULL,Wetland,Water
1105,Cropland,Cropland,Wetland,NULL,Wetland,Forest
1106,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL
1107,Cropland,Cropland,Wetland,Non_Water,Wetland,Grassland
1108,Cropland,Cropland,Wetland,Non_Water,Wetland,Cropland
1109,Cropland,Cropland,Wetland,Non_Water,Wetland,Wetland
1110,Cropland,Cropland,Wetland,Non_Water,Wetland,Forest
1111,Cropland,Cropland,Wetland,Water,Wetland,Grassland
1112,Cropland,Cropland,Wetland,Water,Wetland,Cropland
1113,Cropland,Cropland,Wetland,Water,Wetland,Wetland
1114,Cropland,Cropland,Wetland,Water,Wetland,Bareland
1115,Cropland,Cropland,Wetland,Water,Wetland,Water
1116,Cropland,Cropland,Wetland,Water,Wetland,Forest
1117,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1118,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1119,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1120,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1121,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1122,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
1123,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1124,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
1125,Cropland,Cropland,Bareland,NULL,Non_Wetland,Wetland
1126,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
1127,Cropland,Cropland,Bareland,NULL,Non_Wetland,Built-up
1128,Cropland,Cropland,Bareland,NULL,Non_Wetland,Water
1129,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
1130,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL
1131,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
1132,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
1133,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
1134,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
1135,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Water
1136,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Forest
1137,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL
1138,Cropland,Cropland,Bareland,Water,Non_Wetland,Grassland
1139,Cropland,Cropland,Bareland,Water,Non_Wetland,Cropland
1140,Cropland,Cropland,Bareland,Water,Non_Wetland,Wetland
1141,Cropland,Cropland,Bareland,Water,Non_Wetland,Bareland
1142,Cropland,Cropland,Bareland,Water,Non_Wetland,Water
1143,Cropland,Cropland,Bareland,Water,Non_Wetland,Forest
1144,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
1145,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1146,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
1147,Cropland,Cropland,Built-up,NULL,Non_Wetland,Wetland
1148,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
1149,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
1150,Cropland,Cropland,Built-up,NULL,Non_Wetland,Water
1151,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
1152,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL
1153,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL
1154,Cropland,Cropland,Built-up,Water,Non_Wetland,Cropland
1155,Cropland,Cropland,Built-up,Water,Non_Wetland,Wetland
1156,Cropland,Cropland,Built-up,Water,Non_Wetland,Bareland
1157,Cropland,Cropland,Water,NULL,Water,Grassland
1158,Cropland,Cropland,Water,NULL,Water,Forest
1159,Cropland,Cropland,Water,Water,Water,Wetland
1160,Cropland,Cropland,Water,Water,Water,Water
1161,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
1162,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
1163,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
1164,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
1165,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
1166,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
1167,Cropland,Cropland,Forest,NULL,Non_Wetland,Water
1168,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
1169,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL
1170,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1171,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1172,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
1173,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest
1174,Cropland,Cropland,Forest,Water,Non_Wetland,NULL
1175,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland
1176,Cropland,Cropland,Forest,Water,Non_Wetland,Cropland
1177,Cropland,Cropland,Forest,Water,Non_Wetland,Wetland
1178,Cropland,Cropland,Forest,Water,Non_Wetland,Water
1179,Cropland,Cropland,Forest,Water,Non_Wetland,Forest
1180,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL
1181,Cropland,Wetland,NULL,NULL,Non_Wetland,Grassland
1182,Cropland,Wetland,NULL,NULL,Non_Wetland,Cropland
1183,Cropland,Wetland,NULL,NULL,Non_Wetland,Wetland
1184,Cropland,Wetland,NULL,NULL,Non_Wetland,Forest
1185,Cropland,Wetland,NULL,Water,Non_Wetland,Cropland
1186,Cropland,Wetland,NULL,Water,Non_Wetland,Wetland
1187,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL
1188,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1189,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1190,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1191,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Forest
1192,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
1193,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1194,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
1195,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1196,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1197,Cropland,Wetland,Shrubland,Water,Non_Wetland,Grassland
1198,Cropland,Wetland,Shrubland,Water,Non_Wetland,Cropland
1199,Cropland,Wetland,Shrubland,Water,Non_Wetland,Wetland
1200,Cropland,Wetland,Shrubland,Water,Non_Wetland,Water
1201,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL
1202,Cropland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1203,Cropland,Wetland,Grassland,NULL,Non_Wetland,Cropland
1204,Cropland,Wetland,Grassland,NULL,Non_Wetland,Wetland
1205,Cropland,Wetland,Grassland,NULL,Non_Wetland,Forest
1206,Cropland,Wetland,Grassland,Water,Non_Wetland,Wetland
1207,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL
1208,Cropland,Wetland,Cropland,NULL,Non_Wetland,Grassland
1209,Cropland,Wetland,Cropland,NULL,Non_Wetland,Cropland
1210,Cropland,Wetland,Cropland,NULL,Non_Wetland,Wetland
1211,Cropland,Wetland,Cropland,NULL,Non_Wetland,Bareland
1212,Cropland,Wetland,Cropland,NULL,Non_Wetland,Forest
1213,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
1214,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
1215,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
1216,Cropland,Wetland,Cropland,Water,Non_Wetland,Grassland
1217,Cropland,Wetland,Cropland,Water,Non_Wetland,Cropland
1218,Cropland,Wetland,Cropland,Water,Non_Wetland,Wetland
1219,Cropland,Wetland,Wetland,NULL,Wetland,NULL
1220,Cropland,Wetland,Wetland,NULL,Wetland,Grassland
1221,Cropland,Wetland,Wetland,NULL,Wetland,Wetland
1222,Cropland,Wetland,Wetland,NULL,Wetland,Forest
1223,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL
1224,Cropland,Wetland,Wetland,Non_Water,Wetland,Grassland
1225,Cropland,Wetland,Wetland,Non_Water,Wetland,Cropland
1226,Cropland,Wetland,Wetland,Non_Water,Wetland,Forest
1227,Cropland,Wetland,Wetland,Water,Wetland,Wetland
1228,Cropland,Wetland,Bareland,NULL,Non_Wetland,NULL
1229,Cropland,Wetland,Bareland,NULL,Non_Wetland,Grassland
1230,Cropland,Wetland,Bareland,NULL,Non_Wetland,Cropland
1231,Cropland,Wetland,Bareland,NULL,Non_Wetland,Wetland
1232,Cropland,Wetland,Bareland,NULL,Non_Wetland,Forest
1233,Cropland,Wetland,Bareland,Water,Non_Wetland,NULL
1234,Cropland,Wetland,Bareland,Water,Non_Wetland,Cropland
1235,Cropland,Wetland,Bareland,Water,Non_Wetland,Forest
1236,Cropland,Wetland,Built-up,NULL,Non_Wetland,NULL
1237,Cropland,Wetland,Built-up,NULL,Non_Wetland,Cropland
1238,Cropland,Wetland,Water,Water,Water,NULL
1239,Cropland,Wetland,Water,Water,Water,Water
1240,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL
1241,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland
1242,Cropland,Wetland,Forest,NULL,Non_Wetland,Cropland
1243,Cropland,Wetland,Forest,NULL,Non_Wetland,Wetland
1244,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest
1245,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL
1246,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1247,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Cropland
1248,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Forest
1249,Cropland,Wetland,Forest,Water,Non_Wetland,NULL
1250,Cropland,Wetland,Forest,Water,Non_Wetland,Cropland
1251,Cropland,Wetland,Forest,Water,Non_Wetland,Wetland
1252,Cropland,Wetland,Forest,Water,Non_Wetland,Forest
1253,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1254,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland
1255,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland
1256,Cropland,Bareland,Wetland,Water,Wetland,Water
1257,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL
1258,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
1259,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
1260,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland
1261,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up
1262,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
1263,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
1264,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
