Value,AFRICA_2024_DynamicWorld_2024_37PHT_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PHT_M_R,AFRICA_2024_GLC_FCS30D_2022_37PHT_M_R,AFRICA_2024_GSW_Yearly_2021_37PHT_M_R,AFRICA_2024_GWL_FCS30D_2022_37PHT_M_R,AFRICA_2024_WorldCover_2021_37PHT_M_R
429,Bareland,Bareland,Water,NULL,NULL,Water
430,Bareland,Bareland,Water,NULL,Water,Bareland
431,Bareland,Bareland,Water,NULL,Water,Water
432,Bareland,Bareland,Water,Non_Water,NULL,Bareland
433,Bareland,Bareland,Water,Non_Water,NULL,Water
434,Bareland,Bareland,Water,Non_Water,Water,Water
435,Bareland,Bareland,Water,Water,NULL,Bareland
436,Bareland,Bareland,Water,Water,NULL,Water
437,Bareland,Bareland,Water,Water,Water,Bareland
438,Bareland,Bareland,Water,Water,Water,Water
439,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
440,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL
441,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland
442,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
443,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up
444,Bareland,Built-up,Wetland,NULL,Wetland,NULL
445,Bareland,Built-up,Wetland,NULL,Wetland,Wetland
446,Bareland,Built-up,Wetland,NULL,Wetland,Bareland
447,Bareland,Built-up,Wetland,NULL,Wetland,Built-up
448,Bareland,Built-up,Wetland,Non_Water,Wetland,Wetland
449,Bareland,Built-up,Wetland,Non_Water,Wetland,Bareland
450,Bareland,Built-up,Wetland,Water,Wetland,Wetland
451,Bareland,Built-up,Wetland,Water,Wetland,Bareland
452,Bareland,Built-up,Wetland,Water,Wetland,Built-up
453,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL
454,Bareland,Built-up,Bareland,NULL,Non_Wetland,Cropland
455,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
456,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
457,Bareland,Built-up,Bareland,Water,Non_Wetland,Bareland
458,Bareland,Built-up,Bareland,Water,Non_Wetland,Built-up
459,Bareland,Built-up,Bareland,Water,Non_Wetland,Water
460,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL
461,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
462,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
463,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
464,Bareland,Built-up,Built-up,Water,Non_Wetland,Bareland
465,Bareland,Built-up,Built-up,Water,Non_Wetland,Built-up
466,Bareland,Water,NULL,NULL,Non_Wetland,Bareland
467,Bareland,Water,NULL,NULL,Non_Wetland,Water
468,Bareland,Water,NULL,Water,Non_Wetland,Bareland
469,Bareland,Water,NULL,Water,Non_Wetland,Water
470,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
471,Bareland,Water,Shrubland,NULL,Non_Wetland,Water
472,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland
473,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water
474,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
475,Bareland,Water,Shrubland,Water,Non_Wetland,Water
476,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
477,Bareland,Water,Grassland,Water,Non_Wetland,Wetland
478,Bareland,Water,Cropland,NULL,Non_Wetland,NULL
479,Bareland,Water,Cropland,NULL,Non_Wetland,Wetland
480,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
481,Bareland,Water,Cropland,NULL,Non_Wetland,Water
482,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
483,Bareland,Water,Cropland,Non_Water,Non_Wetland,Wetland
484,Bareland,Water,Cropland,Water,Non_Wetland,NULL
485,Bareland,Water,Cropland,Water,Non_Wetland,Wetland
486,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
487,Bareland,Water,Cropland,Water,Non_Wetland,Water
488,Bareland,Water,Cropland,Water,Non_Wetland,Forest
489,Bareland,Water,Wetland,NULL,NULL,Bareland
490,Bareland,Water,Wetland,NULL,NULL,Water
491,Bareland,Water,Wetland,NULL,Wetland,NULL
492,Bareland,Water,Wetland,NULL,Wetland,Grassland
493,Bareland,Water,Wetland,NULL,Wetland,Cropland
494,Bareland,Water,Wetland,NULL,Wetland,Wetland
495,Bareland,Water,Wetland,NULL,Wetland,Bareland
496,Bareland,Water,Wetland,NULL,Wetland,Water
497,Bareland,Water,Wetland,Non_Water,Wetland,Cropland
498,Bareland,Water,Wetland,Non_Water,Wetland,Wetland
499,Bareland,Water,Wetland,Non_Water,Wetland,Bareland
500,Bareland,Water,Wetland,Non_Water,Wetland,Water
501,Bareland,Water,Wetland,Water,NULL,Wetland
502,Bareland,Water,Wetland,Water,NULL,Bareland
503,Bareland,Water,Wetland,Water,NULL,Water
504,Bareland,Water,Wetland,Water,Wetland,NULL
505,Bareland,Water,Wetland,Water,Wetland,Grassland
506,Bareland,Water,Wetland,Water,Wetland,Cropland
507,Bareland,Water,Wetland,Water,Wetland,Wetland
508,Bareland,Water,Wetland,Water,Wetland,Bareland
509,Bareland,Water,Wetland,Water,Wetland,Water
510,Bareland,Water,Bareland,NULL,Non_Wetland,NULL
511,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
512,Bareland,Water,Bareland,NULL,Non_Wetland,Cropland
513,Bareland,Water,Bareland,NULL,Non_Wetland,Wetland
514,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
515,Bareland,Water,Bareland,NULL,Non_Wetland,Water
516,Bareland,Water,Bareland,Non_Water,Non_Wetland,Cropland
517,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
518,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water
519,Bareland,Water,Bareland,Water,Non_Wetland,NULL
520,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
521,Bareland,Water,Bareland,Water,Non_Wetland,Cropland
522,Bareland,Water,Bareland,Water,Non_Wetland,Wetland
523,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
524,Bareland,Water,Bareland,Water,Non_Wetland,Water
525,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
526,Bareland,Water,Built-up,Non_Water,Non_Wetland,Water
527,Bareland,Water,Built-up,Water,Non_Wetland,Bareland
528,Bareland,Water,Built-up,Water,Non_Wetland,Water
529,Bareland,Water,Water,NULL,NULL,Bareland
530,Bareland,Water,Water,NULL,NULL,Water
531,Bareland,Water,Water,Non_Water,NULL,Water
532,Bareland,Water,Water,Water,NULL,NULL
533,Bareland,Water,Water,Water,NULL,Bareland
534,Bareland,Water,Water,Water,NULL,Water
535,Bareland,Water,Water,Water,Water,Grassland
536,Bareland,Water,Water,Water,Water,Bareland
537,Bareland,Water,Water,Water,Water,Water
538,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL
539,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
540,Bareland,Forest,Wetland,NULL,Wetland,NULL
541,Bareland,Forest,Wetland,NULL,Wetland,Wetland
542,Bareland,Forest,Wetland,NULL,Wetland,Bareland
543,Bareland,Forest,Wetland,Water,Wetland,Wetland
544,Water,NULL,Cropland,NULL,Non_Wetland,NULL
545,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
546,Water,NULL,Cropland,Water,Non_Wetland,Bareland
547,Water,NULL,Wetland,NULL,NULL,Bareland
548,Water,NULL,Wetland,NULL,Wetland,NULL
549,Water,NULL,Wetland,NULL,Wetland,Cropland
550,Water,NULL,Wetland,NULL,Wetland,Wetland
551,Water,NULL,Wetland,NULL,Wetland,Bareland
552,Water,NULL,Wetland,NULL,Wetland,Water
553,Water,NULL,Wetland,Non_Water,Wetland,Wetland
554,Water,NULL,Wetland,Non_Water,Wetland,Bareland
555,Water,NULL,Wetland,Water,NULL,Wetland
556,Water,NULL,Wetland,Water,NULL,Bareland
557,Water,NULL,Wetland,Water,NULL,Water
558,Water,NULL,Wetland,Water,Wetland,NULL
559,Water,NULL,Wetland,Water,Wetland,Cropland
560,Water,NULL,Wetland,Water,Wetland,Wetland
561,Water,NULL,Wetland,Water,Wetland,Bareland
562,Water,NULL,Wetland,Water,Wetland,Water
563,Water,NULL,Bareland,NULL,Non_Wetland,NULL
564,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
565,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
566,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
567,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
568,Water,NULL,Bareland,NULL,Non_Wetland,Water
569,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
570,Water,NULL,Bareland,Non_Water,Non_Wetland,Water
571,Water,NULL,Bareland,Water,Non_Wetland,Wetland
572,Water,NULL,Bareland,Water,Non_Wetland,Bareland
573,Water,NULL,Bareland,Water,Non_Wetland,Water
574,Water,NULL,Built-up,NULL,Non_Wetland,NULL
575,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
576,Water,NULL,Built-up,Water,Non_Wetland,Bareland
577,Water,NULL,Built-up,Water,Non_Wetland,Water
578,Water,NULL,Water,NULL,NULL,NULL
579,Water,NULL,Water,NULL,NULL,Bareland
580,Water,NULL,Water,NULL,NULL,Water
581,Water,NULL,Water,Water,NULL,NULL
582,Water,NULL,Water,Water,NULL,Bareland
583,Water,NULL,Water,Water,NULL,Water
584,Water,NULL,Water,Water,Water,Bareland
585,Water,NULL,Water,Water,Water,Water
586,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland
587,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland
588,Water,Wetland,Wetland,NULL,Wetland,Cropland
589,Water,Wetland,Wetland,NULL,Wetland,Wetland
590,Water,Wetland,Wetland,NULL,Wetland,Bareland
591,Water,Wetland,Wetland,NULL,Wetland,Water
592,Water,Wetland,Wetland,Non_Water,Wetland,Wetland
593,Water,Wetland,Wetland,Water,Wetland,Cropland
594,Water,Wetland,Wetland,Water,Wetland,Wetland
595,Water,Wetland,Wetland,Water,Wetland,Bareland
596,Water,Wetland,Wetland,Water,Wetland,Water
597,Water,Wetland,Bareland,NULL,Non_Wetland,Grassland
598,Water,Wetland,Bareland,NULL,Non_Wetland,Cropland
599,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland
600,Water,Wetland,Bareland,NULL,Non_Wetland,Bareland
601,Water,Wetland,Bareland,NULL,Non_Wetland,Water
602,Water,Wetland,Bareland,Water,Non_Wetland,Grassland
603,Water,Wetland,Bareland,Water,Non_Wetland,Cropland
604,Water,Wetland,Bareland,Water,Non_Wetland,Wetland
605,Water,Wetland,Bareland,Water,Non_Wetland,Bareland
606,Water,Wetland,Bareland,Water,Non_Wetland,Water
607,Water,Bareland,NULL,NULL,Non_Wetland,Bareland
608,Water,Bareland,NULL,NULL,Non_Wetland,Water
609,Water,Bareland,NULL,Water,Non_Wetland,Bareland
610,Water,Bareland,NULL,Water,Non_Wetland,Water
611,Water,Bareland,Shrubland,NULL,Non_Wetland,Wetland
612,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
613,Water,Bareland,Shrubland,Water,Non_Wetland,Water
614,Water,Bareland,Cropland,NULL,Non_Wetland,Grassland
615,Water,Bareland,Cropland,NULL,Non_Wetland,Wetland
616,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
617,Water,Bareland,Cropland,NULL,Non_Wetland,Water
618,Water,Bareland,Cropland,Water,Non_Wetland,Bareland
619,Water,Bareland,Cropland,Water,Non_Wetland,Water
620,Water,Bareland,Wetland,NULL,NULL,Bareland
621,Water,Bareland,Wetland,NULL,NULL,Water
622,Water,Bareland,Wetland,NULL,Wetland,NULL
623,Water,Bareland,Wetland,NULL,Wetland,Grassland
624,Water,Bareland,Wetland,NULL,Wetland,Cropland
625,Water,Bareland,Wetland,NULL,Wetland,Wetland
626,Water,Bareland,Wetland,NULL,Wetland,Bareland
627,Water,Bareland,Wetland,NULL,Wetland,Water
628,Water,Bareland,Wetland,Water,NULL,NULL
629,Water,Bareland,Wetland,Water,NULL,Bareland
630,Water,Bareland,Wetland,Water,NULL,Water
631,Water,Bareland,Wetland,Water,Wetland,Cropland
632,Water,Bareland,Wetland,Water,Wetland,Wetland
633,Water,Bareland,Wetland,Water,Wetland,Bareland
634,Water,Bareland,Wetland,Water,Wetland,Water
635,Water,Bareland,Bareland,NULL,Non_Wetland,NULL
636,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland
637,Water,Bareland,Bareland,NULL,Non_Wetland,Cropland
638,Water,Bareland,Bareland,NULL,Non_Wetland,Wetland
639,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
640,Water,Bareland,Bareland,NULL,Non_Wetland,Water
641,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
642,Water,Bareland,Bareland,Water,Non_Wetland,Grassland
643,Water,Bareland,Bareland,Water,Non_Wetland,Wetland
644,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
645,Water,Bareland,Bareland,Water,Non_Wetland,Water
646,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland
647,Water,Bareland,Built-up,NULL,Non_Wetland,Water
648,Water,Bareland,Built-up,Water,Non_Wetland,Bareland
649,Water,Bareland,Built-up,Water,Non_Wetland,Water
650,Water,Bareland,Water,NULL,NULL,Bareland
651,Water,Bareland,Water,NULL,NULL,Water
652,Water,Bareland,Water,Water,NULL,Bareland
653,Water,Bareland,Water,Water,NULL,Water
654,Water,Bareland,Water,Water,Water,Bareland
655,Water,Bareland,Water,Water,Water,Water
656,Water,Built-up,Wetland,Non_Water,Wetland,Wetland
657,Water,Built-up,Wetland,Water,Wetland,NULL
658,Water,Built-up,Wetland,Water,Wetland,Wetland
659,Water,Built-up,Wetland,Water,Wetland,Bareland
660,Water,Built-up,Wetland,Water,Wetland,Water
661,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland
662,Water,Built-up,Bareland,NULL,Non_Wetland,Built-up
663,Water,Built-up,Bareland,NULL,Non_Wetland,Water
664,Water,Built-up,Bareland,Water,Non_Wetland,Bareland
665,Water,Built-up,Bareland,Water,Non_Wetland,Water
666,Water,Built-up,Water,Water,NULL,Water
667,Water,Water,NULL,NULL,Non_Wetland,Bareland
668,Water,Water,NULL,NULL,Non_Wetland,Water
669,Water,Water,NULL,Water,Non_Wetland,Bareland
670,Water,Water,NULL,Water,Non_Wetland,Water
671,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
672,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
673,Water,Water,Shrubland,NULL,Non_Wetland,Water
674,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
675,Water,Water,Shrubland,Water,Non_Wetland,Bareland
676,Water,Water,Shrubland,Water,Non_Wetland,Water
677,Water,Water,Cropland,NULL,Non_Wetland,NULL
678,Water,Water,Cropland,NULL,Non_Wetland,Grassland
679,Water,Water,Cropland,NULL,Non_Wetland,Cropland
680,Water,Water,Cropland,NULL,Non_Wetland,Wetland
681,Water,Water,Cropland,NULL,Non_Wetland,Bareland
682,Water,Water,Cropland,NULL,Non_Wetland,Water
683,Water,Water,Cropland,Water,Non_Wetland,NULL
684,Water,Water,Cropland,Water,Non_Wetland,Wetland
685,Water,Water,Cropland,Water,Non_Wetland,Bareland
686,Water,Water,Cropland,Water,Non_Wetland,Water
687,Water,Water,Wetland,NULL,NULL,Wetland
688,Water,Water,Wetland,NULL,NULL,Bareland
689,Water,Water,Wetland,NULL,NULL,Built-up
690,Water,Water,Wetland,NULL,NULL,Water
691,Water,Water,Wetland,NULL,Wetland,NULL
692,Water,Water,Wetland,NULL,Wetland,Grassland
693,Water,Water,Wetland,NULL,Wetland,Cropland
694,Water,Water,Wetland,NULL,Wetland,Wetland
695,Water,Water,Wetland,NULL,Wetland,Bareland
696,Water,Water,Wetland,NULL,Wetland,Water
697,Water,Water,Wetland,NULL,Wetland,Forest
698,Water,Water,Wetland,Non_Water,NULL,Wetland
699,Water,Water,Wetland,Non_Water,NULL,Water
700,Water,Water,Wetland,Non_Water,Wetland,NULL
701,Water,Water,Wetland,Non_Water,Wetland,Cropland
702,Water,Water,Wetland,Non_Water,Wetland,Wetland
703,Water,Water,Wetland,Non_Water,Wetland,Bareland
704,Water,Water,Wetland,Non_Water,Wetland,Water
705,Water,Water,Wetland,Non_Water,Wetland,Forest
706,Water,Water,Wetland,Water,NULL,NULL
707,Water,Water,Wetland,Water,NULL,Grassland
708,Water,Water,Wetland,Water,NULL,Cropland
709,Water,Water,Wetland,Water,NULL,Wetland
710,Water,Water,Wetland,Water,NULL,Bareland
711,Water,Water,Wetland,Water,NULL,Water
712,Water,Water,Wetland,Water,Wetland,NULL
713,Water,Water,Wetland,Water,Wetland,Grassland
714,Water,Water,Wetland,Water,Wetland,Cropland
715,Water,Water,Wetland,Water,Wetland,Wetland
716,Water,Water,Wetland,Water,Wetland,Bareland
717,Water,Water,Wetland,Water,Wetland,Built-up
718,Water,Water,Wetland,Water,Wetland,Water
719,Water,Water,Wetland,Water,Wetland,Forest
720,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
721,Water,Water,Bareland,NULL,Non_Wetland,NULL
722,Water,Water,Bareland,NULL,Non_Wetland,Grassland
723,Water,Water,Bareland,NULL,Non_Wetland,Cropland
724,Water,Water,Bareland,NULL,Non_Wetland,Wetland
725,Water,Water,Bareland,NULL,Non_Wetland,Bareland
726,Water,Water,Bareland,NULL,Non_Wetland,Water
727,Water,Water,Bareland,NULL,Non_Wetland,Forest
728,Water,Water,Bareland,Non_Water,Non_Wetland,NULL
729,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland
730,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
731,Water,Water,Bareland,Non_Water,Non_Wetland,Water
732,Water,Water,Bareland,Water,Non_Wetland,Grassland
733,Water,Water,Bareland,Water,Non_Wetland,Cropland
734,Water,Water,Bareland,Water,Non_Wetland,Wetland
735,Water,Water,Bareland,Water,Non_Wetland,Bareland
736,Water,Water,Bareland,Water,Non_Wetland,Water
737,Water,Water,Built-up,NULL,Non_Wetland,Bareland
738,Water,Water,Built-up,NULL,Non_Wetland,Water
739,Water,Water,Built-up,Water,Non_Wetland,Bareland
740,Water,Water,Built-up,Water,Non_Wetland,Water
741,Water,Water,Water,NULL,NULL,Bareland
742,Water,Water,Water,NULL,NULL,Water
743,Water,Water,Water,NULL,Water,Water
744,Water,Water,Water,Non_Water,NULL,Wetland
745,Water,Water,Water,Water,NULL,Wetland
746,Water,Water,Water,Water,NULL,Bareland
747,Water,Water,Water,Water,NULL,Water
748,Water,Water,Water,Water,Water,Wetland
749,Water,Water,Water,Water,Water,Bareland
750,Water,Water,Water,Water,Water,Water
751,Water,Forest,Wetland,NULL,Wetland,Wetland
752,Water,Forest,Wetland,Non_Water,NULL,Wetland
753,Water,Forest,Wetland,Non_Water,Wetland,Wetland
754,Water,Forest,Wetland,Water,NULL,Wetland
755,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Bareland
756,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Water
757,Permanent_ice_and_snow,Bareland,Water,Water,Water,Water
758,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,Bareland
759,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,Bareland
760,Permanent_ice_and_snow,Water,Wetland,Water,NULL,Water
761,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,Bareland
762,Permanent_ice_and_snow,Water,Bareland,Water,Non_Wetland,Water
763,Permanent_ice_and_snow,Water,Water,Water,NULL,Water
764,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
765,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
766,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
767,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
768,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
769,Forest,NULL,Wetland,NULL,Wetland,NULL
770,Forest,NULL,Wetland,NULL,Wetland,Wetland
771,Forest,NULL,Wetland,NULL,Wetland,Water
772,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
773,Forest,NULL,Wetland,Water,Wetland,Bareland
774,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
775,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
776,Forest,NULL,Bareland,Water,Non_Wetland,NULL
777,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
778,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland
779,Forest,Wetland,Wetland,NULL,Wetland,Wetland
780,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland
781,Forest,Water,Cropland,NULL,Non_Wetland,Wetland
782,Forest,Water,Cropland,Water,Non_Wetland,Water
783,Forest,Water,Wetland,NULL,NULL,Wetland
784,Forest,Water,Wetland,NULL,Wetland,Wetland
785,Forest,Water,Wetland,Non_Water,NULL,Wetland
786,Forest,Water,Wetland,Non_Water,Wetland,Wetland
787,Forest,Water,Wetland,Water,NULL,Wetland
788,Forest,Water,Wetland,Water,Wetland,Wetland
789,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
790,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
791,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
792,Forest,Forest,Wetland,NULL,Wetland,NULL
793,Forest,Forest,Wetland,NULL,Wetland,Wetland
794,Forest,Forest,Wetland,Non_Water,Wetland,Wetland
795,Forest,Forest,Wetland,Water,NULL,Wetland
796,Forest,Forest,Wetland,Water,Wetland,Wetland
797,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland
