Value,AFRICA_2024_DynamicWorld_2024_37PBP_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PBP_M_R,AFRICA_2024_GLC_FCS30D_2022_37PBP_M_R,AFRICA_2024_GSW_Yearly_2021_37PBP_M_R,AFRICA_2024_GWL_FCS30D_2022_37PBP_M_R,AFRICA_2024_WorldCover_2021_37PBP_M_R
428,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland
429,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland
430,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest
431,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
432,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
433,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
434,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
435,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland
436,Grassland,NULL,Shrubland,Water,Non_Wetland,Cropland
437,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland
438,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL
439,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland
440,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland
441,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland
442,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest
443,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
444,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
445,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland
446,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland
447,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL
448,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland
449,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland
450,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland
451,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest
452,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL
453,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
454,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
455,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
456,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland
457,Grassland,NULL,Cropland,Water,Non_Wetland,Cropland
458,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland
459,Grassland,NULL,Wetland,NULL,Wetland,NULL
460,Grassland,NULL,Wetland,NULL,Wetland,Grassland
461,Grassland,NULL,Wetland,NULL,Wetland,Cropland
462,Grassland,NULL,Wetland,NULL,Wetland,Wetland
463,Grassland,NULL,Wetland,NULL,Wetland,Forest
464,Grassland,NULL,Wetland,Non_Water,Wetland,NULL
465,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland
466,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland
467,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland
468,Grassland,NULL,Wetland,Non_Water,Wetland,Water
469,Grassland,NULL,Wetland,Non_Water,Wetland,Forest
470,Grassland,NULL,Wetland,Water,Wetland,Grassland
471,Grassland,NULL,Wetland,Water,Wetland,Cropland
472,Grassland,NULL,Wetland,Water,Wetland,Wetland
473,Grassland,NULL,Wetland,Water,Wetland,Water
474,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland
475,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland
476,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest
477,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
478,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
479,Grassland,NULL,Bareland,Water,Non_Wetland,Cropland
480,Grassland,NULL,Bareland,Water,Non_Wetland,Water
481,Grassland,NULL,Water,Non_Water,Water,Wetland
482,Grassland,NULL,Water,Water,Water,Cropland
483,Grassland,NULL,Water,Water,Water,Wetland
484,Grassland,NULL,Water,Water,Water,Water
485,Grassland,NULL,Forest,NULL,Non_Wetland,NULL
486,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
487,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland
488,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland
489,Grassland,NULL,Forest,NULL,Non_Wetland,Forest
490,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL
491,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland
492,Grassland,NULL,Forest,Non_Water,Non_Wetland,Cropland
493,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland
494,Grassland,NULL,Forest,Water,Non_Wetland,Grassland
495,Grassland,NULL,Forest,Water,Non_Wetland,Cropland
496,Grassland,NULL,Forest,Water,Non_Wetland,Wetland
497,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL
498,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland
499,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland
500,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland
501,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest
502,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
503,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
504,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Wetland
505,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Forest
506,Grassland,Cropland,NULL,Water,Non_Wetland,Cropland
507,Grassland,Cropland,NULL,Water,Non_Wetland,Wetland
508,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL
509,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
510,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
511,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
512,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest
513,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
514,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
515,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
516,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
517,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
518,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland
519,Grassland,Cropland,Shrubland,Water,Non_Wetland,Cropland
520,Grassland,Cropland,Shrubland,Water,Non_Wetland,Wetland
521,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL
522,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland
523,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland
524,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland
525,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest
526,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL
527,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
528,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
529,Grassland,Cropland,Grassland,Water,Non_Wetland,Cropland
530,Grassland,Cropland,Grassland,Water,Non_Wetland,Wetland
531,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL
532,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
533,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland
534,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland
535,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland
536,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest
537,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
538,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
539,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
540,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
541,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
542,Grassland,Cropland,Cropland,Water,Non_Wetland,Cropland
543,Grassland,Cropland,Cropland,Water,Non_Wetland,Wetland
544,Grassland,Cropland,Wetland,NULL,Wetland,Grassland
545,Grassland,Cropland,Wetland,NULL,Wetland,Cropland
546,Grassland,Cropland,Wetland,NULL,Wetland,Wetland
547,Grassland,Cropland,Wetland,NULL,Wetland,Forest
548,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL
549,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland
550,Grassland,Cropland,Wetland,Non_Water,Wetland,Cropland
551,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland
552,Grassland,Cropland,Wetland,Non_Water,Wetland,Water
553,Grassland,Cropland,Wetland,Non_Water,Wetland,Forest
554,Grassland,Cropland,Wetland,Water,Wetland,NULL
555,Grassland,Cropland,Wetland,Water,Wetland,Cropland
556,Grassland,Cropland,Wetland,Water,Wetland,Wetland
557,Grassland,Cropland,Wetland,Water,Wetland,Water
558,Grassland,Cropland,Wetland,Water,Wetland,Forest
559,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
560,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland
561,Grassland,Cropland,Bareland,NULL,Non_Wetland,Cropland
562,Grassland,Cropland,Bareland,NULL,Non_Wetland,Wetland
563,Grassland,Cropland,Bareland,NULL,Non_Wetland,Bareland
564,Grassland,Cropland,Bareland,NULL,Non_Wetland,Forest
565,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
566,Grassland,Cropland,Bareland,Water,Non_Wetland,Cropland
567,Grassland,Cropland,Bareland,Water,Non_Wetland,Wetland
568,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL
569,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland
570,Grassland,Cropland,Water,NULL,Water,Cropland
571,Grassland,Cropland,Water,NULL,Water,Wetland
572,Grassland,Cropland,Water,Non_Water,Water,Grassland
573,Grassland,Cropland,Water,Non_Water,Water,Cropland
574,Grassland,Cropland,Water,Water,Water,Cropland
575,Grassland,Cropland,Water,Water,Water,Wetland
576,Grassland,Cropland,Water,Water,Water,Water
577,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL
578,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
579,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland
580,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland
581,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
582,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL
583,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
584,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
585,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
586,Grassland,Cropland,Forest,Water,Non_Wetland,Cropland
587,Grassland,Cropland,Forest,Water,Non_Wetland,Wetland
588,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL
589,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland
590,Grassland,Wetland,NULL,NULL,Non_Wetland,Cropland
591,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland
592,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Cropland
593,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
594,Grassland,Wetland,NULL,Water,Non_Wetland,Cropland
595,Grassland,Wetland,NULL,Water,Non_Wetland,Wetland
596,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL
597,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
598,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
599,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
600,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Forest
601,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
602,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
603,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
604,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
605,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
606,Grassland,Wetland,Shrubland,Water,Non_Wetland,Cropland
607,Grassland,Wetland,Shrubland,Water,Non_Wetland,Wetland
608,Grassland,Wetland,Shrubland,Water,Non_Wetland,Water
609,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL
610,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland
611,Grassland,Wetland,Grassland,NULL,Non_Wetland,Forest
612,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Cropland
613,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
614,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Water
615,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Forest
616,Grassland,Wetland,Grassland,Water,Non_Wetland,Wetland
617,Grassland,Wetland,Grassland,Water,Non_Wetland,Forest
618,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland
619,Grassland,Wetland,Cropland,NULL,Non_Wetland,Cropland
620,Grassland,Wetland,Cropland,NULL,Non_Wetland,Wetland
621,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
622,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
623,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Forest
624,Grassland,Wetland,Cropland,Water,Non_Wetland,Grassland
625,Grassland,Wetland,Cropland,Water,Non_Wetland,Cropland
626,Grassland,Wetland,Cropland,Water,Non_Wetland,Wetland
627,Grassland,Wetland,Cropland,Water,Non_Wetland,Water
628,Grassland,Wetland,Wetland,NULL,Wetland,NULL
629,Grassland,Wetland,Wetland,NULL,Wetland,Grassland
630,Grassland,Wetland,Wetland,NULL,Wetland,Cropland
631,Grassland,Wetland,Wetland,NULL,Wetland,Wetland
632,Grassland,Wetland,Wetland,NULL,Wetland,Forest
633,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL
634,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland
635,Grassland,Wetland,Wetland,Non_Water,Wetland,Cropland
636,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland
637,Grassland,Wetland,Wetland,Non_Water,Wetland,Water
638,Grassland,Wetland,Wetland,Non_Water,Wetland,Forest
639,Grassland,Wetland,Wetland,Water,Wetland,NULL
640,Grassland,Wetland,Wetland,Water,Wetland,Grassland
641,Grassland,Wetland,Wetland,Water,Wetland,Cropland
642,Grassland,Wetland,Wetland,Water,Wetland,Wetland
643,Grassland,Wetland,Wetland,Water,Wetland,Water
644,Grassland,Wetland,Wetland,Water,Wetland,Forest
645,Grassland,Wetland,Bareland,NULL,Non_Wetland,Cropland
646,Grassland,Wetland,Bareland,NULL,Non_Wetland,Wetland
647,Grassland,Wetland,Bareland,Water,Non_Wetland,Wetland
648,Grassland,Wetland,Bareland,Water,Non_Wetland,Water
649,Grassland,Wetland,Water,NULL,Water,Wetland
650,Grassland,Wetland,Water,NULL,Water,Water
651,Grassland,Wetland,Water,Non_Water,Water,Wetland
652,Grassland,Wetland,Water,Water,Water,Wetland
653,Grassland,Wetland,Water,Water,Water,Water
654,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL
655,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland
656,Grassland,Wetland,Forest,NULL,Non_Wetland,Cropland
657,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland
658,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest
659,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL
660,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
661,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Cropland
662,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
663,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Forest
664,Grassland,Wetland,Forest,Water,Non_Wetland,Cropland
665,Grassland,Wetland,Forest,Water,Non_Wetland,Wetland
666,Grassland,Wetland,Forest,Water,Non_Wetland,Water
667,Grassland,Bareland,Wetland,Water,Wetland,Water
668,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland
669,Grassland,Built-up,NULL,NULL,Non_Wetland,Cropland
670,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL
671,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
672,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
673,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Forest
674,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland
675,Grassland,Built-up,Cropland,NULL,Non_Wetland,Cropland
676,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL
677,Grassland,Built-up,Forest,NULL,Non_Wetland,Cropland
678,Grassland,Built-up,Forest,NULL,Non_Wetland,Wetland
679,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest
680,Grassland,Water,NULL,NULL,Non_Wetland,Wetland
681,Grassland,Water,NULL,Non_Water,Non_Wetland,Wetland
682,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland
683,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland
684,Grassland,Water,Shrubland,NULL,Non_Wetland,Forest
685,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
686,Grassland,Water,Shrubland,Water,Non_Wetland,Wetland
687,Grassland,Water,Grassland,Water,Non_Wetland,Wetland
688,Grassland,Water,Cropland,NULL,Non_Wetland,Cropland
689,Grassland,Water,Cropland,NULL,Non_Wetland,Wetland
690,Grassland,Water,Cropland,Non_Water,Non_Wetland,Cropland
691,Grassland,Water,Cropland,Non_Water,Non_Wetland,Wetland
692,Grassland,Water,Cropland,Water,Non_Wetland,Grassland
693,Grassland,Water,Cropland,Water,Non_Wetland,Cropland
694,Grassland,Water,Cropland,Water,Non_Wetland,Wetland
695,Grassland,Water,Wetland,NULL,Wetland,Wetland
696,Grassland,Water,Wetland,NULL,Wetland,Forest
697,Grassland,Water,Wetland,Non_Water,Wetland,Wetland
698,Grassland,Water,Wetland,Non_Water,Wetland,Forest
699,Grassland,Water,Wetland,Water,Wetland,Cropland
700,Grassland,Water,Wetland,Water,Wetland,Wetland
701,Grassland,Water,Water,Non_Water,Water,Wetland
702,Grassland,Water,Water,Water,Water,Wetland
703,Grassland,Water,Water,Water,Water,Water
704,Grassland,Water,Forest,NULL,Non_Wetland,Wetland
705,Grassland,Water,Forest,NULL,Non_Wetland,Forest
706,Grassland,Water,Forest,Non_Water,Non_Wetland,Wetland
707,Grassland,Water,Forest,Water,Non_Wetland,Cropland
708,Grassland,Water,Forest,Water,Non_Wetland,Wetland
709,Grassland,Forest,NULL,NULL,Non_Wetland,NULL
710,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
711,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland
712,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland
713,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
714,Grassland,Forest,NULL,Non_Water,Non_Wetland,Wetland
715,Grassland,Forest,NULL,Non_Water,Non_Wetland,Forest
716,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
717,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
718,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland
719,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland
720,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
721,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
722,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
723,Grassland,Forest,Shrubland,Water,Non_Wetland,Wetland
724,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL
725,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland
726,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest
727,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Wetland
728,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland
729,Grassland,Forest,Cropland,Water,Non_Wetland,Wetland
730,Grassland,Forest,Wetland,NULL,Wetland,NULL
731,Grassland,Forest,Wetland,NULL,Wetland,Grassland
732,Grassland,Forest,Wetland,NULL,Wetland,Cropland
733,Grassland,Forest,Wetland,NULL,Wetland,Wetland
734,Grassland,Forest,Wetland,NULL,Wetland,Forest
735,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland
736,Grassland,Forest,Wetland,Non_Water,Wetland,Forest
737,Grassland,Forest,Wetland,Water,Wetland,Wetland
738,Grassland,Forest,Wetland,Water,Wetland,Water
739,Grassland,Forest,Wetland,Water,Wetland,Forest
740,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland
741,Grassland,Forest,Bareland,NULL,Non_Wetland,Forest
742,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Wetland
743,Grassland,Forest,Water,Non_Water,Water,Wetland
744,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
745,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
746,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
747,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland
748,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
749,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland
750,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest
751,Grassland,Forest,Forest,Water,Non_Wetland,Wetland
752,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
753,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
754,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
755,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland
756,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
757,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up
758,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
759,Cropland,NULL,NULL,Water,Non_Wetland,Grassland
760,Cropland,NULL,NULL,Water,Non_Wetland,Cropland
761,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
762,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
763,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
764,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
765,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
766,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
767,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
768,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
769,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
770,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
771,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
772,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
773,Cropland,NULL,Shrubland,Water,Non_Wetland,Cropland
774,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland
775,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
776,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
777,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
778,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland
779,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
780,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
781,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
782,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
783,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
784,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
785,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
786,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
787,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland
788,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
789,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
790,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
791,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL
792,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
793,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
794,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
795,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest
796,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland
797,Cropland,NULL,Cropland,Water,Non_Wetland,Cropland
798,Cropland,NULL,Cropland,Water,Non_Wetland,Wetland
799,Cropland,NULL,Wetland,NULL,Wetland,Grassland
800,Cropland,NULL,Wetland,NULL,Wetland,Cropland
801,Cropland,NULL,Wetland,NULL,Wetland,Wetland
802,Cropland,NULL,Wetland,NULL,Wetland,Forest
803,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland
804,Cropland,NULL,Wetland,Water,Wetland,Cropland
805,Cropland,NULL,Wetland,Water,Wetland,Wetland
806,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
807,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
808,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
809,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
810,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
811,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
812,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
813,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
814,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
815,Cropland,NULL,Bareland,NULL,Non_Wetland,Built-up
816,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
817,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
818,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
819,Cropland,NULL,Bareland,Water,Non_Wetland,NULL
820,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland
821,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
822,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
823,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
824,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
825,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
826,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
827,Cropland,NULL,Water,NULL,Water,Grassland
828,Cropland,NULL,Water,Non_Water,Water,Wetland
829,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
830,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
831,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
832,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
833,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
834,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
835,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
836,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL
837,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
838,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland
839,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland
840,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
841,Cropland,NULL,Forest,Water,Non_Wetland,Grassland
842,Cropland,NULL,Forest,Water,Non_Wetland,Cropland
843,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
844,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
845,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
846,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland
847,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
848,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up
849,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
850,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL
851,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
852,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
