Value,AFRICA_2024_DynamicWorld_2024_37NHJ_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NHJ_M_R,AFRICA_2024_GLC_FCS30D_2022_37NHJ_M_R,AFRICA_2024_GSW_Yearly_2021_37NHJ_M_R,AFRICA_2024_GWL_FCS30D_2022_37NHJ_M_R,AFRICA_2024_WorldCover_2021_37NHJ_M_R
427,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
428,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
429,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
430,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
431,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
432,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
433,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
434,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
435,Bareland,NULL,Bareland,Water,Non_Wetland,NULL
436,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
437,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
438,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
439,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
440,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
441,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
442,Bareland,NULL,Water,NULL,Water,Grassland
443,Bareland,NULL,Water,NULL,Water,Bareland
444,Bareland,NULL,Water,NULL,Water,Forest
445,Bareland,NULL,Water,Non_Water,Water,Grassland
446,Bareland,NULL,Water,Non_Water,Water,Bareland
447,Bareland,NULL,Water,Non_Water,Water,Forest
448,Bareland,NULL,Water,Water,Water,Grassland
449,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
450,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
451,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
452,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland
453,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL
454,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
455,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
456,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
457,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
458,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland
459,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
460,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
461,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
462,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
463,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
464,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL
465,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
466,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
467,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
468,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
469,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
470,Bareland,Bareland,Wetland,Water,Wetland,Bareland
471,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
472,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
473,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
474,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
475,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
476,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland
477,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
478,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
479,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
480,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
481,Bareland,Bareland,Water,NULL,Water,Grassland
482,Bareland,Bareland,Water,NULL,Water,Bareland
483,Bareland,Bareland,Water,Non_Water,Water,Grassland
484,Bareland,Bareland,Water,Non_Water,Water,Bareland
485,Bareland,Bareland,Water,Water,Water,Bareland
486,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
487,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
488,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL
489,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
490,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
491,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
492,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
493,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
494,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
495,Bareland,Water,NULL,NULL,Non_Wetland,NULL
496,Bareland,Water,NULL,NULL,Non_Wetland,Grassland
497,Bareland,Water,NULL,NULL,Non_Wetland,Bareland
498,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL
499,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
500,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
501,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest
502,Bareland,Water,Grassland,NULL,Non_Wetland,NULL
503,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
504,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
505,Bareland,Water,Grassland,NULL,Non_Wetland,Forest
506,Bareland,Water,Grassland,Non_Water,Non_Wetland,Grassland
507,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland
508,Bareland,Water,Grassland,Water,Non_Wetland,Grassland
509,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
510,Bareland,Water,Cropland,NULL,Non_Wetland,NULL
511,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
512,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
513,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
514,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL
515,Bareland,Water,Cropland,Water,Non_Wetland,Grassland
516,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
517,Bareland,Water,Wetland,NULL,Wetland,Grassland
518,Bareland,Water,Wetland,Water,Wetland,Grassland
519,Bareland,Water,Wetland,Water,Wetland,Bareland
520,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
521,Bareland,Water,Bareland,NULL,Non_Wetland,NULL
522,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
523,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
524,Bareland,Water,Bareland,NULL,Non_Wetland,Water
525,Bareland,Water,Bareland,Non_Water,Non_Wetland,Grassland
526,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
527,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
528,Bareland,Water,Bareland,Water,Non_Wetland,Water
529,Bareland,Water,Built-up,NULL,Non_Wetland,NULL
530,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland
531,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
532,Bareland,Water,Water,NULL,Water,NULL
533,Bareland,Water,Water,NULL,Water,Grassland
534,Bareland,Water,Water,NULL,Water,Bareland
535,Bareland,Water,Water,NULL,Water,Forest
536,Bareland,Water,Water,Non_Water,Water,Grassland
537,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
538,Bareland,Water,Forest,Water,Non_Wetland,Grassland
539,Bareland,Forest,NULL,NULL,Non_Wetland,NULL
540,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
541,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
542,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL
543,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
544,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
545,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
546,Water,NULL,NULL,NULL,Non_Wetland,NULL
547,Water,NULL,NULL,NULL,Non_Wetland,Grassland
548,Water,NULL,NULL,NULL,Non_Wetland,Bareland
549,Water,NULL,NULL,NULL,Non_Wetland,Water
550,Water,NULL,NULL,NULL,Non_Wetland,Forest
551,Water,NULL,NULL,Water,Non_Wetland,Grassland
552,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
553,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
554,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
555,Water,NULL,Shrubland,NULL,Non_Wetland,Water
556,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
557,Water,NULL,Shrubland,Water,Non_Wetland,NULL
558,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
559,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
560,Water,NULL,Shrubland,Water,Non_Wetland,Water
561,Water,NULL,Grassland,NULL,Non_Wetland,NULL
562,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
563,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
564,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
565,Water,NULL,Grassland,NULL,Non_Wetland,Built-up
566,Water,NULL,Grassland,NULL,Non_Wetland,Water
567,Water,NULL,Grassland,NULL,Non_Wetland,Forest
568,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
569,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland
570,Water,NULL,Grassland,Non_Water,Non_Wetland,Forest
571,Water,NULL,Grassland,Water,Non_Wetland,NULL
572,Water,NULL,Grassland,Water,Non_Wetland,Grassland
573,Water,NULL,Grassland,Water,Non_Wetland,Bareland
574,Water,NULL,Cropland,NULL,Non_Wetland,NULL
575,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
576,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
577,Water,NULL,Cropland,NULL,Non_Wetland,Water
578,Water,NULL,Cropland,NULL,Non_Wetland,Forest
579,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL
580,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
581,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest
582,Water,NULL,Cropland,Water,Non_Wetland,NULL
583,Water,NULL,Cropland,Water,Non_Wetland,Grassland
584,Water,NULL,Cropland,Water,Non_Wetland,Bareland
585,Water,NULL,Cropland,Water,Non_Wetland,Water
586,Water,NULL,Cropland,Water,Non_Wetland,Forest
587,Water,NULL,Wetland,NULL,Wetland,Grassland
588,Water,NULL,Wetland,NULL,Wetland,Forest
589,Water,NULL,Wetland,Non_Water,Wetland,Grassland
590,Water,NULL,Wetland,Water,Wetland,NULL
591,Water,NULL,Wetland,Water,Wetland,Grassland
592,Water,NULL,Wetland,Water,Wetland,Bareland
593,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
594,Water,NULL,Lichens_and_Mosses,Water,Non_Wetland,Grassland
595,Water,NULL,Lichens_and_Mosses,Water,Non_Wetland,Bareland
596,Water,NULL,Bareland,NULL,Non_Wetland,NULL
597,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
598,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
599,Water,NULL,Bareland,NULL,Non_Wetland,Water
600,Water,NULL,Bareland,NULL,Non_Wetland,Forest
601,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL
602,Water,NULL,Bareland,Non_Water,Non_Wetland,Forest
603,Water,NULL,Bareland,Water,Non_Wetland,NULL
604,Water,NULL,Bareland,Water,Non_Wetland,Grassland
605,Water,NULL,Bareland,Water,Non_Wetland,Bareland
606,Water,NULL,Bareland,Water,Non_Wetland,Water
607,Water,NULL,Bareland,Water,Non_Wetland,Forest
608,Water,NULL,Built-up,NULL,Non_Wetland,NULL
609,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
610,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
611,Water,NULL,Built-up,NULL,Non_Wetland,Forest
612,Water,NULL,Built-up,Water,Non_Wetland,Water
613,Water,NULL,Water,NULL,Water,NULL
614,Water,NULL,Water,NULL,Water,Grassland
615,Water,NULL,Water,NULL,Water,Bareland
616,Water,NULL,Water,NULL,Water,Forest
617,Water,NULL,Water,Non_Water,Water,Grassland
618,Water,NULL,Water,Non_Water,Water,Forest
619,Water,NULL,Water,Water,Water,NULL
620,Water,NULL,Water,Water,Water,Grassland
621,Water,NULL,Water,Water,Water,Water
622,Water,NULL,Water,Water,Water,Forest
623,Water,NULL,Forest,NULL,Non_Wetland,NULL
624,Water,NULL,Forest,NULL,Non_Wetland,Grassland
625,Water,NULL,Forest,NULL,Non_Wetland,Bareland
626,Water,NULL,Forest,NULL,Non_Wetland,Water
627,Water,NULL,Forest,NULL,Non_Wetland,Forest
628,Water,NULL,Forest,Water,Non_Wetland,NULL
629,Water,NULL,Forest,Water,Non_Wetland,Grassland
630,Water,NULL,Forest,Water,Non_Wetland,Forest
631,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland
632,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
633,Water,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
634,Water,Bareland,Grassland,Water,Non_Wetland,Bareland
635,Water,Bareland,Grassland,Water,Non_Wetland,Water
636,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
637,Water,Bareland,Bareland,Water,Non_Wetland,Cropland
638,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
639,Water,Bareland,Water,NULL,Water,Bareland
640,Water,Bareland,Water,Water,Water,Bareland
641,Water,Bareland,Water,Water,Water,Water
642,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
643,Water,Built-up,Bareland,NULL,Non_Wetland,Water
644,Water,Water,NULL,NULL,Non_Wetland,NULL
645,Water,Water,NULL,NULL,Non_Wetland,Grassland
646,Water,Water,NULL,NULL,Non_Wetland,Bareland
647,Water,Water,NULL,NULL,Non_Wetland,Water
648,Water,Water,NULL,NULL,Non_Wetland,Forest
649,Water,Water,NULL,Non_Water,Non_Wetland,Water
650,Water,Water,NULL,Non_Water,Non_Wetland,Forest
651,Water,Water,NULL,Water,Non_Wetland,Grassland
652,Water,Water,NULL,Water,Non_Wetland,Bareland
653,Water,Water,NULL,Water,Non_Wetland,Water
654,Water,Water,NULL,Water,Non_Wetland,Forest
655,Water,Water,Shrubland,NULL,Non_Wetland,NULL
656,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
657,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
658,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
659,Water,Water,Shrubland,NULL,Non_Wetland,Water
660,Water,Water,Shrubland,NULL,Non_Wetland,Forest
661,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
662,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
663,Water,Water,Shrubland,Water,Non_Wetland,NULL
664,Water,Water,Shrubland,Water,Non_Wetland,Grassland
665,Water,Water,Shrubland,Water,Non_Wetland,Bareland
666,Water,Water,Shrubland,Water,Non_Wetland,Water
667,Water,Water,Shrubland,Water,Non_Wetland,Forest
668,Water,Water,Grassland,NULL,Non_Wetland,NULL
669,Water,Water,Grassland,NULL,Non_Wetland,Grassland
670,Water,Water,Grassland,NULL,Non_Wetland,Wetland
671,Water,Water,Grassland,NULL,Non_Wetland,Bareland
672,Water,Water,Grassland,NULL,Non_Wetland,Water
673,Water,Water,Grassland,NULL,Non_Wetland,Forest
674,Water,Water,Grassland,Non_Water,Non_Wetland,NULL
675,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
676,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
677,Water,Water,Grassland,Non_Water,Non_Wetland,Water
678,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
679,Water,Water,Grassland,Water,Non_Wetland,NULL
680,Water,Water,Grassland,Water,Non_Wetland,Grassland
681,Water,Water,Grassland,Water,Non_Wetland,Cropland
682,Water,Water,Grassland,Water,Non_Wetland,Bareland
683,Water,Water,Grassland,Water,Non_Wetland,Water
684,Water,Water,Grassland,Water,Non_Wetland,Forest
685,Water,Water,Cropland,NULL,Non_Wetland,NULL
686,Water,Water,Cropland,NULL,Non_Wetland,Grassland
687,Water,Water,Cropland,NULL,Non_Wetland,Cropland
688,Water,Water,Cropland,NULL,Non_Wetland,Wetland
689,Water,Water,Cropland,NULL,Non_Wetland,Bareland
690,Water,Water,Cropland,NULL,Non_Wetland,Water
691,Water,Water,Cropland,NULL,Non_Wetland,Forest
692,Water,Water,Cropland,Non_Water,Non_Wetland,NULL
693,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
694,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
695,Water,Water,Cropland,Non_Water,Non_Wetland,Water
696,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
697,Water,Water,Cropland,Water,Non_Wetland,NULL
698,Water,Water,Cropland,Water,Non_Wetland,Grassland
699,Water,Water,Cropland,Water,Non_Wetland,Cropland
700,Water,Water,Cropland,Water,Non_Wetland,Bareland
701,Water,Water,Cropland,Water,Non_Wetland,Water
702,Water,Water,Cropland,Water,Non_Wetland,Forest
703,Water,Water,Wetland,NULL,Wetland,NULL
704,Water,Water,Wetland,NULL,Wetland,Grassland
705,Water,Water,Wetland,NULL,Wetland,Cropland
706,Water,Water,Wetland,NULL,Wetland,Bareland
707,Water,Water,Wetland,NULL,Wetland,Water
708,Water,Water,Wetland,NULL,Wetland,Forest
709,Water,Water,Wetland,Non_Water,Wetland,NULL
710,Water,Water,Wetland,Non_Water,Wetland,Grassland
711,Water,Water,Wetland,Non_Water,Wetland,Cropland
712,Water,Water,Wetland,Non_Water,Wetland,Bareland
713,Water,Water,Wetland,Non_Water,Wetland,Water
714,Water,Water,Wetland,Non_Water,Wetland,Forest
715,Water,Water,Wetland,Water,Wetland,NULL
716,Water,Water,Wetland,Water,Wetland,Grassland
717,Water,Water,Wetland,Water,Wetland,Cropland
718,Water,Water,Wetland,Water,Wetland,Bareland
719,Water,Water,Wetland,Water,Wetland,Water
720,Water,Water,Wetland,Water,Wetland,Forest
721,Water,Water,Bareland,NULL,Non_Wetland,NULL
722,Water,Water,Bareland,NULL,Non_Wetland,Grassland
723,Water,Water,Bareland,NULL,Non_Wetland,Cropland
724,Water,Water,Bareland,NULL,Non_Wetland,Bareland
725,Water,Water,Bareland,NULL,Non_Wetland,Water
726,Water,Water,Bareland,NULL,Non_Wetland,Forest
727,Water,Water,Bareland,Non_Water,Non_Wetland,NULL
728,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
729,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
730,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
731,Water,Water,Bareland,Non_Water,Non_Wetland,Water
732,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
733,Water,Water,Bareland,Water,Non_Wetland,NULL
734,Water,Water,Bareland,Water,Non_Wetland,Grassland
735,Water,Water,Bareland,Water,Non_Wetland,Cropland
736,Water,Water,Bareland,Water,Non_Wetland,Bareland
737,Water,Water,Bareland,Water,Non_Wetland,Water
738,Water,Water,Bareland,Water,Non_Wetland,Forest
739,Water,Water,Built-up,NULL,Non_Wetland,NULL
740,Water,Water,Built-up,NULL,Non_Wetland,Grassland
741,Water,Water,Built-up,NULL,Non_Wetland,Bareland
742,Water,Water,Built-up,NULL,Non_Wetland,Water
743,Water,Water,Built-up,NULL,Non_Wetland,Forest
744,Water,Water,Built-up,Non_Water,Non_Wetland,NULL
745,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland
746,Water,Water,Built-up,Non_Water,Non_Wetland,Water
747,Water,Water,Built-up,Non_Water,Non_Wetland,Forest
748,Water,Water,Built-up,Water,Non_Wetland,NULL
749,Water,Water,Built-up,Water,Non_Wetland,Grassland
750,Water,Water,Built-up,Water,Non_Wetland,Bareland
751,Water,Water,Built-up,Water,Non_Wetland,Water
752,Water,Water,Built-up,Water,Non_Wetland,Forest
753,Water,Water,Water,NULL,Water,NULL
754,Water,Water,Water,NULL,Water,Grassland
755,Water,Water,Water,NULL,Water,Cropland
756,Water,Water,Water,NULL,Water,Wetland
757,Water,Water,Water,NULL,Water,Bareland
758,Water,Water,Water,NULL,Water,Water
759,Water,Water,Water,NULL,Water,Forest
760,Water,Water,Water,Non_Water,Water,NULL
761,Water,Water,Water,Non_Water,Water,Grassland
762,Water,Water,Water,Non_Water,Water,Cropland
763,Water,Water,Water,Non_Water,Water,Bareland
764,Water,Water,Water,Non_Water,Water,Water
765,Water,Water,Water,Non_Water,Water,Forest
766,Water,Water,Water,Water,Water,NULL
767,Water,Water,Water,Water,Water,Grassland
768,Water,Water,Water,Water,Water,Cropland
769,Water,Water,Water,Water,Water,Wetland
770,Water,Water,Water,Water,Water,Bareland
771,Water,Water,Water,Water,Water,Water
772,Water,Water,Water,Water,Water,Forest
773,Water,Water,Forest,NULL,Non_Wetland,NULL
774,Water,Water,Forest,NULL,Non_Wetland,Grassland
775,Water,Water,Forest,NULL,Non_Wetland,Bareland
776,Water,Water,Forest,NULL,Non_Wetland,Water
777,Water,Water,Forest,NULL,Non_Wetland,Forest
778,Water,Water,Forest,Non_Water,Non_Wetland,NULL
779,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
780,Water,Water,Forest,Non_Water,Non_Wetland,Water
781,Water,Water,Forest,Non_Water,Non_Wetland,Forest
782,Water,Water,Forest,Water,Non_Wetland,NULL
783,Water,Water,Forest,Water,Non_Wetland,Grassland
784,Water,Water,Forest,Water,Non_Wetland,Wetland
785,Water,Water,Forest,Water,Non_Wetland,Bareland
786,Water,Water,Forest,Water,Non_Wetland,Water
787,Water,Water,Forest,Water,Non_Wetland,Forest
788,Water,Forest,NULL,NULL,Non_Wetland,NULL
789,Water,Forest,NULL,NULL,Non_Wetland,Forest
790,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
791,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
792,Water,Forest,Grassland,NULL,Non_Wetland,Forest
793,Water,Forest,Cropland,NULL,Non_Wetland,NULL
794,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
795,Water,Forest,Cropland,NULL,Non_Wetland,Forest
796,Water,Forest,Water,Non_Water,Water,Forest
797,Water,Forest,Forest,NULL,Non_Wetland,Grassland
798,Water,Forest,Forest,NULL,Non_Wetland,Forest
799,Water,Forest,Forest,Water,Non_Wetland,Forest
800,Forest,NULL,NULL,NULL,Non_Wetland,NULL
801,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
802,Forest,NULL,NULL,NULL,Non_Wetland,Forest
803,Forest,NULL,NULL,Water,Non_Wetland,NULL
804,Forest,NULL,NULL,Water,Non_Wetland,Grassland
805,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
806,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
807,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
808,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
809,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
810,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
811,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
812,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
813,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
814,Forest,NULL,Shrubland,Water,Non_Wetland,NULL
815,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
816,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
817,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
818,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
819,Forest,NULL,Grassland,NULL,Non_Wetland,Water
820,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
821,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL
822,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
823,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
824,Forest,NULL,Grassland,Water,Non_Wetland,Grassland
825,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
826,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
827,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
828,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
829,Forest,NULL,Cropland,NULL,Non_Wetland,Water
830,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
831,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL
832,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
833,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
834,Forest,NULL,Cropland,Water,Non_Wetland,NULL
835,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
836,Forest,NULL,Cropland,Water,Non_Wetland,Water
837,Forest,NULL,Cropland,Water,Non_Wetland,Forest
838,Forest,NULL,Wetland,NULL,Wetland,Grassland
839,Forest,NULL,Wetland,NULL,Wetland,Forest
840,Forest,NULL,Wetland,Non_Water,Wetland,Forest
841,Forest,NULL,Wetland,Water,Wetland,Water
842,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
843,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
844,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
845,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
846,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
847,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
848,Forest,NULL,Bareland,Water,Non_Wetland,NULL
849,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
850,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
851,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
852,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
853,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL
854,Forest,NULL,Water,NULL,Water,Grassland
855,Forest,NULL,Water,NULL,Water,Forest
856,Forest,NULL,Water,Non_Water,Water,Forest
857,Forest,NULL,Water,Water,Water,Grassland
858,Forest,NULL,Forest,NULL,Non_Wetland,NULL
859,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
860,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
861,Forest,NULL,Forest,NULL,Non_Wetland,Water
862,Forest,NULL,Forest,NULL,Non_Wetland,Forest
863,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
864,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
865,Forest,NULL,Forest,Water,Non_Wetland,NULL
866,Forest,NULL,Forest,Water,Non_Wetland,Grassland
867,Forest,NULL,Forest,Water,Non_Wetland,Forest
868,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
869,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
870,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
871,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
872,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
873,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
874,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
875,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
876,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
877,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
878,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
879,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
880,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
881,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
882,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL
883,Forest,Water,NULL,NULL,Non_Wetland,NULL
884,Forest,Water,NULL,NULL,Non_Wetland,Grassland
885,Forest,Water,NULL,NULL,Non_Wetland,Forest
886,Forest,Water,NULL,Non_Water,Non_Wetland,Forest
