Value,AFRICA_2024_DynamicWorld_2024_36PXV_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PXV_M_R,AFRICA_2024_GLC_FCS30D_2022_36PXV_M_R,AFRICA_2024_GSW_Yearly_2021_36PXV_M_R,AFRICA_2024_GWL_FCS30D_2022_36PXV_M_R,AFRICA_2024_WorldCover_2021_36PXV_M_R
892,Cropland,NULL,Wetland,Water,Wetland,Water
893,Cropland,NULL,Wetland,Water,Wetland,Forest
894,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
895,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
896,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
897,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
898,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
899,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland
900,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
901,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
902,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL
903,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
904,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
905,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
906,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
907,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Forest
908,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland
909,Cropland,NULL,Bareland,Water,Non_Wetland,Cropland
910,Cropland,NULL,Bareland,Water,Non_Wetland,Wetland
911,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland
912,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
913,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
914,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
915,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
916,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
917,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
918,Cropland,NULL,Built-up,Water,Non_Wetland,Cropland
919,Cropland,NULL,Built-up,Water,Non_Wetland,Bareland
920,Cropland,NULL,Water,NULL,Water,Grassland
921,Cropland,NULL,Water,NULL,Water,Cropland
922,Cropland,NULL,Water,NULL,Water,Water
923,Cropland,NULL,Water,Non_Water,Water,Grassland
924,Cropland,NULL,Water,Non_Water,Water,Cropland
925,Cropland,NULL,Water,Non_Water,Water,Bareland
926,Cropland,NULL,Water,Non_Water,Water,Forest
927,Cropland,NULL,Water,Water,Water,Grassland
928,Cropland,NULL,Water,Water,Water,Cropland
929,Cropland,NULL,Water,Water,Water,Wetland
930,Cropland,NULL,Water,Water,Water,Bareland
931,Cropland,NULL,Water,Water,Water,Water
932,Cropland,NULL,Water,Water,Water,Forest
933,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
934,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
935,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
936,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
937,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
938,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL
939,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
940,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland
941,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland
942,Cropland,NULL,Forest,Non_Water,Non_Wetland,Water
943,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
944,Cropland,NULL,Forest,Water,Non_Wetland,Grassland
945,Cropland,NULL,Forest,Water,Non_Wetland,Cropland
946,Cropland,NULL,Forest,Water,Non_Wetland,Wetland
947,Cropland,NULL,Forest,Water,Non_Wetland,Bareland
948,Cropland,NULL,Forest,Water,Non_Wetland,Water
949,Cropland,NULL,Forest,Water,Non_Wetland,Forest
950,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
951,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
952,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
953,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland
954,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
955,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
956,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL
957,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
958,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
959,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Wetland
960,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Forest
961,Cropland,Cropland,NULL,Water,Non_Wetland,Grassland
962,Cropland,Cropland,NULL,Water,Non_Wetland,Cropland
963,Cropland,Cropland,NULL,Water,Non_Wetland,Wetland
964,Cropland,Cropland,NULL,Water,Non_Wetland,Forest
965,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
966,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
967,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
968,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
969,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
970,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
971,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
972,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
973,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
974,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
975,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
976,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
977,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
978,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL
979,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
980,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland
981,Cropland,Cropland,Shrubland,Water,Non_Wetland,Wetland
982,Cropland,Cropland,Shrubland,Water,Non_Wetland,Bareland
983,Cropland,Cropland,Shrubland,Water,Non_Wetland,Water
984,Cropland,Cropland,Shrubland,Water,Non_Wetland,Forest
985,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
986,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
987,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
988,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland
989,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
990,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
991,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
992,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL
993,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
994,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
995,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
996,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
997,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
998,Cropland,Cropland,Grassland,Water,Non_Wetland,Grassland
999,Cropland,Cropland,Grassland,Water,Non_Wetland,Cropland
1000,Cropland,Cropland,Grassland,Water,Non_Wetland,Wetland
1001,Cropland,Cropland,Grassland,Water,Non_Wetland,Bareland
1002,Cropland,Cropland,Grassland,Water,Non_Wetland,Water
1003,Cropland,Cropland,Grassland,Water,Non_Wetland,Forest
1004,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
1005,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1006,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1007,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland
1008,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1009,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
1010,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water
1011,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
1012,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
1013,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1014,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1015,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
1016,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
1017,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Water
1018,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1019,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL
1020,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland
1021,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
1022,Cropland,Cropland,Cropland,Water,Non_Wetland,Wetland
1023,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland
1024,Cropland,Cropland,Cropland,Water,Non_Wetland,Water
1025,Cropland,Cropland,Cropland,Water,Non_Wetland,Forest
1026,Cropland,Cropland,Wetland,NULL,Wetland,NULL
1027,Cropland,Cropland,Wetland,NULL,Wetland,Grassland
1028,Cropland,Cropland,Wetland,NULL,Wetland,Cropland
1029,Cropland,Cropland,Wetland,NULL,Wetland,Wetland
1030,Cropland,Cropland,Wetland,NULL,Wetland,Bareland
1031,Cropland,Cropland,Wetland,NULL,Wetland,Water
1032,Cropland,Cropland,Wetland,NULL,Wetland,Forest
1033,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL
1034,Cropland,Cropland,Wetland,Non_Water,Wetland,Grassland
1035,Cropland,Cropland,Wetland,Non_Water,Wetland,Cropland
1036,Cropland,Cropland,Wetland,Non_Water,Wetland,Wetland
1037,Cropland,Cropland,Wetland,Non_Water,Wetland,Water
1038,Cropland,Cropland,Wetland,Non_Water,Wetland,Forest
1039,Cropland,Cropland,Wetland,Water,Wetland,Grassland
1040,Cropland,Cropland,Wetland,Water,Wetland,Cropland
1041,Cropland,Cropland,Wetland,Water,Wetland,Wetland
1042,Cropland,Cropland,Wetland,Water,Wetland,Bareland
1043,Cropland,Cropland,Wetland,Water,Wetland,Water
1044,Cropland,Cropland,Wetland,Water,Wetland,Forest
1045,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1046,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1047,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
1048,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1049,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
1050,Cropland,Cropland,Bareland,NULL,Non_Wetland,Wetland
1051,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
1052,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
1053,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
1054,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
1055,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
1056,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
1057,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Forest
1058,Cropland,Cropland,Bareland,Water,Non_Wetland,Grassland
1059,Cropland,Cropland,Bareland,Water,Non_Wetland,Cropland
1060,Cropland,Cropland,Bareland,Water,Non_Wetland,Wetland
1061,Cropland,Cropland,Bareland,Water,Non_Wetland,Bareland
1062,Cropland,Cropland,Bareland,Water,Non_Wetland,Water
1063,Cropland,Cropland,Bareland,Water,Non_Wetland,Forest
1064,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1065,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
1066,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
1067,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
1068,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
1069,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Grassland
1070,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Cropland
1071,Cropland,Cropland,Built-up,Water,Non_Wetland,Cropland
1072,Cropland,Cropland,Water,NULL,Water,Grassland
1073,Cropland,Cropland,Water,NULL,Water,Cropland
1074,Cropland,Cropland,Water,NULL,Water,Forest
1075,Cropland,Cropland,Water,Non_Water,Water,Grassland
1076,Cropland,Cropland,Water,Non_Water,Water,Cropland
1077,Cropland,Cropland,Water,Non_Water,Water,Wetland
1078,Cropland,Cropland,Water,Non_Water,Water,Bareland
1079,Cropland,Cropland,Water,Non_Water,Water,Forest
1080,Cropland,Cropland,Water,Water,Water,Grassland
1081,Cropland,Cropland,Water,Water,Water,Cropland
1082,Cropland,Cropland,Water,Water,Water,Wetland
1083,Cropland,Cropland,Water,Water,Water,Bareland
1084,Cropland,Cropland,Water,Water,Water,Water
1085,Cropland,Cropland,Water,Water,Water,Forest
1086,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
1087,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
1088,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
1089,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
1090,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
1091,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL
1092,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1093,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1094,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
1095,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest
1096,Cropland,Cropland,Forest,Water,Non_Wetland,NULL
1097,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland
1098,Cropland,Cropland,Forest,Water,Non_Wetland,Cropland
1099,Cropland,Cropland,Forest,Water,Non_Wetland,Wetland
1100,Cropland,Cropland,Forest,Water,Non_Wetland,Water
1101,Cropland,Cropland,Forest,Water,Non_Wetland,Forest
1102,Cropland,Wetland,NULL,NULL,Non_Wetland,Grassland
1103,Cropland,Wetland,NULL,NULL,Non_Wetland,Forest
1104,Cropland,Wetland,NULL,Non_Water,Non_Wetland,Forest
1105,Cropland,Wetland,NULL,Water,Non_Wetland,Cropland
1106,Cropland,Wetland,NULL,Water,Non_Wetland,Wetland
1107,Cropland,Wetland,NULL,Water,Non_Wetland,Water
1108,Cropland,Wetland,NULL,Water,Non_Wetland,Forest
1109,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL
1110,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1111,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1112,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1113,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Forest
1114,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
1115,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1116,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
1117,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1118,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1119,Cropland,Wetland,Shrubland,Water,Non_Wetland,Grassland
1120,Cropland,Wetland,Shrubland,Water,Non_Wetland,Cropland
1121,Cropland,Wetland,Shrubland,Water,Non_Wetland,Wetland
1122,Cropland,Wetland,Shrubland,Water,Non_Wetland,Bareland
1123,Cropland,Wetland,Shrubland,Water,Non_Wetland,Water
1124,Cropland,Wetland,Shrubland,Water,Non_Wetland,Forest
1125,Cropland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1126,Cropland,Wetland,Grassland,NULL,Non_Wetland,Forest
1127,Cropland,Wetland,Grassland,Water,Non_Wetland,Cropland
1128,Cropland,Wetland,Grassland,Water,Non_Wetland,Wetland
1129,Cropland,Wetland,Grassland,Water,Non_Wetland,Water
1130,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL
1131,Cropland,Wetland,Cropland,NULL,Non_Wetland,Grassland
1132,Cropland,Wetland,Cropland,NULL,Non_Wetland,Cropland
1133,Cropland,Wetland,Cropland,NULL,Non_Wetland,Wetland
1134,Cropland,Wetland,Cropland,NULL,Non_Wetland,Bareland
1135,Cropland,Wetland,Cropland,NULL,Non_Wetland,Forest
1136,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,NULL
1137,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
1138,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
1139,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
1140,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Water
1141,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Forest
1142,Cropland,Wetland,Cropland,Water,Non_Wetland,Grassland
1143,Cropland,Wetland,Cropland,Water,Non_Wetland,Cropland
1144,Cropland,Wetland,Cropland,Water,Non_Wetland,Wetland
1145,Cropland,Wetland,Cropland,Water,Non_Wetland,Bareland
1146,Cropland,Wetland,Cropland,Water,Non_Wetland,Water
1147,Cropland,Wetland,Cropland,Water,Non_Wetland,Forest
1148,Cropland,Wetland,Wetland,NULL,Wetland,NULL
1149,Cropland,Wetland,Wetland,NULL,Wetland,Grassland
1150,Cropland,Wetland,Wetland,NULL,Wetland,Cropland
1151,Cropland,Wetland,Wetland,NULL,Wetland,Forest
1152,Cropland,Wetland,Wetland,Non_Water,Wetland,Grassland
1153,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland
1154,Cropland,Wetland,Wetland,Non_Water,Wetland,Forest
1155,Cropland,Wetland,Wetland,Water,Wetland,Grassland
1156,Cropland,Wetland,Wetland,Water,Wetland,Cropland
1157,Cropland,Wetland,Wetland,Water,Wetland,Wetland
1158,Cropland,Wetland,Wetland,Water,Wetland,Water
1159,Cropland,Wetland,Wetland,Water,Wetland,Forest
1160,Cropland,Wetland,Bareland,NULL,Non_Wetland,NULL
1161,Cropland,Wetland,Bareland,Water,Non_Wetland,Cropland
1162,Cropland,Wetland,Bareland,Water,Non_Wetland,Wetland
1163,Cropland,Wetland,Water,NULL,Water,Water
1164,Cropland,Wetland,Water,Non_Water,Water,Cropland
1165,Cropland,Wetland,Water,Non_Water,Water,Forest
1166,Cropland,Wetland,Water,Water,Water,Wetland
1167,Cropland,Wetland,Water,Water,Water,Water
1168,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL
1169,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland
1170,Cropland,Wetland,Forest,NULL,Non_Wetland,Cropland
1171,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest
1172,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1173,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Cropland
1174,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Forest
1175,Cropland,Wetland,Forest,Water,Non_Wetland,Grassland
1176,Cropland,Wetland,Forest,Water,Non_Wetland,Cropland
1177,Cropland,Wetland,Forest,Water,Non_Wetland,Wetland
1178,Cropland,Wetland,Forest,Water,Non_Wetland,Water
1179,Cropland,Wetland,Forest,Water,Non_Wetland,Forest
1180,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1181,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1182,Cropland,Bareland,Shrubland,Water,Non_Wetland,Wetland
1183,Cropland,Bareland,Shrubland,Water,Non_Wetland,Bareland
1184,Cropland,Bareland,Shrubland,Water,Non_Wetland,Water
1185,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
1186,Cropland,Bareland,Grassland,NULL,Non_Wetland,Cropland
1187,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1188,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
1189,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,Wetland
1190,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
1191,Cropland,Bareland,Grassland,Water,Non_Wetland,Grassland
1192,Cropland,Bareland,Grassland,Water,Non_Wetland,Wetland
1193,Cropland,Bareland,Grassland,Water,Non_Wetland,Bareland
1194,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland
1195,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland
1196,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland
1197,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
1198,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1199,Cropland,Bareland,Cropland,Water,Non_Wetland,Grassland
1200,Cropland,Bareland,Cropland,Water,Non_Wetland,Cropland
1201,Cropland,Bareland,Cropland,Water,Non_Wetland,Wetland
1202,Cropland,Bareland,Cropland,Water,Non_Wetland,Bareland
1203,Cropland,Bareland,Cropland,Water,Non_Wetland,Forest
1204,Cropland,Bareland,Wetland,Water,Wetland,Wetland
1205,Cropland,Bareland,Wetland,Water,Wetland,Bareland
1206,Cropland,Bareland,Bareland,NULL,Non_Wetland,Cropland
1207,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1208,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1209,Cropland,Bareland,Bareland,Water,Non_Wetland,Wetland
1210,Cropland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1211,Cropland,Bareland,Built-up,Water,Non_Wetland,Bareland
1212,Cropland,Bareland,Water,Water,Water,Wetland
1213,Cropland,Bareland,Water,Water,Water,Bareland
1214,Cropland,Bareland,Water,Water,Water,Water
1215,Cropland,Bareland,Forest,Water,Non_Wetland,Bareland
1216,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
1217,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
1218,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
1219,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
1220,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1221,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1222,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1223,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1224,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
1225,Cropland,Built-up,Shrubland,Water,Non_Wetland,Cropland
1226,Cropland,Built-up,Shrubland,Water,Non_Wetland,Wetland
1227,Cropland,Built-up,Shrubland,Water,Non_Wetland,Water
1228,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1229,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
1230,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1231,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1232,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
1233,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
1234,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,Cropland
1235,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,Bareland
1236,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,Built-up
1237,Cropland,Built-up,Grassland,Water,Non_Wetland,Grassland
1238,Cropland,Built-up,Grassland,Water,Non_Wetland,Cropland
1239,Cropland,Built-up,Grassland,Water,Non_Wetland,Bareland
1240,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
1241,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1242,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
1243,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
1244,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
1245,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
1246,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
1247,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Cropland
1248,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Bareland
1249,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Forest
1250,Cropland,Built-up,Cropland,Water,Non_Wetland,Grassland
1251,Cropland,Built-up,Cropland,Water,Non_Wetland,Cropland
1252,Cropland,Built-up,Cropland,Water,Non_Wetland,Wetland
1253,Cropland,Built-up,Cropland,Water,Non_Wetland,Bareland
1254,Cropland,Built-up,Cropland,Water,Non_Wetland,Forest
1255,Cropland,Built-up,Wetland,NULL,Wetland,Grassland
1256,Cropland,Built-up,Wetland,NULL,Wetland,Forest
1257,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1258,Cropland,Built-up,Bareland,NULL,Non_Wetland,Cropland
1259,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1260,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
1261,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1262,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1263,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
1264,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
1265,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
1266,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,Forest
1267,Cropland,Built-up,Water,NULL,Water,Cropland
1268,Cropland,Built-up,Water,Water,Water,Bareland
1269,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
1270,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
1271,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
1272,Cropland,Water,NULL,NULL,Non_Wetland,Grassland
1273,Cropland,Water,NULL,NULL,Non_Wetland,Cropland
1274,Cropland,Water,NULL,NULL,Non_Wetland,Forest
1275,Cropland,Water,NULL,Non_Water,Non_Wetland,Grassland
1276,Cropland,Water,NULL,Water,Non_Wetland,Grassland
1277,Cropland,Water,NULL,Water,Non_Wetland,Cropland
1278,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL
1279,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
1280,Cropland,Water,Shrubland,NULL,Non_Wetland,Cropland
1281,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland
1282,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
1283,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1284,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1285,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Forest
1286,Cropland,Water,Shrubland,Water,Non_Wetland,Grassland
1287,Cropland,Water,Shrubland,Water,Non_Wetland,Cropland
1288,Cropland,Water,Shrubland,Water,Non_Wetland,Wetland
1289,Cropland,Water,Shrubland,Water,Non_Wetland,Bareland
1290,Cropland,Water,Shrubland,Water,Non_Wetland,Water
1291,Cropland,Water,Shrubland,Water,Non_Wetland,Forest
1292,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
1293,Cropland,Water,Grassland,NULL,Non_Wetland,Cropland
1294,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland
1295,Cropland,Water,Grassland,NULL,Non_Wetland,Forest
1296,Cropland,Water,Grassland,Non_Water,Non_Wetland,Grassland
1297,Cropland,Water,Grassland,Non_Water,Non_Wetland,Cropland
1298,Cropland,Water,Grassland,Non_Water,Non_Wetland,Bareland
1299,Cropland,Water,Grassland,Non_Water,Non_Wetland,Forest
1300,Cropland,Water,Grassland,Water,Non_Wetland,Grassland
1301,Cropland,Water,Grassland,Water,Non_Wetland,Cropland
1302,Cropland,Water,Grassland,Water,Non_Wetland,Wetland
1303,Cropland,Water,Grassland,Water,Non_Wetland,Bareland
1304,Cropland,Water,Grassland,Water,Non_Wetland,Water
1305,Cropland,Water,Grassland,Water,Non_Wetland,Forest
