Value,AFRICA_2024_DynamicWorld_2024_37PGK_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PGK_M_R,AFRICA_2024_GLC_FCS30D_2022_37PGK_M_R,AFRICA_2024_GSW_Yearly_2021_37PGK_M_R,AFRICA_2024_GWL_FCS30D_2022_37PGK_M_R,AFRICA_2024_WorldCover_2021_37PGK_M_R
418,Cropland,Cropland,Bareland,NULL,Non_Wetland,Built-up
419,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
420,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
421,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
422,Cropland,Cropland,Bareland,Water,Non_Wetland,Grassland
423,Cropland,Cropland,Bareland,Water,Non_Wetland,Cropland
424,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
425,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
426,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
427,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
428,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
429,Cropland,Cropland,Built-up,Water,Non_Wetland,Cropland
430,Cropland,Cropland,Water,NULL,Water,Cropland
431,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
432,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
433,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
434,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
435,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
436,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
437,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL
438,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
439,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland
440,Cropland,Cropland,Forest,Water,Non_Wetland,Cropland
441,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL
442,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
443,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
444,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
445,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
446,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL
447,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland
448,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland
449,Cropland,Bareland,Cropland,Water,Non_Wetland,Bareland
450,Cropland,Bareland,Water,NULL,Water,Grassland
451,Cropland,Bareland,Water,NULL,Water,Bareland
452,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL
453,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
454,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
455,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up
456,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
457,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
458,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
459,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
460,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
461,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
462,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
463,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
464,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
465,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
466,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
467,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
468,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
469,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
470,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
471,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
472,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
473,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL
474,Cropland,Built-up,Bareland,NULL,Non_Wetland,Cropland
475,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
476,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL
477,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
478,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
479,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
480,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
481,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
482,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
483,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
484,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
485,Cropland,Water,NULL,NULL,Non_Wetland,NULL
486,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL
487,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
488,Cropland,Water,Grassland,NULL,Non_Wetland,NULL
489,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
490,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland
491,Cropland,Water,Grassland,NULL,Non_Wetland,Forest
492,Cropland,Water,Grassland,Water,Non_Wetland,Grassland
493,Cropland,Water,Cropland,NULL,Non_Wetland,NULL
494,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
495,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
496,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
497,Cropland,Water,Cropland,NULL,Non_Wetland,Water
498,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
499,Cropland,Water,Cropland,Non_Water,Non_Wetland,Bareland
500,Cropland,Water,Cropland,Water,Non_Wetland,Grassland
501,Cropland,Water,Cropland,Water,Non_Wetland,Forest
502,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
503,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
504,Cropland,Water,Bareland,NULL,Non_Wetland,Forest
505,Cropland,Water,Built-up,Water,Non_Wetland,Grassland
506,Cropland,Water,Water,Non_Water,Water,Bareland
507,Cropland,Water,Forest,NULL,Non_Wetland,NULL
508,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
509,Cropland,Water,Forest,NULL,Non_Wetland,Bareland
510,Cropland,Water,Forest,NULL,Non_Wetland,Forest
511,Cropland,Water,Forest,Non_Water,Non_Wetland,Forest
512,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
513,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
514,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
515,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
516,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
517,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
518,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
519,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
520,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
521,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
522,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
523,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
524,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
525,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
526,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland
527,Cropland,Forest,Cropland,NULL,Non_Wetland,Built-up
528,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
529,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Cropland
530,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL
531,Cropland,Forest,Bareland,NULL,Non_Wetland,Cropland
532,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL
533,Cropland,Forest,Built-up,NULL,Non_Wetland,Cropland
534,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
535,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
536,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
537,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
538,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland
539,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
540,Cropland,Forest,Forest,Non_Water,Non_Wetland,Forest
541,Wetland,NULL,NULL,NULL,Non_Wetland,NULL
542,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
543,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
544,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
545,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
546,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
547,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL
548,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
549,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
550,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
551,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
552,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
553,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland
554,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
555,Wetland,NULL,Cropland,Water,Non_Wetland,NULL
556,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL
557,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
558,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
559,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL
560,Wetland,NULL,Water,NULL,Water,NULL
561,Wetland,NULL,Water,NULL,Water,Forest
562,Wetland,NULL,Water,Water,Water,Bareland
563,Wetland,NULL,Water,Water,Water,Water
564,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
565,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
566,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
567,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
568,Wetland,Cropland,NULL,NULL,Non_Wetland,Cropland
569,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland
570,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
571,Wetland,Cropland,Forest,NULL,Non_Wetland,Cropland
572,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland
573,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
574,Wetland,Water,NULL,NULL,Non_Wetland,NULL
575,Wetland,Water,NULL,NULL,Non_Wetland,Grassland
576,Wetland,Water,NULL,NULL,Non_Wetland,Forest
577,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL
578,Wetland,Water,Grassland,NULL,Non_Wetland,NULL
579,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland
580,Wetland,Water,Grassland,NULL,Non_Wetland,Water
581,Wetland,Water,Grassland,NULL,Non_Wetland,Forest
582,Wetland,Water,Cropland,NULL,Non_Wetland,NULL
583,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland
584,Wetland,Water,Cropland,NULL,Non_Wetland,Water
585,Wetland,Water,Cropland,NULL,Non_Wetland,Forest
586,Wetland,Water,Cropland,Water,Non_Wetland,Forest
587,Wetland,Water,Bareland,NULL,Non_Wetland,NULL
588,Wetland,Water,Bareland,NULL,Non_Wetland,Water
589,Wetland,Water,Bareland,NULL,Non_Wetland,Forest
590,Wetland,Water,Water,NULL,Water,NULL
591,Wetland,Water,Water,NULL,Water,Forest
592,Wetland,Water,Water,Water,Water,Bareland
593,Wetland,Water,Forest,NULL,Non_Wetland,NULL
594,Wetland,Water,Forest,NULL,Non_Wetland,Wetland
595,Wetland,Water,Forest,NULL,Non_Wetland,Forest
596,Wetland,Water,Forest,Water,Non_Wetland,Forest
597,Wetland,Forest,NULL,NULL,Non_Wetland,NULL
598,Wetland,Forest,NULL,NULL,Non_Wetland,Forest
599,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL
600,Wetland,Forest,Grassland,NULL,Non_Wetland,Forest
601,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL
602,Wetland,Forest,Cropland,NULL,Non_Wetland,Grassland
603,Wetland,Forest,Cropland,NULL,Non_Wetland,Cropland
604,Wetland,Forest,Cropland,NULL,Non_Wetland,Forest
605,Wetland,Forest,Wetland,NULL,Wetland,Forest
606,Wetland,Forest,Forest,NULL,Non_Wetland,NULL
607,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
608,Wetland,Forest,Forest,NULL,Non_Wetland,Cropland
609,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
610,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
611,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
612,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
613,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
614,Bareland,NULL,NULL,Water,Non_Wetland,Grassland
615,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
616,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
617,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
618,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
619,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
620,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
621,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
622,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
623,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
624,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
625,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
626,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
627,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
628,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
629,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
630,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
631,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
632,Bareland,NULL,Cropland,NULL,Non_Wetland,Water
633,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
634,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
635,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Forest
636,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
637,Bareland,NULL,Cropland,Water,Non_Wetland,Water
638,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
639,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
640,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
641,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
642,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
643,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
644,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
645,Bareland,NULL,Bareland,Water,Non_Wetland,Water
646,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
647,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
648,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
649,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
650,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
651,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
652,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
653,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
654,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
655,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
656,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
657,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
658,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
659,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
660,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
661,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
662,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
663,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
664,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up
665,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
666,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
667,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
668,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
669,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
670,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL
671,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
672,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
673,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL
674,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland
675,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
676,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL
677,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
678,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
679,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
680,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Forest
681,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL
682,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
683,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
684,Bareland,Bareland,Grassland,NULL,Non_Wetland,Forest
685,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
686,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
687,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL
688,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
689,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
690,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
691,Bareland,Bareland,Cropland,Water,Non_Wetland,Water
692,Bareland,Bareland,Wetland,Water,Wetland,Bareland
693,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL
694,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
695,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
696,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
697,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
698,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland
699,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
700,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
701,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
702,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
703,Bareland,Bareland,Water,NULL,Water,Bareland
704,Bareland,Bareland,Water,Water,Water,Bareland
705,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL
706,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
707,Bareland,Bareland,Forest,NULL,Non_Wetland,Forest
708,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland
709,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
710,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
711,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
712,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
713,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL
714,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
715,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
716,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
717,Bareland,Water,NULL,NULL,Non_Wetland,NULL
718,Bareland,Water,NULL,NULL,Non_Wetland,Grassland
719,Bareland,Water,NULL,NULL,Non_Wetland,Water
720,Bareland,Water,NULL,NULL,Non_Wetland,Forest
721,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL
722,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
723,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
724,Bareland,Water,Grassland,NULL,Non_Wetland,NULL
725,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
726,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
727,Bareland,Water,Grassland,NULL,Non_Wetland,Water
728,Bareland,Water,Grassland,NULL,Non_Wetland,Forest
729,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland
730,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
731,Bareland,Water,Cropland,NULL,Non_Wetland,NULL
732,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
733,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
734,Bareland,Water,Cropland,NULL,Non_Wetland,Water
735,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
736,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland
737,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
738,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
739,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
740,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
741,Bareland,Water,Bareland,NULL,Non_Wetland,Water
742,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
743,Bareland,Water,Bareland,Water,Non_Wetland,Water
744,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland
745,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
746,Bareland,Water,Water,NULL,Water,Bareland
747,Bareland,Water,Water,NULL,Water,Water
748,Bareland,Water,Water,NULL,Water,Forest
749,Bareland,Water,Forest,NULL,Non_Wetland,NULL
750,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
751,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
752,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
753,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL
754,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
755,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
756,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland
757,Water,NULL,NULL,NULL,Non_Wetland,NULL
758,Water,NULL,NULL,NULL,Non_Wetland,Grassland
759,Water,NULL,NULL,NULL,Non_Wetland,Cropland
760,Water,NULL,NULL,NULL,Non_Wetland,Bareland
761,Water,NULL,NULL,NULL,Non_Wetland,Water
762,Water,NULL,NULL,NULL,Non_Wetland,Forest
763,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
764,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
765,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
766,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
767,Water,NULL,Shrubland,NULL,Non_Wetland,Water
768,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
769,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
770,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
771,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
772,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
773,Water,NULL,Shrubland,Water,Non_Wetland,Water
774,Water,NULL,Grassland,NULL,Non_Wetland,NULL
775,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
776,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
777,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
778,Water,NULL,Grassland,NULL,Non_Wetland,Water
779,Water,NULL,Grassland,NULL,Non_Wetland,Forest
780,Water,NULL,Grassland,Water,Non_Wetland,NULL
781,Water,NULL,Grassland,Water,Non_Wetland,Water
782,Water,NULL,Cropland,NULL,Non_Wetland,NULL
783,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
784,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
785,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
786,Water,NULL,Cropland,NULL,Non_Wetland,Water
787,Water,NULL,Cropland,NULL,Non_Wetland,Forest
788,Water,NULL,Cropland,Water,Non_Wetland,Grassland
789,Water,NULL,Cropland,Water,Non_Wetland,Bareland
790,Water,NULL,Cropland,Water,Non_Wetland,Water
791,Water,NULL,Cropland,Water,Non_Wetland,Forest
792,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
793,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
794,Water,NULL,Bareland,NULL,Non_Wetland,NULL
795,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
796,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
797,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
798,Water,NULL,Bareland,NULL,Non_Wetland,Water
799,Water,NULL,Bareland,NULL,Non_Wetland,Forest
800,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
801,Water,NULL,Bareland,Water,Non_Wetland,Grassland
802,Water,NULL,Bareland,Water,Non_Wetland,Cropland
803,Water,NULL,Bareland,Water,Non_Wetland,Water
804,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
805,Water,NULL,Built-up,NULL,Non_Wetland,Cropland
806,Water,NULL,Built-up,Water,Non_Wetland,Bareland
807,Water,NULL,Water,NULL,Water,NULL
808,Water,NULL,Water,NULL,Water,Grassland
809,Water,NULL,Water,NULL,Water,Cropland
810,Water,NULL,Water,NULL,Water,Bareland
811,Water,NULL,Water,NULL,Water,Water
812,Water,NULL,Water,Non_Water,Water,Forest
813,Water,NULL,Water,Water,Water,Grassland
814,Water,NULL,Water,Water,Water,Cropland
815,Water,NULL,Water,Water,Water,Bareland
816,Water,NULL,Water,Water,Water,Forest
817,Water,NULL,Forest,NULL,Non_Wetland,NULL
818,Water,NULL,Forest,NULL,Non_Wetland,Grassland
819,Water,NULL,Forest,NULL,Non_Wetland,Cropland
820,Water,NULL,Forest,NULL,Non_Wetland,Bareland
821,Water,NULL,Forest,NULL,Non_Wetland,Water
822,Water,NULL,Forest,NULL,Non_Wetland,Forest
823,Water,NULL,Forest,Non_Water,Non_Wetland,NULL
824,Water,NULL,Forest,Water,Non_Wetland,NULL
825,Water,NULL,Forest,Water,Non_Wetland,Cropland
826,Water,NULL,Forest,Water,Non_Wetland,Forest
827,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
828,Water,Cropland,NULL,NULL,Non_Wetland,Cropland
829,Water,Cropland,NULL,NULL,Non_Wetland,Wetland
830,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
831,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
832,Water,Cropland,Shrubland,NULL,Non_Wetland,Water
833,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
834,Water,Cropland,Shrubland,Water,Non_Wetland,Cropland
835,Water,Cropland,Shrubland,Water,Non_Wetland,Water
836,Water,Cropland,Cropland,NULL,Non_Wetland,NULL
837,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
838,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland
839,Water,Cropland,Cropland,Water,Non_Wetland,Cropland
840,Water,Cropland,Wetland,NULL,Wetland,Water
841,Water,Cropland,Bareland,NULL,Non_Wetland,NULL
842,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
843,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
844,Water,Cropland,Bareland,NULL,Non_Wetland,Water
845,Water,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
846,Water,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
847,Water,Cropland,Bareland,Water,Non_Wetland,Grassland
848,Water,Cropland,Bareland,Water,Non_Wetland,Cropland
849,Water,Cropland,Water,NULL,Water,Water
850,Water,Cropland,Forest,NULL,Non_Wetland,NULL
851,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
852,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
