Value,AFRICA_2024_DynamicWorld_2024_36PYR_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PYR_M_R,AFRICA_2024_GLC_FCS30D_2022_36PYR_M_R,AFRICA_2024_GSW_Yearly_2021_36PYR_M_R,AFRICA_2024_GWL_FCS30D_2022_36PYR_M_R,AFRICA_2024_WorldCover_2021_36PYR_M_R
428,Grassland,NULL,Water,Water,Water,Cropland
429,Grassland,NULL,Water,Water,Water,Bareland
430,Grassland,NULL,Water,Water,Water,Water
431,Grassland,NULL,Forest,NULL,Non_Wetland,NULL
432,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
433,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland
434,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland
435,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland
436,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up
437,Grassland,NULL,Forest,NULL,Non_Wetland,Forest
438,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL
439,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland
440,Grassland,NULL,Forest,Non_Water,Non_Wetland,Cropland
441,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland
442,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest
443,Grassland,NULL,Forest,Water,Non_Wetland,Grassland
444,Grassland,NULL,Forest,Water,Non_Wetland,Cropland
445,Grassland,NULL,Forest,Water,Non_Wetland,Wetland
446,Grassland,NULL,Forest,Water,Non_Wetland,Bareland
447,Grassland,NULL,Forest,Water,Non_Wetland,Forest
448,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL
449,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland
450,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland
451,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland
452,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest
453,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
454,Grassland,Cropland,NULL,Water,Non_Wetland,Grassland
455,Grassland,Cropland,NULL,Water,Non_Wetland,Cropland
456,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL
457,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
458,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
459,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
460,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest
461,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
462,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
463,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland
464,Grassland,Cropland,Shrubland,Water,Non_Wetland,Cropland
465,Grassland,Cropland,Shrubland,Water,Non_Wetland,Wetland
466,Grassland,Cropland,Shrubland,Water,Non_Wetland,Bareland
467,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland
468,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland
469,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
470,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL
471,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
472,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland
473,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland
474,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland
475,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest
476,Grassland,Cropland,Cropland,Water,Non_Wetland,Cropland
477,Grassland,Cropland,Wetland,NULL,Wetland,Grassland
478,Grassland,Cropland,Wetland,NULL,Wetland,Cropland
479,Grassland,Cropland,Wetland,NULL,Wetland,Wetland
480,Grassland,Cropland,Wetland,NULL,Wetland,Forest
481,Grassland,Cropland,Wetland,Water,Wetland,Cropland
482,Grassland,Cropland,Wetland,Water,Wetland,Water
483,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL
484,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland
485,Grassland,Cropland,Bareland,NULL,Non_Wetland,Cropland
486,Grassland,Cropland,Bareland,NULL,Non_Wetland,Wetland
487,Grassland,Cropland,Bareland,NULL,Non_Wetland,Forest
488,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
489,Grassland,Cropland,Bareland,Water,Non_Wetland,Bareland
490,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL
491,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland
492,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland
493,Grassland,Cropland,Water,Water,Water,Cropland
494,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL
495,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
496,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland
497,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland
498,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland
499,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
500,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
501,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
502,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
503,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Forest
504,Grassland,Cropland,Forest,Water,Non_Wetland,Grassland
505,Grassland,Cropland,Forest,Water,Non_Wetland,Cropland
506,Grassland,Cropland,Forest,Water,Non_Wetland,Wetland
507,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL
508,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland
509,Grassland,Wetland,NULL,NULL,Non_Wetland,Cropland
510,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland
511,Grassland,Wetland,NULL,NULL,Non_Wetland,Forest
512,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Grassland
513,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Cropland
514,Grassland,Wetland,NULL,Water,Non_Wetland,Grassland
515,Grassland,Wetland,NULL,Water,Non_Wetland,Cropland
516,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL
517,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
518,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
519,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
520,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Water
521,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Forest
522,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
523,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
524,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
525,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
526,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
527,Grassland,Wetland,Shrubland,Water,Non_Wetland,Grassland
528,Grassland,Wetland,Shrubland,Water,Non_Wetland,Cropland
529,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland
530,Grassland,Wetland,Cropland,NULL,Non_Wetland,Cropland
531,Grassland,Wetland,Cropland,NULL,Non_Wetland,Forest
532,Grassland,Wetland,Cropland,Water,Non_Wetland,Cropland
533,Grassland,Wetland,Wetland,NULL,Wetland,Grassland
534,Grassland,Wetland,Wetland,NULL,Wetland,Cropland
535,Grassland,Wetland,Wetland,NULL,Wetland,Wetland
536,Grassland,Wetland,Wetland,NULL,Wetland,Forest
537,Grassland,Wetland,Wetland,Water,Wetland,Wetland
538,Grassland,Wetland,Bareland,NULL,Non_Wetland,NULL
539,Grassland,Wetland,Bareland,NULL,Non_Wetland,Grassland
540,Grassland,Wetland,Bareland,NULL,Non_Wetland,Cropland
541,Grassland,Wetland,Bareland,NULL,Non_Wetland,Wetland
542,Grassland,Wetland,Bareland,NULL,Non_Wetland,Forest
543,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
544,Grassland,Wetland,Built-up,NULL,Non_Wetland,Grassland
545,Grassland,Wetland,Water,NULL,Water,Grassland
546,Grassland,Wetland,Water,NULL,Water,Cropland
547,Grassland,Wetland,Water,Non_Water,Water,Grassland
548,Grassland,Wetland,Water,Water,Water,Grassland
549,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL
550,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland
551,Grassland,Wetland,Forest,NULL,Non_Wetland,Cropland
552,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland
553,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest
554,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
555,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Cropland
556,Grassland,Wetland,Forest,Water,Non_Wetland,Grassland
557,Grassland,Wetland,Forest,Water,Non_Wetland,Cropland
558,Grassland,Bareland,Wetland,Water,Wetland,Water
559,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland
560,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland
561,Grassland,Water,NULL,NULL,Non_Wetland,Grassland
562,Grassland,Water,NULL,NULL,Non_Wetland,Cropland
563,Grassland,Water,NULL,NULL,Non_Wetland,Forest
564,Grassland,Water,NULL,Non_Water,Non_Wetland,Cropland
565,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland
566,Grassland,Water,Shrubland,NULL,Non_Wetland,Cropland
567,Grassland,Water,Shrubland,NULL,Non_Wetland,Water
568,Grassland,Water,Shrubland,NULL,Non_Wetland,Forest
569,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Cropland
570,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Forest
571,Grassland,Water,Cropland,NULL,Non_Wetland,Cropland
572,Grassland,Water,Wetland,NULL,Wetland,Grassland
573,Grassland,Water,Wetland,NULL,Wetland,Cropland
574,Grassland,Water,Wetland,NULL,Wetland,Wetland
575,Grassland,Water,Wetland,NULL,Wetland,Bareland
576,Grassland,Water,Wetland,NULL,Wetland,Forest
577,Grassland,Water,Wetland,Water,Wetland,Grassland
578,Grassland,Water,Wetland,Water,Wetland,Wetland
579,Grassland,Water,Bareland,NULL,Non_Wetland,Grassland
580,Grassland,Water,Bareland,NULL,Non_Wetland,Cropland
581,Grassland,Water,Bareland,NULL,Non_Wetland,Forest
582,Grassland,Water,Water,NULL,Water,Cropland
583,Grassland,Water,Water,Water,Water,Cropland
584,Grassland,Water,Water,Water,Water,Wetland
585,Grassland,Water,Water,Water,Water,Water
586,Grassland,Water,Forest,NULL,Non_Wetland,Grassland
587,Grassland,Water,Forest,NULL,Non_Wetland,Cropland
588,Grassland,Water,Forest,NULL,Non_Wetland,Forest
589,Grassland,Water,Forest,Water,Non_Wetland,Cropland
590,Grassland,Water,Forest,Water,Non_Wetland,Wetland
591,Grassland,Water,Forest,Water,Non_Wetland,Forest
592,Grassland,Forest,NULL,NULL,Non_Wetland,NULL
593,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
594,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland
595,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland
596,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
597,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
598,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
599,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland
600,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland
601,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
602,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
603,Grassland,Forest,Shrubland,Water,Non_Wetland,Forest
604,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
605,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL
606,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
607,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland
608,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
609,Grassland,Forest,Wetland,NULL,Wetland,Grassland
610,Grassland,Forest,Wetland,NULL,Wetland,Cropland
611,Grassland,Forest,Wetland,NULL,Wetland,Wetland
612,Grassland,Forest,Wetland,NULL,Wetland,Forest
613,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland
614,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland
615,Grassland,Forest,Bareland,NULL,Non_Wetland,Cropland
616,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland
617,Grassland,Forest,Bareland,NULL,Non_Wetland,Forest
618,Grassland,Forest,Built-up,NULL,Non_Wetland,Forest
619,Grassland,Forest,Water,NULL,Water,Forest
620,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
621,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
622,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
623,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland
624,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
625,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland
626,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland
627,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest
628,Grassland,Forest,Forest,Water,Non_Wetland,Cropland
629,Grassland,Forest,Forest,Water,Non_Wetland,Forest
630,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
631,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
632,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
633,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland
634,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
635,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up
636,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
637,Cropland,NULL,NULL,Non_Water,Non_Wetland,Cropland
638,Cropland,NULL,NULL,Non_Water,Non_Wetland,Wetland
639,Cropland,NULL,NULL,Water,Non_Wetland,Grassland
640,Cropland,NULL,NULL,Water,Non_Wetland,Cropland
641,Cropland,NULL,NULL,Water,Non_Wetland,Bareland
642,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
643,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
644,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
645,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
646,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
647,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
648,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water
649,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
650,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
651,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
652,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
653,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
654,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
655,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
656,Cropland,NULL,Shrubland,Water,Non_Wetland,Cropland
657,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland
658,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland
659,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
660,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
661,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
662,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
663,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
664,Cropland,NULL,Grassland,NULL,Non_Wetland,Water
665,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
666,Cropland,NULL,Grassland,Water,Non_Wetland,Bareland
667,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
668,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
669,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
670,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
671,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
672,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
673,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
674,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
675,Cropland,NULL,Cropland,Water,Non_Wetland,Cropland
676,Cropland,NULL,Wetland,NULL,Wetland,NULL
677,Cropland,NULL,Wetland,NULL,Wetland,Grassland
678,Cropland,NULL,Wetland,NULL,Wetland,Cropland
679,Cropland,NULL,Wetland,NULL,Wetland,Wetland
680,Cropland,NULL,Wetland,NULL,Wetland,Bareland
681,Cropland,NULL,Wetland,NULL,Wetland,Forest
682,Cropland,NULL,Wetland,Non_Water,Wetland,Cropland
683,Cropland,NULL,Wetland,Water,Wetland,Cropland
684,Cropland,NULL,Wetland,Water,Wetland,Wetland
685,Cropland,NULL,Wetland,Water,Wetland,Bareland
686,Cropland,NULL,Wetland,Water,Wetland,Water
687,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
688,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
689,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
690,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
691,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
692,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
693,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
694,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
695,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
696,Cropland,NULL,Bareland,NULL,Non_Wetland,Water
697,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
698,Cropland,NULL,Bareland,Water,Non_Wetland,Cropland
699,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland
700,Cropland,NULL,Bareland,Water,Non_Wetland,Water
701,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
702,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
703,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
704,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
705,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
706,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
707,Cropland,NULL,Built-up,Water,Non_Wetland,Cropland
708,Cropland,NULL,Water,NULL,Water,Cropland
709,Cropland,NULL,Water,Water,Water,Cropland
710,Cropland,NULL,Water,Water,Water,Bareland
711,Cropland,NULL,Water,Water,Water,Water
712,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
713,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
714,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
715,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
716,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
717,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
718,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
719,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL
720,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
721,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland
722,Cropland,NULL,Forest,Water,Non_Wetland,Grassland
723,Cropland,NULL,Forest,Water,Non_Wetland,Cropland
724,Cropland,NULL,Forest,Water,Non_Wetland,Wetland
725,Cropland,NULL,Forest,Water,Non_Wetland,Bareland
726,Cropland,NULL,Forest,Water,Non_Wetland,Forest
727,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
728,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
729,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
730,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland
731,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
732,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up
733,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
734,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
735,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
736,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Wetland
737,Cropland,Cropland,NULL,Water,Non_Wetland,Cropland
738,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
739,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
740,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
741,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
742,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
743,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
744,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water
745,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
746,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
747,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
748,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
749,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
750,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
751,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
752,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland
753,Cropland,Cropland,Shrubland,Water,Non_Wetland,Forest
754,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
755,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
756,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
757,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
758,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
759,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
760,Cropland,Cropland,Grassland,Water,Non_Wetland,Cropland
761,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
762,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
763,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
764,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland
765,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
766,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
767,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
768,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
769,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
770,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
771,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
772,Cropland,Cropland,Wetland,NULL,Wetland,Grassland
773,Cropland,Cropland,Wetland,NULL,Wetland,Cropland
774,Cropland,Cropland,Wetland,NULL,Wetland,Wetland
775,Cropland,Cropland,Wetland,NULL,Wetland,Water
776,Cropland,Cropland,Wetland,NULL,Wetland,Forest
777,Cropland,Cropland,Wetland,Non_Water,Wetland,Grassland
778,Cropland,Cropland,Wetland,Non_Water,Wetland,Forest
779,Cropland,Cropland,Wetland,Water,Wetland,Cropland
780,Cropland,Cropland,Wetland,Water,Wetland,Bareland
781,Cropland,Cropland,Wetland,Water,Wetland,Water
782,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
783,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
784,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
785,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
786,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
787,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
788,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
789,Cropland,Cropland,Bareland,NULL,Non_Wetland,Built-up
790,Cropland,Cropland,Bareland,NULL,Non_Wetland,Water
791,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
792,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
793,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
794,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
795,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Forest
796,Cropland,Cropland,Bareland,Water,Non_Wetland,Cropland
797,Cropland,Cropland,Bareland,Water,Non_Wetland,Wetland
798,Cropland,Cropland,Bareland,Water,Non_Wetland,Water
799,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
800,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
801,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
802,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
803,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
804,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
805,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Cropland
806,Cropland,Cropland,Built-up,Water,Non_Wetland,Water
807,Cropland,Cropland,Water,NULL,Water,Cropland
808,Cropland,Cropland,Water,Non_Water,Water,Water
809,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
810,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
811,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
812,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
813,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
814,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
815,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
816,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL
817,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
818,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
819,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
820,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest
821,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland
822,Cropland,Cropland,Forest,Water,Non_Wetland,Cropland
823,Cropland,Wetland,NULL,NULL,Non_Wetland,Grassland
824,Cropland,Wetland,NULL,NULL,Non_Wetland,Cropland
825,Cropland,Wetland,NULL,NULL,Non_Wetland,Forest
826,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
827,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
828,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Forest
829,Cropland,Wetland,Shrubland,Water,Non_Wetland,Cropland
830,Cropland,Wetland,Wetland,NULL,Wetland,Cropland
831,Cropland,Wetland,Wetland,NULL,Wetland,Forest
832,Cropland,Wetland,Bareland,NULL,Non_Wetland,Grassland
833,Cropland,Wetland,Bareland,NULL,Non_Wetland,Cropland
834,Cropland,Wetland,Bareland,NULL,Non_Wetland,Forest
835,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL
836,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland
837,Cropland,Wetland,Forest,NULL,Non_Wetland,Cropland
838,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest
839,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
840,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland
841,Cropland,Bareland,Wetland,Water,Wetland,Bareland
842,Cropland,Bareland,Wetland,Water,Wetland,Water
843,Cropland,Bareland,Bareland,NULL,Non_Wetland,Cropland
844,Cropland,Bareland,Water,NULL,Water,Bareland
845,Cropland,Bareland,Water,Water,Water,Bareland
846,Cropland,Bareland,Forest,NULL,Non_Wetland,Cropland
847,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL
848,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
849,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
850,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up
851,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
