Value,AFRICA_2024_DynamicWorld_2024_35NRE_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_35NRE_M_R,AFRICA_2024_GLC_FCS30D_2022_35NRE_M_R,AFRICA_2024_GSW_Yearly_2021_35NRE_M_R,AFRICA_2024_GWL_FCS30D_2022_35NRE_M_R,AFRICA_2024_WorldCover_2021_35NRE_M_R
441,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
442,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
443,Forest,NULL,Wetland,NULL,Wetland,NULL
444,Forest,NULL,Wetland,NULL,Wetland,Grassland
445,Forest,NULL,Wetland,NULL,Wetland,Wetland
446,Forest,NULL,Wetland,NULL,Wetland,Forest
447,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
448,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
449,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
450,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
451,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
452,Forest,NULL,Bareland,Water,Non_Wetland,Forest
453,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
454,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
455,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
456,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
457,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
458,Forest,NULL,Water,NULL,Water,Grassland
459,Forest,NULL,Water,NULL,Water,Forest
460,Forest,NULL,Forest,NULL,Non_Wetland,NULL
461,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
462,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
463,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
464,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
465,Forest,NULL,Forest,NULL,Non_Wetland,Forest
466,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
467,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
468,Forest,NULL,Forest,Non_Water,Non_Wetland,Cropland
469,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
470,Forest,NULL,Forest,Water,Non_Wetland,Grassland
471,Forest,NULL,Forest,Water,Non_Wetland,Forest
472,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
473,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
474,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
475,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
476,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
477,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
478,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
479,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
480,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
481,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
482,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
483,Forest,Cropland,Wetland,NULL,Wetland,Forest
484,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
485,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
486,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
487,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
488,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
489,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
490,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland
491,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up
492,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
493,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
494,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
495,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
496,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
497,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
498,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
499,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
500,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
501,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland
502,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up
503,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
504,Forest,Built-up,Wetland,NULL,Wetland,Forest
505,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL
506,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
507,Forest,Built-up,Built-up,NULL,Non_Wetland,Cropland
508,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
509,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
510,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
511,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
512,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
513,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
514,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
515,Forest,Water,NULL,NULL,Non_Wetland,Grassland
516,Forest,Water,NULL,NULL,Non_Wetland,Forest
517,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
518,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
519,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
520,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
521,Forest,Water,Grassland,NULL,Non_Wetland,Forest
522,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
523,Forest,Water,Cropland,NULL,Non_Wetland,Forest
524,Forest,Water,Wetland,NULL,Wetland,NULL
525,Forest,Water,Wetland,NULL,Wetland,Grassland
526,Forest,Water,Wetland,NULL,Wetland,Forest
527,Forest,Water,Wetland,Non_Water,Wetland,Grassland
528,Forest,Water,Wetland,Non_Water,Wetland,Forest
529,Forest,Water,Wetland,Water,Wetland,Forest
530,Forest,Water,Bareland,NULL,Non_Wetland,Forest
531,Forest,Water,Built-up,NULL,Non_Wetland,Forest
532,Forest,Water,Water,NULL,Water,Water
533,Forest,Water,Water,NULL,Water,Forest
534,Forest,Water,Water,Non_Water,Water,Wetland
535,Forest,Water,Water,Non_Water,Water,Forest
536,Forest,Water,Water,Water,Water,Water
537,Forest,Water,Water,Water,Water,Forest
538,Forest,Water,Forest,NULL,Non_Wetland,NULL
539,Forest,Water,Forest,NULL,Non_Wetland,Grassland
540,Forest,Water,Forest,NULL,Non_Wetland,Water
541,Forest,Water,Forest,NULL,Non_Wetland,Forest
542,Forest,Water,Forest,Non_Water,Non_Wetland,Water
543,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
544,Forest,Water,Forest,Water,Non_Wetland,Grassland
545,Forest,Water,Forest,Water,Non_Wetland,Forest
546,Forest,Forest,NULL,NULL,Non_Wetland,NULL
547,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
548,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
549,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
550,Forest,Forest,NULL,NULL,Non_Wetland,Built-up
551,Forest,Forest,NULL,NULL,Non_Wetland,Forest
552,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL
553,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland
554,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
555,Forest,Forest,NULL,Water,Non_Wetland,Grassland
556,Forest,Forest,NULL,Water,Non_Wetland,Forest
557,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
558,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
559,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
560,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
561,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
562,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
563,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
564,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
565,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
566,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
567,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
568,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
569,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
570,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
571,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
572,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
573,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up
574,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
575,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL
576,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
577,Forest,Forest,Cropland,Water,Non_Wetland,Forest
578,Forest,Forest,Wetland,NULL,Wetland,NULL
579,Forest,Forest,Wetland,NULL,Wetland,Grassland
580,Forest,Forest,Wetland,NULL,Wetland,Wetland
581,Forest,Forest,Wetland,NULL,Wetland,Forest
582,Forest,Forest,Wetland,Non_Water,Wetland,Forest
583,Forest,Forest,Wetland,Water,Wetland,Forest
584,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
585,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
586,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
587,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
588,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
589,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
590,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
591,Forest,Forest,Water,NULL,Water,Forest
592,Forest,Forest,Water,Water,Water,Forest
593,Forest,Forest,Forest,NULL,Non_Wetland,NULL
594,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
595,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
596,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
597,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
598,Forest,Forest,Forest,NULL,Non_Wetland,Forest
599,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
600,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
601,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
602,Forest,Forest,Forest,Water,Non_Wetland,NULL
603,Forest,Forest,Forest,Water,Non_Wetland,Grassland
604,Forest,Forest,Forest,Water,Non_Wetland,Wetland
605,Forest,Forest,Forest,Water,Non_Wetland,Forest
