Value,AFRICA_2024_DynamicWorld_2024_37NDG_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NDG_M_R,AFRICA_2024_GLC_FCS30D_2022_37NDG_M_R,AFRICA_2024_GSW_Yearly_2021_37NDG_M_R,AFRICA_2024_GWL_FCS30D_2022_37NDG_M_R,AFRICA_2024_WorldCover_2021_37NDG_M_R
420,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland
421,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland
422,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
423,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL
424,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
425,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland
426,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland
427,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland
428,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up
429,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest
430,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
431,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
432,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
433,Grassland,Cropland,Cropland,Water,Non_Wetland,Cropland
434,Grassland,Cropland,Cropland,Water,Non_Wetland,Wetland
435,Grassland,Cropland,Wetland,NULL,Wetland,Grassland
436,Grassland,Cropland,Wetland,NULL,Wetland,Cropland
437,Grassland,Cropland,Wetland,NULL,Wetland,Wetland
438,Grassland,Cropland,Wetland,NULL,Wetland,Forest
439,Grassland,Cropland,Wetland,Non_Water,Wetland,Cropland
440,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland
441,Grassland,Cropland,Wetland,Non_Water,Wetland,Water
442,Grassland,Cropland,Wetland,Water,Wetland,Cropland
443,Grassland,Cropland,Wetland,Water,Wetland,Water
444,Grassland,Cropland,Wetland,Water,Wetland,Forest
445,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL
446,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland
447,Grassland,Cropland,Bareland,NULL,Non_Wetland,Cropland
448,Grassland,Cropland,Bareland,NULL,Non_Wetland,Wetland
449,Grassland,Cropland,Bareland,NULL,Non_Wetland,Water
450,Grassland,Cropland,Bareland,NULL,Non_Wetland,Forest
451,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
452,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
453,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
454,Grassland,Cropland,Bareland,Water,Non_Wetland,Cropland
455,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL
456,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland
457,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland
458,Grassland,Cropland,Water,Non_Water,Water,Grassland
459,Grassland,Cropland,Water,Non_Water,Water,Cropland
460,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL
461,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
462,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland
463,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland
464,Grassland,Cropland,Forest,NULL,Non_Wetland,Built-up
465,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
466,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL
467,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
468,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
469,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
470,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Forest
471,Grassland,Cropland,Forest,Water,Non_Wetland,Cropland
472,Grassland,Cropland,Forest,Water,Non_Wetland,Wetland
473,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland
474,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
475,Grassland,Bareland,Wetland,Water,Wetland,Water
476,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL
477,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland
478,Grassland,Built-up,NULL,NULL,Non_Wetland,Cropland
479,Grassland,Built-up,NULL,NULL,Non_Wetland,Built-up
480,Grassland,Built-up,NULL,NULL,Non_Wetland,Forest
481,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
482,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL
483,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland
484,Grassland,Built-up,Cropland,NULL,Non_Wetland,Cropland
485,Grassland,Built-up,Cropland,NULL,Non_Wetland,Wetland
486,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up
487,Grassland,Built-up,Cropland,NULL,Non_Wetland,Forest
488,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL
489,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland
490,Grassland,Built-up,Forest,NULL,Non_Wetland,Cropland
491,Grassland,Built-up,Forest,NULL,Non_Wetland,Wetland
492,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up
493,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest
494,Grassland,Water,Bareland,NULL,Non_Wetland,Cropland
495,Grassland,Water,Forest,NULL,Non_Wetland,Wetland
496,Grassland,Water,Forest,NULL,Non_Wetland,Forest
497,Grassland,Forest,NULL,NULL,Non_Wetland,NULL
498,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
499,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland
500,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland
501,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
502,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
503,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
504,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland
505,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland
506,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
507,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
508,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL
509,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
510,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland
511,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland
512,Grassland,Forest,Cropland,NULL,Non_Wetland,Built-up
513,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
514,Grassland,Forest,Wetland,NULL,Wetland,Forest
515,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL
516,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland
517,Grassland,Forest,Bareland,NULL,Non_Wetland,Forest
518,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
519,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
520,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
521,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland
522,Grassland,Forest,Forest,NULL,Non_Wetland,Built-up
523,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
524,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
525,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
526,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
527,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland
528,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
529,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up
530,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
531,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland
532,Cropland,NULL,NULL,Non_Water,Non_Wetland,Cropland
533,Cropland,NULL,NULL,Non_Water,Non_Wetland,Forest
534,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
535,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
536,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
537,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
538,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
539,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
540,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
541,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
542,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
543,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
544,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
545,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
546,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
547,Cropland,NULL,Shrubland,Water,Non_Wetland,Cropland
548,Cropland,NULL,Shrubland,Water,Non_Wetland,Water
549,Cropland,NULL,Shrubland,Water,Non_Wetland,Forest
550,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
551,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
552,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
553,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
554,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
555,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
556,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
557,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
558,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
559,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
560,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
561,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland
562,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
563,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
564,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
565,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
566,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
567,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water
568,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest
569,Cropland,NULL,Cropland,Water,Non_Wetland,Cropland
570,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland
571,Cropland,NULL,Cropland,Water,Non_Wetland,Forest
572,Cropland,NULL,Wetland,NULL,Wetland,Cropland
573,Cropland,NULL,Wetland,NULL,Wetland,Wetland
574,Cropland,NULL,Wetland,NULL,Wetland,Forest
575,Cropland,NULL,Wetland,Non_Water,Wetland,Cropland
576,Cropland,NULL,Wetland,Water,Wetland,Cropland
577,Cropland,NULL,Wetland,Water,Wetland,Water
578,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
579,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
580,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
581,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
582,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
583,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
584,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
585,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
586,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland
587,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
588,Cropland,NULL,Bareland,NULL,Non_Wetland,Built-up
589,Cropland,NULL,Bareland,NULL,Non_Wetland,Water
590,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
591,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
592,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Forest
593,Cropland,NULL,Bareland,Water,Non_Wetland,Forest
594,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
595,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
596,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
597,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
598,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
599,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
600,Cropland,NULL,Water,NULL,Water,Cropland
601,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
602,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
603,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
604,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
605,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
606,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
607,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
608,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
609,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland
610,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
611,Cropland,NULL,Forest,Water,Non_Wetland,Cropland
612,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
613,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
614,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
615,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland
616,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
617,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up
618,Cropland,Cropland,NULL,NULL,Non_Wetland,Water
619,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
620,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL
621,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
622,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
623,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Wetland
624,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Water
625,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Forest
626,Cropland,Cropland,NULL,Water,Non_Wetland,Grassland
627,Cropland,Cropland,NULL,Water,Non_Wetland,Cropland
628,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
629,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
630,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
631,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
632,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
633,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
634,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water
635,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
636,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
637,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
638,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
639,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
640,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
641,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL
642,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
643,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland
644,Cropland,Cropland,Shrubland,Water,Non_Wetland,Wetland
645,Cropland,Cropland,Shrubland,Water,Non_Wetland,Forest
646,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
647,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
648,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
649,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland
650,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
651,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
652,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
653,Cropland,Cropland,Grassland,Water,Non_Wetland,Bareland
654,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
655,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
656,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
657,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland
658,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
659,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
660,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water
661,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
662,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
663,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
664,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
665,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
666,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Water
667,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
668,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland
669,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
670,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland
671,Cropland,Cropland,Cropland,Water,Non_Wetland,Water
672,Cropland,Cropland,Wetland,NULL,Wetland,NULL
673,Cropland,Cropland,Wetland,NULL,Wetland,Cropland
674,Cropland,Cropland,Wetland,NULL,Wetland,Wetland
675,Cropland,Cropland,Wetland,NULL,Wetland,Water
676,Cropland,Cropland,Wetland,NULL,Wetland,Forest
677,Cropland,Cropland,Wetland,Non_Water,Wetland,Wetland
678,Cropland,Cropland,Wetland,Water,Wetland,Cropland
679,Cropland,Cropland,Wetland,Water,Wetland,Water
680,Cropland,Cropland,Wetland,Water,Wetland,Forest
681,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
682,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
683,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
684,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
685,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
686,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
687,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
688,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
689,Cropland,Cropland,Bareland,NULL,Non_Wetland,Wetland
690,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
691,Cropland,Cropland,Bareland,NULL,Non_Wetland,Built-up
692,Cropland,Cropland,Bareland,NULL,Non_Wetland,Water
693,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
694,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
695,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Water
696,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Forest
697,Cropland,Cropland,Bareland,Water,Non_Wetland,Cropland
698,Cropland,Cropland,Bareland,Water,Non_Wetland,Bareland
699,Cropland,Cropland,Bareland,Water,Non_Wetland,Water
700,Cropland,Cropland,Bareland,Water,Non_Wetland,Forest
701,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
702,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
703,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
704,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
705,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
706,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
707,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Forest
708,Cropland,Cropland,Water,NULL,Water,Cropland
709,Cropland,Cropland,Water,NULL,Water,Forest
710,Cropland,Cropland,Water,Non_Water,Water,Cropland
711,Cropland,Cropland,Water,Water,Water,Grassland
712,Cropland,Cropland,Water,Water,Water,Water
713,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
714,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
715,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
716,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
717,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
718,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
719,Cropland,Cropland,Forest,NULL,Non_Wetland,Water
720,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
721,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL
722,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
723,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
724,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
725,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Water
726,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest
727,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland
728,Cropland,Cropland,Forest,Water,Non_Wetland,Cropland
729,Cropland,Cropland,Forest,Water,Non_Wetland,Wetland
730,Cropland,Cropland,Forest,Water,Non_Wetland,Bareland
731,Cropland,Cropland,Forest,Water,Non_Wetland,Water
732,Cropland,Cropland,Forest,Water,Non_Wetland,Forest
733,Cropland,Bareland,NULL,NULL,Non_Wetland,Grassland
734,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
735,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
736,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
737,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland
738,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland
739,Cropland,Bareland,Wetland,Water,Wetland,Water
740,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL
741,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
742,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
743,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up
744,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
745,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
746,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
747,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
748,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Wetland
749,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
750,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
751,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Water
752,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
753,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
754,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
755,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
756,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
757,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
758,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
759,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
760,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
761,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
762,Cropland,Built-up,Cropland,NULL,Non_Wetland,Wetland
763,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
764,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
765,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
766,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
767,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
768,Cropland,Built-up,Bareland,NULL,Non_Wetland,Cropland
769,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
770,Cropland,Built-up,Bareland,NULL,Non_Wetland,Built-up
771,Cropland,Built-up,Bareland,NULL,Non_Wetland,Water
772,Cropland,Built-up,Bareland,NULL,Non_Wetland,Forest
773,Cropland,Built-up,Bareland,Non_Water,Non_Wetland,Forest
774,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL
775,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
776,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
777,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
778,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
779,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
780,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
781,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
782,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
783,Cropland,Built-up,Forest,NULL,Non_Wetland,Wetland
784,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland
785,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
786,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
787,Cropland,Water,NULL,NULL,Non_Wetland,Grassland
788,Cropland,Water,NULL,NULL,Non_Wetland,Cropland
789,Cropland,Water,NULL,NULL,Non_Wetland,Forest
790,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL
791,Cropland,Water,Shrubland,NULL,Non_Wetland,Cropland
792,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland
793,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
794,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
795,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
796,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
797,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
798,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
799,Cropland,Water,Wetland,NULL,Wetland,Cropland
800,Cropland,Water,Wetland,NULL,Wetland,Forest
801,Cropland,Water,Bareland,NULL,Non_Wetland,NULL
802,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
803,Cropland,Water,Bareland,NULL,Non_Wetland,Cropland
804,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
805,Cropland,Water,Bareland,NULL,Non_Wetland,Forest
806,Cropland,Water,Bareland,Water,Non_Wetland,Bareland
807,Cropland,Water,Built-up,NULL,Non_Wetland,Cropland
808,Cropland,Water,Built-up,NULL,Non_Wetland,Forest
809,Cropland,Water,Forest,NULL,Non_Wetland,NULL
810,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
811,Cropland,Water,Forest,NULL,Non_Wetland,Cropland
812,Cropland,Water,Forest,NULL,Non_Wetland,Wetland
813,Cropland,Water,Forest,NULL,Non_Wetland,Bareland
814,Cropland,Water,Forest,NULL,Non_Wetland,Forest
815,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
816,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
817,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
818,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland
819,Cropland,Forest,NULL,NULL,Non_Wetland,Built-up
820,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
821,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
822,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
823,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
824,Cropland,Forest,Shrubland,NULL,Non_Wetland,Built-up
825,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
826,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
827,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
828,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
829,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland
830,Cropland,Forest,Grassland,NULL,Non_Wetland,Built-up
831,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
832,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
833,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
834,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
835,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland
836,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland
837,Cropland,Forest,Cropland,NULL,Non_Wetland,Built-up
