Value,AFRICA_2024_DynamicWorld_2024_37QHU_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37QHU_M_R,AFRICA_2024_GLC_FCS30D_2022_37QHU_M_R,AFRICA_2024_GSW_Yearly_2021_37QHU_M_R,AFRICA_2024_GWL_FCS30D_2022_37QHU_M_R,AFRICA_2024_WorldCover_2021_37QHU_M_R
432,NULL,Built-up,Bareland,NULL,Non_Wetland,Forest
433,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL
434,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
435,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Cropland
436,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
437,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
438,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Water
439,NULL,Built-up,Bareland,Water,Non_Wetland,NULL
440,NULL,Built-up,Bareland,Water,Non_Wetland,Grassland
441,NULL,Built-up,Bareland,Water,Non_Wetland,Cropland
442,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland
443,NULL,Built-up,Bareland,Water,Non_Wetland,Built-up
444,NULL,Built-up,Bareland,Water,Non_Wetland,Water
445,NULL,Built-up,Bareland,Water,Non_Wetland,Forest
446,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL
447,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland
448,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland
449,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland
450,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland
451,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up
452,NULL,Built-up,Built-up,NULL,Non_Wetland,Water
453,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest
454,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL
455,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
456,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Cropland
457,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
458,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
459,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Water
460,NULL,Built-up,Built-up,Water,Non_Wetland,NULL
461,NULL,Built-up,Built-up,Water,Non_Wetland,Grassland
462,NULL,Built-up,Built-up,Water,Non_Wetland,Cropland
463,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland
464,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up
465,NULL,Built-up,Built-up,Water,Non_Wetland,Water
466,NULL,Built-up,Water,NULL,Water,Bareland
467,NULL,Built-up,Water,Non_Water,Water,Bareland
468,NULL,Built-up,Water,Water,NULL,Bareland
469,NULL,Built-up,Water,Water,NULL,Water
470,NULL,Built-up,Water,Water,Water,Bareland
471,NULL,Built-up,Water,Water,Water,Built-up
472,NULL,Built-up,Water,Water,Water,Water
473,NULL,Water,NULL,NULL,Non_Wetland,NULL
474,NULL,Water,NULL,NULL,Non_Wetland,Wetland
475,NULL,Water,NULL,NULL,Non_Wetland,Bareland
476,NULL,Water,NULL,NULL,Non_Wetland,Water
477,NULL,Water,NULL,NULL,Non_Wetland,Forest
478,NULL,Water,NULL,Non_Water,Non_Wetland,Bareland
479,NULL,Water,NULL,Water,Non_Wetland,Bareland
480,NULL,Water,NULL,Water,Non_Wetland,Water
481,NULL,Water,Shrubland,NULL,Non_Wetland,NULL
482,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland
483,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland
484,NULL,Water,Shrubland,NULL,Non_Wetland,Water
485,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland
486,NULL,Water,Shrubland,Water,Non_Wetland,Bareland
487,NULL,Water,Shrubland,Water,Non_Wetland,Water
488,NULL,Water,Grassland,NULL,Non_Wetland,Wetland
489,NULL,Water,Grassland,Non_Water,Non_Wetland,Grassland
490,NULL,Water,Grassland,Water,Non_Wetland,Grassland
491,NULL,Water,Grassland,Water,Non_Wetland,Bareland
492,NULL,Water,Cropland,NULL,Non_Wetland,NULL
493,NULL,Water,Cropland,NULL,Non_Wetland,Grassland
494,NULL,Water,Cropland,NULL,Non_Wetland,Cropland
495,NULL,Water,Cropland,NULL,Non_Wetland,Wetland
496,NULL,Water,Cropland,NULL,Non_Wetland,Bareland
497,NULL,Water,Cropland,NULL,Non_Wetland,Water
498,NULL,Water,Cropland,NULL,Non_Wetland,Forest
499,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL
500,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland
501,NULL,Water,Cropland,Non_Water,Non_Wetland,Cropland
502,NULL,Water,Cropland,Non_Water,Non_Wetland,Wetland
503,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland
504,NULL,Water,Cropland,Non_Water,Non_Wetland,Water
505,NULL,Water,Cropland,Non_Water,Non_Wetland,Forest
506,NULL,Water,Cropland,Water,Non_Wetland,NULL
507,NULL,Water,Cropland,Water,Non_Wetland,Grassland
508,NULL,Water,Cropland,Water,Non_Wetland,Wetland
509,NULL,Water,Cropland,Water,Non_Wetland,Bareland
510,NULL,Water,Cropland,Water,Non_Wetland,Water
511,NULL,Water,Cropland,Water,Non_Wetland,Forest
512,NULL,Water,Wetland,NULL,NULL,NULL
513,NULL,Water,Wetland,NULL,NULL,Grassland
514,NULL,Water,Wetland,NULL,NULL,Cropland
515,NULL,Water,Wetland,NULL,NULL,Wetland
516,NULL,Water,Wetland,NULL,NULL,Bareland
517,NULL,Water,Wetland,NULL,NULL,Built-up
518,NULL,Water,Wetland,NULL,NULL,Water
519,NULL,Water,Wetland,NULL,NULL,Forest
520,NULL,Water,Wetland,NULL,Wetland,NULL
521,NULL,Water,Wetland,NULL,Wetland,Grassland
522,NULL,Water,Wetland,NULL,Wetland,Cropland
523,NULL,Water,Wetland,NULL,Wetland,Wetland
524,NULL,Water,Wetland,NULL,Wetland,Bareland
525,NULL,Water,Wetland,NULL,Wetland,Built-up
526,NULL,Water,Wetland,NULL,Wetland,Water
527,NULL,Water,Wetland,NULL,Wetland,Forest
528,NULL,Water,Wetland,Non_Water,NULL,NULL
529,NULL,Water,Wetland,Non_Water,NULL,Grassland
530,NULL,Water,Wetland,Non_Water,NULL,Cropland
531,NULL,Water,Wetland,Non_Water,NULL,Wetland
532,NULL,Water,Wetland,Non_Water,NULL,Bareland
533,NULL,Water,Wetland,Non_Water,NULL,Water
534,NULL,Water,Wetland,Non_Water,NULL,Forest
535,NULL,Water,Wetland,Non_Water,Wetland,NULL
536,NULL,Water,Wetland,Non_Water,Wetland,Grassland
537,NULL,Water,Wetland,Non_Water,Wetland,Cropland
538,NULL,Water,Wetland,Non_Water,Wetland,Wetland
539,NULL,Water,Wetland,Non_Water,Wetland,Bareland
540,NULL,Water,Wetland,Non_Water,Wetland,Water
541,NULL,Water,Wetland,Non_Water,Wetland,Forest
542,NULL,Water,Wetland,Water,NULL,NULL
543,NULL,Water,Wetland,Water,NULL,Grassland
544,NULL,Water,Wetland,Water,NULL,Cropland
545,NULL,Water,Wetland,Water,NULL,Wetland
546,NULL,Water,Wetland,Water,NULL,Bareland
547,NULL,Water,Wetland,Water,NULL,Water
548,NULL,Water,Wetland,Water,NULL,Forest
549,NULL,Water,Wetland,Water,Wetland,NULL
550,NULL,Water,Wetland,Water,Wetland,Grassland
551,NULL,Water,Wetland,Water,Wetland,Cropland
552,NULL,Water,Wetland,Water,Wetland,Wetland
553,NULL,Water,Wetland,Water,Wetland,Bareland
554,NULL,Water,Wetland,Water,Wetland,Water
555,NULL,Water,Wetland,Water,Wetland,Forest
556,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL
557,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
558,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
559,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Cropland
560,NULL,Water,Bareland,NULL,Non_Wetland,NULL
561,NULL,Water,Bareland,NULL,Non_Wetland,Grassland
562,NULL,Water,Bareland,NULL,Non_Wetland,Cropland
563,NULL,Water,Bareland,NULL,Non_Wetland,Wetland
564,NULL,Water,Bareland,NULL,Non_Wetland,Bareland
565,NULL,Water,Bareland,NULL,Non_Wetland,Built-up
566,NULL,Water,Bareland,NULL,Non_Wetland,Water
567,NULL,Water,Bareland,NULL,Non_Wetland,Forest
568,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL
569,NULL,Water,Bareland,Non_Water,Non_Wetland,Grassland
570,NULL,Water,Bareland,Non_Water,Non_Wetland,Cropland
571,NULL,Water,Bareland,Non_Water,Non_Wetland,Wetland
572,NULL,Water,Bareland,Non_Water,Non_Wetland,Bareland
573,NULL,Water,Bareland,Non_Water,Non_Wetland,Water
574,NULL,Water,Bareland,Water,Non_Wetland,NULL
575,NULL,Water,Bareland,Water,Non_Wetland,Grassland
576,NULL,Water,Bareland,Water,Non_Wetland,Cropland
577,NULL,Water,Bareland,Water,Non_Wetland,Wetland
578,NULL,Water,Bareland,Water,Non_Wetland,Bareland
579,NULL,Water,Bareland,Water,Non_Wetland,Built-up
580,NULL,Water,Bareland,Water,Non_Wetland,Water
581,NULL,Water,Built-up,NULL,Non_Wetland,NULL
582,NULL,Water,Built-up,NULL,Non_Wetland,Wetland
583,NULL,Water,Built-up,NULL,Non_Wetland,Bareland
584,NULL,Water,Built-up,NULL,Non_Wetland,Built-up
585,NULL,Water,Built-up,NULL,Non_Wetland,Water
586,NULL,Water,Built-up,NULL,Non_Wetland,Forest
587,NULL,Water,Built-up,Non_Water,Non_Wetland,NULL
588,NULL,Water,Built-up,Non_Water,Non_Wetland,Wetland
589,NULL,Water,Built-up,Non_Water,Non_Wetland,Bareland
590,NULL,Water,Built-up,Non_Water,Non_Wetland,Built-up
591,NULL,Water,Built-up,Non_Water,Non_Wetland,Water
592,NULL,Water,Built-up,Water,Non_Wetland,NULL
593,NULL,Water,Built-up,Water,Non_Wetland,Wetland
594,NULL,Water,Built-up,Water,Non_Wetland,Bareland
595,NULL,Water,Built-up,Water,Non_Wetland,Built-up
596,NULL,Water,Built-up,Water,Non_Wetland,Water
597,NULL,Water,Water,NULL,NULL,Wetland
598,NULL,Water,Water,NULL,NULL,Bareland
599,NULL,Water,Water,NULL,NULL,Water
600,NULL,Water,Water,NULL,Water,Wetland
601,NULL,Water,Water,NULL,Water,Bareland
602,NULL,Water,Water,NULL,Water,Water
603,NULL,Water,Water,Non_Water,NULL,Cropland
604,NULL,Water,Water,Non_Water,NULL,Wetland
605,NULL,Water,Water,Non_Water,NULL,Water
606,NULL,Water,Water,Water,NULL,NULL
607,NULL,Water,Water,Water,NULL,Grassland
608,NULL,Water,Water,Water,NULL,Wetland
609,NULL,Water,Water,Water,NULL,Bareland
610,NULL,Water,Water,Water,NULL,Built-up
611,NULL,Water,Water,Water,NULL,Water
612,NULL,Water,Water,Water,Water,Cropland
613,NULL,Water,Water,Water,Water,Wetland
614,NULL,Water,Water,Water,Water,Bareland
615,NULL,Water,Water,Water,Water,Water
616,NULL,Water,Forest,NULL,Non_Wetland,Wetland
617,NULL,Water,Forest,NULL,Non_Wetland,Water
618,NULL,Water,Forest,NULL,Non_Wetland,Forest
619,NULL,Forest,NULL,NULL,Non_Wetland,NULL
620,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL
621,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland
622,NULL,Forest,Grassland,NULL,Non_Wetland,NULL
623,NULL,Forest,Cropland,NULL,Non_Wetland,NULL
624,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland
625,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland
626,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland
627,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland
628,NULL,Forest,Cropland,NULL,Non_Wetland,Water
629,NULL,Forest,Cropland,NULL,Non_Wetland,Forest
630,NULL,Forest,Wetland,NULL,NULL,Wetland
631,NULL,Forest,Wetland,NULL,NULL,Bareland
632,NULL,Forest,Wetland,NULL,Wetland,NULL
633,NULL,Forest,Wetland,NULL,Wetland,Grassland
634,NULL,Forest,Wetland,NULL,Wetland,Cropland
635,NULL,Forest,Wetland,NULL,Wetland,Wetland
636,NULL,Forest,Wetland,NULL,Wetland,Bareland
637,NULL,Forest,Wetland,NULL,Wetland,Water
638,NULL,Forest,Wetland,NULL,Wetland,Forest
639,NULL,Forest,Wetland,Non_Water,NULL,Grassland
640,NULL,Forest,Wetland,Non_Water,Wetland,NULL
641,NULL,Forest,Wetland,Non_Water,Wetland,Grassland
642,NULL,Forest,Wetland,Non_Water,Wetland,Cropland
643,NULL,Forest,Wetland,Non_Water,Wetland,Wetland
644,NULL,Forest,Wetland,Non_Water,Wetland,Bareland
645,NULL,Forest,Wetland,Non_Water,Wetland,Water
646,NULL,Forest,Wetland,Non_Water,Wetland,Forest
647,NULL,Forest,Wetland,Water,NULL,Bareland
648,NULL,Forest,Wetland,Water,NULL,Forest
649,NULL,Forest,Wetland,Water,Wetland,Cropland
650,NULL,Forest,Wetland,Water,Wetland,Wetland
651,NULL,Forest,Wetland,Water,Wetland,Bareland
652,NULL,Forest,Wetland,Water,Wetland,Forest
653,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
654,NULL,Forest,Bareland,NULL,Non_Wetland,NULL
655,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
656,NULL,Forest,Bareland,NULL,Non_Wetland,Cropland
657,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland
658,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland
659,NULL,Forest,Bareland,NULL,Non_Wetland,Water
660,NULL,Forest,Bareland,NULL,Non_Wetland,Forest
661,NULL,Forest,Bareland,Non_Water,Non_Wetland,Cropland
662,NULL,Forest,Bareland,Water,Non_Wetland,NULL
663,NULL,Forest,Bareland,Water,Non_Wetland,Wetland
664,NULL,Forest,Built-up,NULL,Non_Wetland,NULL
665,NULL,Forest,Built-up,Non_Water,Non_Wetland,Built-up
666,NULL,Forest,Water,NULL,NULL,Forest
667,NULL,Forest,Water,Water,Water,Water
668,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
669,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
670,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland
671,Wetland,NULL,Wetland,NULL,Wetland,NULL
672,Wetland,NULL,Wetland,NULL,Wetland,Cropland
673,Wetland,NULL,Wetland,NULL,Wetland,Wetland
674,Wetland,NULL,Wetland,NULL,Wetland,Bareland
675,Wetland,NULL,Wetland,NULL,Wetland,Water
676,Wetland,NULL,Wetland,NULL,Wetland,Forest
677,Wetland,NULL,Wetland,Non_Water,Wetland,Water
678,Wetland,NULL,Wetland,Water,Wetland,Wetland
679,Wetland,NULL,Wetland,Water,Wetland,Bareland
680,Wetland,NULL,Wetland,Water,Wetland,Water
681,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL
682,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
683,Wetland,NULL,Bareland,NULL,Non_Wetland,Cropland
684,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
685,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
686,Wetland,NULL,Bareland,NULL,Non_Wetland,Water
687,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Water
688,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland
689,Wetland,NULL,Bareland,Water,Non_Wetland,Bareland
690,Wetland,NULL,Bareland,Water,Non_Wetland,Water
691,Wetland,Wetland,Grassland,NULL,Non_Wetland,Cropland
692,Wetland,Wetland,Wetland,NULL,Wetland,NULL
693,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
694,Wetland,Wetland,Wetland,NULL,Wetland,Cropland
695,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
696,Wetland,Wetland,Wetland,NULL,Wetland,Bareland
697,Wetland,Wetland,Wetland,NULL,Wetland,Water
698,Wetland,Wetland,Wetland,Water,Wetland,Wetland
699,Wetland,Wetland,Wetland,Water,Wetland,Water
700,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL
701,Wetland,Wetland,Bareland,NULL,Non_Wetland,Cropland
702,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
703,Wetland,Wetland,Bareland,NULL,Non_Wetland,Bareland
704,Wetland,Bareland,Wetland,NULL,Wetland,Cropland
705,Wetland,Bareland,Wetland,NULL,Wetland,Wetland
706,Wetland,Bareland,Wetland,NULL,Wetland,Bareland
707,Wetland,Bareland,Bareland,NULL,Non_Wetland,Wetland
708,Wetland,Bareland,Bareland,NULL,Non_Wetland,Bareland
709,Wetland,Bareland,Bareland,Water,Non_Wetland,Bareland
710,Wetland,Built-up,Cropland,NULL,Non_Wetland,Wetland
711,Wetland,Water,Cropland,NULL,Non_Wetland,Wetland
712,Wetland,Water,Wetland,NULL,Wetland,NULL
713,Wetland,Water,Wetland,NULL,Wetland,Grassland
714,Wetland,Water,Wetland,NULL,Wetland,Cropland
715,Wetland,Water,Wetland,NULL,Wetland,Wetland
716,Wetland,Water,Wetland,NULL,Wetland,Bareland
717,Wetland,Water,Wetland,NULL,Wetland,Water
718,Wetland,Water,Wetland,NULL,Wetland,Forest
719,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
720,Wetland,Water,Wetland,Non_Water,Wetland,Water
721,Wetland,Water,Wetland,Water,NULL,Bareland
722,Wetland,Water,Wetland,Water,Wetland,Wetland
723,Wetland,Water,Wetland,Water,Wetland,Bareland
724,Wetland,Water,Wetland,Water,Wetland,Water
725,Wetland,Water,Bareland,NULL,Non_Wetland,NULL
726,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland
727,Wetland,Water,Bareland,NULL,Non_Wetland,Cropland
728,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland
729,Wetland,Water,Bareland,NULL,Non_Wetland,Bareland
730,Wetland,Water,Bareland,NULL,Non_Wetland,Water
731,Wetland,Water,Bareland,Water,Non_Wetland,Bareland
732,Wetland,Water,Bareland,Water,Non_Wetland,Water
733,Wetland,Forest,Cropland,NULL,Non_Wetland,Wetland
734,Wetland,Forest,Wetland,NULL,Wetland,Wetland
735,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland
736,Wetland,Forest,Wetland,Water,Wetland,Wetland
737,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
738,Bareland,NULL,NULL,NULL,Non_Wetland,Water
739,Bareland,NULL,NULL,Water,Non_Wetland,Bareland
740,Bareland,NULL,NULL,Water,Non_Wetland,Water
741,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
742,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
743,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
744,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
745,Bareland,NULL,Shrubland,Water,Non_Wetland,Water
746,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
747,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
748,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
749,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
750,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
751,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
752,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland
753,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
754,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
755,Bareland,NULL,Cropland,NULL,Non_Wetland,Water
756,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
757,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
758,Bareland,NULL,Cropland,Water,Non_Wetland,Water
759,Bareland,NULL,Wetland,NULL,Wetland,Grassland
760,Bareland,NULL,Wetland,NULL,Wetland,Cropland
761,Bareland,NULL,Wetland,NULL,Wetland,Wetland
762,Bareland,NULL,Wetland,NULL,Wetland,Bareland
763,Bareland,NULL,Wetland,NULL,Wetland,Water
764,Bareland,NULL,Wetland,Non_Water,Wetland,Water
765,Bareland,NULL,Wetland,Water,NULL,Water
766,Bareland,NULL,Wetland,Water,Wetland,Grassland
767,Bareland,NULL,Wetland,Water,Wetland,Wetland
768,Bareland,NULL,Wetland,Water,Wetland,Bareland
769,Bareland,NULL,Wetland,Water,Wetland,Water
770,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
771,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
772,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
773,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
774,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
775,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
776,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
777,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
778,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland
779,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
780,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
781,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
782,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
783,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water
784,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
785,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland
786,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
787,Bareland,NULL,Bareland,Water,Non_Wetland,Water
788,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
789,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
790,Bareland,NULL,Built-up,NULL,Non_Wetland,Water
791,Bareland,NULL,Water,Water,Water,Water
792,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL
793,Bareland,Wetland,Cropland,NULL,Non_Wetland,Bareland
794,Bareland,Wetland,Wetland,NULL,Wetland,Wetland
795,Bareland,Wetland,Wetland,NULL,Wetland,Bareland
796,Bareland,Wetland,Bareland,NULL,Non_Wetland,Wetland
797,Bareland,Wetland,Bareland,NULL,Non_Wetland,Bareland
798,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
799,Bareland,Bareland,NULL,NULL,Non_Wetland,Water
800,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland
801,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland
802,Bareland,Bareland,NULL,Water,Non_Wetland,Water
803,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
804,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water
805,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
806,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
807,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water
808,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
809,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL
810,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
811,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
812,Bareland,Bareland,Cropland,NULL,Non_Wetland,Wetland
813,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
814,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water
815,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
816,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL
817,Bareland,Bareland,Cropland,Water,Non_Wetland,Grassland
818,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
819,Bareland,Bareland,Cropland,Water,Non_Wetland,Water
820,Bareland,Bareland,Wetland,NULL,NULL,Bareland
821,Bareland,Bareland,Wetland,NULL,NULL,Water
822,Bareland,Bareland,Wetland,NULL,Wetland,NULL
823,Bareland,Bareland,Wetland,NULL,Wetland,Grassland
824,Bareland,Bareland,Wetland,NULL,Wetland,Wetland
825,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
826,Bareland,Bareland,Wetland,NULL,Wetland,Water
827,Bareland,Bareland,Wetland,Non_Water,NULL,Bareland
828,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland
829,Bareland,Bareland,Wetland,Water,NULL,Bareland
830,Bareland,Bareland,Wetland,Water,NULL,Water
831,Bareland,Bareland,Wetland,Water,Wetland,Grassland
832,Bareland,Bareland,Wetland,Water,Wetland,Wetland
833,Bareland,Bareland,Wetland,Water,Wetland,Bareland
834,Bareland,Bareland,Wetland,Water,Wetland,Water
835,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL
836,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
837,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland
838,Bareland,Bareland,Bareland,NULL,Non_Wetland,Wetland
839,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
840,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
841,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
842,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water
843,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
844,Bareland,Bareland,Bareland,Water,Non_Wetland,Built-up
845,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
846,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
847,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up
848,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water
849,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
850,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water
851,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
852,Bareland,Bareland,Built-up,Water,Non_Wetland,Water
853,Bareland,Bareland,Water,NULL,NULL,Bareland
854,Bareland,Bareland,Water,NULL,Water,Bareland
855,Bareland,Bareland,Water,NULL,Water,Water
856,Bareland,Bareland,Water,Water,NULL,Bareland
857,Bareland,Bareland,Water,Water,NULL,Water
858,Bareland,Bareland,Water,Water,Water,Bareland
859,Bareland,Bareland,Water,Water,Water,Water
860,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL
861,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
862,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up
863,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL
864,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
865,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
866,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
867,Bareland,Water,NULL,NULL,Non_Wetland,Bareland
868,Bareland,Water,NULL,NULL,Non_Wetland,Water
869,Bareland,Water,NULL,Water,Non_Wetland,Bareland
870,Bareland,Water,NULL,Water,Non_Wetland,Water
871,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
872,Bareland,Water,Shrubland,NULL,Non_Wetland,Water
873,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland
874,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water
875,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
876,Bareland,Water,Shrubland,Water,Non_Wetland,Water
877,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
878,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
879,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
880,Bareland,Water,Cropland,NULL,Non_Wetland,Water
881,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
882,Bareland,Water,Cropland,Water,Non_Wetland,Water
883,Bareland,Water,Wetland,NULL,NULL,Bareland
