Value,AFRICA_2024_DynamicWorld_2024_36PXU_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PXU_M_R,AFRICA_2024_GLC_FCS30D_2022_36PXU_M_R,AFRICA_2024_GSW_Yearly_2021_36PXU_M_R,AFRICA_2024_GWL_FCS30D_2022_36PXU_M_R,AFRICA_2024_WorldCover_2021_36PXU_M_R
425,Grassland,NULL,Wetland,NULL,Wetland,Cropland
426,Grassland,NULL,Wetland,NULL,Wetland,Forest
427,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland
428,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland
429,Grassland,NULL,Wetland,Non_Water,Wetland,Forest
430,Grassland,NULL,Wetland,Water,Wetland,Grassland
431,Grassland,NULL,Wetland,Water,Wetland,Cropland
432,Grassland,NULL,Wetland,Water,Wetland,Wetland
433,Grassland,NULL,Wetland,Water,Wetland,Water
434,Grassland,NULL,Wetland,Water,Wetland,Forest
435,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland
436,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland
437,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland
438,Grassland,NULL,Water,Water,Water,Grassland
439,Grassland,NULL,Water,Water,Water,Cropland
440,Grassland,NULL,Water,Water,Water,Wetland
441,Grassland,NULL,Water,Water,Water,Water
442,Grassland,NULL,Forest,NULL,Non_Wetland,NULL
443,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
444,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland
445,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland
446,Grassland,NULL,Forest,NULL,Non_Wetland,Forest
447,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland
448,Grassland,NULL,Forest,Non_Water,Non_Wetland,Cropland
449,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland
450,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest
451,Grassland,NULL,Forest,Water,Non_Wetland,Grassland
452,Grassland,NULL,Forest,Water,Non_Wetland,Cropland
453,Grassland,NULL,Forest,Water,Non_Wetland,Wetland
454,Grassland,NULL,Forest,Water,Non_Wetland,Water
455,Grassland,NULL,Forest,Water,Non_Wetland,Forest
456,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL
457,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland
458,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland
459,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland
460,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest
461,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
462,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
463,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Wetland
464,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Forest
465,Grassland,Cropland,NULL,Water,Non_Wetland,Grassland
466,Grassland,Cropland,NULL,Water,Non_Wetland,Wetland
467,Grassland,Cropland,NULL,Water,Non_Wetland,Forest
468,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL
469,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
470,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
471,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
472,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest
473,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
474,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
475,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
476,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
477,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland
478,Grassland,Cropland,Shrubland,Water,Non_Wetland,Cropland
479,Grassland,Cropland,Shrubland,Water,Non_Wetland,Wetland
480,Grassland,Cropland,Shrubland,Water,Non_Wetland,Water
481,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland
482,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland
483,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest
484,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
485,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
486,Grassland,Cropland,Grassland,Water,Non_Wetland,Grassland
487,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL
488,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
489,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland
490,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland
491,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest
492,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
493,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
494,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
495,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
496,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland
497,Grassland,Cropland,Cropland,Water,Non_Wetland,Cropland
498,Grassland,Cropland,Cropland,Water,Non_Wetland,Wetland
499,Grassland,Cropland,Cropland,Water,Non_Wetland,Forest
500,Grassland,Cropland,Wetland,NULL,Wetland,Cropland
501,Grassland,Cropland,Wetland,NULL,Wetland,Wetland
502,Grassland,Cropland,Wetland,NULL,Wetland,Forest
503,Grassland,Cropland,Wetland,Non_Water,Wetland,Cropland
504,Grassland,Cropland,Wetland,Non_Water,Wetland,Forest
505,Grassland,Cropland,Wetland,Water,Wetland,Grassland
506,Grassland,Cropland,Wetland,Water,Wetland,Cropland
507,Grassland,Cropland,Wetland,Water,Wetland,Wetland
508,Grassland,Cropland,Bareland,Water,Non_Wetland,Grassland
509,Grassland,Cropland,Water,Non_Water,Water,Wetland
510,Grassland,Cropland,Water,Water,Water,Grassland
511,Grassland,Cropland,Water,Water,Water,Wetland
512,Grassland,Cropland,Water,Water,Water,Water
513,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL
514,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
515,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland
516,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland
517,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
518,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
519,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
520,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
521,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Forest
522,Grassland,Cropland,Forest,Water,Non_Wetland,Grassland
523,Grassland,Cropland,Forest,Water,Non_Wetland,Cropland
524,Grassland,Cropland,Forest,Water,Non_Wetland,Wetland
525,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland
526,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
527,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
528,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
529,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Forest
530,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
531,Grassland,Wetland,Shrubland,Water,Non_Wetland,Grassland
532,Grassland,Wetland,Shrubland,Water,Non_Wetland,Cropland
533,Grassland,Wetland,Shrubland,Water,Non_Wetland,Wetland
534,Grassland,Wetland,Shrubland,Water,Non_Wetland,Water
535,Grassland,Wetland,Shrubland,Water,Non_Wetland,Forest
536,Grassland,Wetland,Grassland,NULL,Non_Wetland,Forest
537,Grassland,Wetland,Grassland,Water,Non_Wetland,Cropland
538,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland
539,Grassland,Wetland,Cropland,NULL,Non_Wetland,Cropland
540,Grassland,Wetland,Cropland,Water,Non_Wetland,Grassland
541,Grassland,Wetland,Cropland,Water,Non_Wetland,Cropland
542,Grassland,Wetland,Cropland,Water,Non_Wetland,Water
543,Grassland,Wetland,Wetland,Water,Wetland,Wetland
544,Grassland,Wetland,Wetland,Water,Wetland,Water
545,Grassland,Wetland,Water,Water,Water,Water
546,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland
547,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest
548,Grassland,Wetland,Forest,Water,Non_Wetland,Wetland
549,Grassland,Wetland,Forest,Water,Non_Wetland,Water
550,Grassland,Built-up,Cropland,NULL,Non_Wetland,Forest
551,Grassland,Water,NULL,NULL,Non_Wetland,Forest
552,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland
553,Grassland,Water,Shrubland,Water,Non_Wetland,Grassland
554,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland
555,Grassland,Water,Cropland,NULL,Non_Wetland,Cropland
556,Grassland,Water,Cropland,NULL,Non_Wetland,Forest
557,Grassland,Water,Cropland,Non_Water,Non_Wetland,Forest
558,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
559,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
560,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
561,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland
562,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
563,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
564,Grassland,Forest,Shrubland,Water,Non_Wetland,Forest
565,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest
566,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Forest
567,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
568,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland
569,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
570,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Forest
571,Grassland,Forest,Wetland,NULL,Wetland,Forest
572,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
573,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest
574,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
575,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
576,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
577,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland
578,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
579,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland
580,Cropland,NULL,NULL,Non_Water,Non_Wetland,Cropland
581,Cropland,NULL,NULL,Non_Water,Non_Wetland,Wetland
582,Cropland,NULL,NULL,Non_Water,Non_Wetland,Forest
583,Cropland,NULL,NULL,Water,Non_Wetland,Grassland
584,Cropland,NULL,NULL,Water,Non_Wetland,Cropland
585,Cropland,NULL,NULL,Water,Non_Wetland,Wetland
586,Cropland,NULL,NULL,Water,Non_Wetland,Forest
587,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
588,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
589,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
590,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
591,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
592,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
593,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water
594,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
595,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
596,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
597,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
598,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
599,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
600,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL
601,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
602,Cropland,NULL,Shrubland,Water,Non_Wetland,Cropland
603,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland
604,Cropland,NULL,Shrubland,Water,Non_Wetland,Water
605,Cropland,NULL,Shrubland,Water,Non_Wetland,Forest
606,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
607,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
608,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
609,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland
610,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
611,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
612,Cropland,NULL,Grassland,NULL,Non_Wetland,Water
613,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
614,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
615,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
616,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
617,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Forest
618,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland
619,Cropland,NULL,Grassland,Water,Non_Wetland,Cropland
620,Cropland,NULL,Grassland,Water,Non_Wetland,Wetland
621,Cropland,NULL,Grassland,Water,Non_Wetland,Water
622,Cropland,NULL,Grassland,Water,Non_Wetland,Forest
623,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
624,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
625,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
626,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland
627,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
628,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
629,Cropland,NULL,Cropland,NULL,Non_Wetland,Water
630,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
631,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL
632,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
633,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
634,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
635,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
636,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water
637,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest
638,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland
639,Cropland,NULL,Cropland,Water,Non_Wetland,Cropland
640,Cropland,NULL,Cropland,Water,Non_Wetland,Wetland
641,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland
642,Cropland,NULL,Cropland,Water,Non_Wetland,Water
643,Cropland,NULL,Cropland,Water,Non_Wetland,Forest
644,Cropland,NULL,Wetland,NULL,Wetland,NULL
645,Cropland,NULL,Wetland,NULL,Wetland,Grassland
646,Cropland,NULL,Wetland,NULL,Wetland,Cropland
647,Cropland,NULL,Wetland,NULL,Wetland,Wetland
648,Cropland,NULL,Wetland,NULL,Wetland,Forest
649,Cropland,NULL,Wetland,Non_Water,Wetland,NULL
650,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland
651,Cropland,NULL,Wetland,Non_Water,Wetland,Cropland
652,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland
653,Cropland,NULL,Wetland,Non_Water,Wetland,Forest
654,Cropland,NULL,Wetland,Water,Wetland,Grassland
655,Cropland,NULL,Wetland,Water,Wetland,Cropland
656,Cropland,NULL,Wetland,Water,Wetland,Wetland
657,Cropland,NULL,Wetland,Water,Wetland,Water
658,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
659,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
660,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
661,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland
662,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
663,Cropland,NULL,Bareland,NULL,Non_Wetland,Built-up
664,Cropland,NULL,Bareland,NULL,Non_Wetland,Water
665,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
666,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
667,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
668,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Forest
669,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland
670,Cropland,NULL,Bareland,Water,Non_Wetland,Cropland
671,Cropland,NULL,Bareland,Water,Non_Wetland,Wetland
672,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland
673,Cropland,NULL,Bareland,Water,Non_Wetland,Water
674,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
675,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
676,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
677,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
678,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
679,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
680,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
681,Cropland,NULL,Water,NULL,Water,Cropland
682,Cropland,NULL,Water,NULL,Water,Wetland
683,Cropland,NULL,Water,Non_Water,Water,Grassland
684,Cropland,NULL,Water,Non_Water,Water,Forest
685,Cropland,NULL,Water,Water,Water,Grassland
686,Cropland,NULL,Water,Water,Water,Cropland
687,Cropland,NULL,Water,Water,Water,Wetland
688,Cropland,NULL,Water,Water,Water,Water
689,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
690,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
691,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
692,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
693,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
694,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL
695,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
696,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland
697,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland
698,Cropland,NULL,Forest,Non_Water,Non_Wetland,Water
699,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
700,Cropland,NULL,Forest,Water,Non_Wetland,Grassland
701,Cropland,NULL,Forest,Water,Non_Wetland,Cropland
702,Cropland,NULL,Forest,Water,Non_Wetland,Wetland
703,Cropland,NULL,Forest,Water,Non_Wetland,Bareland
704,Cropland,NULL,Forest,Water,Non_Wetland,Water
705,Cropland,NULL,Forest,Water,Non_Wetland,Forest
706,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
707,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
708,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
709,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland
710,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
711,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
712,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL
713,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
714,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
715,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Forest
716,Cropland,Cropland,NULL,Water,Non_Wetland,Grassland
717,Cropland,Cropland,NULL,Water,Non_Wetland,Cropland
718,Cropland,Cropland,NULL,Water,Non_Wetland,Wetland
719,Cropland,Cropland,NULL,Water,Non_Wetland,Forest
720,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
721,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
722,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
723,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
724,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
725,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
726,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water
727,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
728,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
729,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
730,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
731,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
732,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Water
733,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
734,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
735,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland
736,Cropland,Cropland,Shrubland,Water,Non_Wetland,Wetland
737,Cropland,Cropland,Shrubland,Water,Non_Wetland,Bareland
738,Cropland,Cropland,Shrubland,Water,Non_Wetland,Water
739,Cropland,Cropland,Shrubland,Water,Non_Wetland,Forest
740,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
741,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
742,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
743,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
744,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
745,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
746,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
747,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
748,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
749,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Water
750,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
751,Cropland,Cropland,Grassland,Water,Non_Wetland,Grassland
752,Cropland,Cropland,Grassland,Water,Non_Wetland,Cropland
753,Cropland,Cropland,Grassland,Water,Non_Wetland,Wetland
754,Cropland,Cropland,Grassland,Water,Non_Wetland,Bareland
755,Cropland,Cropland,Grassland,Water,Non_Wetland,Water
756,Cropland,Cropland,Grassland,Water,Non_Wetland,Forest
757,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
758,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
759,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
760,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland
761,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
762,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
763,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water
764,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
765,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
766,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
767,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
768,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
769,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
770,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Water
771,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
772,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL
773,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland
774,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
775,Cropland,Cropland,Cropland,Water,Non_Wetland,Wetland
776,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland
777,Cropland,Cropland,Cropland,Water,Non_Wetland,Water
778,Cropland,Cropland,Cropland,Water,Non_Wetland,Forest
779,Cropland,Cropland,Wetland,NULL,Wetland,NULL
780,Cropland,Cropland,Wetland,NULL,Wetland,Grassland
781,Cropland,Cropland,Wetland,NULL,Wetland,Cropland
782,Cropland,Cropland,Wetland,NULL,Wetland,Wetland
783,Cropland,Cropland,Wetland,NULL,Wetland,Water
784,Cropland,Cropland,Wetland,NULL,Wetland,Forest
785,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL
786,Cropland,Cropland,Wetland,Non_Water,Wetland,Grassland
787,Cropland,Cropland,Wetland,Non_Water,Wetland,Cropland
788,Cropland,Cropland,Wetland,Non_Water,Wetland,Wetland
789,Cropland,Cropland,Wetland,Non_Water,Wetland,Forest
790,Cropland,Cropland,Wetland,Water,Wetland,Grassland
791,Cropland,Cropland,Wetland,Water,Wetland,Cropland
792,Cropland,Cropland,Wetland,Water,Wetland,Wetland
793,Cropland,Cropland,Wetland,Water,Wetland,Bareland
794,Cropland,Cropland,Wetland,Water,Wetland,Water
795,Cropland,Cropland,Wetland,Water,Wetland,Forest
796,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
797,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
798,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
799,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
800,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
801,Cropland,Cropland,Bareland,NULL,Non_Wetland,Built-up
802,Cropland,Cropland,Bareland,NULL,Non_Wetland,Water
803,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
804,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
805,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
806,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
807,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
808,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Forest
809,Cropland,Cropland,Bareland,Water,Non_Wetland,Grassland
810,Cropland,Cropland,Bareland,Water,Non_Wetland,Cropland
811,Cropland,Cropland,Bareland,Water,Non_Wetland,Wetland
812,Cropland,Cropland,Bareland,Water,Non_Wetland,Bareland
813,Cropland,Cropland,Bareland,Water,Non_Wetland,Water
814,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
815,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
816,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
817,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
818,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
819,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
820,Cropland,Cropland,Built-up,Water,Non_Wetland,Grassland
821,Cropland,Cropland,Built-up,Water,Non_Wetland,Forest
822,Cropland,Cropland,Water,Non_Water,Water,Grassland
823,Cropland,Cropland,Water,Non_Water,Water,Cropland
824,Cropland,Cropland,Water,Non_Water,Water,Wetland
825,Cropland,Cropland,Water,Non_Water,Water,Forest
826,Cropland,Cropland,Water,Water,Water,Grassland
827,Cropland,Cropland,Water,Water,Water,Cropland
828,Cropland,Cropland,Water,Water,Water,Wetland
829,Cropland,Cropland,Water,Water,Water,Bareland
830,Cropland,Cropland,Water,Water,Water,Water
831,Cropland,Cropland,Water,Water,Water,Forest
832,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
833,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
834,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
835,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
836,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
837,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL
838,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
839,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
840,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
841,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest
842,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland
843,Cropland,Cropland,Forest,Water,Non_Wetland,Cropland
844,Cropland,Cropland,Forest,Water,Non_Wetland,Wetland
845,Cropland,Cropland,Forest,Water,Non_Wetland,Water
846,Cropland,Cropland,Forest,Water,Non_Wetland,Forest
847,Cropland,Wetland,NULL,NULL,Non_Wetland,Forest
848,Cropland,Wetland,NULL,Water,Non_Wetland,Water
849,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL
850,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
