Value,AFRICA_2024_DynamicWorld_2024_37PDP_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PDP_M_R,AFRICA_2024_GLC_FCS30D_2022_37PDP_M_R,AFRICA_2024_GSW_Yearly_2021_37PDP_M_R,AFRICA_2024_GWL_FCS30D_2022_37PDP_M_R,AFRICA_2024_WorldCover_2021_37PDP_M_R
419,Cropland,NULL,Cropland,NULL,Non_Wetland,Water
420,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
421,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
422,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
423,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
424,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
425,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
426,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
427,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
428,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
429,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
430,Cropland,NULL,Bareland,NULL,Non_Wetland,Built-up
431,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
432,Cropland,NULL,Bareland,Water,Non_Wetland,Cropland
433,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
434,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
435,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
436,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
437,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
438,Cropland,NULL,Built-up,NULL,Non_Wetland,Water
439,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
440,Cropland,NULL,Water,NULL,Water,Grassland
441,Cropland,NULL,Water,NULL,Water,Cropland
442,Cropland,NULL,Water,NULL,Water,Water
443,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
444,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
445,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
446,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
447,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
448,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
449,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
450,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland
451,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
452,Cropland,NULL,Forest,Water,Non_Wetland,Grassland
453,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
454,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
455,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
456,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland
457,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
458,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up
459,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
460,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
461,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Wetland
462,Cropland,Cropland,NULL,Water,Non_Wetland,Cropland
463,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
464,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
465,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
466,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
467,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
468,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
469,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
470,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
471,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
472,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland
473,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
474,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
475,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
476,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
477,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
478,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
479,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
480,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
481,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
482,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
483,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland
484,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
485,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
486,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water
487,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
488,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
489,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
490,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
491,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland
492,Cropland,Cropland,Cropland,Water,Non_Wetland,Water
493,Cropland,Cropland,Cropland,Water,Non_Wetland,Forest
494,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
495,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
496,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
497,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
498,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
499,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
500,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
501,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
502,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
503,Cropland,Cropland,Bareland,NULL,Non_Wetland,Built-up
504,Cropland,Cropland,Bareland,NULL,Non_Wetland,Water
505,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
506,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
507,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
508,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
509,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
510,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
511,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
512,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
513,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
514,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
515,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
516,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
517,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
518,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
519,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
520,Cropland,Cropland,Forest,Water,Non_Wetland,Cropland
521,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland
522,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland
523,Cropland,Bareland,Bareland,NULL,Non_Wetland,Grassland
524,Cropland,Bareland,Bareland,NULL,Non_Wetland,Cropland
525,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
526,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL
527,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
528,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
529,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland
530,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up
531,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
532,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
533,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
534,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
535,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Wetland
536,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
537,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
538,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
539,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
540,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
541,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
542,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
543,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
544,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
545,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
546,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
547,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
548,Cropland,Built-up,Cropland,NULL,Non_Wetland,Wetland
549,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
550,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
551,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
552,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
553,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
554,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL
555,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
556,Cropland,Built-up,Bareland,NULL,Non_Wetland,Cropland
557,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
558,Cropland,Built-up,Bareland,NULL,Non_Wetland,Built-up
559,Cropland,Built-up,Bareland,NULL,Non_Wetland,Forest
560,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL
561,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
562,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
563,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
564,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
565,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
566,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
567,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
568,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
569,Cropland,Built-up,Forest,NULL,Non_Wetland,Wetland
570,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland
571,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
572,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
573,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
574,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
575,Cropland,Water,Bareland,NULL,Non_Wetland,Cropland
576,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
577,Cropland,Water,Bareland,Water,Non_Wetland,Bareland
578,Cropland,Water,Built-up,NULL,Non_Wetland,Bareland
579,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
580,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
581,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
582,Cropland,Forest,NULL,NULL,Non_Wetland,Built-up
583,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
584,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
585,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
586,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
587,Cropland,Forest,Shrubland,NULL,Non_Wetland,Built-up
588,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
589,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
590,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
591,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
592,Cropland,Forest,Grassland,NULL,Non_Wetland,Built-up
593,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
594,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
595,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
596,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
597,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland
598,Cropland,Forest,Cropland,NULL,Non_Wetland,Built-up
599,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
600,Cropland,Forest,Bareland,NULL,Non_Wetland,Built-up
601,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL
602,Cropland,Forest,Built-up,NULL,Non_Wetland,Built-up
603,Cropland,Forest,Built-up,NULL,Non_Wetland,Forest
604,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
605,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
606,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
607,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
608,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
609,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
610,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
611,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
612,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
613,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
614,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
615,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
616,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up
617,Bareland,NULL,NULL,NULL,Non_Wetland,Water
618,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
619,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL
620,Bareland,NULL,NULL,Water,Non_Wetland,NULL
621,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
622,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
623,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
624,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
625,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
626,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
627,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
628,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
629,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL
630,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
631,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland
632,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
633,Bareland,NULL,Shrubland,Water,Non_Wetland,Water
634,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
635,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
636,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
637,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
638,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
639,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
640,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
641,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
642,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
643,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
644,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
645,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
646,Bareland,NULL,Cropland,NULL,Non_Wetland,Water
647,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
648,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
649,Bareland,NULL,Cropland,Water,Non_Wetland,NULL
650,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
651,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland
652,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
653,Bareland,NULL,Cropland,Water,Non_Wetland,Water
654,Bareland,NULL,Wetland,NULL,Wetland,NULL
655,Bareland,NULL,Wetland,NULL,Wetland,Cropland
656,Bareland,NULL,Wetland,NULL,Wetland,Bareland
657,Bareland,NULL,Wetland,NULL,Wetland,Water
658,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland
659,Bareland,NULL,Wetland,Non_Water,Wetland,Water
660,Bareland,NULL,Wetland,Water,Wetland,NULL
661,Bareland,NULL,Wetland,Water,Wetland,Grassland
662,Bareland,NULL,Wetland,Water,Wetland,Cropland
663,Bareland,NULL,Wetland,Water,Wetland,Bareland
664,Bareland,NULL,Wetland,Water,Wetland,Water
665,Bareland,NULL,Wetland,Water,Wetland,Forest
666,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
667,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
668,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
669,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
670,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
671,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
672,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
673,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
674,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
675,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
676,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
677,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
678,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
679,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL
680,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
681,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
682,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
683,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water
684,Bareland,NULL,Bareland,Water,Non_Wetland,NULL
685,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
686,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland
687,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
688,Bareland,NULL,Bareland,Water,Non_Wetland,Water
689,Bareland,NULL,Bareland,Water,Non_Wetland,Forest
690,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
691,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
692,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
693,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
694,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
695,Bareland,NULL,Built-up,NULL,Non_Wetland,Water
696,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest
697,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
698,Bareland,NULL,Built-up,Water,Non_Wetland,Water
699,Bareland,NULL,Water,NULL,Water,NULL
700,Bareland,NULL,Water,NULL,Water,Grassland
701,Bareland,NULL,Water,NULL,Water,Cropland
702,Bareland,NULL,Water,NULL,Water,Bareland
703,Bareland,NULL,Water,NULL,Water,Water
704,Bareland,NULL,Water,Water,Water,Water
705,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
706,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
707,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
708,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
709,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up
710,Bareland,NULL,Forest,NULL,Non_Wetland,Water
711,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
712,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL
713,Bareland,NULL,Forest,Water,Non_Wetland,NULL
714,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL
715,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
716,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
717,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
718,Bareland,Cropland,NULL,NULL,Non_Wetland,Built-up
719,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest
720,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
721,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
722,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
723,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
724,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
725,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
726,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
727,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
728,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
729,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
730,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
731,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest
732,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
733,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
734,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
735,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
736,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up
737,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
738,Bareland,Cropland,Cropland,Water,Non_Wetland,Bareland
739,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
740,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
741,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
742,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
743,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
744,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL
745,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
746,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
747,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
748,Bareland,Cropland,Bareland,NULL,Non_Wetland,Built-up
749,Bareland,Cropland,Bareland,NULL,Non_Wetland,Water
750,Bareland,Cropland,Bareland,NULL,Non_Wetland,Forest
751,Bareland,Cropland,Bareland,Water,Non_Wetland,Grassland
752,Bareland,Cropland,Bareland,Water,Non_Wetland,Cropland
753,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland
754,Bareland,Cropland,Bareland,Water,Non_Wetland,Water
755,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL
756,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
757,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
758,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
759,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up
760,Bareland,Cropland,Built-up,NULL,Non_Wetland,Forest
761,Bareland,Cropland,Water,NULL,Water,Grassland
762,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL
763,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
764,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
765,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland
766,Bareland,Cropland,Forest,NULL,Non_Wetland,Built-up
767,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
768,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
769,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL
770,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
771,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
772,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
773,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water
774,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL
775,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
776,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
777,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
778,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL
779,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
780,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
781,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
782,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water
783,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
784,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
785,Bareland,Bareland,Wetland,NULL,Wetland,Water
786,Bareland,Bareland,Wetland,Water,Wetland,Cropland
787,Bareland,Bareland,Wetland,Water,Wetland,Bareland
788,Bareland,Bareland,Wetland,Water,Wetland,Water
789,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
790,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL
791,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
792,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland
793,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
794,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
795,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Cropland
796,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
797,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL
798,Bareland,Bareland,Bareland,Water,Non_Wetland,Cropland
799,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
800,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
801,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
802,Bareland,Bareland,Built-up,NULL,Non_Wetland,Cropland
803,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
804,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water
805,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
806,Bareland,Bareland,Water,NULL,Water,Bareland
807,Bareland,Bareland,Water,Water,Water,Bareland
808,Bareland,Bareland,Water,Water,Water,Water
809,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
810,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL
811,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland
812,Bareland,Built-up,NULL,NULL,Non_Wetland,Cropland
813,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland
814,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL
815,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
816,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
817,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
818,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
819,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Forest
820,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL
821,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
822,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
823,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
824,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
825,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL
826,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
827,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland
828,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
829,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up
830,Bareland,Built-up,Cropland,NULL,Non_Wetland,Forest
831,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL
832,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
833,Bareland,Built-up,Bareland,NULL,Non_Wetland,Cropland
834,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
835,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
