Value,AFRICA_2024_DynamicWorld_2024_37PCN_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PCN_M_R,AFRICA_2024_GLC_FCS30D_2022_37PCN_M_R,AFRICA_2024_GSW_Yearly_2021_37PCN_M_R,AFRICA_2024_GWL_FCS30D_2022_37PCN_M_R,AFRICA_2024_WorldCover_2021_37PCN_M_R
431,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL
432,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland
433,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland
434,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland
435,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland
436,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest
437,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
438,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
439,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
440,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
441,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
442,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland
443,Grassland,NULL,Shrubland,Water,Non_Wetland,Cropland
444,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland
445,Grassland,NULL,Shrubland,Water,Non_Wetland,Forest
446,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL
447,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland
448,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland
449,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland
450,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest
451,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL
452,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
453,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest
454,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland
455,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL
456,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland
457,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland
458,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland
459,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up
460,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest
461,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
462,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
463,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
464,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest
465,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland
466,Grassland,NULL,Cropland,Water,Non_Wetland,Cropland
467,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland
468,Grassland,NULL,Wetland,NULL,Wetland,NULL
469,Grassland,NULL,Wetland,NULL,Wetland,Grassland
470,Grassland,NULL,Wetland,NULL,Wetland,Cropland
471,Grassland,NULL,Wetland,NULL,Wetland,Wetland
472,Grassland,NULL,Wetland,NULL,Wetland,Forest
473,Grassland,NULL,Wetland,Non_Water,Wetland,NULL
474,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland
475,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland
476,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland
477,Grassland,NULL,Wetland,Non_Water,Wetland,Forest
478,Grassland,NULL,Wetland,Water,Wetland,NULL
479,Grassland,NULL,Wetland,Water,Wetland,Grassland
480,Grassland,NULL,Wetland,Water,Wetland,Cropland
481,Grassland,NULL,Wetland,Water,Wetland,Wetland
482,Grassland,NULL,Wetland,Water,Wetland,Water
483,Grassland,NULL,Wetland,Water,Wetland,Forest
484,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL
485,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland
486,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland
487,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland
488,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland
489,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest
490,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
491,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland
492,Grassland,NULL,Bareland,Water,Non_Wetland,Water
493,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL
494,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland
495,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland
496,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up
497,Grassland,NULL,Built-up,NULL,Non_Wetland,Forest
498,Grassland,NULL,Water,NULL,Water,Wetland
499,Grassland,NULL,Water,Non_Water,Water,Wetland
500,Grassland,NULL,Water,Non_Water,Water,Forest
501,Grassland,NULL,Water,Water,Water,Wetland
502,Grassland,NULL,Water,Water,Water,Water
503,Grassland,NULL,Water,Water,Water,Forest
504,Grassland,NULL,Forest,NULL,Non_Wetland,NULL
505,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
506,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland
507,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland
508,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up
509,Grassland,NULL,Forest,NULL,Non_Wetland,Forest
510,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL
511,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland
512,Grassland,NULL,Forest,Non_Water,Non_Wetland,Cropland
513,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland
514,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest
515,Grassland,NULL,Forest,Water,Non_Wetland,Cropland
516,Grassland,NULL,Forest,Water,Non_Wetland,Wetland
517,Grassland,NULL,Forest,Water,Non_Wetland,Water
518,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL
519,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland
520,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland
521,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland
522,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland
523,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest
524,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL
525,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
526,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
527,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Wetland
528,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Forest
529,Grassland,Cropland,NULL,Water,Non_Wetland,Cropland
530,Grassland,Cropland,NULL,Water,Non_Wetland,Wetland
531,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL
532,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
533,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
534,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
535,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
536,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
537,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest
538,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
539,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
540,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
541,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
542,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
543,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland
544,Grassland,Cropland,Shrubland,Water,Non_Wetland,Cropland
545,Grassland,Cropland,Shrubland,Water,Non_Wetland,Wetland
546,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL
547,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland
548,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland
549,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland
550,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland
551,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up
552,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest
553,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
554,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
555,Grassland,Cropland,Grassland,Water,Non_Wetland,Cropland
556,Grassland,Cropland,Grassland,Water,Non_Wetland,Wetland
557,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL
558,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
559,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland
560,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland
561,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland
562,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up
563,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest
564,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
565,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
566,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
567,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
568,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
569,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland
570,Grassland,Cropland,Cropland,Water,Non_Wetland,Cropland
571,Grassland,Cropland,Cropland,Water,Non_Wetland,Wetland
572,Grassland,Cropland,Wetland,NULL,Wetland,NULL
573,Grassland,Cropland,Wetland,NULL,Wetland,Grassland
574,Grassland,Cropland,Wetland,NULL,Wetland,Cropland
575,Grassland,Cropland,Wetland,NULL,Wetland,Wetland
576,Grassland,Cropland,Wetland,NULL,Wetland,Forest
577,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL
578,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland
579,Grassland,Cropland,Wetland,Non_Water,Wetland,Cropland
580,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland
581,Grassland,Cropland,Wetland,Non_Water,Wetland,Forest
582,Grassland,Cropland,Wetland,Water,Wetland,Grassland
583,Grassland,Cropland,Wetland,Water,Wetland,Cropland
584,Grassland,Cropland,Wetland,Water,Wetland,Wetland
585,Grassland,Cropland,Wetland,Water,Wetland,Water
586,Grassland,Cropland,Wetland,Water,Wetland,Forest
587,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
588,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL
589,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland
590,Grassland,Cropland,Bareland,NULL,Non_Wetland,Cropland
591,Grassland,Cropland,Bareland,NULL,Non_Wetland,Wetland
592,Grassland,Cropland,Bareland,NULL,Non_Wetland,Bareland
593,Grassland,Cropland,Bareland,NULL,Non_Wetland,Built-up
594,Grassland,Cropland,Bareland,NULL,Non_Wetland,Forest
595,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
596,Grassland,Cropland,Bareland,Water,Non_Wetland,Cropland
597,Grassland,Cropland,Bareland,Water,Non_Wetland,Wetland
598,Grassland,Cropland,Bareland,Water,Non_Wetland,Bareland
599,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL
600,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland
601,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland
602,Grassland,Cropland,Built-up,NULL,Non_Wetland,Wetland
603,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland
604,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up
605,Grassland,Cropland,Built-up,NULL,Non_Wetland,Forest
606,Grassland,Cropland,Built-up,Non_Water,Non_Wetland,Cropland
607,Grassland,Cropland,Built-up,Non_Water,Non_Wetland,Wetland
608,Grassland,Cropland,Built-up,Water,Non_Wetland,Wetland
609,Grassland,Cropland,Water,NULL,Water,Cropland
610,Grassland,Cropland,Water,NULL,Water,Wetland
611,Grassland,Cropland,Water,NULL,Water,Forest
612,Grassland,Cropland,Water,Non_Water,Water,Grassland
613,Grassland,Cropland,Water,Non_Water,Water,Cropland
614,Grassland,Cropland,Water,Non_Water,Water,Wetland
615,Grassland,Cropland,Water,Water,Water,Grassland
616,Grassland,Cropland,Water,Water,Water,Cropland
617,Grassland,Cropland,Water,Water,Water,Wetland
618,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL
619,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
620,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland
621,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland
622,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland
623,Grassland,Cropland,Forest,NULL,Non_Wetland,Built-up
624,Grassland,Cropland,Forest,NULL,Non_Wetland,Water
625,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
626,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL
627,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
628,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
629,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
630,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Forest
631,Grassland,Cropland,Forest,Water,Non_Wetland,Grassland
632,Grassland,Cropland,Forest,Water,Non_Wetland,Cropland
633,Grassland,Cropland,Forest,Water,Non_Wetland,Wetland
634,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL
635,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland
636,Grassland,Wetland,NULL,NULL,Non_Wetland,Cropland
637,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland
638,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
639,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Forest
640,Grassland,Wetland,NULL,Water,Non_Wetland,Cropland
641,Grassland,Wetland,NULL,Water,Non_Wetland,Wetland
642,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL
643,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
644,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
645,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
646,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Forest
647,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
648,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
649,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
650,Grassland,Wetland,Shrubland,Water,Non_Wetland,Grassland
651,Grassland,Wetland,Shrubland,Water,Non_Wetland,Cropland
652,Grassland,Wetland,Shrubland,Water,Non_Wetland,Wetland
653,Grassland,Wetland,Shrubland,Water,Non_Wetland,Water
654,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL
655,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland
656,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland
657,Grassland,Wetland,Grassland,NULL,Non_Wetland,Forest
658,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
659,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Water
660,Grassland,Wetland,Grassland,Water,Non_Wetland,Wetland
661,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland
662,Grassland,Wetland,Cropland,NULL,Non_Wetland,Cropland
663,Grassland,Wetland,Cropland,NULL,Non_Wetland,Wetland
664,Grassland,Wetland,Cropland,NULL,Non_Wetland,Forest
665,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
666,Grassland,Wetland,Cropland,Water,Non_Wetland,Grassland
667,Grassland,Wetland,Cropland,Water,Non_Wetland,Cropland
668,Grassland,Wetland,Cropland,Water,Non_Wetland,Wetland
669,Grassland,Wetland,Cropland,Water,Non_Wetland,Water
670,Grassland,Wetland,Wetland,NULL,Wetland,NULL
671,Grassland,Wetland,Wetland,NULL,Wetland,Grassland
672,Grassland,Wetland,Wetland,NULL,Wetland,Cropland
673,Grassland,Wetland,Wetland,NULL,Wetland,Wetland
674,Grassland,Wetland,Wetland,NULL,Wetland,Forest
675,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL
676,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland
677,Grassland,Wetland,Wetland,Non_Water,Wetland,Cropland
678,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland
679,Grassland,Wetland,Wetland,Non_Water,Wetland,Forest
680,Grassland,Wetland,Wetland,Water,Wetland,Grassland
681,Grassland,Wetland,Wetland,Water,Wetland,Cropland
682,Grassland,Wetland,Wetland,Water,Wetland,Wetland
683,Grassland,Wetland,Wetland,Water,Wetland,Water
684,Grassland,Wetland,Wetland,Water,Wetland,Forest
685,Grassland,Wetland,Bareland,NULL,Non_Wetland,Cropland
686,Grassland,Wetland,Bareland,NULL,Non_Wetland,Wetland
687,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
688,Grassland,Wetland,Bareland,Water,Non_Wetland,Wetland
689,Grassland,Wetland,Bareland,Water,Non_Wetland,Water
690,Grassland,Wetland,Built-up,NULL,Non_Wetland,Wetland
691,Grassland,Wetland,Water,NULL,Water,Wetland
692,Grassland,Wetland,Water,NULL,Water,Water
693,Grassland,Wetland,Water,Non_Water,Water,Wetland
694,Grassland,Wetland,Water,Non_Water,Water,Forest
695,Grassland,Wetland,Water,Water,Water,Wetland
696,Grassland,Wetland,Water,Water,Water,Water
697,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL
698,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland
699,Grassland,Wetland,Forest,NULL,Non_Wetland,Cropland
700,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland
701,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest
702,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL
703,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
704,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Cropland
705,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
706,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Forest
707,Grassland,Wetland,Forest,Water,Non_Wetland,Cropland
708,Grassland,Wetland,Forest,Water,Non_Wetland,Wetland
709,Grassland,Wetland,Forest,Water,Non_Wetland,Water
710,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL
711,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland
712,Grassland,Built-up,NULL,NULL,Non_Wetland,Cropland
713,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL
714,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
715,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
716,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
717,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Forest
718,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL
719,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland
720,Grassland,Built-up,Grassland,NULL,Non_Wetland,Cropland
721,Grassland,Built-up,Grassland,NULL,Non_Wetland,Forest
722,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland
723,Grassland,Built-up,Cropland,NULL,Non_Wetland,Cropland
724,Grassland,Built-up,Cropland,NULL,Non_Wetland,Forest
725,Grassland,Built-up,Wetland,NULL,Wetland,Grassland
726,Grassland,Built-up,Wetland,NULL,Wetland,Cropland
727,Grassland,Built-up,Wetland,NULL,Wetland,Wetland
728,Grassland,Built-up,Wetland,NULL,Wetland,Forest
729,Grassland,Built-up,Bareland,NULL,Non_Wetland,Forest
730,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL
731,Grassland,Built-up,Built-up,NULL,Non_Wetland,Cropland
732,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up
733,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL
734,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland
735,Grassland,Built-up,Forest,NULL,Non_Wetland,Cropland
736,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest
737,Grassland,Water,NULL,NULL,Non_Wetland,Wetland
738,Grassland,Water,NULL,Non_Water,Non_Wetland,Wetland
739,Grassland,Water,NULL,Water,Non_Wetland,Cropland
740,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland
741,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland
742,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
743,Grassland,Water,Shrubland,Water,Non_Wetland,Grassland
744,Grassland,Water,Shrubland,Water,Non_Wetland,Cropland
745,Grassland,Water,Shrubland,Water,Non_Wetland,Wetland
746,Grassland,Water,Grassland,NULL,Non_Wetland,Cropland
747,Grassland,Water,Grassland,NULL,Non_Wetland,Wetland
748,Grassland,Water,Grassland,Water,Non_Wetland,Wetland
749,Grassland,Water,Cropland,NULL,Non_Wetland,Cropland
750,Grassland,Water,Cropland,NULL,Non_Wetland,Forest
751,Grassland,Water,Cropland,Non_Water,Non_Wetland,Wetland
752,Grassland,Water,Cropland,Water,Non_Wetland,Cropland
753,Grassland,Water,Cropland,Water,Non_Wetland,Wetland
754,Grassland,Water,Cropland,Water,Non_Wetland,Forest
755,Grassland,Water,Wetland,NULL,Wetland,Wetland
756,Grassland,Water,Wetland,NULL,Wetland,Forest
757,Grassland,Water,Wetland,Non_Water,Wetland,Cropland
758,Grassland,Water,Wetland,Non_Water,Wetland,Wetland
759,Grassland,Water,Wetland,Non_Water,Wetland,Forest
760,Grassland,Water,Wetland,Water,Wetland,Grassland
761,Grassland,Water,Wetland,Water,Wetland,Cropland
762,Grassland,Water,Wetland,Water,Wetland,Wetland
763,Grassland,Water,Wetland,Water,Wetland,Water
764,Grassland,Water,Wetland,Water,Wetland,Forest
765,Grassland,Water,Bareland,Non_Water,Non_Wetland,Cropland
766,Grassland,Water,Bareland,Water,Non_Wetland,Water
767,Grassland,Water,Water,NULL,Water,Wetland
768,Grassland,Water,Water,Non_Water,Water,Wetland
769,Grassland,Water,Forest,NULL,Non_Wetland,Cropland
770,Grassland,Water,Forest,NULL,Non_Wetland,Wetland
771,Grassland,Water,Forest,Non_Water,Non_Wetland,Wetland
772,Grassland,Water,Forest,Water,Non_Wetland,Cropland
773,Grassland,Water,Forest,Water,Non_Wetland,Wetland
774,Grassland,Water,Forest,Water,Non_Wetland,Forest
775,Grassland,Forest,NULL,NULL,Non_Wetland,NULL
776,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland
777,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland
778,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
779,Grassland,Forest,NULL,Non_Water,Non_Wetland,Wetland
780,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
781,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
782,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland
783,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland
784,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
785,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL
786,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
787,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
788,Grassland,Forest,Shrubland,Water,Non_Wetland,Wetland
789,Grassland,Forest,Shrubland,Water,Non_Wetland,Forest
790,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL
791,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
792,Grassland,Forest,Grassland,NULL,Non_Wetland,Cropland
793,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland
794,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest
795,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Wetland
796,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Forest
797,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL
798,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
799,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland
800,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland
801,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Wetland
802,Grassland,Forest,Cropland,Water,Non_Wetland,Wetland
803,Grassland,Forest,Wetland,NULL,Wetland,NULL
804,Grassland,Forest,Wetland,NULL,Wetland,Cropland
805,Grassland,Forest,Wetland,NULL,Wetland,Wetland
806,Grassland,Forest,Wetland,NULL,Wetland,Forest
807,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland
808,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland
809,Grassland,Forest,Wetland,Non_Water,Wetland,Forest
810,Grassland,Forest,Wetland,Water,Wetland,Wetland
811,Grassland,Forest,Wetland,Water,Wetland,Water
812,Grassland,Forest,Wetland,Water,Wetland,Forest
813,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL
814,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland
815,Grassland,Forest,Bareland,NULL,Non_Wetland,Bareland
816,Grassland,Forest,Bareland,NULL,Non_Wetland,Forest
817,Grassland,Forest,Water,Non_Water,Water,Wetland
818,Grassland,Forest,Water,Non_Water,Water,Forest
819,Grassland,Forest,Water,Water,Water,Wetland
820,Grassland,Forest,Water,Water,Water,Forest
821,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
822,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
823,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
824,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland
825,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
826,Grassland,Forest,Forest,Non_Water,Non_Wetland,Cropland
827,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland
828,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest
829,Grassland,Forest,Forest,Water,Non_Wetland,Wetland
830,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
831,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
832,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
833,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland
834,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
835,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up
836,Cropland,NULL,NULL,NULL,Non_Wetland,Water
837,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
838,Cropland,NULL,NULL,Non_Water,Non_Wetland,Wetland
839,Cropland,NULL,NULL,Water,Non_Wetland,Cropland
840,Cropland,NULL,NULL,Water,Non_Wetland,Wetland
841,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
842,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
843,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
844,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
845,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
846,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
847,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
848,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
849,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
850,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
851,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
852,Cropland,NULL,Shrubland,Water,Non_Wetland,Cropland
853,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
854,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
855,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
856,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
857,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
