Value,AFRICA_2024_DynamicWorld_2024_37PEL_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PEL_M_R,AFRICA_2024_GLC_FCS30D_2022_37PEL_M_R,AFRICA_2024_GSW_Yearly_2021_37PEL_M_R,AFRICA_2024_GWL_FCS30D_2022_37PEL_M_R,AFRICA_2024_WorldCover_2021_37PEL_M_R
420,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland
421,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland
422,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland
423,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up
424,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest
425,Grassland,Cropland,Grassland,Water,Non_Wetland,Grassland
426,Grassland,Cropland,Grassland,Water,Non_Wetland,Cropland
427,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL
428,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
429,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland
430,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland
431,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland
432,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up
433,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest
434,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
435,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
436,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland
437,Grassland,Cropland,Cropland,Water,Non_Wetland,Cropland
438,Grassland,Cropland,Cropland,Water,Non_Wetland,Wetland
439,Grassland,Cropland,Wetland,NULL,Wetland,Grassland
440,Grassland,Cropland,Wetland,NULL,Wetland,Cropland
441,Grassland,Cropland,Wetland,NULL,Wetland,Wetland
442,Grassland,Cropland,Wetland,NULL,Wetland,Forest
443,Grassland,Cropland,Wetland,Non_Water,Wetland,Cropland
444,Grassland,Cropland,Wetland,Water,Wetland,Cropland
445,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
446,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
447,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
448,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
449,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL
450,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland
451,Grassland,Cropland,Bareland,NULL,Non_Wetland,Cropland
452,Grassland,Cropland,Bareland,NULL,Non_Wetland,Bareland
453,Grassland,Cropland,Bareland,NULL,Non_Wetland,Built-up
454,Grassland,Cropland,Bareland,NULL,Non_Wetland,Forest
455,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
456,Grassland,Cropland,Bareland,Water,Non_Wetland,Cropland
457,Grassland,Cropland,Bareland,Water,Non_Wetland,Bareland
458,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL
459,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland
460,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland
461,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland
462,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up
463,Grassland,Cropland,Built-up,NULL,Non_Wetland,Forest
464,Grassland,Cropland,Water,NULL,Water,Cropland
465,Grassland,Cropland,Water,Non_Water,Water,Cropland
466,Grassland,Cropland,Water,Water,Water,Bareland
467,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL
468,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
469,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland
470,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland
471,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland
472,Grassland,Cropland,Forest,NULL,Non_Wetland,Built-up
473,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
474,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
475,Grassland,Cropland,Forest,Water,Non_Wetland,Cropland
476,Grassland,Cropland,Forest,Water,Non_Wetland,Wetland
477,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL
478,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland
479,Grassland,Built-up,NULL,NULL,Non_Wetland,Cropland
480,Grassland,Built-up,NULL,NULL,Non_Wetland,Forest
481,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL
482,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
483,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
484,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
485,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
486,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL
487,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland
488,Grassland,Built-up,Grassland,NULL,Non_Wetland,Cropland
489,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland
490,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up
491,Grassland,Built-up,Grassland,NULL,Non_Wetland,Forest
492,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL
493,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland
494,Grassland,Built-up,Cropland,NULL,Non_Wetland,Cropland
495,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up
496,Grassland,Built-up,Cropland,NULL,Non_Wetland,Forest
497,Grassland,Built-up,Bareland,NULL,Non_Wetland,Built-up
498,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL
499,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland
500,Grassland,Built-up,Built-up,NULL,Non_Wetland,Cropland
501,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up
502,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL
503,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland
504,Grassland,Built-up,Forest,NULL,Non_Wetland,Cropland
505,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up
506,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest
507,Grassland,Water,NULL,NULL,Non_Wetland,Grassland
508,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland
509,Grassland,Water,Shrubland,NULL,Non_Wetland,Cropland
510,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland
511,Grassland,Water,Bareland,NULL,Non_Wetland,Grassland
512,Grassland,Water,Bareland,NULL,Non_Wetland,Cropland
513,Grassland,Water,Forest,NULL,Non_Wetland,Grassland
514,Grassland,Water,Forest,NULL,Non_Wetland,Cropland
515,Grassland,Forest,NULL,NULL,Non_Wetland,NULL
516,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
517,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland
518,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
519,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
520,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
521,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland
522,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
523,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL
524,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
525,Grassland,Forest,Grassland,NULL,Non_Wetland,Cropland
526,Grassland,Forest,Grassland,NULL,Non_Wetland,Built-up
527,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest
528,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL
529,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
530,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland
531,Grassland,Forest,Cropland,NULL,Non_Wetland,Built-up
532,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
533,Grassland,Forest,Wetland,NULL,Wetland,Forest
534,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL
535,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland
536,Grassland,Forest,Bareland,NULL,Non_Wetland,Cropland
537,Grassland,Forest,Bareland,NULL,Non_Wetland,Bareland
538,Grassland,Forest,Bareland,NULL,Non_Wetland,Forest
539,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL
540,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland
541,Grassland,Forest,Built-up,NULL,Non_Wetland,Built-up
542,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
543,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
544,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
545,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland
546,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
547,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
548,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
549,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
550,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland
551,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
552,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up
553,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
554,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
555,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
556,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
557,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
558,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
559,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
560,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
561,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
562,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
563,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
564,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
565,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
566,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
567,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
568,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
569,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland
570,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
571,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
572,Cropland,NULL,Grassland,NULL,Non_Wetland,Water
573,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
574,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL
575,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
576,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
577,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
578,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
579,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Water
580,Cropland,NULL,Grassland,Water,Non_Wetland,NULL
581,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland
582,Cropland,NULL,Grassland,Water,Non_Wetland,Cropland
583,Cropland,NULL,Grassland,Water,Non_Wetland,Wetland
584,Cropland,NULL,Grassland,Water,Non_Wetland,Bareland
585,Cropland,NULL,Grassland,Water,Non_Wetland,Water
586,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
587,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
588,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
589,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland
590,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
591,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
592,Cropland,NULL,Cropland,NULL,Non_Wetland,Water
593,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
594,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL
595,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
596,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
597,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
598,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
599,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest
600,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland
601,Cropland,NULL,Cropland,Water,Non_Wetland,Cropland
602,Cropland,NULL,Wetland,NULL,Wetland,NULL
603,Cropland,NULL,Wetland,NULL,Wetland,Grassland
604,Cropland,NULL,Wetland,NULL,Wetland,Cropland
605,Cropland,NULL,Wetland,NULL,Wetland,Wetland
606,Cropland,NULL,Wetland,NULL,Wetland,Bareland
607,Cropland,NULL,Wetland,NULL,Wetland,Forest
608,Cropland,NULL,Wetland,Non_Water,Wetland,Forest
609,Cropland,NULL,Wetland,Water,Wetland,Cropland
610,Cropland,NULL,Wetland,Water,Wetland,Wetland
611,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
612,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
613,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
614,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
615,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
616,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
617,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
618,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
619,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
620,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland
621,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
622,Cropland,NULL,Bareland,NULL,Non_Wetland,Built-up
623,Cropland,NULL,Bareland,NULL,Non_Wetland,Water
624,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
625,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL
626,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
627,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
628,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
629,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
630,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Water
631,Cropland,NULL,Bareland,Water,Non_Wetland,NULL
632,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland
633,Cropland,NULL,Bareland,Water,Non_Wetland,Cropland
634,Cropland,NULL,Bareland,Water,Non_Wetland,Wetland
635,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland
636,Cropland,NULL,Bareland,Water,Non_Wetland,Water
637,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
638,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
639,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
640,Cropland,NULL,Built-up,NULL,Non_Wetland,Wetland
641,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
642,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
643,Cropland,NULL,Built-up,NULL,Non_Wetland,Water
644,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
645,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL
646,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
647,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Cropland
648,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
649,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Forest
650,Cropland,NULL,Built-up,Water,Non_Wetland,Grassland
651,Cropland,NULL,Water,Water,Water,Wetland
652,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
653,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
654,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
655,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
656,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
657,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
658,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
659,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL
660,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland
661,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
662,Cropland,NULL,Forest,Water,Non_Wetland,Cropland
663,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
664,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
665,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
666,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland
667,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
668,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up
669,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
670,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
671,Cropland,Cropland,NULL,Water,Non_Wetland,Grassland
672,Cropland,Cropland,NULL,Water,Non_Wetland,Cropland
673,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
674,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
675,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
676,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
677,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
678,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
679,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
680,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
681,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
682,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
683,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
684,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
685,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland
686,Cropland,Cropland,Shrubland,Water,Non_Wetland,Bareland
687,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
688,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
689,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
690,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland
691,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
692,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
693,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
694,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL
695,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
696,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
697,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
698,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
699,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
700,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL
701,Cropland,Cropland,Grassland,Water,Non_Wetland,Grassland
702,Cropland,Cropland,Grassland,Water,Non_Wetland,Cropland
703,Cropland,Cropland,Grassland,Water,Non_Wetland,Wetland
704,Cropland,Cropland,Grassland,Water,Non_Wetland,Water
705,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
706,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
707,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
708,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland
709,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
710,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
711,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water
712,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
713,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
714,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
715,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
716,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
717,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
718,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
719,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland
720,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
721,Cropland,Cropland,Cropland,Water,Non_Wetland,Wetland
722,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland
723,Cropland,Cropland,Cropland,Water,Non_Wetland,Water
724,Cropland,Cropland,Wetland,NULL,Wetland,NULL
725,Cropland,Cropland,Wetland,NULL,Wetland,Grassland
726,Cropland,Cropland,Wetland,NULL,Wetland,Cropland
727,Cropland,Cropland,Wetland,NULL,Wetland,Wetland
728,Cropland,Cropland,Wetland,NULL,Wetland,Bareland
729,Cropland,Cropland,Wetland,NULL,Wetland,Forest
730,Cropland,Cropland,Wetland,Non_Water,Wetland,Cropland
731,Cropland,Cropland,Wetland,Non_Water,Wetland,Wetland
732,Cropland,Cropland,Wetland,Non_Water,Wetland,Forest
733,Cropland,Cropland,Wetland,Water,Wetland,Cropland
734,Cropland,Cropland,Wetland,Water,Wetland,Wetland
735,Cropland,Cropland,Wetland,Water,Wetland,Water
736,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
737,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
738,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
739,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
740,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
741,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
742,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
743,Cropland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,Cropland
744,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
745,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
746,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
747,Cropland,Cropland,Bareland,NULL,Non_Wetland,Wetland
748,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
749,Cropland,Cropland,Bareland,NULL,Non_Wetland,Built-up
750,Cropland,Cropland,Bareland,NULL,Non_Wetland,Water
751,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
752,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL
753,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
754,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
755,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
756,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Water
757,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Forest
758,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL
759,Cropland,Cropland,Bareland,Water,Non_Wetland,Grassland
760,Cropland,Cropland,Bareland,Water,Non_Wetland,Cropland
761,Cropland,Cropland,Bareland,Water,Non_Wetland,Wetland
762,Cropland,Cropland,Bareland,Water,Non_Wetland,Bareland
763,Cropland,Cropland,Bareland,Water,Non_Wetland,Water
764,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
765,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
766,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
767,Cropland,Cropland,Built-up,NULL,Non_Wetland,Wetland
768,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
769,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
770,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
771,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Cropland
772,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland
773,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Forest
774,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL
775,Cropland,Cropland,Built-up,Water,Non_Wetland,Cropland
776,Cropland,Cropland,Built-up,Water,Non_Wetland,Water
777,Cropland,Cropland,Water,NULL,Water,Grassland
778,Cropland,Cropland,Water,NULL,Water,Cropland
779,Cropland,Cropland,Water,NULL,Water,Bareland
780,Cropland,Cropland,Water,Non_Water,Water,Grassland
781,Cropland,Cropland,Water,Water,Water,Grassland
782,Cropland,Cropland,Water,Water,Water,Cropland
783,Cropland,Cropland,Water,Water,Water,Wetland
784,Cropland,Cropland,Water,Water,Water,Water
785,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
786,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
787,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
788,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
789,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
790,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
791,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
792,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL
793,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
794,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
795,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
796,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest
797,Cropland,Cropland,Forest,Water,Non_Wetland,Cropland
798,Cropland,Cropland,Forest,Water,Non_Wetland,Wetland
799,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL
800,Cropland,Wetland,NULL,NULL,Non_Wetland,Forest
801,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL
802,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL
803,Cropland,Wetland,Cropland,NULL,Non_Wetland,Forest
804,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL
805,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest
806,Cropland,Bareland,NULL,NULL,Non_Wetland,Grassland
807,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
808,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
809,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
810,Cropland,Bareland,Grassland,NULL,Non_Wetland,Cropland
811,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
812,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
813,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL
814,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland
815,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland
816,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland
817,Cropland,Bareland,Bareland,NULL,Non_Wetland,Grassland
818,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
819,Cropland,Bareland,Built-up,NULL,Non_Wetland,Cropland
820,Cropland,Bareland,Built-up,NULL,Non_Wetland,Bareland
821,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL
822,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL
823,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
824,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
825,Cropland,Built-up,NULL,NULL,Non_Wetland,Wetland
826,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland
827,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up
828,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
829,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
830,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
831,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
832,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
833,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
834,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
