Value,AFRICA_2024_DynamicWorld_2024_37PBR_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PBR_M_R,AFRICA_2024_GLC_FCS30D_2022_37PBR_M_R,AFRICA_2024_GSW_Yearly_2021_37PBR_M_R,AFRICA_2024_GWL_FCS30D_2022_37PBR_M_R,AFRICA_2024_WorldCover_2021_37PBR_M_R
425,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland
426,Cropland,NULL,Bareland,Water,Non_Wetland,Water
427,Cropland,NULL,Bareland,Water,Non_Wetland,Forest
428,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
429,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
430,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
431,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
432,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
433,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
434,Cropland,NULL,Built-up,Water,Non_Wetland,Grassland
435,Cropland,NULL,Built-up,Water,Non_Wetland,Cropland
436,Cropland,NULL,Built-up,Water,Non_Wetland,Bareland
437,Cropland,NULL,Built-up,Water,Non_Wetland,Water
438,Cropland,NULL,Water,Non_Water,Water,Grassland
439,Cropland,NULL,Water,Non_Water,Water,Forest
440,Cropland,NULL,Water,Water,Water,Grassland
441,Cropland,NULL,Water,Water,Water,Cropland
442,Cropland,NULL,Water,Water,Water,Water
443,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
444,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
445,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
446,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
447,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
448,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
449,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
450,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland
451,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
452,Cropland,NULL,Forest,Water,Non_Wetland,Grassland
453,Cropland,NULL,Forest,Water,Non_Wetland,Cropland
454,Cropland,NULL,Forest,Water,Non_Wetland,Wetland
455,Cropland,NULL,Forest,Water,Non_Wetland,Bareland
456,Cropland,NULL,Forest,Water,Non_Wetland,Water
457,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
458,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
459,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
460,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
461,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Forest
462,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
463,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
464,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
465,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
466,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
467,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
468,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
469,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
470,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
471,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland
472,Cropland,Cropland,Shrubland,Water,Non_Wetland,Water
473,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
474,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
475,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
476,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland
477,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
478,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
479,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
480,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
481,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
482,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
483,Cropland,Cropland,Grassland,Water,Non_Wetland,Grassland
484,Cropland,Cropland,Grassland,Water,Non_Wetland,Cropland
485,Cropland,Cropland,Grassland,Water,Non_Wetland,Wetland
486,Cropland,Cropland,Grassland,Water,Non_Wetland,Forest
487,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
488,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
489,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
490,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
491,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
492,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water
493,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
494,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
495,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
496,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
497,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
498,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland
499,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
500,Cropland,Cropland,Cropland,Water,Non_Wetland,Wetland
501,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland
502,Cropland,Cropland,Cropland,Water,Non_Wetland,Water
503,Cropland,Cropland,Wetland,NULL,Wetland,Water
504,Cropland,Cropland,Wetland,NULL,Wetland,Forest
505,Cropland,Cropland,Wetland,Non_Water,Wetland,Grassland
506,Cropland,Cropland,Wetland,Non_Water,Wetland,Cropland
507,Cropland,Cropland,Wetland,Non_Water,Wetland,Forest
508,Cropland,Cropland,Wetland,Water,Wetland,Grassland
509,Cropland,Cropland,Wetland,Water,Wetland,Cropland
510,Cropland,Cropland,Wetland,Water,Wetland,Wetland
511,Cropland,Cropland,Wetland,Water,Wetland,Bareland
512,Cropland,Cropland,Wetland,Water,Wetland,Water
513,Cropland,Cropland,Wetland,Water,Wetland,Forest
514,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
515,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
516,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
517,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
518,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
519,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
520,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
521,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
522,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
523,Cropland,Cropland,Bareland,Water,Non_Wetland,Grassland
524,Cropland,Cropland,Bareland,Water,Non_Wetland,Cropland
525,Cropland,Cropland,Bareland,Water,Non_Wetland,Bareland
526,Cropland,Cropland,Bareland,Water,Non_Wetland,Water
527,Cropland,Cropland,Bareland,Water,Non_Wetland,Forest
528,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
529,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
530,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
531,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
532,Cropland,Cropland,Water,Water,Water,Grassland
533,Cropland,Cropland,Water,Water,Water,Water
534,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
535,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
536,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
537,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
538,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
539,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
540,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest
541,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland
542,Cropland,Cropland,Forest,Water,Non_Wetland,Cropland
543,Cropland,Cropland,Forest,Water,Non_Wetland,Wetland
544,Cropland,Cropland,Forest,Water,Non_Wetland,Water
545,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL
546,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
547,Cropland,Wetland,Wetland,Water,Wetland,Bareland
548,Cropland,Wetland,Wetland,Water,Wetland,Water
549,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
550,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland
551,Cropland,Bareland,Cropland,Water,Non_Wetland,Water
552,Cropland,Bareland,Wetland,Water,Wetland,Cropland
553,Cropland,Bareland,Wetland,Water,Wetland,Water
554,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
555,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
556,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
557,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
558,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
559,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
560,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
561,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
562,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
563,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
564,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
565,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
566,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
567,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
568,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
569,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
570,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
571,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
572,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
573,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
574,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
575,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL
576,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
577,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
578,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
579,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
580,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
581,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
582,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
583,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
584,Cropland,Water,NULL,NULL,Non_Wetland,Cropland
585,Cropland,Water,NULL,NULL,Non_Wetland,Forest
586,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL
587,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
588,Cropland,Water,Shrubland,NULL,Non_Wetland,Cropland
589,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland
590,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
591,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Forest
592,Cropland,Water,Shrubland,Water,Non_Wetland,Water
593,Cropland,Water,Shrubland,Water,Non_Wetland,Forest
594,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland
595,Cropland,Water,Grassland,NULL,Non_Wetland,Forest
596,Cropland,Water,Grassland,Non_Water,Non_Wetland,Cropland
597,Cropland,Water,Grassland,Non_Water,Non_Wetland,Forest
598,Cropland,Water,Grassland,Water,Non_Wetland,Bareland
599,Cropland,Water,Cropland,NULL,Non_Wetland,NULL
600,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
601,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
602,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
603,Cropland,Water,Cropland,NULL,Non_Wetland,Water
604,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
605,Cropland,Water,Cropland,Non_Water,Non_Wetland,Grassland
606,Cropland,Water,Cropland,Non_Water,Non_Wetland,Cropland
607,Cropland,Water,Cropland,Non_Water,Non_Wetland,Forest
608,Cropland,Water,Cropland,Water,Non_Wetland,Bareland
609,Cropland,Water,Cropland,Water,Non_Wetland,Water
610,Cropland,Water,Wetland,Non_Water,Wetland,Bareland
611,Cropland,Water,Wetland,Water,Wetland,Grassland
612,Cropland,Water,Wetland,Water,Wetland,Cropland
613,Cropland,Water,Wetland,Water,Wetland,Bareland
614,Cropland,Water,Wetland,Water,Wetland,Water
615,Cropland,Water,Wetland,Water,Wetland,Forest
616,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
617,Cropland,Water,Bareland,NULL,Non_Wetland,Cropland
618,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
619,Cropland,Water,Bareland,NULL,Non_Wetland,Forest
620,Cropland,Water,Bareland,Non_Water,Non_Wetland,Cropland
621,Cropland,Water,Bareland,Non_Water,Non_Wetland,Forest
622,Cropland,Water,Bareland,Water,Non_Wetland,Grassland
623,Cropland,Water,Bareland,Water,Non_Wetland,Bareland
624,Cropland,Water,Bareland,Water,Non_Wetland,Water
625,Cropland,Water,Bareland,Water,Non_Wetland,Forest
626,Cropland,Water,Built-up,NULL,Non_Wetland,Bareland
627,Cropland,Water,Built-up,Water,Non_Wetland,Cropland
628,Cropland,Water,Water,Water,Water,Cropland
629,Cropland,Water,Water,Water,Water,Water
630,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
631,Cropland,Water,Forest,NULL,Non_Wetland,Cropland
632,Cropland,Water,Forest,NULL,Non_Wetland,Bareland
633,Cropland,Water,Forest,NULL,Non_Wetland,Forest
634,Cropland,Water,Forest,Water,Non_Wetland,Water
635,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
636,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
637,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
638,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
639,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
640,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
641,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
642,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
643,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
644,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
645,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
646,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
647,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
648,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Forest
649,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
650,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
651,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
652,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
653,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Cropland
654,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Forest
655,Cropland,Forest,Wetland,Non_Water,Wetland,Bareland
656,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
657,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
658,Cropland,Forest,Bareland,NULL,Non_Wetland,Cropland
659,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
660,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
661,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
662,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
663,Cropland,Forest,Forest,Non_Water,Non_Wetland,Forest
664,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
665,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
666,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
667,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
668,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
669,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
670,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
671,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
672,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Forest
673,Wetland,NULL,Grassland,Water,Non_Wetland,Cropland
674,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
675,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
676,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
677,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland
678,Wetland,NULL,Cropland,NULL,Non_Wetland,Water
679,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
680,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
681,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Forest
682,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland
683,Wetland,NULL,Cropland,Water,Non_Wetland,Cropland
684,Wetland,NULL,Wetland,NULL,Wetland,Cropland
685,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland
686,Wetland,NULL,Wetland,Non_Water,Wetland,Forest
687,Wetland,NULL,Wetland,Water,Wetland,Cropland
688,Wetland,NULL,Wetland,Water,Wetland,Bareland
689,Wetland,NULL,Wetland,Water,Wetland,Water
690,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL
691,Wetland,NULL,Bareland,NULL,Non_Wetland,Cropland
692,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
693,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
694,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
695,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland
696,Wetland,NULL,Bareland,Water,Non_Wetland,Cropland
697,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland
698,Wetland,NULL,Water,Non_Water,Water,Forest
699,Wetland,NULL,Water,Water,Water,Grassland
700,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
701,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
702,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
703,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
704,Wetland,NULL,Forest,Water,Non_Wetland,Cropland
705,Wetland,NULL,Forest,Water,Non_Wetland,Water
706,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Forest
707,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland
708,Wetland,Cropland,Cropland,NULL,Non_Wetland,Bareland
709,Wetland,Cropland,Cropland,NULL,Non_Wetland,Forest
710,Wetland,Cropland,Cropland,Water,Non_Wetland,Grassland
711,Wetland,Cropland,Cropland,Water,Non_Wetland,Cropland
712,Wetland,Cropland,Cropland,Water,Non_Wetland,Wetland
713,Wetland,Cropland,Cropland,Water,Non_Wetland,Bareland
714,Wetland,Cropland,Cropland,Water,Non_Wetland,Water
715,Wetland,Cropland,Wetland,Water,Wetland,Wetland
716,Wetland,Cropland,Wetland,Water,Wetland,Bareland
717,Wetland,Cropland,Wetland,Water,Wetland,Water
718,Wetland,Cropland,Water,Water,Water,Wetland
719,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
720,Wetland,Cropland,Forest,Water,Non_Wetland,Grassland
721,Wetland,Cropland,Forest,Water,Non_Wetland,Cropland
722,Wetland,Cropland,Forest,Water,Non_Wetland,Water
723,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Forest
724,Wetland,Water,Grassland,NULL,Non_Wetland,Forest
725,Wetland,Water,Cropland,NULL,Non_Wetland,Forest
726,Wetland,Water,Cropland,Water,Non_Wetland,Cropland
727,Wetland,Water,Cropland,Water,Non_Wetland,Forest
728,Wetland,Water,Wetland,Water,Wetland,Water
729,Wetland,Water,Bareland,NULL,Non_Wetland,Cropland
730,Wetland,Water,Bareland,NULL,Non_Wetland,Forest
731,Wetland,Forest,Cropland,NULL,Non_Wetland,Forest
732,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
733,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
734,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
735,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
736,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
737,Bareland,NULL,NULL,Non_Water,Non_Wetland,Forest
738,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
739,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
740,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
741,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
742,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
743,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
744,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
745,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
746,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
747,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water
748,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
749,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
750,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland
751,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
752,Bareland,NULL,Shrubland,Water,Non_Wetland,Water
753,Bareland,NULL,Shrubland,Water,Non_Wetland,Forest
754,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
755,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
756,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
757,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
758,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
759,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
760,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
761,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
762,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
763,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
764,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Forest
765,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
766,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland
767,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
768,Bareland,NULL,Grassland,Water,Non_Wetland,Water
769,Bareland,NULL,Grassland,Water,Non_Wetland,Forest
770,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
771,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
772,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
773,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland
774,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
775,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
776,Bareland,NULL,Cropland,NULL,Non_Wetland,Water
777,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
778,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
779,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
780,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
781,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Forest
782,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
783,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland
784,Bareland,NULL,Cropland,Water,Non_Wetland,Wetland
785,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
786,Bareland,NULL,Cropland,Water,Non_Wetland,Water
787,Bareland,NULL,Cropland,Water,Non_Wetland,Forest
788,Bareland,NULL,Wetland,NULL,Wetland,Grassland
789,Bareland,NULL,Wetland,NULL,Wetland,Cropland
790,Bareland,NULL,Wetland,NULL,Wetland,Wetland
791,Bareland,NULL,Wetland,NULL,Wetland,Bareland
792,Bareland,NULL,Wetland,NULL,Wetland,Water
793,Bareland,NULL,Wetland,NULL,Wetland,Forest
794,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland
795,Bareland,NULL,Wetland,Non_Water,Wetland,Cropland
796,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland
797,Bareland,NULL,Wetland,Non_Water,Wetland,Forest
798,Bareland,NULL,Wetland,Water,Wetland,Grassland
799,Bareland,NULL,Wetland,Water,Wetland,Cropland
800,Bareland,NULL,Wetland,Water,Wetland,Wetland
801,Bareland,NULL,Wetland,Water,Wetland,Bareland
802,Bareland,NULL,Wetland,Water,Wetland,Water
803,Bareland,NULL,Wetland,Water,Wetland,Forest
804,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
805,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
806,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
807,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
808,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
809,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
810,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
811,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
812,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
813,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
814,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
815,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
816,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Forest
817,Bareland,NULL,Bareland,Water,Non_Wetland,NULL
818,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
819,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland
820,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
821,Bareland,NULL,Bareland,Water,Non_Wetland,Water
822,Bareland,NULL,Bareland,Water,Non_Wetland,Forest
823,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
824,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
825,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
826,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
827,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
828,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
829,Bareland,NULL,Built-up,Water,Non_Wetland,Grassland
830,Bareland,NULL,Built-up,Water,Non_Wetland,Cropland
831,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
832,Bareland,NULL,Water,Non_Water,Water,Bareland
833,Bareland,NULL,Water,Water,Water,Cropland
834,Bareland,NULL,Water,Water,Water,Wetland
835,Bareland,NULL,Water,Water,Water,Bareland
836,Bareland,NULL,Water,Water,Water,Water
837,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
838,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
839,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
840,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
841,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
842,Bareland,NULL,Forest,Water,Non_Wetland,Grassland
843,Bareland,NULL,Forest,Water,Non_Wetland,Cropland
844,Bareland,NULL,Forest,Water,Non_Wetland,Wetland
845,Bareland,NULL,Forest,Water,Non_Wetland,Bareland
846,Bareland,NULL,Forest,Water,Non_Wetland,Water
847,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
848,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
849,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
850,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
851,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
852,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
853,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
