Value,AFRICA_2024_DynamicWorld_2024_36QVD_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36QVD_M_R,AFRICA_2024_GLC_FCS30D_2022_36QVD_M_R,AFRICA_2024_GSW_Yearly_2021_36QVD_M_R,AFRICA_2024_GWL_FCS30D_2022_36QVD_M_R,AFRICA_2024_WorldCover_2021_36QVD_M_R
425,Cropland,Cropland,Built-up,NULL,Non_Wetland,Water
426,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
427,Cropland,Cropland,Built-up,Water,Non_Wetland,Cropland
428,Cropland,Cropland,Water,NULL,Water,Cropland
429,Cropland,Cropland,Water,NULL,Water,Water
430,Cropland,Cropland,Water,NULL,Water,Forest
431,Cropland,Cropland,Water,Non_Water,Water,Cropland
432,Cropland,Cropland,Water,Non_Water,Water,Water
433,Cropland,Cropland,Water,Non_Water,Water,Forest
434,Cropland,Cropland,Water,Water,Water,Cropland
435,Cropland,Cropland,Water,Water,Water,Forest
436,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
437,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
438,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest
439,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
440,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
441,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL
442,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
443,Cropland,Bareland,Grassland,NULL,Non_Wetland,Cropland
444,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
445,Cropland,Bareland,Grassland,NULL,Non_Wetland,Built-up
446,Cropland,Bareland,Grassland,NULL,Non_Wetland,Forest
447,Cropland,Bareland,Grassland,Water,Non_Wetland,Cropland
448,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland
449,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland
450,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland
451,Cropland,Bareland,Cropland,NULL,Non_Wetland,Water
452,Cropland,Bareland,Cropland,NULL,Non_Wetland,Forest
453,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,Forest
454,Cropland,Bareland,Cropland,Water,Non_Wetland,Cropland
455,Cropland,Bareland,Cropland,Water,Non_Wetland,Forest
456,Cropland,Bareland,Bareland,NULL,Non_Wetland,Grassland
457,Cropland,Bareland,Bareland,NULL,Non_Wetland,Cropland
458,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
459,Cropland,Bareland,Bareland,NULL,Non_Wetland,Forest
460,Cropland,Bareland,Bareland,Water,Non_Wetland,Bareland
461,Cropland,Bareland,Built-up,NULL,Non_Wetland,Grassland
462,Cropland,Bareland,Built-up,NULL,Non_Wetland,Cropland
463,Cropland,Bareland,Built-up,NULL,Non_Wetland,Bareland
464,Cropland,Bareland,Built-up,NULL,Non_Wetland,Forest
465,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
466,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
467,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
468,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
469,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
470,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
471,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
472,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
473,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
474,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
475,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
476,Cropland,Built-up,Grassland,Water,Non_Wetland,Cropland
477,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
478,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
479,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
480,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
481,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
482,Cropland,Built-up,Bareland,NULL,Non_Wetland,Built-up
483,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL
484,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
485,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
486,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
487,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
488,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
489,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
490,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
491,Cropland,Water,Cropland,Non_Water,Non_Wetland,Cropland
492,Cropland,Water,Cropland,Non_Water,Non_Wetland,Forest
493,Cropland,Water,Cropland,Water,Non_Wetland,Cropland
494,Cropland,Water,Cropland,Water,Non_Wetland,Forest
495,Cropland,Water,Wetland,NULL,Wetland,Forest
496,Cropland,Water,Wetland,Water,Wetland,Forest
497,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
498,Cropland,Water,Water,NULL,Water,Forest
499,Cropland,Water,Water,Water,Water,Forest
500,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
501,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
502,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
503,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
504,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Forest
505,Wetland,NULL,Wetland,NULL,Wetland,Forest
506,Wetland,NULL,Wetland,Non_Water,Wetland,Forest
507,Wetland,NULL,Water,NULL,Water,Forest
508,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland
509,Wetland,Cropland,Cropland,NULL,Non_Wetland,Water
510,Wetland,Cropland,Cropland,NULL,Non_Wetland,Forest
511,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
512,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Water
513,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
514,Wetland,Cropland,Cropland,Water,Non_Wetland,Cropland
515,Wetland,Cropland,Cropland,Water,Non_Wetland,Forest
516,Wetland,Cropland,Wetland,NULL,Wetland,Forest
517,Wetland,Cropland,Wetland,Non_Water,Wetland,Forest
518,Wetland,Cropland,Wetland,Water,Wetland,Forest
519,Wetland,Cropland,Water,NULL,Water,Forest
520,Wetland,Wetland,Cropland,NULL,Non_Wetland,Cropland
521,Wetland,Wetland,Cropland,NULL,Non_Wetland,Forest
522,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Forest
523,Wetland,Wetland,Cropland,Water,Non_Wetland,Forest
524,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest
525,Wetland,Bareland,Grassland,NULL,Non_Wetland,Cropland
526,Wetland,Bareland,Cropland,NULL,Non_Wetland,Cropland
527,Wetland,Water,Cropland,NULL,Non_Wetland,Cropland
528,Wetland,Water,Cropland,NULL,Non_Wetland,Water
529,Wetland,Water,Cropland,NULL,Non_Wetland,Forest
530,Wetland,Water,Cropland,Non_Water,Non_Wetland,Cropland
531,Wetland,Water,Cropland,Non_Water,Non_Wetland,Water
532,Wetland,Water,Cropland,Non_Water,Non_Wetland,Forest
533,Wetland,Water,Cropland,Water,Non_Wetland,Cropland
534,Wetland,Water,Cropland,Water,Non_Wetland,Water
535,Wetland,Water,Cropland,Water,Non_Wetland,Forest
536,Wetland,Water,Wetland,NULL,Wetland,Water
537,Wetland,Water,Wetland,NULL,Wetland,Forest
538,Wetland,Water,Wetland,Non_Water,Wetland,Water
539,Wetland,Water,Wetland,Non_Water,Wetland,Forest
540,Wetland,Water,Wetland,Water,Wetland,Cropland
541,Wetland,Water,Wetland,Water,Wetland,Water
542,Wetland,Water,Wetland,Water,Wetland,Forest
543,Wetland,Water,Water,NULL,Water,Water
544,Wetland,Water,Water,Non_Water,Water,Forest
545,Wetland,Water,Water,Water,Water,Water
546,Wetland,Forest,Cropland,NULL,Non_Wetland,Cropland
547,Wetland,Forest,Cropland,NULL,Non_Wetland,Forest
548,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
549,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
550,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
551,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
552,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
553,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
554,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
555,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
556,Bareland,NULL,Shrubland,Water,Non_Wetland,Water
557,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
558,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
559,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
560,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
561,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
562,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
563,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
564,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
565,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
566,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland
567,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
568,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
569,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
570,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
571,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
572,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
573,Bareland,NULL,Cropland,NULL,Non_Wetland,Water
574,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
575,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
576,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
577,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Forest
578,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
579,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland
580,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
581,Bareland,NULL,Wetland,NULL,Wetland,Bareland
582,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
583,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
584,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
585,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
586,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
587,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
588,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
589,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
590,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
591,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
592,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
593,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
594,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland
595,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
596,Bareland,NULL,Bareland,Water,Non_Wetland,Water
597,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
598,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
599,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
600,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
601,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
602,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest
603,Bareland,NULL,Built-up,Water,Non_Wetland,Cropland
604,Bareland,NULL,Water,NULL,Water,Bareland
605,Bareland,NULL,Water,NULL,Water,Forest
606,Bareland,NULL,Water,Water,Water,Bareland
607,Bareland,NULL,Water,Water,Water,Water
608,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
609,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
610,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
611,Bareland,Cropland,Shrubland,Water,Non_Wetland,Bareland
612,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
613,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
614,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
615,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
616,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
617,Bareland,Cropland,Grassland,NULL,Non_Wetland,Water
618,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest
619,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
620,Bareland,Cropland,Grassland,Water,Non_Wetland,Grassland
621,Bareland,Cropland,Grassland,Water,Non_Wetland,Cropland
622,Bareland,Cropland,Grassland,Water,Non_Wetland,Bareland
623,Bareland,Cropland,Grassland,Water,Non_Wetland,Water
624,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
625,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
626,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
627,Bareland,Cropland,Cropland,NULL,Non_Wetland,Water
628,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
629,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
630,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
631,Bareland,Cropland,Cropland,Water,Non_Wetland,Cropland
632,Bareland,Cropland,Cropland,Water,Non_Wetland,Water
633,Bareland,Cropland,Cropland,Water,Non_Wetland,Forest
634,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
635,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
636,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL
637,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
638,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
639,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
640,Bareland,Cropland,Bareland,NULL,Non_Wetland,Built-up
641,Bareland,Cropland,Bareland,NULL,Non_Wetland,Water
642,Bareland,Cropland,Bareland,NULL,Non_Wetland,Forest
643,Bareland,Cropland,Bareland,Water,Non_Wetland,Cropland
644,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland
645,Bareland,Cropland,Bareland,Water,Non_Wetland,Water
646,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
647,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
648,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
649,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up
650,Bareland,Cropland,Built-up,NULL,Non_Wetland,Forest
651,Bareland,Cropland,Built-up,Water,Non_Wetland,Cropland
652,Bareland,Cropland,Water,NULL,Water,Cropland
653,Bareland,Cropland,Water,NULL,Water,Forest
654,Bareland,Cropland,Water,Non_Water,Water,Forest
655,Bareland,Cropland,Water,Water,Water,Water
656,Bareland,Wetland,Cropland,NULL,Non_Wetland,Forest
657,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
658,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
659,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
660,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Built-up
661,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water
662,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
663,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water
664,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL
665,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
666,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
667,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
668,Bareland,Bareland,Grassland,NULL,Non_Wetland,Built-up
669,Bareland,Bareland,Grassland,NULL,Non_Wetland,Forest
670,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
671,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL
672,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
673,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
674,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
675,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up
676,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water
677,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest
678,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Cropland
679,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
680,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Forest
681,Bareland,Bareland,Cropland,Water,Non_Wetland,Grassland
682,Bareland,Bareland,Cropland,Water,Non_Wetland,Cropland
683,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
684,Bareland,Bareland,Cropland,Water,Non_Wetland,Water
685,Bareland,Bareland,Cropland,Water,Non_Wetland,Forest
686,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
687,Bareland,Bareland,Wetland,Water,Wetland,Cropland
688,Bareland,Bareland,Wetland,Water,Wetland,Bareland
689,Bareland,Bareland,Wetland,Water,Wetland,Water
690,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
691,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL
692,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
693,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland
694,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
695,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up
696,Bareland,Bareland,Bareland,NULL,Non_Wetland,Forest
697,Bareland,Bareland,Bareland,Water,Non_Wetland,Cropland
698,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
699,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
700,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL
701,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
702,Bareland,Bareland,Built-up,NULL,Non_Wetland,Cropland
703,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
704,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up
705,Bareland,Bareland,Built-up,NULL,Non_Wetland,Forest
706,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
707,Bareland,Bareland,Water,NULL,Water,Bareland
708,Bareland,Bareland,Water,Water,Water,Bareland
709,Bareland,Bareland,Water,Water,Water,Water
710,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland
711,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland
712,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up
713,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
714,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
715,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
716,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL
717,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
718,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
719,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
720,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
721,Bareland,Built-up,Grassland,NULL,Non_Wetland,Forest
722,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
723,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up
724,Bareland,Built-up,Cropland,NULL,Non_Wetland,Forest
725,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
726,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
727,Bareland,Built-up,Bareland,NULL,Non_Wetland,Cropland
728,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
729,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
730,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL
731,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
732,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland
733,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
734,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
735,Bareland,Built-up,Built-up,NULL,Non_Wetland,Forest
736,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Cropland
737,Bareland,Built-up,Built-up,Water,Non_Wetland,Cropland
738,Bareland,Built-up,Built-up,Water,Non_Wetland,Bareland
739,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
740,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland
741,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
742,Bareland,Water,Cropland,NULL,Non_Wetland,Water
743,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
744,Bareland,Water,Cropland,Non_Water,Non_Wetland,Cropland
745,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water
746,Bareland,Water,Cropland,Non_Water,Non_Wetland,Forest
747,Bareland,Water,Cropland,Water,Non_Wetland,Cropland
748,Bareland,Water,Cropland,Water,Non_Wetland,Wetland
749,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
750,Bareland,Water,Cropland,Water,Non_Wetland,Water
751,Bareland,Water,Wetland,NULL,Wetland,Cropland
752,Bareland,Water,Wetland,NULL,Wetland,Bareland
753,Bareland,Water,Wetland,Water,Wetland,Cropland
754,Bareland,Water,Wetland,Water,Wetland,Water
755,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
756,Bareland,Water,Bareland,NULL,Non_Wetland,Water
757,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
758,Bareland,Water,Bareland,Water,Non_Wetland,Water
759,Bareland,Water,Water,NULL,Water,Bareland
760,Bareland,Water,Water,NULL,Water,Forest
761,Water,NULL,NULL,NULL,Non_Wetland,Grassland
762,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
763,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
764,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
765,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
766,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
767,Water,NULL,Grassland,NULL,Non_Wetland,Built-up
768,Water,NULL,Grassland,Water,Non_Wetland,Cropland
769,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
770,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
771,Water,NULL,Cropland,NULL,Non_Wetland,Water
772,Water,NULL,Cropland,NULL,Non_Wetland,Forest
773,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland
774,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest
775,Water,NULL,Cropland,Water,Non_Wetland,Cropland
776,Water,NULL,Cropland,Water,Non_Wetland,Water
777,Water,NULL,Cropland,Water,Non_Wetland,Forest
778,Water,NULL,Wetland,NULL,Wetland,Forest
779,Water,NULL,Wetland,Non_Water,Wetland,Bareland
780,Water,NULL,Wetland,Non_Water,Wetland,Forest
781,Water,NULL,Wetland,Water,Wetland,Bareland
782,Water,NULL,Wetland,Water,Wetland,Water
783,Water,NULL,Wetland,Water,Wetland,Forest
784,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
785,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
786,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
787,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
788,Water,NULL,Bareland,NULL,Non_Wetland,Built-up
789,Water,NULL,Bareland,NULL,Non_Wetland,Forest
790,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
791,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
792,Water,NULL,Built-up,NULL,Non_Wetland,Built-up
793,Water,NULL,Built-up,NULL,Non_Wetland,Forest
794,Water,NULL,Water,Water,Water,NULL
795,Water,NULL,Water,Water,Water,Water
796,Water,Cropland,NULL,NULL,Non_Wetland,Cropland
797,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
798,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
799,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
800,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
801,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
802,Water,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
803,Water,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
804,Water,Cropland,Grassland,Water,Non_Wetland,Cropland
805,Water,Cropland,Grassland,Water,Non_Wetland,Bareland
806,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
807,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
808,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
809,Water,Cropland,Cropland,NULL,Non_Wetland,Built-up
810,Water,Cropland,Cropland,NULL,Non_Wetland,Water
811,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
812,Water,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
813,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water
814,Water,Cropland,Cropland,Non_Water,Non_Wetland,Forest
815,Water,Cropland,Cropland,Water,Non_Wetland,Cropland
816,Water,Cropland,Cropland,Water,Non_Wetland,Bareland
817,Water,Cropland,Cropland,Water,Non_Wetland,Water
818,Water,Cropland,Cropland,Water,Non_Wetland,Forest
819,Water,Cropland,Wetland,NULL,Wetland,Cropland
820,Water,Cropland,Wetland,NULL,Wetland,Water
821,Water,Cropland,Wetland,NULL,Wetland,Forest
822,Water,Cropland,Wetland,Non_Water,Wetland,Cropland
823,Water,Cropland,Wetland,Non_Water,Wetland,Water
824,Water,Cropland,Wetland,Non_Water,Wetland,Forest
825,Water,Cropland,Wetland,Water,Wetland,Cropland
826,Water,Cropland,Wetland,Water,Wetland,Water
827,Water,Cropland,Wetland,Water,Wetland,Forest
828,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
829,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
830,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
831,Water,Cropland,Bareland,Water,Non_Wetland,Cropland
832,Water,Cropland,Bareland,Water,Non_Wetland,Water
833,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland
834,Water,Cropland,Built-up,NULL,Non_Wetland,Cropland
835,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland
836,Water,Cropland,Built-up,NULL,Non_Wetland,Forest
837,Water,Cropland,Water,NULL,Water,Cropland
838,Water,Cropland,Water,NULL,Water,Water
839,Water,Cropland,Water,NULL,Water,Forest
840,Water,Cropland,Water,Non_Water,Water,Cropland
841,Water,Cropland,Water,Non_Water,Water,Water
842,Water,Cropland,Water,Non_Water,Water,Forest
843,Water,Cropland,Water,Water,Water,Water
844,Water,Cropland,Water,Water,Water,Forest
845,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
846,Water,Cropland,Forest,NULL,Non_Wetland,Forest
847,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
848,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
849,Water,Bareland,Grassland,NULL,Non_Wetland,Water
850,Water,Bareland,Cropland,NULL,Non_Wetland,NULL
851,Water,Bareland,Cropland,NULL,Non_Wetland,Cropland
852,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
853,Water,Bareland,Cropland,NULL,Non_Wetland,Water
854,Water,Bareland,Cropland,NULL,Non_Wetland,Forest
855,Water,Bareland,Cropland,Water,Non_Wetland,Grassland
856,Water,Bareland,Cropland,Water,Non_Wetland,Cropland
857,Water,Bareland,Cropland,Water,Non_Wetland,Bareland
