Value,AFRICA_2024_DynamicWorld_2024_37PCP_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PCP_M_R,AFRICA_2024_GLC_FCS30D_2022_37PCP_M_R,AFRICA_2024_GSW_Yearly_2021_37PCP_M_R,AFRICA_2024_GWL_FCS30D_2022_37PCP_M_R,AFRICA_2024_WorldCover_2021_37PCP_M_R
422,NULL,Water,Cropland,Non_Water,Non_Wetland,Forest
423,NULL,Water,Cropland,Water,Non_Wetland,NULL
424,NULL,Water,Cropland,Water,Non_Wetland,Grassland
425,NULL,Water,Cropland,Water,Non_Wetland,Cropland
426,NULL,Water,Wetland,NULL,Wetland,Forest
427,NULL,Water,Wetland,Water,Wetland,Cropland
428,NULL,Water,Bareland,NULL,Non_Wetland,NULL
429,NULL,Water,Bareland,NULL,Non_Wetland,Grassland
430,NULL,Water,Bareland,NULL,Non_Wetland,Cropland
431,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL
432,NULL,Water,Bareland,Non_Water,Non_Wetland,Grassland
433,NULL,Water,Bareland,Non_Water,Non_Wetland,Cropland
434,NULL,Water,Bareland,Water,Non_Wetland,NULL
435,NULL,Water,Bareland,Water,Non_Wetland,Cropland
436,NULL,Water,Bareland,Water,Non_Wetland,Forest
437,NULL,Water,Built-up,Non_Water,Non_Wetland,Forest
438,NULL,Water,Forest,NULL,Non_Wetland,NULL
439,NULL,Water,Forest,NULL,Non_Wetland,Grassland
440,NULL,Water,Forest,NULL,Non_Wetland,Wetland
441,NULL,Water,Forest,Non_Water,Non_Wetland,NULL
442,NULL,Water,Forest,Non_Water,Non_Wetland,Cropland
443,NULL,Water,Forest,Water,Non_Wetland,NULL
444,NULL,Water,Forest,Water,Non_Wetland,Cropland
445,NULL,Forest,NULL,NULL,Non_Wetland,NULL
446,NULL,Forest,NULL,NULL,Non_Wetland,Grassland
447,NULL,Forest,NULL,NULL,Non_Wetland,Cropland
448,NULL,Forest,NULL,NULL,Non_Wetland,Wetland
449,NULL,Forest,NULL,NULL,Non_Wetland,Forest
450,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL
451,NULL,Forest,NULL,Non_Water,Non_Wetland,Forest
452,NULL,Forest,NULL,Water,Non_Wetland,NULL
453,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL
454,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
455,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland
456,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland
457,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
458,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL
459,NULL,Forest,Grassland,NULL,Non_Wetland,NULL
460,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
461,NULL,Forest,Grassland,NULL,Non_Wetland,Cropland
462,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland
463,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up
464,NULL,Forest,Grassland,NULL,Non_Wetland,Forest
465,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL
466,NULL,Forest,Grassland,Non_Water,Non_Wetland,Forest
467,NULL,Forest,Cropland,NULL,Non_Wetland,NULL
468,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland
469,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland
470,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up
471,NULL,Forest,Cropland,NULL,Non_Wetland,Forest
472,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL
473,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland
474,NULL,Forest,Cropland,Non_Water,Non_Wetland,Cropland
475,NULL,Forest,Cropland,Water,Non_Wetland,NULL
476,NULL,Forest,Wetland,NULL,Wetland,Forest
477,NULL,Forest,Wetland,Non_Water,Wetland,Cropland
478,NULL,Forest,Wetland,Water,Wetland,Cropland
479,NULL,Forest,Wetland,Water,Wetland,Forest
480,NULL,Forest,Bareland,NULL,Non_Wetland,NULL
481,NULL,Forest,Bareland,NULL,Non_Wetland,Forest
482,NULL,Forest,Bareland,Water,Non_Wetland,NULL
483,NULL,Forest,Bareland,Water,Non_Wetland,Forest
484,NULL,Forest,Built-up,NULL,Non_Wetland,NULL
485,NULL,Forest,Built-up,NULL,Non_Wetland,Forest
486,NULL,Forest,Forest,NULL,Non_Wetland,NULL
487,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
488,NULL,Forest,Forest,NULL,Non_Wetland,Cropland
489,NULL,Forest,Forest,NULL,Non_Wetland,Wetland
490,NULL,Forest,Forest,NULL,Non_Wetland,Bareland
491,NULL,Forest,Forest,NULL,Non_Wetland,Built-up
492,NULL,Forest,Forest,NULL,Non_Wetland,Forest
493,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL
494,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest
495,Grassland,NULL,NULL,NULL,Non_Wetland,NULL
496,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland
497,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland
498,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland
499,Grassland,NULL,NULL,NULL,Non_Wetland,Forest
500,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland
501,Grassland,NULL,NULL,Water,Non_Wetland,Cropland
502,Grassland,NULL,NULL,Water,Non_Wetland,Wetland
503,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL
504,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland
505,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland
506,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland
507,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest
508,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
509,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
510,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
511,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
512,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
513,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL
514,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland
515,Grassland,NULL,Shrubland,Water,Non_Wetland,Cropland
516,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland
517,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL
518,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland
519,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland
520,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland
521,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest
522,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
523,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest
524,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland
525,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL
526,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland
527,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland
528,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland
529,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland
530,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up
531,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest
532,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
533,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
534,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
535,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest
536,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland
537,Grassland,NULL,Cropland,Water,Non_Wetland,Cropland
538,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland
539,Grassland,NULL,Wetland,NULL,Wetland,NULL
540,Grassland,NULL,Wetland,NULL,Wetland,Grassland
541,Grassland,NULL,Wetland,NULL,Wetland,Cropland
542,Grassland,NULL,Wetland,NULL,Wetland,Wetland
543,Grassland,NULL,Wetland,NULL,Wetland,Forest
544,Grassland,NULL,Wetland,Non_Water,Wetland,NULL
545,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland
546,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland
547,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland
548,Grassland,NULL,Wetland,Non_Water,Wetland,Forest
549,Grassland,NULL,Wetland,Water,Wetland,Grassland
550,Grassland,NULL,Wetland,Water,Wetland,Cropland
551,Grassland,NULL,Wetland,Water,Wetland,Wetland
552,Grassland,NULL,Wetland,Water,Wetland,Water
553,Grassland,NULL,Wetland,Water,Wetland,Forest
554,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
555,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
556,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL
557,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland
558,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland
559,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland
560,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland
561,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest
562,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
563,Grassland,NULL,Bareland,Water,Non_Wetland,Water
564,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL
565,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland
566,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland
567,Grassland,NULL,Built-up,NULL,Non_Wetland,Forest
568,Grassland,NULL,Water,Non_Water,Water,Cropland
569,Grassland,NULL,Water,Non_Water,Water,Wetland
570,Grassland,NULL,Water,Non_Water,Water,Forest
571,Grassland,NULL,Water,Water,Water,Cropland
572,Grassland,NULL,Water,Water,Water,Wetland
573,Grassland,NULL,Forest,NULL,Non_Wetland,NULL
574,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
575,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland
576,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland
577,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up
578,Grassland,NULL,Forest,NULL,Non_Wetland,Forest
579,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland
580,Grassland,NULL,Forest,Non_Water,Non_Wetland,Cropland
581,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland
582,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest
583,Grassland,NULL,Forest,Water,Non_Wetland,Cropland
584,Grassland,NULL,Forest,Water,Non_Wetland,Wetland
585,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL
586,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland
587,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland
588,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland
589,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland
590,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest
591,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
592,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
593,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Wetland
594,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Forest
595,Grassland,Cropland,NULL,Water,Non_Wetland,Grassland
596,Grassland,Cropland,NULL,Water,Non_Wetland,Cropland
597,Grassland,Cropland,NULL,Water,Non_Wetland,Wetland
598,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL
599,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
600,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
601,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
602,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest
603,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
604,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
605,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
606,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
607,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
608,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland
609,Grassland,Cropland,Shrubland,Water,Non_Wetland,Cropland
610,Grassland,Cropland,Shrubland,Water,Non_Wetland,Wetland
611,Grassland,Cropland,Shrubland,Water,Non_Wetland,Water
612,Grassland,Cropland,Shrubland,Water,Non_Wetland,Forest
613,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL
614,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland
615,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland
616,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland
617,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest
618,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
619,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
620,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
621,Grassland,Cropland,Grassland,Water,Non_Wetland,Cropland
622,Grassland,Cropland,Grassland,Water,Non_Wetland,Wetland
623,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL
624,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
625,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland
626,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland
627,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland
628,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up
629,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest
630,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
631,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
632,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
633,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
634,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland
635,Grassland,Cropland,Cropland,Water,Non_Wetland,Cropland
636,Grassland,Cropland,Cropland,Water,Non_Wetland,Wetland
637,Grassland,Cropland,Cropland,Water,Non_Wetland,Bareland
638,Grassland,Cropland,Cropland,Water,Non_Wetland,Water
639,Grassland,Cropland,Wetland,NULL,Wetland,NULL
640,Grassland,Cropland,Wetland,NULL,Wetland,Grassland
641,Grassland,Cropland,Wetland,NULL,Wetland,Cropland
642,Grassland,Cropland,Wetland,NULL,Wetland,Wetland
643,Grassland,Cropland,Wetland,NULL,Wetland,Water
644,Grassland,Cropland,Wetland,NULL,Wetland,Forest
645,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL
646,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland
647,Grassland,Cropland,Wetland,Non_Water,Wetland,Cropland
648,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland
649,Grassland,Cropland,Wetland,Non_Water,Wetland,Forest
650,Grassland,Cropland,Wetland,Water,Wetland,NULL
651,Grassland,Cropland,Wetland,Water,Wetland,Grassland
652,Grassland,Cropland,Wetland,Water,Wetland,Cropland
653,Grassland,Cropland,Wetland,Water,Wetland,Wetland
654,Grassland,Cropland,Wetland,Water,Wetland,Water
655,Grassland,Cropland,Wetland,Water,Wetland,Forest
656,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
657,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
658,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
659,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL
660,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland
661,Grassland,Cropland,Bareland,NULL,Non_Wetland,Cropland
662,Grassland,Cropland,Bareland,NULL,Non_Wetland,Wetland
663,Grassland,Cropland,Bareland,NULL,Non_Wetland,Bareland
664,Grassland,Cropland,Bareland,NULL,Non_Wetland,Water
665,Grassland,Cropland,Bareland,NULL,Non_Wetland,Forest
666,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
667,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
668,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
669,Grassland,Cropland,Bareland,Water,Non_Wetland,Grassland
670,Grassland,Cropland,Bareland,Water,Non_Wetland,Cropland
671,Grassland,Cropland,Bareland,Water,Non_Wetland,Wetland
672,Grassland,Cropland,Bareland,Water,Non_Wetland,Water
673,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL
674,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland
675,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland
676,Grassland,Cropland,Built-up,NULL,Non_Wetland,Forest
677,Grassland,Cropland,Built-up,Non_Water,Non_Wetland,Cropland
678,Grassland,Cropland,Water,NULL,Water,Cropland
679,Grassland,Cropland,Water,NULL,Water,Wetland
680,Grassland,Cropland,Water,Non_Water,Water,Grassland
681,Grassland,Cropland,Water,Non_Water,Water,Cropland
682,Grassland,Cropland,Water,Water,Water,Grassland
683,Grassland,Cropland,Water,Water,Water,Cropland
684,Grassland,Cropland,Water,Water,Water,Wetland
685,Grassland,Cropland,Water,Water,Water,Water
686,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL
687,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
688,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland
689,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland
690,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
691,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL
692,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
693,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
694,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
695,Grassland,Cropland,Forest,Water,Non_Wetland,Grassland
696,Grassland,Cropland,Forest,Water,Non_Wetland,Cropland
697,Grassland,Cropland,Forest,Water,Non_Wetland,Wetland
698,Grassland,Cropland,Forest,Water,Non_Wetland,Water
699,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL
700,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland
701,Grassland,Wetland,NULL,NULL,Non_Wetland,Cropland
702,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland
703,Grassland,Wetland,NULL,NULL,Non_Wetland,Forest
704,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Grassland
705,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
706,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Forest
707,Grassland,Wetland,NULL,Water,Non_Wetland,Cropland
708,Grassland,Wetland,NULL,Water,Non_Wetland,Wetland
709,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL
710,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
711,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
712,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
713,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Forest
714,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
715,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
716,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
717,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
718,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
719,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
720,Grassland,Wetland,Shrubland,Water,Non_Wetland,Grassland
721,Grassland,Wetland,Shrubland,Water,Non_Wetland,Cropland
722,Grassland,Wetland,Shrubland,Water,Non_Wetland,Wetland
723,Grassland,Wetland,Shrubland,Water,Non_Wetland,Water
724,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL
725,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland
726,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland
727,Grassland,Wetland,Grassland,NULL,Non_Wetland,Forest
728,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Cropland
729,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
730,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Water
731,Grassland,Wetland,Grassland,Water,Non_Wetland,Grassland
732,Grassland,Wetland,Grassland,Water,Non_Wetland,Cropland
733,Grassland,Wetland,Grassland,Water,Non_Wetland,Wetland
734,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland
735,Grassland,Wetland,Cropland,NULL,Non_Wetland,Cropland
736,Grassland,Wetland,Cropland,NULL,Non_Wetland,Wetland
737,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
738,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
739,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
740,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Forest
741,Grassland,Wetland,Cropland,Water,Non_Wetland,Grassland
742,Grassland,Wetland,Cropland,Water,Non_Wetland,Cropland
743,Grassland,Wetland,Cropland,Water,Non_Wetland,Wetland
744,Grassland,Wetland,Cropland,Water,Non_Wetland,Water
745,Grassland,Wetland,Wetland,NULL,Wetland,NULL
746,Grassland,Wetland,Wetland,NULL,Wetland,Grassland
747,Grassland,Wetland,Wetland,NULL,Wetland,Cropland
748,Grassland,Wetland,Wetland,NULL,Wetland,Wetland
749,Grassland,Wetland,Wetland,NULL,Wetland,Forest
750,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL
751,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland
752,Grassland,Wetland,Wetland,Non_Water,Wetland,Cropland
753,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland
754,Grassland,Wetland,Wetland,Non_Water,Wetland,Forest
755,Grassland,Wetland,Wetland,Water,Wetland,NULL
756,Grassland,Wetland,Wetland,Water,Wetland,Grassland
757,Grassland,Wetland,Wetland,Water,Wetland,Cropland
758,Grassland,Wetland,Wetland,Water,Wetland,Wetland
759,Grassland,Wetland,Wetland,Water,Wetland,Water
760,Grassland,Wetland,Wetland,Water,Wetland,Forest
761,Grassland,Wetland,Bareland,NULL,Non_Wetland,Cropland
762,Grassland,Wetland,Bareland,NULL,Non_Wetland,Wetland
763,Grassland,Wetland,Bareland,Water,Non_Wetland,Wetland
764,Grassland,Wetland,Bareland,Water,Non_Wetland,Water
765,Grassland,Wetland,Water,NULL,Water,Wetland
766,Grassland,Wetland,Water,NULL,Water,Water
767,Grassland,Wetland,Water,Non_Water,Water,Wetland
768,Grassland,Wetland,Water,Non_Water,Water,Forest
769,Grassland,Wetland,Water,Water,Water,Cropland
770,Grassland,Wetland,Water,Water,Water,Wetland
771,Grassland,Wetland,Water,Water,Water,Water
772,Grassland,Wetland,Water,Water,Water,Forest
773,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL
774,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland
775,Grassland,Wetland,Forest,NULL,Non_Wetland,Cropland
776,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland
777,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest
778,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
779,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Cropland
780,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
781,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Forest
782,Grassland,Wetland,Forest,Water,Non_Wetland,Grassland
783,Grassland,Wetland,Forest,Water,Non_Wetland,Cropland
784,Grassland,Wetland,Forest,Water,Non_Wetland,Wetland
785,Grassland,Wetland,Forest,Water,Non_Wetland,Water
786,Grassland,Wetland,Forest,Water,Non_Wetland,Forest
787,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland
788,Grassland,Built-up,NULL,NULL,Non_Wetland,Cropland
789,Grassland,Built-up,NULL,NULL,Non_Wetland,Forest
790,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL
791,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
792,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
793,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland
794,Grassland,Built-up,Grassland,NULL,Non_Wetland,Cropland
795,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland
796,Grassland,Built-up,Cropland,NULL,Non_Wetland,Cropland
797,Grassland,Built-up,Wetland,NULL,Wetland,Grassland
798,Grassland,Built-up,Wetland,NULL,Wetland,Cropland
799,Grassland,Built-up,Wetland,NULL,Wetland,Wetland
800,Grassland,Built-up,Wetland,NULL,Wetland,Forest
801,Grassland,Built-up,Bareland,NULL,Non_Wetland,NULL
802,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland
803,Grassland,Built-up,Built-up,NULL,Non_Wetland,Cropland
804,Grassland,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
805,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland
806,Grassland,Built-up,Forest,NULL,Non_Wetland,Cropland
807,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up
808,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest
809,Grassland,Water,NULL,NULL,Non_Wetland,Wetland
810,Grassland,Water,NULL,Non_Water,Non_Wetland,Wetland
811,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL
812,Grassland,Water,Shrubland,NULL,Non_Wetland,Cropland
813,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland
814,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
815,Grassland,Water,Shrubland,Water,Non_Wetland,Grassland
816,Grassland,Water,Shrubland,Water,Non_Wetland,Cropland
817,Grassland,Water,Shrubland,Water,Non_Wetland,Wetland
818,Grassland,Water,Shrubland,Water,Non_Wetland,Forest
819,Grassland,Water,Grassland,NULL,Non_Wetland,Cropland
820,Grassland,Water,Grassland,Water,Non_Wetland,Grassland
821,Grassland,Water,Grassland,Water,Non_Wetland,Cropland
822,Grassland,Water,Grassland,Water,Non_Wetland,Wetland
823,Grassland,Water,Cropland,NULL,Non_Wetland,Cropland
824,Grassland,Water,Cropland,NULL,Non_Wetland,Wetland
825,Grassland,Water,Cropland,Water,Non_Wetland,Cropland
826,Grassland,Water,Cropland,Water,Non_Wetland,Wetland
827,Grassland,Water,Wetland,NULL,Wetland,Grassland
828,Grassland,Water,Wetland,NULL,Wetland,Wetland
829,Grassland,Water,Wetland,NULL,Wetland,Forest
830,Grassland,Water,Wetland,Non_Water,Wetland,Wetland
831,Grassland,Water,Wetland,Water,Wetland,Grassland
832,Grassland,Water,Wetland,Water,Wetland,Cropland
833,Grassland,Water,Wetland,Water,Wetland,Wetland
834,Grassland,Water,Wetland,Water,Wetland,Water
835,Grassland,Water,Water,NULL,Water,Wetland
836,Grassland,Water,Water,Non_Water,Water,Wetland
837,Grassland,Water,Water,Water,Water,Water
838,Grassland,Water,Forest,NULL,Non_Wetland,Wetland
839,Grassland,Water,Forest,Non_Water,Non_Wetland,Wetland
840,Grassland,Water,Forest,Water,Non_Wetland,Wetland
841,Grassland,Forest,NULL,NULL,Non_Wetland,NULL
842,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland
843,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland
844,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
845,Grassland,Forest,NULL,Non_Water,Non_Wetland,Wetland
846,Grassland,Forest,NULL,Non_Water,Non_Wetland,Forest
847,Grassland,Forest,NULL,Water,Non_Wetland,Cropland
848,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
849,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
850,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland
