Value,AFRICA_2024_DynamicWorld_2024_36NXL_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36NXL_M_R,AFRICA_2024_GLC_FCS30D_2022_36NXL_M_R,AFRICA_2024_GSW_Yearly_2021_36NXL_M_R,AFRICA_2024_GWL_FCS30D_2022_36NXL_M_R,AFRICA_2024_WorldCover_2021_36NXL_M_R
417,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
418,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
419,Cropland,NULL,Built-up,NULL,Non_Wetland,Wetland
420,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
421,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
422,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
423,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
424,Cropland,NULL,Built-up,Water,Non_Wetland,Wetland
425,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
426,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
427,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
428,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
429,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
430,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
431,Cropland,NULL,Forest,Water,Non_Wetland,Wetland
432,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
433,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
434,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
435,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
436,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
437,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
438,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
439,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
440,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
441,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
442,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
443,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
444,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
445,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
446,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
447,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland
448,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
449,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
450,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
451,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
452,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
453,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
454,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
455,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
456,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
457,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
458,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
459,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
460,Cropland,Cropland,Bareland,NULL,Non_Wetland,Wetland
461,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
462,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
463,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
464,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
465,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
466,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
467,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
468,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
469,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
470,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
471,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
472,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
473,Cropland,Wetland,Grassland,Water,Non_Wetland,Grassland
474,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
475,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
476,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
477,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
478,Cropland,Bareland,Grassland,NULL,Non_Wetland,Forest
479,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland
480,Cropland,Bareland,Built-up,NULL,Non_Wetland,Grassland
481,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
482,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
483,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
484,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
485,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
486,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
487,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
488,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
489,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
490,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
491,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
492,Cropland,Water,Grassland,NULL,Non_Wetland,NULL
493,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
494,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
495,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
496,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
497,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
498,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
499,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
500,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
501,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland
502,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland
503,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
504,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL
505,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
506,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
507,Cropland,Forest,Shrubland,Water,Non_Wetland,Forest
508,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
509,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
510,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
511,Cropland,Forest,Grassland,NULL,Non_Wetland,Wetland
512,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland
513,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
514,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
515,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
516,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
517,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland
518,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
519,Cropland,Forest,Wetland,NULL,Wetland,Forest
520,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
521,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
522,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL
523,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
524,Cropland,Forest,Bareland,NULL,Non_Wetland,Cropland
525,Cropland,Forest,Bareland,NULL,Non_Wetland,Wetland
526,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
527,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL
528,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland
529,Cropland,Forest,Built-up,NULL,Non_Wetland,Forest
530,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
531,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
532,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
533,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
534,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
535,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland
536,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
537,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
538,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
539,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
540,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
541,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
542,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
543,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
544,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland
545,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL
546,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
547,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
548,Wetland,NULL,Grassland,Water,Non_Wetland,NULL
549,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland
550,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland
551,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL
552,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
553,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
554,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
555,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL
556,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
557,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
558,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland
559,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland
560,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL
561,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
562,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Wetland
563,Wetland,NULL,Built-up,Water,Non_Wetland,Grassland
564,Wetland,NULL,Water,Non_Water,Water,NULL
565,Wetland,NULL,Water,Non_Water,Water,Grassland
566,Wetland,NULL,Water,Non_Water,Water,Wetland
567,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
568,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
569,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Grassland
570,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
571,Wetland,Wetland,NULL,Water,Non_Wetland,Grassland
572,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland
573,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL
574,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
575,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
576,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
577,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
578,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL
579,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
580,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
581,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL
582,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland
583,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL
584,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
585,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
586,Wetland,Wetland,Grassland,Water,Non_Wetland,Grassland
587,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland
588,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL
589,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
590,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
591,Wetland,Wetland,Cropland,Water,Non_Wetland,Grassland
592,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland
593,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL
594,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
595,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
596,Wetland,Wetland,Bareland,Water,Non_Wetland,Grassland
597,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland
598,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Grassland
599,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
600,Wetland,Wetland,Built-up,Water,Non_Wetland,Grassland
601,Wetland,Wetland,Built-up,Water,Non_Wetland,Wetland
602,Wetland,Wetland,Water,Non_Water,Water,NULL
603,Wetland,Wetland,Water,Non_Water,Water,Grassland
604,Wetland,Wetland,Water,Non_Water,Water,Wetland
605,Wetland,Wetland,Water,Water,Water,Grassland
606,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
607,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
608,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
609,Wetland,Water,Grassland,Non_Water,Non_Wetland,Grassland
610,Wetland,Water,Grassland,Non_Water,Non_Wetland,Wetland
611,Wetland,Water,Bareland,Non_Water,Non_Wetland,Wetland
612,Wetland,Water,Built-up,Non_Water,Non_Wetland,Wetland
613,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
614,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
615,Wetland,Forest,Shrubland,Water,Non_Wetland,Grassland
616,Wetland,Forest,Grassland,Non_Water,Non_Wetland,NULL
617,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
618,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Wetland
619,Wetland,Forest,Grassland,Water,Non_Wetland,Grassland
620,Wetland,Forest,Bareland,Non_Water,Non_Wetland,NULL
621,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Grassland
622,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Wetland
623,Wetland,Forest,Bareland,Water,Non_Wetland,Grassland
624,Wetland,Forest,Bareland,Water,Non_Wetland,Wetland
625,Wetland,Forest,Built-up,Non_Water,Non_Wetland,Grassland
626,Wetland,Forest,Built-up,Water,Non_Wetland,Grassland
627,Wetland,Forest,Built-up,Water,Non_Wetland,Wetland
628,Wetland,Forest,Forest,Non_Water,Non_Wetland,Grassland
629,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
630,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland
631,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
632,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
633,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
634,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
635,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
636,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
637,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
638,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
639,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
640,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland
641,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
642,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
643,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
644,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
645,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
646,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
647,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
648,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
649,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
650,Bareland,NULL,Grassland,Water,Non_Wetland,Wetland
651,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
652,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
653,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
654,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
655,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
656,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland
657,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
658,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
659,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
660,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
661,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland
662,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
663,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
664,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
665,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
666,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
667,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest
668,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
669,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
670,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
671,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
672,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
673,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
674,Bareland,Cropland,Grassland,NULL,Non_Wetland,Wetland
675,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
676,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
677,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
678,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
679,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
680,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
681,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
682,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
683,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
684,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up
685,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
686,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
687,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
688,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
689,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
690,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
691,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
692,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
693,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
694,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
695,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
696,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
697,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
698,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
699,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
700,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland
701,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland
702,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
703,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
704,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland
705,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest
706,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
707,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
708,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest
709,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
710,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
711,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland
712,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland
713,Bareland,Forest,Built-up,NULL,Non_Wetland,Grassland
714,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
715,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland
716,Water,NULL,NULL,NULL,Non_Wetland,Grassland
717,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
718,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
719,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
720,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
721,Water,NULL,Grassland,NULL,Non_Wetland,NULL
722,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
723,Water,NULL,Grassland,NULL,Non_Wetland,Wetland
724,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL
725,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
726,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland
727,Water,NULL,Grassland,Water,Non_Wetland,Grassland
728,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
729,Water,NULL,Bareland,NULL,Non_Wetland,NULL
730,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
731,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
732,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
733,Water,NULL,Bareland,NULL,Non_Wetland,Forest
734,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
735,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland
736,Water,NULL,Bareland,Water,Non_Wetland,Grassland
737,Water,NULL,Forest,NULL,Non_Wetland,Grassland
738,Water,Wetland,NULL,Non_Water,Non_Wetland,Grassland
739,Water,Wetland,NULL,Water,Non_Wetland,Wetland
740,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland
741,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
742,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
743,Water,Wetland,Shrubland,Water,Non_Wetland,Grassland
744,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland
745,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland
746,Water,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
747,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
748,Water,Wetland,Grassland,Water,Non_Wetland,Grassland
749,Water,Wetland,Bareland,NULL,Non_Wetland,Grassland
750,Water,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
751,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
752,Water,Wetland,Bareland,Water,Non_Wetland,Grassland
753,Water,Wetland,Bareland,Water,Non_Wetland,Wetland
754,Water,Wetland,Built-up,Non_Water,Non_Wetland,Grassland
755,Water,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
756,Water,Bareland,Grassland,NULL,Non_Wetland,Grassland
757,Water,Water,NULL,NULL,Non_Wetland,NULL
758,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
759,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
760,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
761,Water,Water,Grassland,NULL,Non_Wetland,Grassland
762,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
763,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland
764,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
765,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland
766,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland
767,Forest,NULL,NULL,NULL,Non_Wetland,NULL
768,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
769,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
770,Forest,NULL,NULL,NULL,Non_Wetland,Forest
771,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL
772,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
773,Forest,NULL,NULL,Water,Non_Wetland,Grassland
774,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
775,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
776,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
777,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
778,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
779,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
780,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
781,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
782,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
783,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
784,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
785,Forest,NULL,Shrubland,Water,Non_Wetland,NULL
786,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
787,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
788,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
789,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
790,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
791,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
792,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
793,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
794,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL
795,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
796,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland
797,Forest,NULL,Grassland,Water,Non_Wetland,NULL
798,Forest,NULL,Grassland,Water,Non_Wetland,Grassland
799,Forest,NULL,Grassland,Water,Non_Wetland,Wetland
800,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
801,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
802,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
803,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
804,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
805,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL
806,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
807,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland
808,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
809,Forest,NULL,Wetland,NULL,Wetland,NULL
810,Forest,NULL,Wetland,NULL,Wetland,Grassland
811,Forest,NULL,Wetland,NULL,Wetland,Forest
812,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
813,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
814,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
815,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
816,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
817,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
818,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
819,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL
820,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
821,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland
822,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
823,Forest,NULL,Bareland,Water,Non_Wetland,Wetland
824,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
825,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
826,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland
827,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
828,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
829,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
830,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL
831,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland
832,Forest,NULL,Built-up,Non_Water,Non_Wetland,Wetland
833,Forest,NULL,Built-up,Water,Non_Wetland,Grassland
