Value,AFRICA_2024_DynamicWorld_2024_38PKC_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_38PKC_M_R,AFRICA_2024_GLC_FCS30D_2022_38PKC_M_R,AFRICA_2024_GSW_Yearly_2021_38PKC_M_R,AFRICA_2024_GWL_FCS30D_2022_38PKC_M_R,AFRICA_2024_WorldCover_2021_38PKC_M_R
424,Bareland,NULL,Wetland,NULL,Wetland,NULL
425,Bareland,NULL,Wetland,NULL,Wetland,Grassland
426,Bareland,NULL,Wetland,NULL,Wetland,Cropland
427,Bareland,NULL,Wetland,NULL,Wetland,Wetland
428,Bareland,NULL,Wetland,NULL,Wetland,Bareland
429,Bareland,NULL,Wetland,NULL,Wetland,Water
430,Bareland,NULL,Wetland,NULL,Wetland,Forest
431,Bareland,NULL,Wetland,Non_Water,NULL,Wetland
432,Bareland,NULL,Wetland,Non_Water,NULL,Bareland
433,Bareland,NULL,Wetland,Non_Water,Wetland,NULL
434,Bareland,NULL,Wetland,Non_Water,Wetland,Cropland
435,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland
436,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland
437,Bareland,NULL,Wetland,Water,NULL,Wetland
438,Bareland,NULL,Wetland,Water,NULL,Bareland
439,Bareland,NULL,Wetland,Water,NULL,Water
440,Bareland,NULL,Wetland,Water,Wetland,NULL
441,Bareland,NULL,Wetland,Water,Wetland,Grassland
442,Bareland,NULL,Wetland,Water,Wetland,Cropland
443,Bareland,NULL,Wetland,Water,Wetland,Wetland
444,Bareland,NULL,Wetland,Water,Wetland,Bareland
445,Bareland,NULL,Wetland,Water,Wetland,Water
446,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
447,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
448,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
449,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
450,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
451,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
452,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
453,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
454,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland
455,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
456,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
457,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
458,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
459,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL
460,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
461,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
462,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
463,Bareland,NULL,Bareland,Water,Non_Wetland,NULL
464,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
465,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland
466,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland
467,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
468,Bareland,NULL,Bareland,Water,Non_Wetland,Water
469,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
470,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
471,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
472,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
473,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
474,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
475,Bareland,NULL,Built-up,Water,Non_Wetland,Wetland
476,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
477,Bareland,NULL,Built-up,Water,Non_Wetland,Built-up
478,Bareland,NULL,Water,NULL,NULL,Bareland
479,Bareland,NULL,Water,Water,NULL,Bareland
480,Bareland,NULL,Water,Water,NULL,Water
481,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
482,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
483,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL
484,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
485,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
486,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
487,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
488,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
489,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
490,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
491,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
492,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
493,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
494,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
495,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
496,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
497,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
498,Bareland,Cropland,Cropland,NULL,Non_Wetland,Wetland
499,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
500,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up
501,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
502,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
503,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
504,Bareland,Cropland,Cropland,Water,Non_Wetland,Bareland
505,Bareland,Cropland,Wetland,NULL,Wetland,Wetland
506,Bareland,Cropland,Wetland,NULL,Wetland,Bareland
507,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
508,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
509,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
510,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL
511,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
512,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
513,Bareland,Cropland,Bareland,NULL,Non_Wetland,Wetland
514,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
515,Bareland,Cropland,Bareland,NULL,Non_Wetland,Built-up
516,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
517,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL
518,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
519,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
520,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up
521,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL
522,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
523,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland
524,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
525,Bareland,Wetland,Wetland,NULL,Wetland,Cropland
526,Bareland,Wetland,Wetland,NULL,Wetland,Wetland
527,Bareland,Wetland,Wetland,NULL,Wetland,Bareland
528,Bareland,Wetland,Wetland,Water,Wetland,Cropland
529,Bareland,Wetland,Wetland,Water,Wetland,Wetland
530,Bareland,Wetland,Wetland,Water,Wetland,Bareland
531,Bareland,Wetland,Bareland,NULL,Non_Wetland,Grassland
532,Bareland,Wetland,Bareland,NULL,Non_Wetland,Cropland
533,Bareland,Wetland,Bareland,NULL,Non_Wetland,Wetland
534,Bareland,Wetland,Bareland,NULL,Non_Wetland,Bareland
535,Bareland,Wetland,Bareland,Water,Non_Wetland,Bareland
536,Bareland,Bareland,NULL,NULL,Non_Wetland,Cropland
537,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
538,Bareland,Bareland,NULL,NULL,Non_Wetland,Water
539,Bareland,Bareland,NULL,NULL,Non_Wetland,Forest
540,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland
541,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland
542,Bareland,Bareland,NULL,Water,Non_Wetland,Water
543,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL
544,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
545,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
546,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
547,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Built-up
548,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water
549,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Cropland
550,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
551,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water
552,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
553,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water
554,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
555,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
556,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
557,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL
558,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
559,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
560,Bareland,Bareland,Cropland,NULL,Non_Wetland,Wetland
561,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
562,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up
563,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water
564,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest
565,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL
566,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Cropland
567,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
568,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL
569,Bareland,Bareland,Cropland,Water,Non_Wetland,Grassland
570,Bareland,Bareland,Cropland,Water,Non_Wetland,Cropland
571,Bareland,Bareland,Cropland,Water,Non_Wetland,Wetland
572,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
573,Bareland,Bareland,Cropland,Water,Non_Wetland,Water
574,Bareland,Bareland,Wetland,NULL,NULL,NULL
575,Bareland,Bareland,Wetland,NULL,NULL,Wetland
576,Bareland,Bareland,Wetland,NULL,NULL,Bareland
577,Bareland,Bareland,Wetland,NULL,NULL,Water
578,Bareland,Bareland,Wetland,NULL,Wetland,NULL
579,Bareland,Bareland,Wetland,NULL,Wetland,Grassland
580,Bareland,Bareland,Wetland,NULL,Wetland,Cropland
581,Bareland,Bareland,Wetland,NULL,Wetland,Wetland
582,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
583,Bareland,Bareland,Wetland,NULL,Wetland,Water
584,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland
585,Bareland,Bareland,Wetland,Water,NULL,Cropland
586,Bareland,Bareland,Wetland,Water,NULL,Wetland
587,Bareland,Bareland,Wetland,Water,NULL,Bareland
588,Bareland,Bareland,Wetland,Water,NULL,Built-up
589,Bareland,Bareland,Wetland,Water,NULL,Water
590,Bareland,Bareland,Wetland,Water,Wetland,NULL
591,Bareland,Bareland,Wetland,Water,Wetland,Cropland
592,Bareland,Bareland,Wetland,Water,Wetland,Wetland
593,Bareland,Bareland,Wetland,Water,Wetland,Bareland
594,Bareland,Bareland,Wetland,Water,Wetland,Water
595,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
596,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
597,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
598,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL
599,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
600,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland
601,Bareland,Bareland,Bareland,NULL,Non_Wetland,Wetland
602,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
603,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up
604,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
605,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL
606,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Cropland
607,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
608,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water
609,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL
610,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland
611,Bareland,Bareland,Bareland,Water,Non_Wetland,Cropland
612,Bareland,Bareland,Bareland,Water,Non_Wetland,Wetland
613,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
614,Bareland,Bareland,Bareland,Water,Non_Wetland,Built-up
615,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
616,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL
617,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
618,Bareland,Bareland,Built-up,NULL,Non_Wetland,Cropland
619,Bareland,Bareland,Built-up,NULL,Non_Wetland,Wetland
620,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
621,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up
622,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water
623,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
624,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water
625,Bareland,Bareland,Built-up,Water,Non_Wetland,Wetland
626,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
627,Bareland,Bareland,Built-up,Water,Non_Wetland,Built-up
628,Bareland,Bareland,Built-up,Water,Non_Wetland,Water
629,Bareland,Bareland,Water,NULL,NULL,Bareland
630,Bareland,Bareland,Water,NULL,NULL,Water
631,Bareland,Bareland,Water,NULL,Water,Bareland
632,Bareland,Bareland,Water,NULL,Water,Water
633,Bareland,Bareland,Water,Non_Water,NULL,Bareland
634,Bareland,Bareland,Water,Non_Water,NULL,Water
635,Bareland,Bareland,Water,Non_Water,Water,Bareland
636,Bareland,Bareland,Water,Non_Water,Water,Water
637,Bareland,Bareland,Water,Water,NULL,Bareland
638,Bareland,Bareland,Water,Water,NULL,Water
639,Bareland,Bareland,Water,Water,Water,Bareland
640,Bareland,Bareland,Water,Water,Water,Water
641,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL
642,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland
643,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL
644,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
645,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
646,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL
647,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
648,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
649,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
650,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL
651,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
652,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland
653,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
654,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up
655,Bareland,Built-up,Cropland,NULL,Non_Wetland,Forest
656,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Cropland
657,Bareland,Built-up,Wetland,NULL,Wetland,NULL
658,Bareland,Built-up,Wetland,NULL,Wetland,Wetland
659,Bareland,Built-up,Wetland,NULL,Wetland,Bareland
660,Bareland,Built-up,Wetland,NULL,Wetland,Built-up
661,Bareland,Built-up,Wetland,Non_Water,Wetland,Wetland
662,Bareland,Built-up,Wetland,Non_Water,Wetland,Bareland
663,Bareland,Built-up,Wetland,Water,Wetland,Wetland
664,Bareland,Built-up,Wetland,Water,Wetland,Bareland
665,Bareland,Built-up,Wetland,Water,Wetland,Water
666,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL
667,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
668,Bareland,Built-up,Bareland,NULL,Non_Wetland,Cropland
669,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
670,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
671,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
672,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
673,Bareland,Built-up,Bareland,Water,Non_Wetland,Bareland
674,Bareland,Built-up,Bareland,Water,Non_Wetland,Built-up
675,Bareland,Built-up,Bareland,Water,Non_Wetland,Water
676,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL
677,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland
678,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
679,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
680,Bareland,Built-up,Built-up,NULL,Non_Wetland,Forest
681,Bareland,Built-up,Built-up,Water,Non_Wetland,Bareland
682,Bareland,Built-up,Built-up,Water,Non_Wetland,Built-up
683,Bareland,Built-up,Water,Water,Water,Bareland
684,Bareland,Water,NULL,NULL,Non_Wetland,Bareland
685,Bareland,Water,NULL,NULL,Non_Wetland,Water
686,Bareland,Water,NULL,Non_Water,Non_Wetland,Water
687,Bareland,Water,NULL,Water,Non_Wetland,Bareland
688,Bareland,Water,NULL,Water,Non_Wetland,Water
689,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL
690,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland
691,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
692,Bareland,Water,Shrubland,NULL,Non_Wetland,Water
693,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland
694,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water
695,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
696,Bareland,Water,Shrubland,Water,Non_Wetland,Water
697,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
698,Bareland,Water,Grassland,Water,Non_Wetland,Wetland
699,Bareland,Water,Cropland,NULL,Non_Wetland,NULL
700,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
701,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland
702,Bareland,Water,Cropland,NULL,Non_Wetland,Wetland
703,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
704,Bareland,Water,Cropland,NULL,Non_Wetland,Water
705,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
706,Bareland,Water,Cropland,Non_Water,Non_Wetland,Wetland
707,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water
708,Bareland,Water,Cropland,Water,Non_Wetland,Grassland
709,Bareland,Water,Cropland,Water,Non_Wetland,Wetland
710,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
711,Bareland,Water,Cropland,Water,Non_Wetland,Water
712,Bareland,Water,Wetland,NULL,NULL,Wetland
713,Bareland,Water,Wetland,NULL,NULL,Bareland
714,Bareland,Water,Wetland,NULL,NULL,Water
715,Bareland,Water,Wetland,NULL,Wetland,NULL
716,Bareland,Water,Wetland,NULL,Wetland,Grassland
717,Bareland,Water,Wetland,NULL,Wetland,Cropland
718,Bareland,Water,Wetland,NULL,Wetland,Wetland
719,Bareland,Water,Wetland,NULL,Wetland,Bareland
720,Bareland,Water,Wetland,NULL,Wetland,Water
721,Bareland,Water,Wetland,Non_Water,Wetland,NULL
722,Bareland,Water,Wetland,Non_Water,Wetland,Cropland
723,Bareland,Water,Wetland,Non_Water,Wetland,Wetland
724,Bareland,Water,Wetland,Non_Water,Wetland,Bareland
725,Bareland,Water,Wetland,Water,NULL,Wetland
726,Bareland,Water,Wetland,Water,NULL,Bareland
727,Bareland,Water,Wetland,Water,NULL,Water
728,Bareland,Water,Wetland,Water,Wetland,NULL
729,Bareland,Water,Wetland,Water,Wetland,Grassland
730,Bareland,Water,Wetland,Water,Wetland,Cropland
731,Bareland,Water,Wetland,Water,Wetland,Wetland
732,Bareland,Water,Wetland,Water,Wetland,Bareland
733,Bareland,Water,Wetland,Water,Wetland,Water
734,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
735,Bareland,Water,Bareland,NULL,Non_Wetland,NULL
736,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
737,Bareland,Water,Bareland,NULL,Non_Wetland,Cropland
738,Bareland,Water,Bareland,NULL,Non_Wetland,Wetland
739,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
740,Bareland,Water,Bareland,NULL,Non_Wetland,Water
741,Bareland,Water,Bareland,NULL,Non_Wetland,Forest
742,Bareland,Water,Bareland,Non_Water,Non_Wetland,Cropland
743,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
744,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water
745,Bareland,Water,Bareland,Water,Non_Wetland,NULL
746,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
747,Bareland,Water,Bareland,Water,Non_Wetland,Cropland
748,Bareland,Water,Bareland,Water,Non_Wetland,Wetland
749,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
750,Bareland,Water,Bareland,Water,Non_Wetland,Water
751,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
752,Bareland,Water,Built-up,NULL,Non_Wetland,Water
753,Bareland,Water,Built-up,Non_Water,Non_Wetland,Water
754,Bareland,Water,Built-up,Water,Non_Wetland,Bareland
755,Bareland,Water,Built-up,Water,Non_Wetland,Water
756,Bareland,Water,Water,NULL,NULL,Bareland
757,Bareland,Water,Water,NULL,NULL,Water
758,Bareland,Water,Water,Water,NULL,Bareland
759,Bareland,Water,Water,Water,NULL,Water
760,Bareland,Water,Water,Water,Water,Grassland
761,Bareland,Water,Water,Water,Water,Bareland
762,Bareland,Water,Water,Water,Water,Water
763,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL
764,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
765,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
766,Bareland,Forest,Wetland,NULL,NULL,NULL
767,Bareland,Forest,Wetland,NULL,Wetland,NULL
768,Bareland,Forest,Wetland,NULL,Wetland,Wetland
769,Bareland,Forest,Wetland,NULL,Wetland,Bareland
770,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL
771,Bareland,Forest,Forest,NULL,Non_Wetland,NULL
772,Water,NULL,NULL,NULL,Non_Wetland,Forest
773,Water,NULL,Cropland,NULL,Non_Wetland,NULL
774,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
775,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
776,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
777,Water,NULL,Cropland,NULL,Non_Wetland,Water
778,Water,NULL,Cropland,NULL,Non_Wetland,Forest
779,Water,NULL,Cropland,Water,Non_Wetland,Cropland
780,Water,NULL,Cropland,Water,Non_Wetland,Wetland
781,Water,NULL,Cropland,Water,Non_Wetland,Bareland
782,Water,NULL,Cropland,Water,Non_Wetland,Water
783,Water,NULL,Wetland,NULL,NULL,NULL
784,Water,NULL,Wetland,NULL,Wetland,NULL
785,Water,NULL,Wetland,NULL,Wetland,Cropland
786,Water,NULL,Wetland,NULL,Wetland,Wetland
787,Water,NULL,Wetland,NULL,Wetland,Bareland
788,Water,NULL,Wetland,NULL,Wetland,Water
789,Water,NULL,Wetland,Non_Water,Wetland,Wetland
790,Water,NULL,Wetland,Water,NULL,NULL
791,Water,NULL,Wetland,Water,NULL,Wetland
792,Water,NULL,Wetland,Water,NULL,Bareland
793,Water,NULL,Wetland,Water,NULL,Water
794,Water,NULL,Wetland,Water,Wetland,NULL
795,Water,NULL,Wetland,Water,Wetland,Wetland
796,Water,NULL,Wetland,Water,Wetland,Bareland
797,Water,NULL,Wetland,Water,Wetland,Water
798,Water,NULL,Bareland,NULL,Non_Wetland,NULL
799,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
800,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
801,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
802,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
803,Water,NULL,Bareland,NULL,Non_Wetland,Water
804,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
805,Water,NULL,Bareland,Non_Water,Non_Wetland,Water
806,Water,NULL,Bareland,Water,Non_Wetland,NULL
807,Water,NULL,Bareland,Water,Non_Wetland,Cropland
808,Water,NULL,Bareland,Water,Non_Wetland,Wetland
809,Water,NULL,Bareland,Water,Non_Wetland,Bareland
810,Water,NULL,Bareland,Water,Non_Wetland,Water
811,Water,NULL,Water,NULL,NULL,Water
812,Water,NULL,Water,Water,NULL,Bareland
813,Water,NULL,Water,Water,NULL,Water
814,Water,NULL,Water,Water,Water,Bareland
815,Water,NULL,Water,Water,Water,Water
816,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
817,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
818,Water,Cropland,Cropland,NULL,Non_Wetland,NULL
819,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
820,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland
821,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
822,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
823,Water,Cropland,Wetland,NULL,Wetland,Wetland
824,Water,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
825,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
826,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland
827,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
828,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
829,Water,Wetland,Wetland,NULL,Wetland,Cropland
830,Water,Wetland,Wetland,NULL,Wetland,Wetland
831,Water,Wetland,Wetland,NULL,Wetland,Bareland
832,Water,Wetland,Wetland,NULL,Wetland,Water
833,Water,Wetland,Wetland,Non_Water,Wetland,Wetland
834,Water,Wetland,Wetland,Water,NULL,Wetland
835,Water,Wetland,Wetland,Water,Wetland,Cropland
836,Water,Wetland,Wetland,Water,Wetland,Wetland
837,Water,Wetland,Wetland,Water,Wetland,Bareland
838,Water,Wetland,Wetland,Water,Wetland,Water
839,Water,Wetland,Bareland,NULL,Non_Wetland,Grassland
840,Water,Wetland,Bareland,NULL,Non_Wetland,Cropland
841,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland
842,Water,Wetland,Bareland,NULL,Non_Wetland,Bareland
843,Water,Wetland,Bareland,NULL,Non_Wetland,Water
844,Water,Wetland,Bareland,Water,Non_Wetland,Cropland
845,Water,Wetland,Bareland,Water,Non_Wetland,Wetland
846,Water,Wetland,Bareland,Water,Non_Wetland,Bareland
847,Water,Wetland,Bareland,Water,Non_Wetland,Water
848,Water,Bareland,NULL,NULL,Non_Wetland,Bareland
849,Water,Bareland,NULL,NULL,Non_Wetland,Water
850,Water,Bareland,NULL,Water,Non_Wetland,Bareland
851,Water,Bareland,Shrubland,NULL,Non_Wetland,Wetland
852,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
853,Water,Bareland,Shrubland,NULL,Non_Wetland,Water
854,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland
855,Water,Bareland,Shrubland,Water,Non_Wetland,Water
856,Water,Bareland,Cropland,NULL,Non_Wetland,NULL
857,Water,Bareland,Cropland,NULL,Non_Wetland,Grassland
858,Water,Bareland,Cropland,NULL,Non_Wetland,Cropland
859,Water,Bareland,Cropland,NULL,Non_Wetland,Wetland
860,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
861,Water,Bareland,Cropland,NULL,Non_Wetland,Water
862,Water,Bareland,Cropland,Water,Non_Wetland,NULL
863,Water,Bareland,Cropland,Water,Non_Wetland,Water
